synset_id	concept	gloss	wordnet21id	supersense	supersense_src	n_member_lemmas	n_tokens	member_lemmas_slp1	decode_src
32757,103893,103894	yavana	an Ionian			none	1	1	yavana	lemma-fallback
32757,43843	yavana	an Ionian			none	1	1	yavana	lemma-fallback
3285	count	the act of counting		act	propagated	1	1	gaRana	word-senses
32933	dramaturgy	the art of writing and producing plays	06910	communication	direct	1	1	nAwya	word-senses
32940	play	a dramatic work intended for performance by actors on a stage; 'he wrote several plays but only one was produced on Broadway'	06912	communication	direct	1	1	nAwaka	word-senses
3304	aftercare	care and treatment of a convalescent patient	00649	act	direct	1	1	paScAtkarman	word-senses
33057,28193	manīṣā	thought			none	1	1	manIzA	lemma-fallback
33057,28210,28193	manīṣā	thought			none	1	1	manIzA	lemma-fallback
33057,31348	uktha	a saying			none	1	1	ukTa	lemma-fallback
33057,33117	nītha	musical mode or air			none	1	1	nITa	lemma-fallback
33057,49256	arka	a ray			none	1	1	arka	lemma-fallback
33117,33057,101721	sāman	a metrical hymn or song of praise			none	1	1	sAman	lemma-fallback
33183	expressive style	a way of expressing something (in language or art or music etc.) that is characteristic of a particular person or group of people or period; 'all the reporters were expected to adopt the style of the newspaper'	06969	communication	direct	1	1	rIti	word-senses
33190,42989	sarasvatī	a region abounding in pools and lakes			none	1	1	sarasvatI	lemma-fallback
33224	note	a tone of voice that shows what the speaker is feeling; 'there was a note of uncertainty in his voice'	06985	communication	direct	1	1	Sabda	word-senses
33234	stress	the relative prominence of a syllable (especially with regard to stress or pitch); 'he put the stress on the wrong syllable'		communication	propagated	1	1	prayatna	word-senses
33271	poetry	literature in metrical form	06995	communication	direct	1	1	kavitA	word-senses
3330	amputation	a surgical removal of all or part of a limb	00657	act	direct	1	1	Ceda	word-senses
33344	trope	language used in a figurative or nonliteral sense	07008	communication	direct	1	1	alaMkAra	word-senses
33364,24691	svara	sound			none	1	1	svara	lemma-fallback
33367	phoneme	(linguistics) one of a small set of speech sounds that are distinguished by the speakers of a particular language	07014	communication	direct	1	1	Sabda	word-senses
33370	diphthong	a vowel sound that starts near the articulatory position for one vowel and moves toward the position for another	07014	communication	direct	1	1	saMDyakzara	word-senses
33384	semivowel	a vowel-like sound that serves as a consonant		communication	propagated	1	1	antaHsTA	word-senses
33386	vowel	a letter of the alphabet standing for a spoken vowel	07017	communication	direct	1	1	varRa	word-senses
33404	fricative consonant	a continuant consonant produced by breath moving against a narrowing of the vocal tract	07020	communication	direct	1	1	uzman	word-senses
33413,34548	ghoṣa	indistinct noise			none	1	1	Goza	lemma-fallback
33424	yelling	uttering a loud inarticulate cry as of pain or excitement	07025	communication	direct	1	1	vigada	word-senses
33427	blasphemy	blasphemous language (expressing disrespect for God or for something sacred)	07026	communication	direct	1	1	apavAda	word-senses
33431	curse	profane or obscene expression usually of surprise or anger		communication	propagated	1	1	SApa	word-senses
33432	croak	a harsh hoarse utterance (as of a frog)	07027	communication	direct	1	1	Sabda	word-senses
33439,4965	hāsa	laughing			none	1	1	hAsa	lemma-fallback
33451	sigh	an utterance made by exhaling audibly	07031	communication	direct	1	1	niHSvAsa	word-senses
33455,25672	vāc	speech			none	1	1	vAc	lemma-fallback
33455,29702	vāc	speech			none	1	1	vAc	lemma-fallback
33466	accent	distinctive manner of oral expression; 'he couldn't suppress his contemptuous accent'; 'she had a very clear speech pattern'	07033	communication	direct	1	1	svara	word-senses
33474,30006	kathā	conversation			none	1	1	kaTA	lemma-fallback
33474,33484	sāṃkathya	talk			none	1	1	sAMkaTya	lemma-fallback
33488	prate	idle or foolish talk		communication	propagated	1	1	pralApa	word-senses
33494,5643	samāsyā	sitting together			none	1	1	samAsyA	lemma-fallback
33495,25373	vistara	spreading			none	1	1	vistara	lemma-fallback
33499,33676	codya	raising questions			none	1	1	codya	lemma-fallback
33503	expression	the communication (in speech or writing) of your beliefs or opinions; 'expressions of good will'; 'he helped me find expression for my ideas'		Tops	propagated	1	1	nivacana	word-senses
33515,33494,33484	saṃvāda	speaking together			none	1	1	saMvAda	lemma-fallback
33539	negotiation	a discussion intended to produce an agreement; 'the buyout negotiation lasted several days'		communication	propagated	1	1	sAman	word-senses
33590	suggestion	a proposal offered for acceptance or rejection		communication	propagated	1	1	pradarSana	word-senses
33613,31749	sava	one who sets in motion or impels			none	1	1	sava	lemma-fallback
33613,33360	vacas	speech			none	1	1	vacas	lemma-fallback
33613,33614	śāsana	punishment			none	1	1	SAsana	lemma-fallback
33616	summons	an order to appear in person at a given place and time	07070	communication	direct	1	1	nimantraRa	word-senses
33646	concession	the act of conceding or yielding	07077	communication	direct	1	1	vyaTana	word-senses
33654	settlement	a conclusive resolution of a matter and disposition of it	07079	communication	direct	1	1	anta	word-senses
33702,4823	āśis	asking for			none	1	1	ASis	lemma-fallback
33712,33709	havīman	call			none	1	1	havIman	lemma-fallback
33718	insistence	continual and persistent demands	07093	communication	direct	1	1	Agraha	word-senses
33729,3230	mīmāṃsā	profound thought or reflection or Consideration			none	1	1	mImAMsA	lemma-fallback
33737	question	a sentence of inquiry that asks for a reply; 'he asked a direct question'; 'he had trouble phrasing his interrogations'	07098	communication	direct	1	1	praSna	word-senses
33747	reply	the speech act of continuing a conversational exchange; 'he growled his reply'	07100	communication	direct	1	1	uttara	word-senses
33753	refutation	the speech act of answering an attack on your assertions; 'his refutation of the charges was short and persuasive'; 'in defense he said the other man started it'	07102	communication	direct	1	1	dUzaRa	word-senses
33755	description	a act of describing something		communication	propagated	1	1	ulleKa	word-senses
33762	affirmation	the act of affirming or asserting or stating something	07104	communication	direct	1	1	avaDAraRa	word-senses
33767,4862	apahnava	concealment			none	1	1	apahnava	lemma-fallback
33789	objection	the speech act of objecting	07109	communication	direct	1	1	nirbanDa	word-senses
33803,33414	ākranda	a king who is the friend of a neighbouring king and checks the attack made on him by another king (called pārṣṇigrāha)			none	1	1	Akranda	lemma-fallback
33803,4094	paridevana	lamentation			none	1	1	paridevana	lemma-fallback
33809	disclosure	making something evident		communication	propagated	1	1	anuKyAti	word-senses
33820	admission	an acknowledgment of the truth of something	07117	communication	direct	1	1	pratijYAna	word-senses
33828	report	the act of informing by verbal report; 'he heard reports that they were causing trouble'; 'by all accounts they were a happy couple'	07119	communication	direct	1	1	pravAda	word-senses
33838,30006	ākhyāna	telling			none	1	1	AKyAna	lemma-fallback
33844	relation	an act of narration; 'he was the hero according to his own relation'; 'his endless recounting of the incident eventually became unbearable'	07123	communication	direct	1	1	samBAzaRa	word-senses
33846	gossip	a report (often malicious) about the doings of other people; 'the divorce caused much gossip'		communication	propagated	1	1	jalpa	word-senses
33850	talk	idle gossip or rumor; 'there has been talk about you lately'	07125	communication	direct	1	1	rava	word-senses
33864	assurance	a binding commitment to do or give or refrain from something: 'an assurance of help when needed'; 'signed a pledge never to reveal the secret'		communication	propagated	1	1	vAc	word-senses
33866	betrothal	a mutual promise to marry	07129	communication	direct	1	1	saMketa	word-senses
33884	challenge	a call to engage in a contest or fight	07132	communication	direct	1	1	samAhvAna	word-senses
33884,5387	āhava	challenge			none	1	1	Ahava	lemma-fallback
33896,33580	anuśāpa	a curse			none	1	1	anuSApa	lemma-fallback
33899,31524	abhiṣaṅga	propensity or inclination to			none	1	1	aBizaNga	lemma-fallback
33908	allegation	a formal accusation against somebody		communication	propagated	1	1	nirbanDa	word-senses
33916	incrimination	an accusation that you are responsible for some lapse or misdeed; 'his incrimination was based on my testimony'; 'the police laid the blame on on the driver'		communication	propagated	1	1	apavAda	word-senses
33970	abetment	the verbal act of urging on	07152	communication	direct	1	1	sava	word-senses
33982	resignation	the act of resigning		communication	propagated	1	1	parihAra	word-senses
33983	abdication	a formal resignation and renunciation of powers	07155	communication	direct	1	1	kzaya	word-senses
33989	ban	an official prohibition		communication	propagated	1	1	SApa	word-senses
34006	landmark	a mark showing the boundary of a piece of land	07160	communication	direct	1	1	setu	word-senses
34009	rule	a rule describing (or prescribing) a linguistic practice		cognition	propagated	1	1	tantra	word-senses
34014	target	a reference point to shoot at; 'his arrow hit the mark'	07162	communication	direct	1	1	nimitta	word-senses
34086,1924	praṇipāta	falling at a person's feet			none	1	1	praRipAta	lemma-fallback
34097,24695	bhāratī	a female descendant of Bharata			none	1	1	BAratI	lemma-fallback
34113	happening	an event that happens	07183	event	direct	1	1	udaya	word-senses
34122,34194	upasarga	addition			none	1	1	upasarga	lemma-fallback
34128	ordeal	a severe or trying experience	07187	event	direct	1	1	SapaTa	word-senses
34144	ending	an event whose occurrence ends something; 'his death marked the ending of an era'		event	propagated	1	1	udyApana	word-senses
34146,49196	phala	fruit (esp. of trees)			none	1	1	Pala	lemma-fallback
34146,58704	vipāka	dressing			none	1	1	vipAka	lemma-fallback
34156,57054	phala	fruit (esp. of trees)			none	1	1	Pala	lemma-fallback
3416	cupping	a treatment in which evacuated cups are applied to the skin to draw blood through the surface	00687	act	direct	1	1	avasecana	word-senses
34166,5363	vyatyaya	transposition			none	1	1	vyatyaya	lemma-fallback
34180	collision	an event in which two or more bodies come together		event	propagated	1	1	AsPAlana	word-senses
34194,62926	upaplava	affliction			none	1	1	upaplava	lemma-fallback
34196,62933	jvara	fever (differing according to the different Doshas or humors of the body supposed to be affected by it)			none	1	1	jvara	lemma-fallback
34214,66364	velā	limit			none	1	1	velA	lemma-fallback
34226	shrinking	process or result of becoming less or smaller: 'the material lost 2 inches per yard in shrinkage'		event	propagated	1	1	mlAnatA	word-senses
34227	compression	the process or result of becoming smaller or pressed together: 'the contraction of a gas on cooling'		event	propagated	1	1	saMkoca	word-senses
34233,23966	enas	mischief			none	1	1	enas	lemma-fallback
34245,100991	siddhi	accomplishment			none	1	1	sidDi	lemma-fallback
34245,605	siddhi	accomplishment			none	1	1	sidDi	lemma-fallback
34245,703	siddhi	accomplishment			none	1	1	sidDi	lemma-fallback
34256	emergence	the becoming visible; 'not a day's difference between the emergence of the andrenas and the opening of the willow catkins'	07219	event	direct	1	1	nirgama	word-senses
34258,34263	janman	birth			none	1	1	janman	lemma-fallback
34258,34265	prasūti	procreation			none	1	1	prasUti	lemma-fallback
34258,34273	janiman	generation			none	1	1	janiman	lemma-fallback
34258,37847,26918	yoni	the womb			none	1	1	yoni	lemma-fallback
34258,39645	janman	birth			none	1	1	janman	lemma-fallback
34258,4283	utpāda	birth			none	1	1	utpAda	lemma-fallback
34258,46949	prasūti	procreation			none	1	1	prasUti	lemma-fallback
34258,569	janiman	generation			none	1	1	janiman	lemma-fallback
34263,102448	āvṛtti	turning towards			none	1	1	Avftti	lemma-fallback
34263,34273	janman	birth			none	1	1	janman	lemma-fallback
34263,39645	yoni	the womb			none	1	1	yoni	lemma-fallback
34265,34356	udaya	going up			none	1	1	udaya	lemma-fallback
34269,4359	prādurbhāva	becoming visible or audible			none	1	1	prAdurBAva	lemma-fallback
34273,34258	samudbhava	existence			none	1	1	samudBava	lemma-fallback
34273,34283	prabhava	production			none	1	1	praBava	lemma-fallback
34273,39634	nābhi	the navel			none	1	1	nABi	lemma-fallback
34283,31561	kāraṇa	cause			none	1	1	kAraRa	lemma-fallback
34283,39634	prabhava	production			none	1	1	praBava	lemma-fallback
34283,41687	kāraṇa	cause			none	1	1	kAraRa	lemma-fallback
34283,573,31561,1201	kāraṇa	cause			none	1	1	kAraRa	lemma-fallback
34291	creation	the event that occured at the beginning of something; 'from its creation the plan was doomed to failure'		event	propagated	1	1	samudBava	word-senses
34299,1380	vināśa	utter loss			none	1	1	vinASa	lemma-fallback
34316,1380	kṣaya	loss			none	1	1	kzaya	lemma-fallback
34316,34319	bhaṅga	breaking			none	1	1	BaNga	lemma-fallback
34316,63300	praṇāśa	vanishing			none	1	1	praRASa	lemma-fallback
34322,2153	nāśa	the being lost			none	1	1	nASa	lemma-fallback
34322,34428	nivṛtti	returning			none	1	1	nivftti	lemma-fallback
34322,725	nāśa	the being lost			none	1	1	nASa	lemma-fallback
34323	vanishing	a sudden or mysterious disappearance	07235	event	direct	1	1	apahAni	word-senses
34349	repeat	an event that repeats; 'the events today were a repeat of yesterday's'	07241	event	direct	1	1	ABIkzRya	word-senses
34388	squeeze	a twisting squeeze: 'gave the wet cloth a wring'		event	propagated	1	1	nizpIqana	word-senses
34405,127075	maraṇa	the act of dying			none	1	1	maraRa	lemma-fallback
34405,43003	antaka	death			none	1	1	antaka	lemma-fallback
34408	increase	a change resulting in an increase; 'the fare increase is scheduled for next month'		event	propagated	1	1	pUraRa	word-senses
34428,34316	śānti	tranquillity			none	1	1	SAnti	lemma-fallback
34428,34453	viśrāma	rest			none	1	1	viSrAma	lemma-fallback
34428,35149,66470	viśrāma	rest			none	1	1	viSrAma	lemma-fallback
34428,63290	bhraṃśa	falling or slipping down or off			none	1	1	BraMSa	lemma-fallback
34431,3701	nipāta	falling down			none	1	1	nipAta	lemma-fallback
34449	monstrosity	something hideous or frightful; 'they regarded the atom bomb as a monstrosity'	07266	event	direct	1	1	aBva	word-senses
34449,62850,60722	abhva	immense power			none	1	1	aBva	lemma-fallback
34463,1758	patana	the act of flying or coming down			none	1	1	patana	lemma-fallback
34463,58853	patana	the act of flying or coming down			none	1	1	patana	lemma-fallback
34484	upheaval	(geology) a rise of land to a higher elevation (as in the process of mountain building)		event	propagated	1	1	utkzepaRa	word-senses
34496	boom	a deep prolonged loud noise	07276	event	direct	1	1	mAyu	word-senses
34496,34545	māyu	bleating			none	1	1	mAyu	lemma-fallback
34496,34546	nirhrāda	sound			none	1	1	nirhrAda	lemma-fallback
34509	chirrup	a series of chirps	07278	event	direct	1	1	AlApa	word-senses
34519	crack	a sudden sharp noise; 'the crack of a whip'; 'he heard the cracking of the ice'		event	propagated	1	1	visPowa	word-senses
34525,34548	rāva	a cry			none	1	1	rAva	lemma-fallback
34529	footfall	the sound of a step of someone walking; 'he heard footsteps on the porch'	07282	event	direct	1	1	pAda	word-senses
34537	honk	the cry of a goose (or any sound resembling this)	07284	event	direct	1	1	ruta	word-senses
34548,33413	ghoṣa	indistinct noise			none	1	1	Goza	lemma-fallback
34548,34565	nirghoṣa	sound			none	1	1	nirGoza	lemma-fallback
34565,24691	nirghoṣa	sound			none	1	1	nirGoza	lemma-fallback
34593,24691	ninada	sound			none	1	1	ninada	lemma-fallback
34598	ting	a light clear metallic sound as of a small bell	07297	event	direct	1	1	SiYjita	word-senses
34601	trample	the sound of trampling		event	propagated	1	1	upabdi	word-senses
34602	twang	a sharp vibrating sound (as of a plucked string)	07297	event	direct	1	1	Goza	word-senses
34621	tide	the periodic rise and fall of the sea level under the gravitational pull of the moon	07301	event	direct	1	1	velA	word-senses
34659	knock	a vigorous blow; 'the sudden knock floored him'; 'he took a bash right in his face'; 'he got a bang on the head'	07309	event	direct	1	1	prahAra	word-senses
34661	slap	a blow from a flat object (as an open hand)	07309	event	direct	1	1	capewa	word-senses
34669,58578	arcis	lustre			none	1	1	arcis	lemma-fallback
34671	gleam	a flash of light (especially reflected light)	07311	event	direct	1	1	Suci	word-senses
34674,34674,42999	aśani	the thunderbolt			none	1	1	aSani	lemma-fallback
34674,49467	taḍit	lightning			none	1	1	taqit	lemma-fallback
3468,4427	upayoga	employment			none	1	1	upayoga	lemma-fallback
34691	climax	the highest point of anything conceived of as growing or developing or unfolding: 'the climax of the artist's career'; 'in the flood tide of his success'		event	propagated	1	1	agra	word-senses
34703	remission	an abatement in the manifestations of a disease; 'his cancer is in remission'		event	propagated	1	1	upaSAnti	word-senses
34708,34241	sridh	erring			none	1	1	sriD	lemma-fallback
34708,35167	vyathā	agitation			none	1	1	vyaTA	lemma-fallback
34709,61116	spandana	throbbing			none	1	1	spandana	lemma-fallback
34753,34754	āvarta	turning			none	1	1	Avarta	lemma-fallback
34756	dismemberment	the removal of limbs; being cut to pieces	07331	event	direct	1	1	nizkozaRa	word-senses
34757	mutilation	an injury that deprives you of a limb or other important body part	07332	event	direct	1	1	virUpaRa	word-senses
34768,61559	īti	plague			none	1	1	Iti	lemma-fallback
34786,16956	dhārā	stream or current of water			none	1	1	DArA	lemma-fallback
34816,38729	prahavaṇa	festivity			none	1	1	prahavaRa	lemma-fallback
34842,34936	sāti	gaining			none	1	1	sAti	lemma-fallback
34852	race	a contest of speed; 'the race is to the swift'	07356	event	direct	1	1	vAjina	word-senses
34852,34986	vājina	race			none	1	1	vAjina	lemma-fallback
3490	spatter	the act of splashing a (liquid) substance on a surface	00706	act	direct	1	1	kzaraRa	word-senses
34936,34842	sāti	gaining			none	1	1	sAti	lemma-fallback
34936,766,34842	sāti	gaining			none	1	1	sAti	lemma-fallback
34946,62782	parābhava	vanishing			none	1	1	parABava	lemma-fallback
3495	plastering	the medicinal application of plasters		act	propagated	1	1	Alepana	word-senses
34955,27603	moha	loss of consciousness			none	1	1	moha	lemma-fallback
34971	sentiment	tender, romantic, or nostalgic feeling or emotion	07379	feeling	direct	1	1	BAva	word-senses
34980,24895,27436	jaḍatā	= jaḍabhāva			none	1	1	jaqatA	lemma-fallback
34982	languor	a feeling of lack of interest or energy	07381	feeling	direct	1	1	glAni	word-senses
34982,61152,62619	avasāda	sinking (as of a chair)			none	1	1	avasAda	lemma-fallback
34983,28746,34994	kāmyā	wish			none	1	1	kAmyA	lemma-fallback
34983,34966	rāga	the act of colouring or dyeing			none	1	1	rAga	lemma-fallback
34983,34996	autsukya	anxiety			none	1	1	Otsukya	lemma-fallback
34983,35006	kāma	wish			none	1	1	kAma	lemma-fallback
34994,33702	āśis	asking for			none	1	1	ASis	lemma-fallback
3500,5207,3503	karman	act			none	1	1	karman	lemma-fallback
35004	sex	all of the feelings resulting from the urge to gratify sexual impulses; 'he wanted a better sex life'; 'the film contained no sex or violence'	07385	feeling	direct	1	1	suKa	word-senses
35004,3996	ānanda	happiness			none	1	1	Ananda	lemma-fallback
35004,3996,35005	ānanda	happiness			none	1	1	Ananda	lemma-fallback
35006,4002	kāma	wish			none	1	1	kAma	lemma-fallback
35009,3996	kheda	lassitude			none	1	1	Keda	lemma-fallback
3501,3500	kārya	work or business to be done			none	1	1	kArya	lemma-fallback
35010,34983	kāma	wish			none	1	1	kAma	lemma-fallback
35018	caprice	a sudden desire; 'he bought it on impulse'		feeling	propagated	1	1	hevAka	word-senses
35019,2191	mayas	refreshment			none	1	1	mayas	lemma-fallback
35020,35019	mayas	refreshment			none	1	1	mayas	lemma-fallback
35020,35205	mud	joy			none	1	1	mud	lemma-fallback
35023,35006,4002,35010,4004	kāma	wish			none	1	1	kAma	lemma-fallback
35023,35006,4002,4004	kāma	wish			none	1	1	kAma	lemma-fallback
35026	pleasantness	the feeling caused by agreeable stimuli; one pole of a continuum of states of feeling	07390	feeling	direct	1	1	mArdava	word-senses
35036,35242	śoka	flame			none	1	1	Soka	lemma-fallback
35041,27775	duḥkha	uneasiness			none	1	1	duHKa	lemma-fallback
35042	agony	intense feelings of suffering; acute mental or physical pain; 'an agony of doubt'; 'the torments of the damned'	07393	feeling	direct	1	1	vyaTA	word-senses
35042,35189	ādhi	thought			none	1	1	ADi	lemma-fallback
35044,27775	araṇi	discomfort			none	1	1	araRi	lemma-fallback
35046,27775,35041	pīḍā	pain			none	1	1	pIqA	lemma-fallback
35046,35041	jvāra	Beschwerde			none	1	1	jvAra	lemma-fallback
35046,62614	kheda	lassitude			none	1	1	Keda	lemma-fallback
35052	preference	a strong liking; 'my own preference is for good literature'; 'the Irish have a penchant for blarney'; 'martinis are an acquired taste'		feeling	propagated	1	1	svAdman	word-senses
35058	friendliness	a feeling of liking for another person; enjoyment in their company	07397	feeling	direct	1	1	aprAtilomya	word-senses
3506	stead	the function or position properly or customarily occupied or served by another: 'can you go in my stead?'; 'took his place'; 'in lieu of'		act	propagated	1	1	sTAna	word-senses
35063,23975	mṛḍīka	compassion			none	1	1	mfqIka	lemma-fallback
35075	antipathy	a feeling of intense dislike	07400	feeling	direct	1	1	aparAga	word-senses
35077,31474	nid	mocking			none	1	1	nid	lemma-fallback
35082	gratitude	a feeling of thankfulness and appreciation; 'he was overwhelmed with gratitude for their help'	07402	feeling	direct	1	1	pratyupakAra	word-senses
35087	solicitude	a feeling of excessive concern	07403	feeling	direct	1	1	pramati	word-senses
35090	indifference	unbiased impartial unconcern	07403	feeling	direct	1	1	upekzA	word-senses
35095,35098	vailakṣya	absence of mark			none	1	1	vElakzya	lemma-fallback
35113,27603	vismaya	wonder			none	1	1	vismaya	lemma-fallback
35115	surprise	the astonishment you feel when something totally unexpected happens to you	07408	feeling	direct	1	1	citrIkaraRa	word-senses
35129	oversensitiveness	sensitivity leading to easy irritation or upset	07410	feeling	direct	1	1	sparSadveza	word-senses
35138	impatience	a restless desire for change and excitement	07411	feeling	direct	1	1	Otsukya	word-senses
35144,24329	dhairya	firmness			none	1	1	DErya	lemma-fallback
35144,24934	dhairya	firmness			none	1	1	DErya	lemma-fallback
35144,35126	dhairya	firmness			none	1	1	DErya	lemma-fallback
35147,100664,60962	śama	tranquillity			none	1	1	Sama	lemma-fallback
35149,24331	viśrāma	rest			none	1	1	viSrAma	lemma-fallback
35149,60962,35147	viśrāma	rest			none	1	1	viSrAma	lemma-fallback
35151,61246	krodha	anger			none	1	1	kroDa	lemma-fallback
35154,35151	manyu	spirit			none	1	1	manyu	lemma-fallback
35154,61247	manyu	spirit			none	1	1	manyu	lemma-fallback
35167,35168	bhī	fear			none	1	1	BI	lemma-fallback
35167,63202	bhaya	fear			none	1	1	Baya	lemma-fallback
35168,35167	bhaya	fear			none	1	1	Baya	lemma-fallback
35177,28622,35167	bhaya	fear			none	1	1	Baya	lemma-fallback
35189,35138,35248	autsukya	anxiety			none	1	1	Otsukya	lemma-fallback
35190	distress	a strong feeling of anxiety; 'his distress as the prospect of being fired'; 'it is not work but worry that kills'; 'he wanted to die and end his troubles'		feeling	propagated	1	1	Baya	word-senses
35201,60800	viśvāsa	confidence			none	1	1	viSvAsa	lemma-fallback
35202	happiness	emotions experienced when in a state of well-being	07424	feeling	direct	1	1	harza	word-senses
35202,35205	ānanda	happiness			none	1	1	Ananda	lemma-fallback
35204	gladness	experiencing joy and pleasure	07424	feeling	direct	1	1	mahas	word-senses
35205,35019	sukha	ease			none	1	1	suKa	lemma-fallback
35205,35202	harṣa	bristling			none	1	1	harza	lemma-fallback
35205,61037	ānanda	happiness			none	1	1	Ananda	lemma-fallback
35208	triumph	the exultation of victory	07425	feeling	direct	1	1	jigIzA	word-senses
35208,817	jaya	conquest			none	1	1	jaya	lemma-fallback
35219	closeness	a feeling of being intimate and belonging together; 'their closeness grew as the night wore on'	07427	feeling	direct	1	1	paricaya	word-senses
35225,35019	prīti	any pleasurable sensation			none	1	1	prIti	lemma-fallback
35225,35296	saumanasa	benevolence			none	1	1	sOmanasa	lemma-fallback
35226	pride	satisfaction with your (or another's) achievements; 'he takes pride in his son's success'	07429	feeling	direct	1	1	utseka	word-senses
35229	fulfillment	a feeling of satisfaction at having achieved your desires	07429	feeling	direct	1	1	sampatti	word-senses
35242,34134	śoka	flame			none	1	1	Soka	lemma-fallback
35242,35036	śoka	flame			none	1	1	Soka	lemma-fallback
35248	sorrow	sadness associated with some wrong done or some disappointment; 'he drank to drown his sorrows'; 'he wrote a note expressing his regret'		feeling	propagated	1	1	anuSaya	word-senses
35270	displeasure	the feeling of being displeased or annoyed or dissatisfied with someone or something	07437	feeling	direct	1	1	ajuzwi	word-senses
35271,30956	anartha	non-value			none	1	1	anarTa	lemma-fallback
35273	hope	the general feeling that some desire will be fulfilled; 'in spite of his troubles he never gave up hope'	07438	feeling	direct	1	1	AsTA	word-senses
35278,35255	viṣāda	drooping state			none	1	1	vizAda	lemma-fallback
35278,62975	daurmanasya	dejectedness			none	1	1	dOrmanasya	lemma-fallback
35291,24506,587	bhāva	becoming			none	1	1	BAva	lemma-fallback
35291,35286	sneha	oiliness			none	1	1	sneha	lemma-fallback
35301,35322	durmati	bad disposition of mind			none	1	1	durmati	lemma-fallback
35322,35324	īrṣyā	envy or impatience of another's success			none	1	1	IrzyA	lemma-fallback
35328,3571	drugdha	offence			none	1	1	drugDa	lemma-fallback
35342	compassion	a deep awareness of and sympathy for another's suffering	07451	feeling	direct	1	1	kAruRya	word-senses
35352	ardor	a feeling of strong eagerness (usually in favor of a person or cause); 'they were imbued with a revolutionary ardor'; 'he felt a kind of religious zeal'	07452	feeling	direct	1	1	Uzman	word-senses
35355	comestible	any substance that can be used as food	07454	food	direct	1	1	Bojya	word-senses
35378	soft diet	a diet that does not require chewing; advised for those with intestinal disorders	07462	food	direct	1	1	odana	word-senses
35389,35423	bhojana	the act of enjoying			none	1	1	Bojana	lemma-fallback
35389,580	anna	food or victuals			none	1	1	anna	lemma-fallback
35403	wheat flour	flour prepared from wheat	07466	food	direct	1	1	samitA	word-senses
35416	commissariat	a stock or supply of foods	07469	food	direct	1	1	saMvara	word-senses
35426,24922	ūrj	strength			none	1	1	Urj	lemma-fallback
35426,62806	iḍā	refreshing draught			none	1	1	iqA	lemma-fallback
35427	breakfast	the first meal of the day (usually in the morning)	07471	food	direct	1	1	prAtarASa	word-senses
35445	banquet	a meal that is well prepared and greatly enjoyed: 'a banquet for the graduating seniors'; 'the Thanksgiving feast'		food	propagated	1	1	saDamAda	word-senses
35457	side dish	a dish subordinate to a main course		food	propagated	1	1	upaBakza	word-senses
35462	roast	a piece of meat roasted or for roasting and of a size for slicing into more than one portion	07477	food	direct	1	1	SUlya	word-senses
35471	relish	spicy or savory condiment	07479	food	direct	1	1	ruci	word-senses
35545	dainty	something considered choice to eat	07454	food	direct	1	1	prayas	word-senses
35545,580	prayas	pleasure			none	1	1	prayas	lemma-fallback
35649,128213	amṛta	collective body of immortals			none	1	1	amfta	lemma-fallback
3571,3559	anaya	bad management			none	1	1	anaya	lemma-fallback
35769	cake	made from or based on a mixture of flour and sugar and eggs	07524	food	direct	1	1	camasa	word-senses
3578	deviation	deviate behavior	00726	act	direct	1	1	cyuti	word-senses
35876	poultry	flesh of chickens or turkeys or ducks or geese raised for food	07540	food	direct	1	1	pakzin	word-senses
35910,25716	āmis	raw flesh			none	1	1	Amis	lemma-fallback
35932	venison	meat from a deer used as food	07548	food	direct	1	1	jANgala	word-senses
35945	forequarter	the front half of a side of meat	07550	food	direct	1	1	Irma	word-senses
3611,3691	apanaya	leading away			none	1	1	apanaya	lemma-fallback
3611,3699	viplava	confusion			none	1	1	viplava	lemma-fallback
3611,3708	apanaya	leading away			none	1	1	apanaya	lemma-fallback
3619	vice	a specific form of evildoing; 'vice offends the moral standards of the community'	00735	act	direct	1	1	doza	word-senses
3626,34816	sadhamāda	drinking together			none	1	1	saDamAda	lemma-fallback
36292	greens	any of various leafy plants or their leaves and stems eaten as vegetables	07603	food	direct	1	1	SAka	word-senses
3630	dishonesty	lack of honesty; acts of lying or cheating or stealing	00738	act	direct	1	1	jihma	word-senses
3631	treachery	an act of deliberate betrayal	00738	act	direct	1	1	droha	word-senses
36387	lentil	round flat seed of the lentil plant		food	propagated	1	1	SUra	word-senses
36392	split-pea	dried hulled pea; used in soup	07620	food	direct	1	1	vidala	word-senses
3643,31624	anṛta	falsehood			none	1	1	anfta	lemma-fallback
3646,1148	vīci	going or leading aside or astray			none	1	1	vIci	lemma-fallback
3646,23353	māyā	art			none	1	1	mAyA	lemma-fallback
3646,24187,31633	druh	injury			none	1	1	druh	lemma-fallback
3650,3688	nikṛti	low conduct			none	1	1	nikfti	lemma-fallback
3656	illusion	deception by creating illusory ideas		act	propagated	1	1	mAyA	word-senses
36561	dried fruit	fruit preserved by drying	07646	food	direct	1	1	vAna	word-senses
3657	pretense	the act of pretending		act	propagated	1	1	apadeSa	word-senses
36576	breadfruit	round seedless or seeded fruit with a bread-like texture; eaten boiled or baked or roasted or ground into flour; roasted seeds resemble chestnuts; of Pacific Islands		food	propagated	1	1	panasa	word-senses
