rank	lemma_slp1	deva	iast	gloss	core_rank	coverage_pct	cumulative_pct	lesson	card_href
4968	Ayuzya	आयुष्य	āyuṣya	āyuṣya mfn. giving long life, vital, preservative of life, for the sake of life, relating or belong…	5630	0.00177022	69.9824	100	../../w/_41yuzya.html
4969	bArhata	बार्हत	bārhata	bārhata mf( ī )n. relating to the Sāman Bṛhat, VS. ; TS. ; Br. ŚrS.	5631	0.00177022	69.9841	100	../../w/b_41rhata.html
4970	darSata	दर्शत	darśata	darśata mf( ā )n. visible, striking the eye, conspicuous, beautiful, RV. ; AV. iv , vii , xviii ; Ś…	5632	0.00177022	69.9859	100	../../w/dar_53ata.html
4971	DAnyABra	धान्याभ्र	dhānyābhra	dhānyā Bra & dhānyā B˚raka, n. a partic. preparation of talc, Bhpr.	5633	0.00177022	69.9877	100	../../w/_44_41ny_41_42ra.html
4972	DfzRu	धृष्णु	dhṛṣṇu	dhṛṣṇu mfn. bold, courageous, fierce, violent, strong (Indra, Soma, the Maruts; fire, weapons, &c.)…	5634	0.00177022	69.9894	100	../../w/_44fz_52u.html
4973	kajjala	कज्जल	kajjala	kajjala m. a cloud (in this sense perhaps for kad-jala ), L.	5635	0.00177022	69.9912	100	../../w/kajjala.html
4974	kaRqUti	कण्डूति	kaṇḍūti	kaṇḍūti f. scratching	5636	0.00177022	69.993	100	../../w/ka_52q_55ti.html
4975	KAdira	खादिर	khādira	khādira mf( ī )n. ( g. palāśā di) made of or coming from the Khadira tree ( Acacia Catechu ), TS. i…	5637	0.00177022	69.9948	100	../../w/_4b_41dira.html
4976	kfzwi	कृष्टि	kṛṣṭi	kṛṣṭi ayas , f. pl. (once only sg. RV. iv, 42, 1 ) men, races of men (sometimes with the epithet mā…	5638	0.00177022	69.9965	100	../../w/kfzwi.html
4977	kutsa	कुत्स	kutsa	kutsa m. N. of a Ṛṣi (called Ārjuneya, author of several hymns of the RV. ; when attacked by the de…	5639	0.00177022	69.9983	100	../../w/kutsa.html
4978	mahadvat	महद्वत्	mahadvat	mahad—vat mfn. connected with the word mahat , AitBr.	5640	0.00177022	70.0001	100	../../w/mahadvat.html
4979	mahAmAyA	महामाया	mahāmāyā	mahā—māyā f. gr˚ deceit or illusion, the divine power of ill˚ (which makes the universe appear as i…	5641	0.00177022	70.0018	100	../../w/mah_41m_41y_41.html
4980	nirmAlya	निर्माल्य	nirmālya	nir—mālya mfn. cast out or left from a garland, useless, unfit, Gṛhyās. ; Vajracch. ( -tā f. )	5642	0.00177022	70.0036	100	../../w/nirm_41lya.html
4981	pANkta	पाङ्क्त	pāṅkta	pāṅkta mf( ī )n. ( fr. paṅkti ) consisting of five parts, fivefold, Br. ; Up.	5643	0.00177022	70.0054	100	../../w/p_41_4ekta.html
4982	prAdeSa	प्रादेश	prādeśa	prā—deśa m. ( ifc. f( ā ). ) the span of the thumb and forefinger (also a measure = 12 Aṅgulas), ŚB…	5644	0.00177022	70.0071	100	../../w/pr_41de_53a.html
4983	SEva	शैव	śaiva	1. śaiva mf( ī )n. ( fr. śiva ) relating or belonging or sacred to the god Śiva, coming or derived…	5645	0.00177022	70.0089	100	../../w/_53_45va.html
4984	saMhati	संहति	saṃhati	saṃhati f. striking together, closure, Kāv. ; ŚārṅgS.	5646	0.00177022	70.0107	100	../../w/sa_4dhati.html
4985	spandana	स्पन्दन	spandana	spandana mf( ā )n. making a sudden movement, kicking (as a cow), AV.	5647	0.00177022	70.0125	100	../../w/spandana.html
4986	tAraka	तारक	tāraka	tāraka mf( ikā [ Pāṇ. vii, 3, 45 , Vārtt. 6] R. ii )n. causing or enabling to pass or go over, carr…	5648	0.00177022	70.0142	100	../../w/t_41raka.html
4987	trEzwuBa	त्रैष्टुभ	traiṣṭubha	traiṣṭubha mf( ī )n. ( g. utsā di) relating to or composed in the Tri-ṣṭubh metre, RV. v, 29, 6 ; V…	5649	0.00177022	70.016	100	../../w/tr_45zwu_42a.html
4988	tutTaka	तुत्थक	tutthaka	tutthaka n. blue vitriol, Suśr. i, 38, 34	5650	0.00177022	70.0178	100	../../w/tut_54aka.html
4989	viBeda	विभेद	vibheda	vi-bheda m. breaking asunder, splitting, piercing, division, separation, MBh. ; R. &c.	5651	0.00177022	70.0195	100	../../w/vi_42eda.html
4990	viklava	विक्लव	viklava	vi—klava See under vi-√klav .	5652	0.00177022	70.0213	100	../../w/viklava.html
4991	aBizwi	अभिष्टि	abhiṣṭi	abhi-ṣṭi m. ( s-ti , fr. √ 1. as cf. 1. pl. s-mas , &c.) an assistant, protector [‘one who is super…	5653	0.00174021	70.023	100	../../w/a_42izwi.html
4992	Asanna	आसन्न	āsanna	ā-sanna mfn. seated down, set down, AV. ; ŚāṅkhŚr. ; KātyŚr. ; AitBr.	5654	0.00174021	70.0248	100	../../w/_41sanna.html
4993	Atyantika	आत्यन्तिक	ātyantika	ātyantika mf( ī )n. ( fr. aty-anta ), continual, uninterrupted, infinite, endless, Mn. ii, 242 seq.…	5655	0.00174021	70.0265	100	../../w/_41tyantika.html
4994	Bagna	भग्न	bhagna	bhagna &c. See under √ bhañj .	5657	0.00174021	70.0283	100	../../w/_42agna.html
4995	BasmIkf	भस्मीकृ	bhasmīkṛ	bhasmī—√kṛ P. Ā. -karoti , -kurute , to make into a˚ , reduce to a˚ , MBh. ; R. &c.	5658	0.00174021	70.03	100	../../w/_42asm_49kf.html
4996	cEla	चैल	caila	caila mfn. made of cloth ( cela ), W.	5659	0.00174021	70.0317	100	../../w/c_45la.html
4997	daRqanIti	दण्डनीति	daṇḍanīti	daṇḍa—nīti f. application of the rod, administration of justice, judicature (as a science), Mn. vii…	5660	0.00174021	70.0335	100	../../w/da_52qan_49ti.html
4998	daSAnana	दशानन	daśānana	daśā nana m. = ˚śa-kaṇṭha , R. iii ; vi, 5, 21 ; Ragh. x, 76.	5661	0.00174021	70.0352	100	../../w/da_53_41nana.html
4999	DAnA	धाना	dhānā	dhānā ( ā ), f. , see s.v.	5662	0.00174021	70.037	100	../../w/_44_41n_41.html
5000	gantf	गन्तृ	gantṛ	gantṛ See ib.	5664	0.00174021	70.0387	100	../../w/gantf.html
5001	garBASaya	गर्भाशय	garbhāśaya	garbhā Saya m. = ˚rbha-vasati , MBh. xiv ; Suśr.	5665	0.00174021	70.0404	101	../../w/gar_42_41_53aya.html
5002	Goza	घोष	ghoṣa	ghoṣa m. indistinct noise, tumult, confused cries of a multitude, battle-cry, cries of victory, cri…	5666	0.00174021	70.0422	101	../../w/_47oza.html
5003	kAntaloha	कान्तलोह	kāntaloha	kānta—loha n. the loadstone, L.	5667	0.00174021	70.0439	101	../../w/k_41ntaloha.html
5004	karzaka	कर्षक	karṣaka	karṣaka mfn. pulling to and fro, dragging, tormenting, vexing, AgP.	5668	0.00174021	70.0457	101	../../w/karzaka.html
5005	kftaka	कृतक	kṛtaka	kṛtaka mfn. artificial, factitious, done artificially, made, prepared, not produced spontaneously,…	5669	0.00174021	70.0474	101	../../w/kftaka.html
5006	kzIrin	क्षीरिन्	kṣīrin	kṣīrin mfn. milky, yielding milk, having plenty of milk, AV. vii, 50, 9 ; Yājñ. i, 204 ; Mṛcch.	5670	0.00174021	70.0491	101	../../w/kz_49rin.html
5007	las	लस्	las	1. las cl. 1. P. , ( Dhātup. xvii, 64 ) lasati (only p. lasat , lasamāna , and pf. lalāsa ; Gr. als…	5671	0.00174021	70.0509	101	../../w/las.html
5008	lavaMga	लवंग	lavaṃga	lavaṃga m. ( Uṇ. i, 119 ) the clove tree	5672	0.00174021	70.0526	101	../../w/lava_4dga.html
5009	mUzikA	मूषिका	mūṣikā	mūṣikā f. See below.	5673	0.00174021	70.0544	101	../../w/m_55zik_41.html
5010	pariSuD	परिशुध्	pariśudh	pari-√śudh P. Ā. -śudhyati , ˚te , to be washed off, become clean or purified, Subh. ; ( Ā. ) to pu…	5674	0.00174021	70.0561	101	../../w/pari_53u_44.html
5011	paryaw	पर्यट्	paryaṭ	pary-√aṭ P. Ā. pary-aṭati , ˚te ( Impv. pary-aṭasva ; fut. pary-aṭiṣyati ), to roam or wander about…	5675	0.00174021	70.0578	101	../../w/paryaw.html
5012	prakopaRa	प्रकोपण	prakopaṇa	pra-˚kopaṇa or pra-˚kopana , mf( ī )n. ( fr. Caus. ; cf. Pāṇ. viii, 4, 31 , Sch. ) exciting, irrita…	5676	0.00174021	70.0596	101	../../w/prakopa_52a.html
5013	pravAsa	प्रवास	pravāsa	pra-vāsa m. dwelling abroad, foreign residence, absence from home, RV. &c. &c. ( acc. with √ gam or…	5677	0.00174021	70.0613	101	../../w/prav_41sa.html
5014	ruSat	रुशत्	ruśat	1. ruśat mf( antī or atī )n. cropping, browsing on AV. iv, 21, 7 ( RV. riśantī )	5678	0.00174021	70.0631	101	../../w/ru_53at.html
5015	stanayitnu	स्तनयित्नु	stanayitnu	stanayitnu m. ( sg. or pl. ) thunder ( pl. personified as children of Vidyota, ‘Lightning’), RV. ;…	5680	0.00174021	70.0648	101	../../w/stanayitnu.html
5016	sudarSana	सुदर्शन	sudarśana	su—darśana mf( ā )n. easily seen by ( instr. ), Vop.	5681	0.00174021	70.0666	101	../../w/sudar_53ana.html
5017	waNka	टङ्क	ṭaṅka	ṭaṅka m. n. ( L. ) a spade, hoe, hatchet, stone-cutter's chisel, Hariv. 5009 ff. ; R. ii, 80, 7 ; M…	5682	0.00174021	70.0683	101	../../w/wa_4eka.html
5018	tatpuruza	तत्पुरुष	tatpuruṣa	tat—puruṣa m. the original or supreme spirit (one of the 5 forms of Īśvara [also ˚ṣa-vaktra ] Sarva…	5683	0.00174021	70.07	101	../../w/tatpuruza.html
5019	tuvi	तुवि	tuvi	1. tuvi f. for tumbī (gourd), L.	5684	0.00174021	70.0718	101	../../w/tuvi.html
5020	ujjayinI	उज्जयिनी	ujjayinī	uj-jayinī f. the city Oujein (the Gk. Ὀζήνη , a city so called in Avanti or Mālava, formerly the ca…	5685	0.00174021	70.0735	101	../../w/ujjayin_49.html
5021	vipakza	विपक्ष	vipakṣa	vi—pakṣa , see s.v.	5686	0.00174021	70.0753	101	../../w/vipakza.html
5022	aDidEvata	अधिदैवत	adhidaivata	adhi-daiva or -daivata , am , n. a presiding or tutelary deity the supreme deity the divine agent o…	5687	0.00171021	70.077	101	../../w/a_44id_45vata.html
5023	alabDa	अलब्ध	alabdha	a-labdha mfn. unobtained.	5688	0.00171021	70.0787	101	../../w/alab_44a.html
5024	amBoDi	अम्भोधि	ambhodhi	ambho—dhi m. ‘receptacle of waters’, the ocean	5689	0.00171021	70.0804	101	../../w/am_42o_44i.html
5025	avaboDa	अवबोध	avabodha	ava-bodha m. waking, being awake, Bhag. vi, 17 ; Kum. ii, 8	5690	0.00171021	70.0821	101	../../w/avabo_44a.html
5026	candrArka	चन्द्रार्क	candrārka	candrā rka m. du. = ˚dra-sūrya , W.	5691	0.00171021	70.0838	101	../../w/candr_41rka.html
5027	cumbaka	चुम्बक	cumbaka	cumbaka mfn. one who kisses much, L.	5692	0.00171021	70.0855	101	../../w/cumbaka.html
5028	gfhiRI	गृहिणी	gṛhiṇī	gṛhiṇī ( inī ), f. the mistress of a house, wife ( RTL. p. 397 ), Śak. iv, 18 f. ; Ragh. ; Kum. ; P…	5694	0.00171021	70.0872	101	../../w/gfhi_52_49.html
5029	hAhA	हाहा	hāhā	hāhā m. (for hā hā See under 1. hā , p. 1296, col. 1) a Gandharva or N. of a Gandharva, ŚrS. ; MBh.…	5695	0.00171021	70.0889	101	../../w/h_41h_41.html
5030	haMsapAdI	हंसपादी	haṃsapādī	haṃsa—pādī ( ī ), f. N. of a plant = (or w.r. for) haṃsa-padī	5696	0.00171021	70.0906	101	../../w/ha_4dsap_41d_49.html
5031	indrAvaruRa	इन्द्रावरुण	indrāvaruṇa	indrā-varuṇa m. du. Indra and Varuṇa, RV. ; AV.	5697	0.00171021	70.0924	101	../../w/indr_41varu_52a.html
5032	kaluza	कलुष	kaluṣa	kaluṣa mf( ā )n. (√ 3. kal , Uṇ. iv, 75 ), turbid, foul, muddy, impure, dirty ( lit. and fig. ), Mn…	5698	0.00171021	70.0941	101	../../w/kaluza.html
5033	maha	मह	maha	1. maha mfn. great, mighty, strong, abundant, RV.	5700	0.00171021	70.0958	101	../../w/maha.html
5034	melana	मेलन	melana	melana n. meeting, union, junction, association, Kathās.	5701	0.00171021	70.0975	101	../../w/melana.html
5035	pAMSu	पांशु	pāṃśu	pāṃśu ˚śaka &c. = pāṃsu &c.	5702	0.00171021	70.0992	101	../../w/p_41_4d_53u.html
5036	paYcadaSI	पञ्चदशी	pañcadaśī	pañca—daśī f. ( sc. tithi ) the 15th day of a half month, the day of full or new moon, TBr. ; Yājñ.…	5703	0.00171021	70.1009	101	../../w/pa_59cada_53_49.html
5037	paristf	परिस्तृ	paristṛ	pari-√stṛ P. Ā. -stṛṇoti , ˚ṇute , or -stṛṇāti , ˚ṇīte ( perf. 3. pl. -tastaruḥ , Bhaṭṭ. , -tastari…	5704	0.00171021	70.1026	101	../../w/paristf.html
5038	praBeda	प्रभेद	prabheda	pra-˚bheda m. splitting, piercing, cutting through, Yājñ. ; MBh. ; Ragh.	5705	0.00171021	70.1043	101	../../w/pra_42eda.html
5039	praDam	प्रधम्	pradham	pra-√dhmā (or dham ) P. ( Ā. Pot. -dhmāyīta , ChUp. ) -dhamati , to blow before or in front, blow a…	5706	0.00171021	70.106	101	../../w/pra_44am.html
5040	puMstva	पुंस्त्व	puṃstva	puṃs—tva n. the being a man ( opp. to strī-bhāva ), Pur.	5707	0.00171021	70.1077	101	../../w/pu_4dstva.html
5041	rumaRvant	रुमण्वन्त्	rumaṇvant	rumaṇvant P. 8,2,12 . m. N. pr. 1〉 eines Mannes: jyeṣṭho jāmadagnyo rumaṇvānnāma nāmataḥ MBH. 3,110…	5709	0.00171021	70.1095	101	../../w/ruma_52vant.html
5042	sADya	साध्य	sādhya	sādhya mfn. to be subdued or mastered or won or managed, conquerable, amenable, MBh. ; R. &c.	5710	0.00171021	70.1112	101	../../w/s_41_44ya.html
5043	saMniDAna	संनिधान	saṃnidhāna	saṃ-nidhāna n. juxtaposition, nearness, vicinity, presence ( e , with gen. or ifc. , ‘in the presen…	5711	0.00171021	70.1129	101	../../w/sa_4dni_44_41na.html
5044	samplava	सम्प्लव	samplava	sam-plava m. flowing together, meeting or swelling (of waters), flood, deluge, R. ; Hariv. ; BhP. a…	5712	0.00171021	70.1146	101	../../w/samplava.html
5045	sanaka	सनक	sanaka	sanaka mfn. former, old, ancient ( ˚kāt ind. ‘from of old’), RV.	5713	0.00171021	70.1163	101	../../w/sanaka.html
5046	smArta	स्मार्त	smārta	smārta &c. See .	5715	0.00171021	70.118	101	../../w/sm_41rta.html
5047	SfNgI	शृङ्गी	śṛṅgī	śṛṅgī ( ī ), f. , see s.v.	5716	0.00171021	70.1197	101	../../w/_53f_4eg_49.html
5048	sTAlIpAka	स्थालीपाक	sthālīpāka	sthālī—pāka (or sthālī-p˚ ) m. a dish of barley or rice boiled in milk (used as an oblation), ŚBr.…	5717	0.00171021	70.1214	101	../../w/s_54_41l_49p_41ka.html
5049	syand	स्यन्द्	syand	syand (or syad ; often confounded with spand ) cl. 1. Ā. ( Dhātup. xviii, 22 ) syandate ( ep. and m…	5718	0.00171021	70.1231	101	../../w/syand.html
5050	tAdAtmya	तादात्म्य	tādātmya	tādātmya n. sameness or identity of nature or character with ( instr. , loc. , or in comp. ), BhP.…	5719	0.00171021	70.1248	101	../../w/t_41d_41tmya.html
5051	tuvara	तुवर	tuvara	tuvara see tubara .	5720	0.00171021	70.1266	102	../../w/tuvara.html
5052	tvadviDa	त्वद्विध	tvadvidha	tvad—vidha mfn. like thee, MBh. iii ; R. ii f. ; Kathās. cix.	5721	0.00171021	70.1283	102	../../w/tvadvi_44a.html
5053	Uh	ऊह्	ūh	1. ūh cl. 1. P. Ā. ūhati , -te , ūhāṃcakāra and -cakre , ūhitā , auhīt , auhiṣṭa (connected with √…	5723	0.00171021	70.13	102	../../w/_55h.html
5054	upADi	उपाधि	upādhi	1. upā -Di m. (for 2. See s.v. ) that which is put in the place of another thing, a substitute, sub…	5724	0.00171021	70.1317	102	../../w/up_41_44i.html
5055	upavIta	उपवीत	upavīta	upa-vīta &c. See upa-√vye .	5725	0.00171021	70.1334	102	../../w/upav_49ta.html
5056	upavItin	उपवीतिन्	upavītin	upavītin mfn. wearing the sacred cord in the usual manner (over the left shoulder and under the rig…	5726	0.00171021	70.1351	102	../../w/upav_49tin.html
5057	vAjay	वाजय्	vājay	!√ vājay Z. 1 lies (von vāja ).	5727	0.00171021	70.1368	102	../../w/v_41jay.html
5058	vanikA	वनिका	vanikā	vanikā f. a little wood, grove, MBh. ; R. &c. (only in aśoka-v˚ ; once in R. -vanika n. )	5728	0.00171021	70.1385	102	../../w/vanik_41.html
5059	vanopala	वनोपल	vanopala	vano pala m. ‘forest-stone’, shaped and dried cow-dung, Bhpr.	5729	0.00171021	70.1402	102	../../w/vanopala.html
5060	vArttika	वार्त्तिक	vārttika	vārttika mfn. ( fr. vārttā and vṛtti ) skilled in a profession or business (= vṛttau sādhuḥ or vṛtt…	5730	0.00171021	70.1419	102	../../w/v_41rttika.html
5061	vIci	वीचि	vīci	vīci f. ( prob. fr. vi + 2. añc ) going or leading aside or astray, aberration, deceit, seduction,…	5731	0.00171021	70.1437	102	../../w/v_49ci.html
5062	vyAKyAna	व्याख्यान	vyākhyāna	vy-ākhyāna mf( ī )n. explaining, expounding commenting, Pāṇ. iv, 3, 66 , Sch.	5732	0.00171021	70.1454	102	../../w/vy_41_4by_41na.html
5063	yavAnI	यवानी	yavānī	yavānī f. Ptychotis Ajowan , Suśr. ; ŚārṅgS. &c.	5733	0.00171021	70.1471	102	../../w/yav_41n_49.html
5064	adabDa	अदब्ध	adabdha	a-dabdha mfn. (√ dambh , or dabh ), not deceived or tampered with, unimpaired, unbroken, Pur. ; RV.	5734	0.00168021	70.1488	102	../../w/adab_44a.html
5065	aDokzaja	अधोक्षज	adhokṣaja	adho-'kṣa-ja m. N. of Viṣṇu or Kṛṣṇa	5735	0.00168021	70.1504	102	../../w/a_44okzaja.html
5066	aNgIkf	अङ्गीकृ	aṅgīkṛ	aṅgī 1. √ kṛ to take the side of; to agree to, assent, promise, confess.	5736	0.00168021	70.1521	102	../../w/a_4eg_49kf.html
5067	avimukta	अविमुक्त	avimukta	a-vimukta mfn. not loosened, not unharnessed, ŚBr.	5737	0.00168021	70.1538	102	../../w/avimukta.html
5068	catuzpAd	चतुष्पाद्	catuṣpād	catuṣ—pād See -pad	5738	0.00168021	70.1555	102	../../w/catuzp_41d.html
5069	drazwf	द्रष्टृ	draṣṭṛ	draṣṭṛ m. one who sees, AV. ; ŚBr. ; MBh. &c. (also as 2nd sg. fut. MBh. i, 1685 )	5739	0.00168021	70.1572	102	../../w/drazwf.html
5070	hUti	हूति	hūti	hūti f. calling	5740	0.00168021	70.1588	102	../../w/h_55ti.html
5071	Ir	ईर्	īr	īr cl. 2. Ā. īrte (3. pl. īrate , AV. ; RV. ), īraṃ-cakre , īriṣyati , airiṣṭa , īritum ; Ved. inf.…	5741	0.00168021	70.1605	102	../../w/_49r.html
5072	kzud	क्षुद्	kṣud	1. kṣud cl. 1. P. kṣodati , to strike against, shake, RV. vii, 85, 1 ( Naigh. ii, 14 ); Ā. to move,…	5743	0.00168021	70.1622	102	../../w/kzud.html
5073	kuraNga	कुरङ्ग	kuraṅga	kuraṅga m. (√ 1. kṝ , Uṇ. i, 120 ), a species of antelope, antelope or deer (in general), Suśr. ; P…	5744	0.00168021	70.1639	102	../../w/kura_4ega.html
5074	maheSvarI	महेश्वरी	maheśvarī	mahe SvarI f. N. of Durgā, Tantras. ( IW. 522 )	5745	0.00168021	70.1656	102	../../w/mahe_53var_49.html
5075	mfRmaya	मृण्मय	mṛṇmaya	mṛṇ-maya w.r. for mṛn-m˚ , col. 3.	5746	0.00168021	70.1672	102	../../w/mf_52maya.html
5076	nirvikAra	निर्विकार	nirvikāra	nir—vikāra mfn. unchanged, unchangeable, uniform, normal, MBh. (also -vat ), Kāv. ; Suśr.	5747	0.00168021	70.1689	102	../../w/nirvik_41ra.html
5077	nizeka	निषेक	niṣeka	ni-˚ṣeka m. sprinkling, infusion, aspersion, dripping, distilling, Kāv.	5748	0.00168021	70.1706	102	../../w/nizeka.html
5078	paRi	पणि	paṇi	paṇi m. a bargainer, miser, niggard ( esp. one who is sparing of sacrificial oblations), RV. ; AV.	5749	0.00168021	70.1723	102	../../w/pa_52i.html
5079	puMnAga	पुंनाग	puṃnāga	puṃ—nāga m. ‘elephant among men’, any distinguished man, L.	5751	0.00168021	70.174	102	../../w/pu_4dn_41ga.html
5080	saptaparRa	सप्तपर्ण	saptaparṇa	sapta—parṇa mfn. 7-leaved, W.	5752	0.00168021	70.1756	102	../../w/saptapar_52a.html
5081	sarayU	सरयू	sarayū	sarayū f. later N. of the river Sarayu (above), MBh. ; Kāv. &c.	5753	0.00168021	70.1773	102	../../w/saray_55.html
5082	sarja	सर्ज	sarja	sarja m. one who emits or lets go, one who creates or makes (see -rajju-s˚ )	5754	0.00168021	70.179	102	../../w/sarja.html
5083	Slezmala	श्लेष्मल	śleṣmala	śleṣmala mf( ā )n. phlegmatic, abounding with phlegm or mucus (with yoni f. ‘discharging mucus’), S…	5755	0.00168021	70.1807	102	../../w/_53lezmala.html
5084	SfNgAra	शृङ्गार	śṛṅgāra	śṛṅgāra m. ( prob. connected with śṛṅga as vṛndāra with vṛnda ) love (as ‘the horned’ or ‘the stron…	5756	0.00168021	70.1824	102	../../w/_53f_4eg_41ra.html
5085	svApa	स्वाप	svāpa	svāpa m. sleeping, sleep, Suśr. ; Kathās. ; BhP.	5758	0.00168021	70.184	102	../../w/sv_41pa.html
5086	tiktA	तिक्ता	tiktā	tiktā f. N. of a plant (= -rohiṇī , L. ; Clypea hernandifolia , L. ; a water-melon, L. ; Artemisia…	5759	0.00168021	70.1857	102	../../w/tikt_41.html
5087	vESvadeva	वैश्वदेव	vaiśvadeva	vaiśvadeva mf( ī )n. ( fr. viśva-deva ) relating or sacred to all the gods or to the Viśve Devāḥ, V…	5760	0.00168021	70.1874	102	../../w/v_45_53vadeva.html
5088	vasantaka	वसन्तक	vasantaka	vasantaka m. ( ifc. fem. ā ) spring, Ratnā.	5761	0.00168021	70.1891	102	../../w/vasantaka.html
5089	vraSc	व्रश्च्	vraśc	vraśc ( cf. √ vṛk ) cl. 6. P. ( Dhātup. xxviii, 11 ) vṛścati ( pr. p. vṛkṇan [?] BhP. ; pf. vavraśc…	5763	0.00168021	70.1908	102	../../w/vra_53c.html
5090	adatta	अदत्त	adatta	a-datta mfn. not given	5764	0.0016502	70.1924	102	../../w/adatta.html
5091	ahetu	अहेतु	ahetu	a-hetu m. absence of cause or reason, MBh. xii, 10511	5765	0.0016502	70.1941	102	../../w/ahetu.html
5092	arasa	अरस	arasa	a-rasa mf( ā )n. sapless, tasteless, NṛsUp.	5766	0.0016502	70.1957	102	../../w/arasa.html
5093	girijA	गिरिजा	girijā	giri—jā See s.v. 3. giri .	5767	0.0016502	70.1974	102	../../w/girij_41.html
5094	hotrA	होत्रा	hotrā	hotrā ( ā ), f. , see below.	5768	0.0016502	70.199	102	../../w/hotr_41.html
5095	jani	जनि	jani	jani , ˚nī , f. a woman, wife ( gen. ˚nyur , RV. x, 10, 3 ), RV. ( pl. also fig. ‘the fingers’), VS.	5770	0.0016502	70.2007	102	../../w/jani.html
5096	janitf	जनितृ	janitṛ	janitṛ janitṛ or (along with jajāna 4 times) jan˚itṛ , m. ( Pāṇ. vi, 4, 53 ) a progenitor, father,…	5771	0.0016502	70.2023	102	../../w/janitf.html
5097	jetavana	जेतवन	jetavana	jeta—vana n. ‘Jetri's wood’, N. of a grove near Śrāvastī (where Buddha promulgated his doctrines),…	5772	0.0016502	70.204	102	../../w/jetavana.html
5098	karkawa	कर्कट	karkaṭa	karkaṭa m. a crab, Suśr. ; Pañcat. &c.	5773	0.0016502	70.2056	102	../../w/karkawa.html
5099	kowara	कोटर	koṭara	koṭara m. n. [ as m. , L. ] ( n. , Pāṇ. vi, 3, 117 ; viii, 4, 4 ; g. aśmā di) the hollow of a tree,…	5774	0.0016502	70.2073	102	../../w/kowara.html
5100	kUpikA	कूपिका	kūpikā	kūpikā f. a stone or rock in the middle of a stream, L.	5775	0.0016502	70.2089	102	../../w/k_55pik_41.html
5101	lUtA	लूता	lūtā	lūtā f. a spider, Mn. ; Var. ; Suśr. &c.	5776	0.0016502	70.2106	103	../../w/l_55t_41.html
5102	pradAyin	प्रदायिन्	pradāyin	pra-˚dāyin mfn. id. , Mn. ; MBh. &c.	5778	0.0016502	70.2122	103	../../w/prad_41yin.html
5103	prayas	प्रयस्	prayas	1. pra-√yas P. -yasyati ( cf. Pāṇ. iii, 1, 71 ), to begin to bubble, AV. ; to endeavour, labour, st…	5780	0.0016502	70.2139	103	../../w/prayas.html
5104	raGu	रघु	raghu	raghu mf( vī )n. (√ raṃh ; cf. laghu ) hastening, going speedily, fleet, rapid, RV.	5781	0.0016502	70.2155	103	../../w/ra_47u.html
5105	rasanA	रसना	rasanā	rasanā f. See below	5782	0.0016502	70.2172	103	../../w/rasan_41.html
5106	sADarmya	साधर्म्य	sādharmya	sādharmya n. community or equality of duty or office or properties, sameness or identity of nature,…	5783	0.0016502	70.2188	103	../../w/s_41_44armya.html
5107	SaktipAta	शक्तिपात	śaktipāta	śakti—pāta m. prostration of strength, MW.	5784	0.0016502	70.2205	103	../../w/_53aktip_41ta.html
5108	tfca	तृच	tṛca	tṛca m. n. ( fr. tri and ṛc , Pāṇ. vi, 1, 37 , Vārtt. 1) a strophe consisting of 3 verses, AV. xix…	5785	0.0016502	70.2221	103	../../w/tfca.html
5109	vapra	वप्र	vapra	vapra m. n. a rampart, earthwork, mound, hillock, mud wall, earth or bank raised as a wall or buttr…	5787	0.0016502	70.2238	103	../../w/vapra.html
5110	varRya	वर्ण्य	varṇya	1. varṇya mfn. to be (or being) delineated or described or pictured, describable, Sāh.	5788	0.0016502	70.2254	103	../../w/var_52ya.html
5111	vawaka	वटक	vaṭaka	vaṭaka m. n. a small lump or round mass, ball, globule, pill, round cake made of pulse fried in oil…	5789	0.0016502	70.2271	103	../../w/vawaka.html
5112	vikawa	विकट	vikaṭa	1. vi—kaṭa mfn. (for 2. See s.v. ) having no mat, without a mat, MW.	5790	0.0016502	70.2287	103	../../w/vikawa.html
5113	viplava	विप्लव	viplava	1. vi—plava mfn. (for 2. See vi-√plu ) having no ship or boat, MBh.	5791	0.0016502	70.2304	103	../../w/viplava.html
5114	viSoDana	विशोधन	viśodhana	vi-śodhana mf( ī )n. cleansing, purging, washing away, R. ; Suśr. &c.	5792	0.0016502	70.232	103	../../w/vi_53o_44ana.html
5115	aByupagama	अभ्युपगम	abhyupagama	abhy-upagama m. going near to, approaching, arriving at, L.	5793	0.0016202	70.2336	103	../../w/a_42yupagama.html
5116	AcaraRa	आचरण	ācaraṇa	ā-caraṇa n. approaching, arrival (as of the dawn), RV. i, 48, 3	5794	0.0016202	70.2353	103	../../w/_41cara_52a.html
5117	Akulita	आकुलित	ākulita	ākulita mfn. confounded, bewildered, perplexed, MBh. &c.	5795	0.0016202	70.2369	103	../../w/_41kulita.html
5118	AliK	आलिख्	ālikh	ā-√likh P. -likhati , to make a scratch on; to delineate by scratches; to scratch, ŚBr. ; KātyŚr. ;…	5796	0.0016202	70.2385	103	../../w/_41li_4b.html
5119	amUrta	अमूर्त	amūrta	a-mūrta mfn. formless, shapeless, unembodied, ŚBr. xiv ; Up. &c.	5797	0.0016202	70.2401	103	../../w/am_55rta.html
