period	period_key	lemma_slp1	lemma_iast	a6_count	tsv_count	delta	ratio	ratio_log2
-800..-300	2 -300	SarIra	śarīra	221	111	110	1.991	0.993
-800..-300	2 -300	aryaman	aryaman	226	23	203	9.826	3.297
-800..-300	2 -300	Cid	chid	215	14	201	15.357	3.941
-800..-300	2 -300	upasTA	upasthā	191	60	131	3.183	1.671
-800..-300	2 -300	tIkzRa	tīkṣṇa	226	2	224	113.000	6.820
-800..-300	2 -300	prAYjali	prāñjali	225	1	224	225.000	7.814
-800..-300	2 -300	prahfz	prahṛṣ	195	0	195	inf	inf
-800..-300	2 -300	vijYA	vijñā	216	117	99	1.846	0.885
-800..-300	2 -300	raGunandana	raghunandana	187	0	187	inf	inf
-800..-300	2 -300	tAta	tāta	222	1	221	222.000	7.794
-800..-300	2 -300	SA	śā	212	1	211	212.000	7.728
-800..-300	2 -300	aBivAday	abhivāday	183	3	180	61.000	5.931
-800..-300	2 -300	adButa	adbhuta	201	8	193	25.125	4.651
-800..-300	2 -300	amfta	amṛta	220	229	-9	0.961	-0.058
-800..-300	2 -300	Aruh	āruh	207	23	184	9.000	3.170
-800..-300	2 -300	udyam	udyam	213	4	209	53.250	5.735
-800..-300	2 -300	payas	payas	210	30	180	7.000	2.807
-800..-300	2 -300	Anana	ānana	200	1	199	200.000	7.644
-800..-300	2 -300	dAnava	dānava	212	0	212	inf	inf
-800..-300	2 -300	ruc	ruc	195	4	191	48.750	5.607
-800..-300	2 -300	buD	budh	191	6	185	31.833	4.992
-800..-300	2 -300	yojana	yojana	210	1	209	210.000	7.714
-800..-300	2 -300	ripu	ripu	200	1	199	200.000	7.644
-800..-300	2 -300	devatA	devatā	195	146	49	1.336	0.418
-800..-300	2 -300	hari	hari	212	5	207	42.400	5.406
-800..-300	2 -300	Sakya	śakya	202	0	202	inf	inf
-800..-300	2 -300	padma	padma	200	0	200	inf	inf
-800..-300	2 -300	udaka	udaka	191	102	89	1.873	0.905
-800..-300	2 -300	rAtri	rātri	198	42	156	4.714	2.237
-800..-300	2 -300	mAnuza	mānuṣa	193	12	181	16.083	4.007
-800..-300	2 -300	sumati	sumati	214	4	210	53.500	5.741
-800..-300	2 -300	pratigrah	pratigrah	181	34	147	5.324	2.412
-800..-300	2 -300	sattama	sattama	177	1	176	177.000	7.468
-800..-300	2 -300	vidaTa	vidatha	221	3	218	73.667	6.203
-800..-300	2 -300	dAna	dāna	209	21	188	9.952	3.315
-800..-300	2 -300	mAnuza	mānuṣa	203	12	191	16.917	4.080
-800..-300	2 -300	pavitra	pavitra	205	48	157	4.271	2.095
-800..-300	2 -300	bAzpa	bāṣpa	199	0	199	inf	inf
-800..-300	2 -300	DImat	dhīmat	188	0	188	inf	inf
-800..-300	2 -300	dfQa	dṛḍha	208	2	206	104.000	6.700
-800..-300	2 -300	suhfd	suhṛd	203	12	191	16.917	4.080
-800..-300	2 -300	hita	hita	194	5	189	38.800	5.278
-800..-300	2 -300	puRya	puṇya	208	51	157	4.078	2.028
-800..-300	2 -300	plavaMgama	plavaṁgama	174	0	174	inf	inf
-800..-300	2 -300	anugam	anugam	193	6	187	32.167	5.007
-800..-300	2 -300	coday	coday	175	0	175	inf	inf
-800..-300	2 -300	saMniBa	saṁnibha	182	0	182	inf	inf
-800..-300	2 -300	AkASa	ākāśa	204	113	91	1.805	0.852
-800..-300	2 -300	savana	savana	199	13	186	15.308	3.936
-800..-300	2 -300	kaTay	kathay	183	1	182	183.000	7.516
-800..-300	2 -300	rud	rud	192	15	177	12.800	3.678
-800..-300	2 -300	prayA	prayā	192	4	188	48.000	5.585
-800..-300	2 -300	ketu	ketu	197	12	185	16.417	4.037
-800..-300	2 -300	nAga	nāga	200	2	198	100.000	6.644
-800..-300	2 -300	Urmi	ūrmi	199	2	197	99.500	6.637
-800..-300	2 -300	yajYiya	yajñiya	191	5	186	38.200	5.256
-800..-300	2 -300	senA	senā	200	7	193	28.571	4.837
-800..-300	2 -300	harza	harṣa	196	2	194	98.000	6.615
-800..-300	2 -300	hfd	hṛd	195	16	179	12.188	3.607
-800..-300	2 -300	vfzwi	vṛṣṭi	186	15	171	12.400	3.632
-800..-300	2 -300	Buj	bhuj	183	45	138	4.067	2.024
-800..-300	2 -300	vI	vī	188	15	173	12.533	3.648
-800..-300	2 -300	san	san	190	1	189	190.000	7.570
-800..-300	2 -300	viDA	vidhā	186	14	172	13.286	3.732
-800..-300	2 -300	akza	akṣa	210	18	192	11.667	3.544
-800..-300	2 -300	jihvA	jihvā	193	22	171	8.773	3.133
-800..-300	2 -300	paSu	paśu	188	137	51	1.372	0.457
-800..-300	2 -300	gAtra	gātra	201	3	198	67.000	6.066
-800..-300	2 -300	vfdDa	vṛddha	194	5	189	38.800	5.278
-800..-300	2 -300	inD	indh	195	5	190	39.000	5.285
-800..-300	2 -300	gA	gā	182	39	143	4.667	2.222
-800..-300	2 -300	samAhita	samāhita	161	2	159	80.500	6.331
-800..-300	2 -300	BAga	bhāga	200	61	139	3.279	1.713
-800..-300	2 -300	dvAra	dvāra	193	14	179	13.786	3.785
-800..-300	2 -300	haya	haya	183	6	177	30.500	4.931
-800..-300	2 -300	maya	maya	201	164	37	1.226	0.293
-800..-300	2 -300	pUrvya	pūrvya	188	2	186	94.000	6.555
-800..-300	2 -300	saMkruD	saṁkrudh	204	0	204	inf	inf
-800..-300	2 -300	fC	ṛch	195	9	186	21.667	4.437
-800..-300	2 -300	sajozas	sajoṣas	185	0	185	inf	inf
-800..-300	2 -300	oGa	ogha	202	2	200	101.000	6.658
-800..-300	2 -300	roza	roṣa	186	1	185	186.000	7.539
-800..-300	2 -300	duHKita	duḥkhita	161	0	161	inf	inf
-800..-300	2 -300	sUta	sūta	188	4	184	47.000	5.555
-800..-300	2 -300	gadA	gadā	187	0	187	inf	inf
-800..-300	2 -300	Df	dhṛ	186	16	170	11.625	3.539
-800..-300	2 -300	kAYcana	kāñcana	175	1	174	175.000	7.451
-800..-300	2 -300	mantra	mantra	192	70	122	2.743	1.456
-800..-300	2 -300	DAman	dhāman	180	9	171	20.000	4.322
-800..-300	2 -300	ja	ja	188	20	168	9.400	3.233
-800..-300	2 -300	rAj	rāj	179	2	177	89.500	6.484
-800..-300	2 -300	AKyA	ākhyā	178	12	166	14.833	3.891
-800..-300	2 -300	nAsatya	nāsatya	187	0	187	inf	inf
-800..-300	2 -300	kanyA	kanyā	185	25	160	7.400	2.888
-800..-300	2 -300	Badra	bhadra	197	13	184	15.154	3.922
-800..-300	2 -300	vipula	vipula	195	0	195	inf	inf
-800..-300	2 -300	vftra	vṛtra	195	6	189	32.500	5.022
-800..-300	2 -300	ahi	ahi	187	1	186	187.000	7.547
-800..-300	2 -300	ASri	āśri	172	2	170	86.000	6.426
-800..-300	2 -300	samIkz	samīkṣ	169	7	162	24.143	4.594
-800..-300	2 -300	anDas	andhas	184	0	184	inf	inf
-800..-300	2 -300	ABaraRa	ābharaṇa	185	0	185	inf	inf
-800..-300	2 -300	tulya	tulya	186	7	179	26.571	4.732
-800..-300	2 -300	vimAna	vimāna	183	0	183	inf	inf
-800..-300	2 -300	gomat	gomat	176	1	175	176.000	7.459
-800..-300	2 -300	jval	jval	184	11	173	16.727	4.064
-800..-300	2 -300	e	e	158	65	93	2.431	1.281
-800..-300	2 -300	vilap	vilap	157	0	157	inf	inf
-800..-300	2 -300	niveday	niveday	151	6	145	25.167	4.653
-800..-300	2 -300	anIka	anīka	186	2	184	93.000	6.539
-800..-300	2 -300	ikzvAku	ikṣvāku	163	1	162	163.000	7.349
-800..-300	2 -300	IkzaRa	īkṣaṇa	164	0	164	inf	inf
-800..-300	2 -300	kziti	kṣiti	178	1	177	178.000	7.476
-800..-300	2 -300	praBu	prabhu	167	4	163	41.750	5.384
-800..-300	2 -300	Suc	śuc	177	12	165	14.750	3.883
-800..-300	2 -300	saMyuga	saṁyuga	159	0	159	inf	inf
-800..-300	2 -300	vAsas	vāsas	168	91	77	1.846	0.885
-800..-300	2 -300	yaSasvin	yaśasvin	169	6	163	28.167	4.816
-800..-300	2 -300	Dara	dhara	186	0	186	inf	inf
-800..-300	2 -300	sAti	sāti	172	0	172	inf	inf
-800..-300	2 -300	kAYcana	kāñcana	172	1	171	172.000	7.426
-800..-300	2 -300	samAna	samāna	166	33	133	5.030	2.331
-800..-300	2 -300	ari	ari	177	2	175	88.500	6.468
-800..-300	2 -300	heman	heman	176	1	175	176.000	7.459
-800..-300	2 -300	pIti	pīti	147	1	146	147.000	7.200
-800..-300	2 -300	utpat	utpat	177	2	175	88.500	6.468
-800..-300	2 -300	manyu	manyu	171	14	157	12.214	3.610
-800..-300	2 -300	fkza	ṛkṣa	169	1	168	169.000	7.401
-800..-300	2 -300	ruDira	rudhira	180	1	179	180.000	7.492
-800..-300	2 -300	janakAtmajA	janakātmajā	148	0	148	inf	inf
-800..-300	2 -300	Satakratu	śatakratu	170	2	168	85.000	6.409
-800..-300	2 -300	pfzWa	pṛṣṭha	184	17	167	10.824	3.436
-800..-300	2 -300	aBihan	abhihan	179	1	178	179.000	7.484
-800..-300	2 -300	kft	kṛt	177	14	163	12.643	3.660
-800..-300	2 -300	aYjali	añjali	166	48	118	3.458	1.790
-800..-300	2 -300	nAda	nāda	187	0	187	inf	inf
-800..-300	2 -300	maDura	madhura	180	0	180	inf	inf
-800..-300	2 -300	jAla	jāla	184	3	181	61.333	5.939
-800..-300	2 -300	dakza	dakṣa	180	0	180	inf	inf
-800..-300	2 -300	sAnu	sānu	176	0	176	inf	inf
-800..-300	2 -300	Siva	śiva	177	27	150	6.556	2.713
-800..-300	2 -300	mitrAvaruRa	mitrāvaruṇa	168	6	162	28.000	4.807
-800..-300	2 -300	kzip	kṣip	175	2	173	87.500	6.451
-800..-300	2 -300	gA	gā	167	39	128	4.282	2.098
-800..-300	2 -300	kAraRa	kāraṇa	151	3	148	50.333	5.653
-800..-300	2 -300	cApa	cāpa	180	1	179	180.000	7.492
-800..-300	2 -300	indrajit	indrajit	163	0	163	inf	inf
-800..-300	2 -300	duhitf	duhitṛ	177	9	168	19.667	4.298
-800..-300	2 -300	sUri	sūri	178	1	177	178.000	7.476
-800..-300	2 -300	stotf	stotṛ	181	2	179	90.500	6.500
-800..-300	2 -300	kzatra	kṣatra	173	46	127	3.761	1.911
-800..-300	2 -300	kzaya	kṣaya	165	1	164	165.000	7.366
-800..-300	2 -300	mfj	mṛj	165	1	164	165.000	7.366
-800..-300	2 -300	arday	arday	156	0	156	inf	inf
-800..-300	2 -300	saminD	samindh	160	9	151	17.778	4.152
-800..-300	2 -300	kfzRa	kṛṣṇa	168	38	130	4.421	2.144
-800..-300	2 -300	doza	doṣa	166	14	152	11.857	3.568
-800..-300	2 -300	pAdapa	pādapa	154	0	154	inf	inf
-800..-300	2 -300	daRqa	daṇḍa	169	45	124	3.756	1.909
-800..-300	2 -300	gfDra	gṛdhra	170	1	169	170.000	7.409
-800..-300	2 -300	SiKara	śikhara	177	0	177	inf	inf
-800..-300	2 -300	viSAla	viśāla	174	0	174	inf	inf
-800..-300	2 -300	balavat	balavat	173	5	168	34.600	5.113
-800..-300	2 -300	sic	sic	162	7	155	23.143	4.532
-800..-300	2 -300	saciva	saciva	167	1	166	167.000	7.384
-800..-300	2 -300	samIpa	samīpa	169	0	169	inf	inf
-800..-300	2 -300	SoRita	śoṇita	168	1	167	168.000	7.392
-800..-300	2 -300	gaNgA	gaṅgā	166	0	166	inf	inf
-800..-300	2 -300	aYj	añj	167	20	147	8.350	3.062
-800..-300	2 -300	bAD	bādh	168	2	166	84.000	6.392
-800..-300	2 -300	AviS	āviś	159	29	130	5.483	2.455
-800..-300	2 -300	nivft	nivṛt	141	6	135	23.500	4.555
-800..-300	2 -300	camU	camū	175	0	175	inf	inf
-800..-300	2 -300	Asana	āsana	157	15	142	10.467	3.388
-800..-300	2 -300	vadana	vadana	177	3	174	59.000	5.883
-800..-300	2 -300	dyumna	dyumna	170	9	161	18.889	4.239
-800..-300	2 -300	sAyaka	sāyaka	153	0	153	inf	inf
-800..-300	2 -300	svarga	svarga	169	51	118	3.314	1.728
-800..-300	2 -300	vidyut	vidyut	165	61	104	2.705	1.436
-800..-300	2 -300	Sastra	śastra	168	11	157	15.273	3.933
-800..-300	2 -300	SilA	śilā	163	1	162	163.000	7.349
-800..-300	2 -300	pf	pṛ	158	33	125	4.788	2.259
-800..-300	2 -300	pyA	pyā	163	0	163	inf	inf
-800..-300	2 -300	visfj	visṛj	158	12	146	13.167	3.719
-800..-300	2 -300	samAgam	samāgam	150	2	148	75.000	6.229
-800..-300	2 -300	sat	sat	162	5	157	32.400	5.018
-800..-300	2 -300	aMhas	aṁhas	159	2	157	79.500	6.313
-800..-300	2 -300	pakzin	pakṣin	165	2	163	82.500	6.366
-800..-300	2 -300	manu	manu	172	8	164	21.500	4.426
-800..-300	2 -300	UrDva	ūrdhva	151	36	115	4.194	2.068
-800..-300	2 -300	tIra	tīra	171	4	167	42.750	5.418
-800..-300	2 -300	daRqaka	daṇḍaka	167	0	167	inf	inf
-800..-300	2 -300	aBigam	abhigam	154	3	151	51.333	5.682
-800..-300	2 -300	Bakzay	bhakṣay	157	11	146	14.273	3.835
-800..-300	2 -300	anuttama	anuttama	143	1	142	143.000	7.160
-800..-300	2 -300	niBa	nibha	176	0	176	inf	inf
-800..-300	2 -300	fBu	ṛbhu	161	0	161	inf	inf
-800..-300	2 -300	ABa	ābha	175	0	175	inf	inf
-800..-300	2 -300	locana	locana	149	0	149	inf	inf
-800..-300	2 -300	mahABAga	mahābhāga	166	0	166	inf	inf
-800..-300	2 -300	rodasI	rodasī	159	0	159	inf	inf
-800..-300	2 -300	hita	hita	168	5	163	33.600	5.070
-800..-300	2 -300	nad	nad	152	0	152	inf	inf
-800..-300	2 -300	Asad	āsad	145	1	144	145.000	7.180
-800..-300	2 -300	Dvaja	dhvaja	157	1	156	157.000	7.295
-800..-300	2 -300	vajrin	vajrin	165	1	164	165.000	7.366
-800..-300	2 -300	naS	naś	152	9	143	16.889	4.078
-800..-300	2 -300	upAgam	upāgam	136	0	136	inf	inf
-800..-300	2 -300	pradA	pradā	158	20	138	7.900	2.982
-800..-300	2 -300	dIdI	dīdī	161	0	161	inf	inf
-800..-300	2 -300	nitya	nitya	144	36	108	4.000	2.000
-800..-300	2 -300	Buja	bhuja	158	1	157	158.000	7.304
-800..-300	2 -300	rasa	rasa	161	85	76	1.894	0.922
-800..-300	2 -300	rAti	rāti	151	3	148	50.333	5.653
-800..-300	2 -300	vAdin	vādin	143	11	132	13.000	3.700
-800..-300	2 -300	pitAmaha	pitāmaha	143	6	137	23.833	4.575
-800..-300	2 -300	ga	ga	153	12	141	12.750	3.672
-800..-300	2 -300	BUzay	bhūṣay	151	0	151	inf	inf
-800..-300	2 -300	plavaga	plavaga	169	0	169	inf	inf
-800..-300	2 -300	nArI	nārī	161	9	152	17.889	4.161
-800..-300	2 -300	sneha	sneha	165	5	160	33.000	5.044
-800..-300	2 -300	salila	salila	163	7	156	23.286	4.541
-800..-300	2 -300	Socis	śocis	156	0	156	inf	inf
-800..-300	2 -300	dasyu	dasyu	156	1	155	156.000	7.285
-800..-300	2 -300	kAya	kāya	161	0	161	inf	inf
-800..-300	2 -300	sattva	sattva	160	14	146	11.429	3.515
-800..-300	2 -300	BUzaRa	bhūṣaṇa	151	0	151	inf	inf
-800..-300	2 -300	BAva	bhāva	159	23	136	6.913	2.789
-800..-300	2 -300	tattva	tattva	152	13	139	11.692	3.547
-800..-300	2 -300	SAsana	śāsana	131	0	131	inf	inf
-800..-300	2 -300	banDu	bandhu	156	16	140	9.750	3.285
-800..-300	2 -300	Ayam	āyam	152	9	143	16.889	4.078
-800..-300	2 -300	cakzas	cakṣas	150	2	148	75.000	6.229
-800..-300	2 -300	praSaMs	praśaṁs	145	8	137	18.125	4.180
-800..-300	2 -300	vipra	vipra	152	10	142	15.200	3.926
-800..-300	2 -300	kaTA	kathā	141	5	136	28.200	4.818
-800..-300	2 -300	anyonya	anyonya	144	5	139	28.800	4.848
-800..-300	2 -300	ariMdama	ariṁdama	130	0	130	inf	inf
-800..-300	2 -300	maDumat	madhumat	156	13	143	12.000	3.585
-800..-300	2 -300	Bavana	bhavana	160	0	160	inf	inf
-800..-300	2 -300	BAnu	bhānu	152	0	152	inf	inf
-800..-300	2 -300	arvant	arvant	148	0	148	inf	inf
-800..-300	2 -300	Ahava	āhava	128	1	127	128.000	7.000
-800..-300	2 -300	vyasana	vyasana	153	0	153	inf	inf
-800..-300	2 -300	Sri	śri	143	15	128	9.533	3.253
-800..-300	2 -300	BAz	bhāṣ	135	9	126	15.000	3.907
-800..-300	2 -300	upe	upe	156	31	125	5.032	2.331
-800..-300	2 -300	kuYjara	kuñjara	130	1	129	130.000	7.022
-800..-300	2 -300	maRi	maṇi	148	47	101	3.149	1.655
-800..-300	2 -300	pAtay	pātay	144	1	143	144.000	7.170
-800..-300	2 -300	jagant	jagant	144	8	136	18.000	4.170
-800..-300	2 -300	tA	tā	146	31	115	4.710	2.236
-800..-300	2 -300	pApa	pāpa	153	35	118	4.371	2.128
-800..-300	2 -300	sumna	sumna	157	0	157	inf	inf
-800..-300	2 -300	puzpita	puṣpita	142	0	142	inf	inf
-800..-300	2 -300	balin	balin	143	1	142	143.000	7.160
-800..-300	2 -300	vi	vi	146	15	131	9.733	3.283
-800..-300	2 -300	kAnana	kānana	133	0	133	inf	inf
-800..-300	2 -300	paraMtapa	paraṁtapa	120	0	120	inf	inf
-800..-300	2 -300	nimitta	nimitta	132	7	125	18.857	4.237
-800..-300	2 -300	cArin	cārin	133	6	127	22.167	4.470
-800..-300	2 -300	IdfSa	īdṛśa	127	3	124	42.333	5.404
-800..-300	2 -300	yakza	yakṣa	155	5	150	31.000	4.954
-800..-300	2 -300	varDana	vardhana	139	1	138	139.000	7.119
-800..-300	2 -300	vAjin	vājin	143	2	141	71.500	6.160
-800..-300	2 -300	mArga	mārga	149	3	146	49.667	5.634
-800..-300	2 -300	Suzma	śuṣma	144	1	143	144.000	7.170
-800..-300	2 -300	vfj	vṛj	141	7	134	20.143	4.332
-800..-300	2 -300	darSay	darśay	134	8	126	16.750	4.066
-800..-300	2 -300	vicar	vicar	144	0	144	inf	inf
-800..-300	2 -300	amAtya	amātya	144	2	142	72.000	6.170
-800..-300	2 -300	yuga	yuga	143	13	130	11.000	3.459
-800..-300	2 -300	mAruta	māruta	140	3	137	46.667	5.544
-800..-300	2 -300	dyAvApfTivI	dyāvāpṛthivī	137	20	117	6.850	2.776
-800..-300	2 -300	hetu	hetu	147	6	141	24.500	4.615
-800..-300	2 -300	pur	pur	150	4	146	37.500	5.229
-800..-300	2 -300	cyu	cyu	132	9	123	14.667	3.874
-800..-300	2 -300	takz	takṣ	142	2	140	71.000	6.150
-800..-300	2 -300	dru	dru	138	1	137	138.000	7.109
-800..-300	2 -300	sev	sev	125	0	125	inf	inf
-800..-300	2 -300	mA	mā	150	191	-41	0.785	-0.349
-800..-300	2 -300	SAs	śās	145	12	133	12.083	3.595
-800..-300	2 -300	vand	vand	143	1	142	143.000	7.160
-800..-300	2 -300	aBizic	abhiṣic	128	12	116	10.667	3.415
-800..-300	2 -300	niSA	niśā	154	13	141	11.846	3.566
-800..-300	2 -300	manman	manman	140	0	140	inf	inf
-800..-300	2 -300	mAMsa	māṁsa	146	35	111	4.171	2.061
-800..-300	2 -300	dEvya	daivya	142	2	140	71.000	6.150
-800..-300	2 -300	suKa	sukha	145	23	122	6.304	2.656
-800..-300	2 -300	mf	mṛ	141	40	101	3.525	1.818
-800..-300	2 -300	utsfj	utsṛj	143	27	116	5.296	2.405
-800..-300	2 -300	vftrahan	vṛtrahan	140	1	139	140.000	7.129
-800..-300	2 -300	ftAvan	ṛtāvan	138	0	138	inf	inf
-800..-300	2 -300	aDvan	adhvan	142	11	131	12.909	3.690
-800..-300	2 -300	tman	tman	138	0	138	inf	inf
-800..-300	2 -300	pUrRa	pūrṇa	148	10	138	14.800	3.888
-800..-300	2 -300	avekz	avekṣ	125	12	113	10.417	3.381
-800..-300	2 -300	nizad	niṣad	143	8	135	17.875	4.160
-800..-300	2 -300	gopA	gopā	142	0	142	inf	inf
-800..-300	2 -300	aNgiras	aṅgiras	142	11	131	12.909	3.690
-800..-300	2 -300			0	0	0	inf	inf
-800..-300	2 -300	amitra	amitra	140	3	137	46.667	5.544
-800..-300	2 -300	DIti	dhīti	140	1	139	140.000	7.129
-800..-300	2 -300	arRava	arṇava	124	3	121	41.333	5.369
-800..-300	2 -300	aSani	aśani	140	3	137	46.667	5.544
-800..-300	2 -300	mAlya	mālya	144	7	137	20.571	4.363
-800..-300	2 -300	durDarza	durdharṣa	150	0	150	inf	inf
-800..-300	2 -300	sTAna	sthāna	145	34	111	4.265	2.092
-800..-300	2 -300	sarasvatI	sarasvatī	132	16	116	8.250	3.044
-800..-300	2 -300	SIGra	śīghra	143	0	143	inf	inf
-800..-300	2 -300	prahasta	prahasta	134	1	133	134.000	7.066
-800..-300	2 -300	vas	vas	145	56	89	2.589	1.373
-800..-300	2 -300	viD	vidh	125	2	123	62.500	5.966
-800..-300	2 -300	parizvaj	pariṣvaj	136	2	134	68.000	6.087
-800..-300	2 -300	atiTi	atithi	141	14	127	10.071	3.332
-800..-300	2 -300	vapus	vapus	138	1	137	138.000	7.109
-800..-300	2 -300	janman	janman	137	14	123	9.786	3.291
-800..-300	2 -300	pAra	pāra	142	11	131	12.909	3.690
-800..-300	2 -300	sumantra	sumantra	132	0	132	inf	inf
-800..-300	2 -300	sAraTi	sārathi	129	5	124	25.800	4.689
-800..-300	2 -300	svaDA	svadhā	142	20	122	7.100	2.828
-800..-300	2 -300	vESvAnara	vaiśvānara	134	24	110	5.583	2.481
-800..-300	2 -300	guhA	guhā	134	13	121	10.308	3.366
-800..-300	2 -300	mAsa	māsa	139	63	76	2.206	1.142
-800..-300	2 -300	pfTu	pṛthu	144	1	143	144.000	7.170
-800..-300	2 -300	pAlay	pālay	122	1	121	122.000	6.931
-800..-300	2 -300	prasTA	prasthā	130	2	128	65.000	6.022
-800..-300	2 -300	prekz	prekṣ	141	12	129	11.750	3.555
-800..-300	2 -300	Druva	dhruva	130	43	87	3.023	1.596
-800..-300	2 -300	vAsava	vāsava	113	2	111	56.500	5.820
-800..-300	2 -300	SacI	śacī	123	1	122	123.000	6.943
-800..-300	2 -300	svara	svara	129	29	100	4.448	2.153
-800..-300	2 -300	puz	puṣ	133	4	129	33.250	5.055
-800..-300	2 -300	prayam	prayam	141	51	90	2.765	1.467
-800..-300	2 -300	akza	akṣa	146	18	128	8.111	3.020
-800..-300	2 -300	kowi	koṭi	134	0	134	inf	inf
-800..-300	2 -300	ajara	ajara	137	6	131	22.833	4.513
-800..-300	2 -300	pakza	pakṣa	142	32	110	4.438	2.150
-800..-300	2 -300	pariGa	parigha	135	3	132	45.000	5.492
-800..-300	2 -300	kumAra	kumāra	132	49	83	2.694	1.430
-800..-300	2 -300	aruza	aruṣa	143	0	143	inf	inf
-800..-300	2 -300	Urj	ūrj	130	18	112	7.222	2.852
-800..-300	2 -300	BaradvAja	bharadvāja	139	3	136	46.333	5.534
-800..-300	2 -300	Ayu	āyu	128	6	122	21.333	4.415
-800..-300	2 -300	vahni	vahni	129	2	127	64.500	6.011
-800..-300	2 -300	mAtra	mātra	141	30	111	4.700	2.233
-800..-300	2 -300	suBaga	subhaga	141	9	132	15.667	3.970
-800..-300	2 -300	hiraRya	hiraṇya	130	46	84	2.826	1.499
-800..-300	2 -300	Kaqga	khaḍga	138	3	135	46.000	5.524
-800..-300	2 -300	ganDa	gandha	134	50	84	2.680	1.422
-800..-300	2 -300	pIqay	pīḍay	124	0	124	inf	inf
-800..-300	2 -300	upagam	upagam	98	4	94	24.500	4.615
-800..-300	2 -300	samprAp	samprāp	137	1	136	137.000	7.098
-800..-300	2 -300	kopa	kopa	137	0	137	inf	inf
-800..-300	2 -300	paruza	paruṣa	133	0	133	inf	inf
-800..-300	2 -300	aBra	abhra	138	13	125	10.615	3.408
-800..-300	2 -300	durAtman	durātman	121	0	121	inf	inf
-800..-300	2 -300	pASa	pāśa	136	26	110	5.231	2.387
-800..-300	2 -300	tApasa	tāpasa	126	3	123	42.000	5.392
-800..-300	2 -300	tArA	tārā	130	0	130	inf	inf
-800..-300	2 -300	haMsa	haṁsa	121	11	110	11.000	3.459
-800..-300	2 -300	Syena	śyena	133	5	128	26.600	4.733
-800..-300	2 -300	muzwi	muṣṭi	125	5	120	25.000	4.644
-800..-300	2 -300	purohita	purohita	119	5	114	23.800	4.573
-800..-300	2 -300	prasAda	prasāda	129	5	124	25.800	4.689
-800..-300	2 -300	svap	svap	125	30	95	4.167	2.059
-800..-300	2 -300	nO	nau	137	7	130	19.571	4.291
-800..-300	2 -300	pattra	pattra	138	4	134	34.500	5.109
-800..-300	2 -300	nATa	nātha	135	5	130	27.000	4.755
-800..-300	2 -300	cetas	cetas	117	3	114	39.000	5.285
-800..-300	2 -300	yuj	yuj	126	51	75	2.471	1.305
-800..-300	2 -300	SaraRa	śaraṇa	135	8	127	16.875	4.077
-800..-300	2 -300	krUra	krūra	137	0	137	inf	inf
-800..-300	2 -300	dAra	dāra	136	4	132	34.000	5.087
-800..-300	2 -300	Ap	āp	125	76	49	1.645	0.718
-800..-300	2 -300	nU	nū	129	0	129	inf	inf
-800..-300	2 -300	mud	mud	131	9	122	14.556	3.863
-800..-300	2 -300	varDay	vardhay	126	6	120	21.000	4.392
-800..-300	2 -300	pragrah	pragrah	131	1	130	131.000	7.033
-800..-300	2 -300	niSAmay	niśāmay	136	0	136	inf	inf
-800..-300	2 -300	amartya	amartya	127	1	126	127.000	6.989
-800..-300	2 -300	manus	manus	139	0	139	inf	inf
-800..-300	2 -300	uras	uras	128	8	120	16.000	4.000
-800..-300	2 -300	jAmbavant	jāmbavant	122	0	122	inf	inf
-800..-300	2 -300	vfzan	vṛṣan	129	6	123	21.500	4.426
-800..-300	2 -300	kram	kram	128	2	126	64.000	6.000
-800..-300	2 -300	KyA	khyā	132	1	131	132.000	7.044
-800..-300	2 -300	riz	riṣ	114	22	92	5.182	2.373
-800..-300	2 -300	saMvf	saṁvṛ	123	5	118	24.600	4.621
-800..-300	2 -300	arha	arha	138	9	129	15.333	3.939
-800..-300	2 -300	dA	dā	128	179	-51	0.715	-0.484
-800..-300	2 -300	kfta	kṛta	115	4	111	28.750	4.845
-800..-300	2 -300	kAmarUpin	kāmarūpin	108	2	106	54.000	5.755
-800..-300	2 -300	mandra	mandra	120	2	118	60.000	5.907
-800..-300	2 -300	sudAnu	sudānu	121	1	120	121.000	6.919
-800..-300	2 -300	svasf	svasṛ	123	13	110	9.462	3.242
-800..-300	2 -300	puruhUta	puruhūta	133	2	131	66.500	6.055
-800..-300	2 -300	smf	smṛ	110	12	98	9.167	3.196
-800..-300	2 -300	vyaT	vyath	129	8	121	16.125	4.011
-800..-300	2 -300	pinv	pinv	130	4	126	32.500	5.022
-800..-300	2 -300	aMSu	aṁśu	125	6	119	20.833	4.381
-800..-300	2 -300	atya	atya	125	0	125	inf	inf
-800..-300	2 -300	anuja	anuja	124	0	124	inf	inf
-800..-300	2 -300	upasTa	upastha	124	29	95	4.276	2.096
-800..-300	2 -300	uBaya	ubhaya	126	38	88	3.316	1.729
-800..-300	2 -300	carzaRi	carṣaṇi	120	4	116	30.000	4.907
-800..-300	2 -300	Alaya	ālaya	106	2	104	53.000	5.728
-800..-300	2 -300	yUTa	yūtha	127	0	127	inf	inf
-800..-300	2 -300	mArutAtmaja	mārutātmaja	113	0	113	inf	inf
-800..-300	2 -300	tvazwf	tvaṣṭṛ	123	9	114	13.667	3.773
-800..-300	2 -300	vyaD	vyadh	126	20	106	6.300	2.655
