lemma_slp1	layer	sense_id	sense_gloss	count_estimated	method	confidence	provenance
kAdambara	mw	kAdambara#5	spirituous liquor (in general), L.	10	mfs	1.0	estimated
kAhala	mw	kAhala#6	kAhala m. a large drum, Pañcat.	10	mfs	1.0	estimated
kAku	mw	kAku#2	a cry of sorrow, complaint, lamentation, Vikr. 42	10	mfs	1.0	estimated
kAlAguru	mw	kAlAguru#1	kAlA guru m. ( n. , L. ) a kind of black aloe wood or Agallochum , MBh. ; R. &c.	10	mfs	1.0	estimated
kEkayI	mw	kEkayI#1	kEkayI f. the daughter of a king of the Kekaya s, R.	10	mfs	1.0	estimated
kOkkuwa	mw	kOkkuwa#1	kOkkuwa mfn. ( fr. kukk˚ ), relating to a cock or domestic fowl, gallinaceous, R. ii, 91, 65 ; Suśr.	10	mfs	1.0	estimated
kadarTana	mw	kadarTana#1	kad—˚arTana f( A )n. ( fr. kadarTaya below), the act of tormenting, torture, trouble, Daś. ; Kathās.	10	mfs	1.0	estimated
kalyARI	mw	kalyARI#1	kalyA/RI f. a cow, L.	10	mfs	0.3333	estimated
kapiDvaja	mw	kapiDvaja#1	kapi—Dvaja m. N. of Arjuna ( cf. -ketana above), MBh.	10	mfs	1.0	estimated
karaNka	mw	karaNka#4	any bone of the body, L.	10	mfs	1.0	estimated
karkara	mw	karkara#1	karkara mf( A )n. (perhaps connected with karka ) hard, firm, Gīt. ; Mālatīm. ; Amar.	10	mfs	1.0	estimated
karkowI	mw	karkowI#1	karkowI f. N. of a plant with a bitter fruit	10	mfs	1.0	estimated
kawutraya	mw	kawutraya#1	kawu—traya n. an aggregate of three pungent substances or spices (as ginger, black and long pepper),	10	mfs	1.0	estimated
keSoRquka	mw	keSoRquka#1	keSo Rquka m. a sling or knot of hair, Suśr.	10	mfs	1.0	estimated
kfkAwikA	mw	kfkAwikA#1	kfkAwikA f. the joint of the neck, Suśr.	10	mfs	1.0	estimated
kfkavAku	mw	kfkavAku#1	kfkavA/ku m. a cock, VS. ; AV. ; MaitrS. &c.	10	mfs	1.0	estimated
kozWikA	mw	kozWikA#1	kozWikA f. a kind of vessel, pan, Bhpr.	10	mfs	1.0	estimated
kulIraka	mw	kulIraka#1	kulIraka m. a small crab, Pañcat.	10	mfs	1.0	estimated
kuzmARqa	mw	kuzmARqa#1	kuzmARqa m. ( cf. kUzm˚ ) a kind of pumpkin-gourd ( Beninkasa cerifera ), MBh. xiii, 4364 ( kUSm˚ ed	10	mfs	1.0	estimated
kzIrapa	mw	kzIrapa#2	kzIra—pa m. an infant, young child, xiii, 5986 .	10	mfs	1.0	estimated
lENga	mw	lENga#2	lENga n. N. of a Purāṇa and an Upapurāṇa .	10	mfs	1.0	estimated
lambana	mw	lambana#5	lambana n. hanging down, depending, falling, W.	10	mfs	1.0	estimated
luYc	mw	luYc#2	to pluck, pull out, tear off, MBh. ; Kāv. &c.;	10	mfs	1.0	estimated
mAkzIka	mw	mAkzIka#3	pyrites, L. ( cf. mAkzika ).	10	mfs	1.0	estimated
mAnasottara	mw	mAnasottara#1	mAnaso ttara n. N. of a mountain, Pur. ( cf. uttaramAnasa ).	10	mfs	1.0	estimated
mAnavI	mw	mAnavI#1	mAnavI/ ( I ), f. a daughter of man, a woman, RV. &c. &c.	10	mfs	1.0	estimated
mArttika	mw	mArttika#1	mArttika mf( I )n. ( fr. mfttikA ) made of clay or loam, earthen, MānŚr. ; Car.	10	mfs	1.0	estimated
maDumeha	mw	maDumeha#1	maDu—meha m. honey-like or saccharine urine, diabetes, Suśr.	10	mfs	1.0	estimated
mahABiza	mw	mahABiza#1	mahABiza m. N. of a sovereign of the race of Ikṣvāku , MBh. ; Kād. ; BhP.	10	mfs	1.0	estimated
mahAkalpa	mw	mahAkalpa#1	mahA—kalpa m. a great cycle of time, MBh. ; Pur. ; Buddh.	10	mfs	1.0	estimated
mahAsneha	mw	mahAsneha#1	mahA—sneha m. combination of the 4 kinds of fat, Bhpr.	10	mfs	1.0	estimated
manasyu	mw	manasyu#2	manasyu/ m. N. of a prince (son of Pravīra ), MBh.	10	mfs	1.0	estimated
masI	mw	masI#1	masi and masI , incorrectly for mazi and mazI , q.v. ( masI-√ BU , to become black, Śiś. xx, 63 ; cf	10	mfs	1.0	estimated
medya	mw	medya#1	medya mfn. fat, thick, consistent, Suśr.	10	mfs	1.0	estimated
mfgatfzRikA	mw	mfgatfzRikA#1	mfga—tfz ( L. ), mfga—tfzA ( Kām. ), mfga—tfzRA ( Hit. ; Dhūrtas. ), mfga—tfzRi ( BhP. ), or mfga—tf	10	mfs	1.0	estimated
muRqaka	mw	muRqaka#1	muRqaka mfn. shaved, shorn, Divyāv.	10	mfs	1.0	estimated
muRqana	mw	muRqana#1	muRqana n. shaving the head (with or scil. SirasaH ), tonsure, MBh. ; Kāv. &c.	10	mfs	1.0	estimated
nakAra	mw	nakAra#1	1. na—kAra m. the sound or letter n Gr.	10	mfs	1.0	estimated
navIna	mw	navIna#1	navIna mf( A )n. new, fresh, young, Kāv.	10	mfs	1.0	estimated
navamAlikA	mw	navamAlikA#2	N. of a daughter of Dharma-vardhana (king of Śrāvastī ), Daś.	10	mfs	1.0	estimated
nirRejana	mw	nirRejana#2	expiation, atonement for an offence, Mn.	10	mfs	1.0	estimated
nirRud	mw	nirRud#1	nir-Rud (√ nud ) P. -Rudati ( w.r. nud˚ ) to push out, drive away, reject, repudiate, AV. ; AitBr. ;	10	mfs	1.0	estimated
nirhasta	mw	nirhasta#1	ni/r—hasta ( ni/r- ), mfn. handless, AV. ( cf. nEr-h˚ ),	10	mfs	1.0	estimated
nizWIvana	mw	nizWIvana#1	ni-˚zWIvana n. spitting, saliva, MBh. ; Suśr.	10	mfs	1.0	estimated
nizaNga	mw	nizaNga#2	a quiver, MBh. ; Kāv. ( nizaNgI-√ BU , to become a quiver, Daś. )	10	mfs	1.0	estimated
pAlitya	mw	pAlitya#1	pA/litya n. ( fr. palita ) greyness (of age), hoariness, AV.	10	mfs	1.0	estimated
pAnta	mw	pAnta#1	pA/nta m. a drink, beverage (?), RV. (= pAnIya , Nir. vii, 25 ).	10	mfs	1.0	estimated
pAriBAzika	mw	pAriBAzika#1	pAri—BAzika mf( I )n. ( -BAzA ) conventional, technical, Suśr. ; Sarvad.	10	mfs	1.0	estimated
pIWikA	mw	pIWikA#2	a base, pedestal ( esp. of an idol, Kathās. ), Kāraṇḍ. ; Var. , Sch. ( cf. pUrvapIWikA ).	10	mfs	1.0	estimated
pUrRA	mw	pUrRA#3	N. of a woman, Vet.	10	mfs	1.0	estimated
paramahaMsa	mw	paramahaMsa#1	parama—haMsa m. an ascetic of the highest order, a religious man who has subdued all his senses by a	10	mfs	1.0	estimated
parikarmin	mw	parikarmin#2	pari-karmin m. an assistant, servant, slave, ŚrS. ; Suśr.	10	mfs	1.0	estimated
parilip	mw	parilip#1	pari-√ lip P. -limpati , to smear or anoint all round, ŚBr. ; Kauś. ; MBh. ; Suśr.	10	mfs	1.0	estimated
paryavadAta	mw	paryavadAta#2	very accomplished, Divyāv.	10	mfs	1.0	estimated
pitumat	mw	pitumat#1	pitu—ma/t mfn. abounding in or accompanied by meat and drink, nourishing, RV. ; AitBr. ; TBr.	10	mfs	1.0	estimated
potaka	mw	potaka#1	potaka m. a young animal or plant (mostly ifc. ; cf. pota ), MBh. ; Kāv. &c.	10	mfs	1.0	estimated
praBAs	mw	praBAs#1	pra-√ BAs Ā. -BAsate ( ep. also P. ˚ti ), to shine, glitter, be brilliant, MBh. ; Hariv. ;	10	mfs	1.0	estimated
prabarha	mw	prabarha#1	pra-barha m. (√ 1. bfh ) the best, most excellent, MBh. ; R. ( cf. pra-varha ).	10	mfs	1.0	estimated
pramApaRa	mw	pramApaRa#5	pra-mApaRa n. (also ˚mApana , L. ) slaughter, Mn. ; Yājñ. ; MBh. &c.	10	mfs	1.0	estimated
pramehin	mw	pramehin#1	pra-˚mehin mfn. suffering from urinary disease, Suśr.	10	mfs	1.0	estimated
pratara	mw	pratara#3	N. of the joints ( saMDI ) on the neck and of the spinal vertebrae, Suśr.	10	mfs	1.0	estimated
pravfdDi	mw	pravfdDi#1	pra/-vfdDi f. growth, increase, Var. ; Kālid. ; Rājat.	10	mfs	1.0	estimated
pravrAjana	mw	pravrAjana#1	pra-˚vrAjana n. banishment, exile, MBh. ; R.	10	mfs	1.0	estimated
purogA	mw	purogA#1	puro—gA/ m. a leader, RV. ; VS. &c.	10	mfs	1.0	estimated
rAtriMdivasa	mw	rAtriMdivasa#1	rAtri—M-divasa n. n˚ and day, Divyāv.	10	mfs	1.0	estimated
raMh	mw	raMh#3	to hasten, speed ( trans. and intrans. );	10	mfs	1.0	estimated
radana	mw	radana#1	radana m. a tooth, Suśr. ( cf. comp. )	10	mfs	1.0	estimated
rukmakavaca	mw	rukmakavaca#1	rukma—kavaca m. N. of a grandson of Uśanas , Hariv. ; VP.	10	mfs	1.0	estimated
sAtvatI	mw	sAtvatI#3	( scil. vftti , q.v. ) one of 4 divisions of dramatic style (expressive of ‘bravery, generosity, che	10	mfs	1.0	estimated
sOBari	mw	sOBari#1	sOBari m. ( fr. soBari ) N. of a Muni (married to the 50 daughters of Māndhātṛ and father of 150 son	10	mfs	1.0	estimated
sOdAmanI	mw	sOdAmanI#1	sOdAmanI f. ( fr. su-dAman , ‘ Indra ’ or ‘a cloud’) lightning or a partic. kind of l˚	10	mfs	1.0	estimated
sPawikA	mw	sPawikA#1	sPawikA ( A ), f. alum ( accord. to some also ˚kI ), L.	10	mfs	1.0	estimated
sUtrasTAna	mw	sUtrasTAna#1	sUtra—sTAna n. (in medic. works) the first general section (treating of the physician, disease, reme	10	mfs	1.0	estimated
saMsveda	mw	saMsveda#1	saM-sveda m. sweat, perspiration, MBh.	10	mfs	1.0	estimated
sacABU	mw	sacABU#1	sacA—BU/ m. a fellow, companion, friend, associate, RV.	10	mfs	1.0	estimated
sahasAvat	mw	sahasAvat#1	sahasA-vat mfn. ( -sahas-vat ) strong, mighty (mostly said of Agni ), RV.	10	mfs	1.0	estimated
sahasrabAhu	mw	sahasrabAhu#4	of Arjuna , R.	10	mfs	1.0	estimated
sahasrajit	mw	sahasrajit#3	of a king, MBh.	10	mfs	1.0	estimated
samparigrah	mw	samparigrah#5	to take in or understand thoroughly, KaṭhUp.	10	mfs	1.0	estimated
samupanI	mw	samupanI#3	to offer (a sacrifice), R. ;	10	mfs	0.5	estimated
sarakta	mw	sarakta#1	sa-rakta mfn. ( i.e. 7. sa + r˚ ) bleeding, bloody, Suśr.	10	mfs	1.0	estimated
sarvaloka	mw	sarvaloka#1	sarva—loka/ m. the whole world, VS. ; Hariv. ; R.	10	mfs	1.0	estimated
sasni	mw	sasni#2	gaining, winning, RV.	10	mfs	1.0	estimated
sidDA	mw	sidDA#3	a kind of medicinal plant or root (= fdDi ), L.	10	mfs	1.0	estimated
stamBin	mw	stamBin#3	puffed up, arrogant, MBh.	10	mfs	1.0	estimated
suDAMSu	mw	suDAMSu#1	su-DA ˚MSu ( ˚DA MSu ), m. ‘nectar-rayed’, the moon (as the supposed repository of nectar), Kāv. ; K	10	mfs	1.0	estimated
surADipa	mw	surADipa#1	surA Dipa m. ‘sovereign of the g˚ ’, N. of Indra , MBh. ; R. ; Kathās. &c.	10	mfs	1.0	estimated
susTira	mw	susTira#2	resolute, cool, W.	10	mfs	1.0	estimated
tAmbUlI	mw	tAmbUlI#1	tAmbUlI f. Piper Betel , Ragh. iv, 42 ; Kād. &c.	10	mfs	1.0	estimated
tulana	mw	tulana#2	weighing, rating, iii, 20	10	mfs	1.0	estimated
turIpa	mw	turIpa#1	turI/pa n. ( fr. ˚ri/ and a/p ) seminal fluid, RV. i , iii ; vii, 2, 9 ; VS. xxvii	10	mfs	1.0	estimated
tyajas	mw	tyajas#3	tya˚ja/s m. ‘offshoot’, a descendant, x, 10, 3 .	10	mfs	1.0	estimated
ucaTa	mw	ucaTa#1	uca/Ta n. ( fr. √ vac ), verse, praise, RV.	10	mfs	1.0	estimated
udarin	mw	udarin#1	udarin mfn. id. , ib.	10	mfs	1.0	estimated
udgArin	mw	udgArin#1	ud-gArin mfn. ( ifc. ) ejecting, spitting, vomiting	10	mfs	1.0	estimated
unmardana	mw	unmardana#2	a fragrant essence used for rubbing, ŚBr. ; KātyŚr. ; ĀśvGṛ.	10	mfs	1.0	estimated
upacAraka	mw	upacAraka#2	upacAraka m. courteousness, politeness, Hcat.	10	mfs	1.0	estimated
upakuSa	mw	upakuSa#1	upa-kuSa m. a gum-boil, Suśr. ; Car.	10	mfs	1.0	estimated
upamarda	mw	upamarda#2	upa-marda m. friction, rubbing down	10	mfs	1.0	estimated
upottama	mw	upottama#1	upo ttama/ mfn. last but one, AV. xix, 22, 11 ; KātyŚr. ; ŚāṅkhŚr. ; RPrāt. &c.	10	mfs	1.0	estimated
uttAra	mw	uttAra#3	2. ut-tAra m. (for 1. See s.v. above) transporting over, Prab.	10	mfs	1.0	estimated
uttarApaTa	mw	uttarApaTa#1	uttarA-paTa m. the northern road or direction, the northern country, north, Pañcat. ; Hit. ; Kathās.	10	mfs	1.0	estimated
vAraRasAhvaya	mw	vAraRasAhvaya#1	vAraRa—sA hvaya n. (with or without pura ) ‘the town called after el˚ ’, N. of Hastināpura , MBh. ; 	10	mfs	1.0	estimated
vArdDuzi	mw	vArdDuzi#2	a debt with accumulated interest, SāmavBr.	10	mfs	1.0	estimated
vAtaSoRita	mw	vAtaSoRita#1	vAta—SoRita n. diseased state of w˚ and blood, Suśr.	10	mfs	1.0	estimated
vIpsA	mw	vIpsA#1	vI psA f. ‘the desire of pervading’ (with any property or quality simultaneously or continuously), s	10	mfs	1.0	estimated
vallUra	mw	vallUra#1	vallUra n. ( L. also m. and f( A ). ) dried flesh, Mn. ; Yājñ. ; Suśr.	10	mfs	1.0	estimated
vamra	mw	vamra#1	vamra/ m. (and f( I ). accord. to some also f( A ). ; derivation fr. √ vam very doubtful, cf. vAmI )	10	mfs	1.0	estimated
varDamAnaka	mw	varDamAnaka#1	varDamAnaka m. a dish or saucer of a partic. shape, lid or cover, MBh.	10	mfs	1.0	estimated
vetravatI	mw	vetravatI#3	N. of a river (now called the Betwā , which, rising among the Vindhya hills in the Bhopāl State and 	10	mfs	1.0	estimated
viGana	mw	viGana#2	cloudless ( loc. ‘under a cloudless sky’), MBh.	10	mfs	1.0	estimated
viGuz	mw	viGuz#1	vi-√ Guz (only ind.p. -Guzya ), to cry or proclaim aloud, Mn. viii, 233.	10	mfs	1.0	estimated
viSiKA	mw	viSiKA#5	a passage, road, street, Suśr. ; Hcar.	10	mfs	0.5	estimated
viSvayoni	mw	viSvayoni#1	viSva—yoni m. f. the source or creator of the universe, ŚvetUp. ; MBh. &c.	10	mfs	1.0	estimated
vikfzwa	mw	vikfzwa#3	extended, protracted, long, R.	10	mfs	1.0	estimated
vikira	mw	vikira#4	‘scatterer’, a kind of gallinaceous bird, Āpast.	10	mfs	1.0	estimated
vikrAnti	mw	vikrAnti#3	heroism, prowess, courage, strength, might, Rājat.	10	mfs	1.0	estimated
vipaRa	mw	vipaRa#2	2. vi-paRa m. (for 1. See p. 951, col. 2 ) selling, sale, Mn. ; MBh. &c.	10	mfs	0.5	estimated
virADa	mw	virADa#2	N. of a Rākṣasa , Hariv. ; R. &c.	10	mfs	1.0	estimated
virAvin	mw	virAvin#1	vi-˚rAvin mfn. shouting, roaring, crying, singing, lamenting, MBh. ; R. &c.	10	mfs	1.0	estimated
vivastra	mw	vivastra#1	vi—vastra mf( A )n. without clothes, unclothed, naked, MBh. ; Pur. &c.	10	mfs	1.0	estimated
vizAdin	mw	vizAdin#2	2. vi-zAdin mfn. (for 1. See col. 1) dejected, dismayed, disconsolate, sad, Mn. ; MBh. &c.	10	mfs	1.0	estimated
vizavat	mw	vizavat#1	viza/—vat ( viza/- ), mfn. poisonous, RV. &c. &c.	10	mfs	1.0	estimated
yAcanaka	mw	yAcanaka#1	yAca˚naka m. an asker, petitioner, beggar, Mn. ; MBh. ; Hariv. ,	10	mfs	1.0	estimated
yaSasvinI	mw	yaSasvinI#1	yaSas—vinI ( inI ), f. N. of an artery, Cat.	10	mfs	1.0	estimated
yuDma	mw	yuDma#1	yuDma/ m. a warrior, hero, RV.	10	mfs	1.0	estimated
zaqja	mw	zaqja#1	zaq—ja m. ‘six-born’, N. of the first or ( accord. to some) of the fourth of the 7 Svaras or primary	10	mfs	1.0	estimated
ASAvat	mw	ASAvat#1	A-SA—vat mfn. hoping, having hope, trusting, Hit. ; Mn. ; Suśr.	9	mfs	1.0	estimated
Ahati	mw	Ahati#2	a blow, hit, Kathās. ; Ratnāv. ; Kpr. &c.	9	mfs	1.0	estimated
AjAna	mw	AjAna#1	A-jA/na n. birth, descent, VS. ; ŚBr. iii	9	mfs	1.0	estimated
AleKya	mw	AleKya#2	A-leKya n. writing, painting	9	mfs	1.0	estimated
ApIta	mw	ApIta#5	a pyritic mineral, L.	9	mfs	1.0	estimated
AsPAlana	mw	AsPAlana#3	clashing, colliding, collision, MBh. ; Śak. ; Hit. ; Ragh. ; Śiś. &c.	9	mfs	1.0	estimated
BadraSreRya	mw	BadraSreRya#1	Badra—SreRya m. N. of a king, Hariv.	9	mfs	1.0	estimated
DAtuka	mw	DAtuka#2	DAtuka m. n. bitumen, L.	9	mfs	1.0	estimated
DarmapAla	mw	DarmapAla#1	Darma—pAla m. ‘ l˚ guardian’ fig. = punishment or sword, MBh. xii, 4429 ; 6204	9	mfs	1.0	estimated
GozavatI	mw	GozavatI#1	Goza—vatI f. a peculiar kind of lute, Kathās. xi f. , cxi.	9	mfs	1.0	estimated
KAdi	mw	KAdi#1	KAdi/ m. ( f. ?) a brooch, ring (worn on the hands or feet by the Marut s), RV. i , v , vii : ( cf. 	9	mfs	1.0	estimated
KaYjarIwa	mw	KaYjarIwa#1	KaYjarIwa m. the wagtail, Yājñ. i, 174 ; Amar. ; Caurap.	9	mfs	1.0	estimated
SAtAtapa	mw	SAtAtapa#1	SAtA tapa m. N. of a lawgiver ( cf. vfdDa-S˚ )	9	mfs	1.0	estimated
SIGraga	mw	SIGraga#2	SIGra—ga m. N. of the sun, MBh. of a son of Agni-varṇa , R.	9	mfs	1.0	estimated
SataDOta	mw	SataDOta#1	Sata—DOta mfn. cleansed a h˚ -fold, perfectly clean, Suśr. ; Car.	9	mfs	1.0	estimated
Satajit	mw	Satajit#5	of a son of Kṛṣṇa , VP.	9	mfs	1.0	estimated
SatavIryA	mw	SatavIryA#3	Asparagus Racemosus , L.	9	mfs	1.0	estimated
SfNKala	mw	SfNKala#2	a man's belt, L.	9	mfs	1.0	estimated
SiTilIBU	mw	SiTilIBU#1	SiTilI—√ BU P. -Bavati , to become loosened or slackened, be relaxed, slacken, Kāv. ; Kathās. ;	9	mfs	1.0	estimated
SoDin	mw	SoDin#1	SoDin mfn. cleansing, purifying, Suśr.	9	mfs	1.0	estimated
SrIvezwa	mw	SrIvezwa#1	SrI—vezwa or SrI—vezwaka , m. the resin of the Pinus Longifolia , L.	9	mfs	1.0	estimated
SrIvfkza	mw	SrIvfkza#2	the Bilva tree, L.	9	mfs	1.0	estimated
aBagna	mw	aBagna#1	a-Bagna mfn. unbroken, entire	9	mfs	1.0	estimated
aBiBA	mw	aBiBA#2	2. aBi-BA/ f. ‘apparition, phenomenon’, inauspicious omen, RV. ii, 42, 1 ; AV.	9	mfs	1.0	estimated
aBigama	mw	aBigama#3	sexual intercourse, Yājñ. ii, 291.	9	mfs	1.0	estimated
aBimanT	mw	aBimanT#1	aBi-√ manT to churn or rub (for eliciting fire), ŚBr. xiv.	9	mfs	1.0	estimated
aBivyaYjaka	mw	aBivyaYjaka#2	indicative, showing.	9	mfs	1.0	estimated
aNgaka	mw	aNgaka#1	aNgaka n. a limb, member, body	9	mfs	1.0	estimated
aRutEla	mw	aRutEla#1	aRu—tEla n. N. of a medical oil.	9	mfs	1.0	estimated
aSvayuj	mw	aSvayuj#3	born under the constellation Aśvayuj , Pāṇ. iv, 3, 36 ( cf. ASvayuja )	9	mfs	0.5	estimated
adrikA	mw	adrikA#1	adrikA f. N. of an Apsaras .	9	mfs	1.0	estimated
agniD	mw	agniD#1	agni/—D ( agni/-D , D for i/D ; cf. agnI/ D ) m. the priest who kindles the sacred fire, RV. ii, 1, 	9	mfs	1.0	estimated
ajaka	mw	ajaka#1	ajaka m. N. of a descendant of Purūravas	9	mfs	1.0	estimated
amanojYa	mw	amanojYa#1	a-mano—jYa mfn. disagreeable, KātyŚr.	9	mfs	1.0	estimated
amararAja	mw	amararAja#2	a-mara—rAj [ VarBṛS. ] or a-mara—rAja [ R. ], m. ‘king of the gods’, N. of Indra .	9	mfs	1.0	estimated
anirA	mw	anirA#1	a/n-irA f. want of vigour, languor, RV. ; VS.	9	mfs	1.0	estimated
anulepa	mw	anulepa#1	anu-lepa m. unction, anointing, bedaubing.	9	mfs	1.0	estimated
apakti	mw	apakti#2	indigestion.	9	mfs	1.0	estimated
apasyu	mw	apasyu#1	apasyu/ mfn. active, RV.	9	mfs	1.0	estimated
arAvan	mw	arAvan#1	1. a-rAvan mfn. ‘not liberal’, envious, hostile, RV.	9	mfs	1.0	estimated
arizwaka	mw	arizwaka#1	a-rizwaka m. (= a/-rizwa , m. ) the soapberry tree (the fruits of which are used in washing, Mn. v, 	9	mfs	1.0	estimated
asAmi	mw	asAmi#1	a/-sAmi mfn. not half, entire, complete, RV.	9	mfs	1.0	estimated
asadBAva	mw	asadBAva#1	asad—BAva m. nonexistence, absence, Vedāntas. &c.	9	mfs	1.0	estimated
aspazwa	mw	aspazwa#1	a-spazwa mfn. indistinct, BhP. ; Suśr. &c.	9	mfs	1.0	estimated
avAra	mw	avAra#1	avAra/ n. ( fr. 2. a/va , but formed after a-pAra/ , q.v. ) Ved. this side, the near bank of a river	9	mfs	1.0	estimated
avadaraRa	mw	avadaraRa#1	ava-daraRa n. breaking (as a boil &c.), bursting, separating, Suśr.	9	mfs	1.0	estimated
avanamra	mw	avanamra#1	ava-namra mf( A )n. bowed, bent, Kum. iii, 54 ; Kathās.	9	mfs	1.0	estimated
avyavasTita	mw	avyavasTita#2	not in due order, unmethodical.	9	mfs	1.0	estimated
ayomuKa	mw	ayomuKa#4	a/yo—muKa m. an arrow, Ragh. v, 55	9	mfs	1.0	estimated
bAleya	mw	bAleya#5	bAleya m. an ass, Var.	9	mfs	1.0	estimated
bahulA	mw	bahulA#1	bahulA ( A ), f. a cow, L.	9	mfs	1.0	estimated
bfhatsAman	mw	bfhatsAman#1	bfha/t—sAman ( ˚ha/t- ), mfn. having the Bṛhat-sāman for a Sāman , ĀpŚr. ; PañcavBr.	9	mfs	1.0	estimated
cita	mw	cita#7	cita/ , 1. ci/ti . See √ 1. ci .	9	mfs	1.0	estimated
codya	mw	codya#5	codya n. raising questions, consideration, MBh. v, 1653	9	mfs	1.0	estimated
dUzin	mw	dUzin#1	dUzin mfn. corrupting, polluting, violating ( ifc. ; cf. kanyA- ), MBh. ; Yājñ.	9	mfs	1.0	estimated
daBra	mw	daBra#1	daBra/ mf( A )n. little, small, deficient, i , iv , vii f. , x ; ŚāṅkhGṛ. iii, 13, 5 ; KenUp.	9	mfs	1.0	estimated
daRqana	mw	daRqana#1	da/Rqana m. a cane (?), AV. xii, 2, 54 ii. beating, chastising, punishing, Yājñ. (also a- ), MBh. xi	9	mfs	1.0	estimated
dahara	mw	dahara#5	a young animal, W.	9	mfs	0.5	estimated
dantacCada	mw	dantacCada#1	danta—cCada m. ( Kāś. on Pāṇ. iii, 3, 118 and vi, 4, 96 ) ‘tooth cover’, a lip, Bhartṛ. ; Ṛtus. &c.	9	mfs	1.0	estimated
dehaBft	mw	dehaBft#2	deha—Bft m. a living creature ( esp. man), MBh. ; Ragh. ; Pur.	9	mfs	1.0	estimated
devasTAna	mw	devasTAna#1	deva—sTAna m. N. of an ancient Ṛṣi , MBh.	9	mfs	1.0	estimated
digDa	mw	digDa#4	digDa/ m. a poisoned arrow, R. ii, 30, 23 ( cf. below)	9	mfs	1.0	estimated
divasakara	mw	divasakara#1	divasa—kara m. ‘day-maker’, the sun, R. ; Hariv. &c.	9	mfs	1.0	estimated
durnimitta	mw	durnimitta#1	dur—nimitta n. a bad omen, MBh. ii, 818 ; Śak. v, 11/12.	9	mfs	1.0	estimated
duzprApya	mw	duzprApya#1	duz—prA pa or duz—prA ˚paRa or duz—prA ˚pya , mfn. hard to attain, inaccessible, remote, MBh. ; K. ;	9	mfs	1.0	estimated
dyotana	mw	dyotana#1	1. dyo/tana or dyotana/ , mf( A or I )n. shining, glittering, RV.	9	mfs	1.0	estimated
ezaRa	mw	ezaRa#5	medical examination, probing, Suśr.	9	mfs	1.0	estimated
galaSuRqikA	mw	galaSuRqikA#2	swelling of the uvula, 1 f. , iv ;	9	mfs	1.0	estimated
gftsa	mw	gftsa#1	gf/tsa mfn. ( Naigh. iii, 15 ; √ gfD ?) clever, dexterous, judicious, wise, RV.	9	mfs	1.0	estimated
grEzmika	mw	grEzmika#2	grEzmika n. anything that grows in summer, VarBṛS. ix, 43	9	mfs	1.0	estimated
gurutva	mw	gurutva#1	guru—tva n. weight, heaviness, Suśr. ; Ragh. ; Pañcat.	9	mfs	1.0	estimated
hahA	mw	hahA#2	2. hahA m. N. of a Gandharva ( mc. for hAhA ), MBh. ; R.	9	mfs	1.0	estimated
hastavat	mw	hastavat#1	ha/sta—vat ( ha/sta- ), mfn. having h˚ , RV.	9	mfs	1.0	estimated
hemamAkzika	mw	hemamAkzika#1	hema—mAkzika n. pyrites, L.	9	mfs	1.0	estimated
hfcCaya	mw	hfcCaya#2	hfc—Caya m. ‘ h˚ -dweller’, Kāma-deva or love, ib.	9	mfs	1.0	estimated
hfdgraha	mw	hfdgraha#1	hfd—graha m. ‘heart-seizure’, spasm of the heart, Car.	9	mfs	1.0	estimated
jAmI	mw	jAmI#1	jAmI f. = ˚mi , a daughter-in-law, MBh. xii, 8868	9	mfs	1.0	estimated
jEpAla	mw	jEpAla#1	jEpAla irr. for jaya-p˚ , Croton , Bhpr.	9	mfs	1.0	estimated
jara	mw	jara#2	cf. go-jara	9	mfs	1.0	estimated
kAYcanI	mw	kAYcanI#1	kAYcanI f. turmeric, L.	9	mfs	0.8333	estimated
kAlaDarman	mw	kAlaDarman#1	kAla—Darman m. the law or operation of time, death, MBh. ; Hariv.	9	mfs	1.0	estimated
kAlaskanDa	mw	kAlaskanDa#5	another plant (= jIvaka ), L.	9	mfs	1.0	estimated
kAravella	mw	kAravella#2	kAravella n. its fruit, L.	9	mfs	1.0	estimated
kArpAsika	mw	kArpAsika#1	kArpAsika mf( I )n. made of cotton, MBh. &c.	9	mfs	1.0	estimated
kalaDOta	mw	kalaDOta#1	kala—DOta n. gold and silver, MBh. ; Śiś. ; Prasannar. &c.	9	mfs	1.0	estimated
kamaWa	mw	kamaWa#1	kamaWa m. ( Uṇ. i, 102 ) a tortoise, BhP. ; Pañcat. &c.	9	mfs	0.7143	estimated
kapotavaNkA	mw	kapotavaNkA#1	kapota—vaNkA f. N. of a medicinal plant (used as a remedy for the stone), Suśr.	9	mfs	1.0	estimated
karamardaka	mw	karamardaka#2	kara—mardaka/ n. the fruit of Carissa Carandas , Suśr. i, 210, 18.	9	mfs	1.0	estimated
kftamAla	mw	kftamAla#2	the tree Cassia fistula , Suśr.	9	mfs	1.0	estimated
krozwuka	mw	krozwuka#1	krozwuka m. a jackal, MBh.	9	mfs	1.0	estimated
kumBInasI	mw	kumBInasI#1	kumBI—na/sI f. N. of the wife of the Gandharva Aṅgāra-parṇa , MBh. i, 6469	9	mfs	1.0	estimated
kuvalayApIqa	mw	kuvalayApIqa#3	N. of an elephant, Kathās. cxiii, 19.	9	mfs	1.0	estimated
