rank	lemma_slp1	lemma_iast	model	kind	bucket	core_rank	n_attested_cells	corpus_count	pct	cumulative_pct	lesson
6424	vizvaYc	viṣvañc	n_aYc	nominal	consonant-stems	5399	5	46	0.0062	80.55	9
6425	harivat	harivat	m_vat	nominal	consonant-stems	5413	4	18	0.0024	80.56	9
6426	harivat	harivat	n_vat	nominal	consonant-stems	5413	1	3	0.0004	80.56	9
6427	vikrayin	vikrayin	m_in	nominal	consonant-stems	5431	8	106	0.0143	80.57	9
6428	vizwamBin	viṣṭambhin	m_in	nominal	consonant-stems	5432	1	1	0.0001	80.57	9
6429	vizwamBin	viṣṭambhin	n_in	nominal	consonant-stems	5432	1	2	0.0003	80.57	9
6430	pfc	pṛc	f_1_c	nominal	consonant-stems	5469	2	3	0.0004	80.57	9
6431	antevAsin	antevāsin	m_in	nominal	consonant-stems	5485	13	48	0.0065	80.58	9
6432	parus	parus	n_us	nominal	consonant-stems	5504	8	170	0.0229	80.6	9
6433	PaRin	phaṇin	m_in	nominal	consonant-stems	5506	1	1	0.0001	80.6	9
6434	sad	sad	f_1_d	nominal	consonant-stems	5508	2	27	0.0036	80.61	9
6435	sad	sad	m_1_d	nominal	consonant-stems	5508	13	168	0.0226	80.63	9
6436	narman	narman	n_an	nominal	consonant-stems	5535	4	6	0.0008	80.63	9
6437	arTin	arthin	m_in	nominal	consonant-stems	5560	11	175	0.0236	80.65	9
6438	lABin	lābhin	m_in	nominal	consonant-stems	5574	3	54	0.0073	80.66	9
6439	mahadvat	mahadvat	n_vat	nominal	consonant-stems	5640	2	11	0.0015	80.66	9
6440	kzIrin	kṣīrin	m_in	nominal	consonant-stems	5670	4	10	0.0013	80.66	9
6441	upavItin	upavītin	m_in	nominal	consonant-stems	5726	8	78	0.0105	80.67	9
6442	pradAyin	pradāyin	m_in	nominal	consonant-stems	5778	4	4	0.0005	80.67	9
6443	pradAyin	pradāyin	n_in	nominal	consonant-stems	5778	1	1	0.0001	80.67	9
6444	prayas	prayas	m_as	nominal	consonant-stems	5780	3	10	0.0013	80.68	9
6445	prayas	prayas	n_as	nominal	consonant-stems	5780	8	67	0.009	80.68	9
6446	anAtman	anātman	m_an	nominal	consonant-stems	5798	6	16	0.0022	80.69	9
6447	anAtman	anātman	n_an	nominal	consonant-stems	5798	1	12	0.0016	80.69	9
6448	ASramin	āśramin	m_in	nominal	consonant-stems	5800	2	4	0.0005	80.69	9
6449	dvezas	dveṣas	n_as	nominal	consonant-stems	5808	5	93	0.0125	80.7	9
6450	dyut	dyut	f_1_t	nominal	consonant-stems	5809	3	17	0.0023	80.7	9
6451	dyut	dyut	m_1_t	nominal	consonant-stems	5809	2	5	0.0007	80.7	9
6452	rAjayakzman	rājayakṣman	m_an	nominal	consonant-stems	5821	2	3	0.0004	80.7	9
6453	cakrin	cakrin	m_in	nominal	consonant-stems	5838	2	3	0.0004	80.71	9
6454	snuh	snuh	f_1_h	nominal	consonant-stems	5859	1	5	0.0007	80.71	9
6455	vidviz	vidviṣ	m_1_z	nominal	consonant-stems	5865	6	25	0.0034	80.71	9
6456	samad	samad	f_1_d	nominal	consonant-stems	5894	5	55	0.0074	80.72	9
6457	praRayin	praṇayin	m_in	nominal	consonant-stems	5921	6	7	0.0009	80.72	9
6458	praRayin	praṇayin	n_in	nominal	consonant-stems	5921	1	1	0.0001	80.72	9
6459	tavas	tavas	m_as	nominal	consonant-stems	5929	5	42	0.0057	80.72	9
6460	tavas	tavas	n_as	nominal	consonant-stems	5929	1	1	0.0001	80.72	9
6461	mayas	mayas	n_as	nominal	consonant-stems	5955	2	42	0.0057	80.73	9
6462	sarvAtman	sarvātman	m_an	nominal	consonant-stems	5968	1	2	0.0003	80.73	9
6463	janus	janus	m_us	nominal	consonant-stems	5985	5	42	0.0057	80.74	9
6464	janus	janus	n_us	nominal	consonant-stems	5985	5	40	0.0054	80.74	9
6465	SAKin	śākhin	m_in	nominal	consonant-stems	6002	4	7	0.0009	80.74	9
6466	sattrin	sattrin	m_in	nominal	consonant-stems	6004	7	36	0.0049	80.75	9
6467	mIQvas	mīḍhvas	m_vas	nominal	consonant-stems	6031	5	22	0.003	80.75	9
6468	navyas	navyas	f_as	nominal	consonant-stems	6032	1	5	0.0007	80.75	9
6469	navyas	navyas	m_as	nominal	consonant-stems	6032	3	20	0.0027	80.75	9
6470	navyas	navyas	n_as	nominal	consonant-stems	6032	6	29	0.0039	80.76	9
6471	pravat	pravat	m_vat	nominal	consonant-stems	6035	2	5	0.0007	80.76	9
6472	pravat	pravat	n_vat	nominal	consonant-stems	6035	2	21	0.0028	80.76	9
6473	dfzad	dṛṣad	f_1_d	nominal	consonant-stems	6058	7	40	0.0054	80.77	9
6474	Suzmin	śuṣmin	m_in	nominal	consonant-stems	6075	6	36	0.0049	80.77	9
6475	Suzmin	śuṣmin	n_in	nominal	consonant-stems	6075	1	12	0.0016	80.77	9
6476	Asic	āsic	f_1_c	nominal	consonant-stems	6083	1	3	0.0004	80.77	9
6477	kuwumbin	kuṭumbin	m_in	nominal	consonant-stems	6092	5	8	0.0011	80.77	9
6478	upasad	upasad	f_1_d	nominal	consonant-stems	6105	15	427	0.0576	80.83	9
6479	ftAvfD	ṛtāvṛdh	f_1_D	nominal	consonant-stems	6135	2	21	0.0028	80.83	9
6480	ftAvfD	ṛtāvṛdh	m_1_D	nominal	consonant-stems	6135	6	44	0.0059	80.84	9
6481	varivas	varivas	n_as	nominal	consonant-stems	6144	3	45	0.0061	80.85	9
6482	yaSas	yaśas	f_as	nominal	consonant-stems	6146	4	74	0.01	80.86	9
6483	yaSas	yaśas	m_as	nominal	consonant-stems	6146	10	503	0.0678	80.92	9
6484	yaSas	yaśas	n_as	nominal	consonant-stems	6146	8	574	0.0774	81.0	9
6485	daRqin	daṇḍin	m_in	nominal	consonant-stems	6150	4	25	0.0034	81.0	9
6486	janiman	janiman	n_an	nominal	consonant-stems	6157	4	48	0.0065	81.01	9
6487	juz	juṣ	f_1_z	nominal	consonant-stems	6158	2	9	0.0012	81.01	9
6488	juz	juṣ	m_1_z	nominal	consonant-stems	6158	7	34	0.0046	81.02	9
6489	saMdfS	saṃdṛś	f_1_S	nominal	consonant-stems	6178	6	60	0.0081	81.02	9
6490	girvaRas	girvaṇas	m_as	nominal	consonant-stems	6193	3	32	0.0043	81.03	9
6491	girvaRas	girvaṇas	n_as	nominal	consonant-stems	6193	1	27	0.0036	81.03	9
6492	jawAyus	jaṭāyus	m_us	nominal	consonant-stems	6196	2	10	0.0013	81.03	9
6493	kruD	krudh	f_1_D	nominal	consonant-stems	6197	2	18	0.0024	81.04	9
6494	anehas	anehas	f_as	nominal	consonant-stems	6218	2	25	0.0034	81.04	9
6495	anehas	anehas	m_as	nominal	consonant-stems	6218	5	32	0.0043	81.04	9
6496	anehas	anehas	n_as	nominal	consonant-stems	6218	1	1	0.0001	81.04	9
6497	Asan	āsan	n_an	nominal	consonant-stems	6220	5	34	0.0046	81.05	9
6498	dviz	dviṣ	f_1_z	nominal	consonant-stems	6227	4	255	0.0344	81.08	9
6499	dviz	dviṣ	m_1_z	nominal	consonant-stems	6227	9	361	0.0487	81.13	9
6500	payasvat	payasvat	m_vat	nominal	consonant-stems	6243	4	35	0.0047	81.14	9
6501	payasvat	payasvat	n_vat	nominal	consonant-stems	6243	2	7	0.0009	81.14	9
6502	draviRas	draviṇas	m_as	nominal	consonant-stems	6274	3	6	0.0008	81.14	9
6503	draviRas	draviṇas	n_as	nominal	consonant-stems	6274	2	5	0.0007	81.14	9
6504	mahan	mahan	n_an	nominal	consonant-stems	6281	2	44	0.0059	81.15	9
6505	SiKarin	śikharin	m_in	nominal	consonant-stems	6294	2	2	0.0003	81.15	9
6506	anas	anas	n_as	nominal	consonant-stems	6309	10	99	0.0133	81.16	9
6507	mahIBuj	mahībhuj	m_1_j	nominal	consonant-stems	6322	4	17	0.0023	81.16	9
6508	vIravat	vīravat	m_vat	nominal	consonant-stems	6344	5	21	0.0028	81.16	9
6509	vIravat	vīravat	n_vat	nominal	consonant-stems	6344	2	30	0.004	81.17	9
6510	mahAtman	mahātman	n_an	nominal	consonant-stems	6363	1	25	0.0034	81.17	9
6511	navIyas	navīyas	n_Iyas	nominal	consonant-stems	6365	4	26	0.0035	81.17	9
6512	niyut	niyut	f_1_t	nominal	consonant-stems	6367	6	47	0.0063	81.18	9
6513	rukmin	rukmin	m_in	nominal	consonant-stems	6373	6	30	0.004	81.19	9
6514	tfz	tṛṣ	f_1_z	nominal	consonant-stems	6377	3	7	0.0009	81.19	9
6515	tfz	tṛṣ	m_1_z	nominal	consonant-stems	6377	1	2	0.0003	81.19	9
6516	vAr	vār	m_1_r	nominal	consonant-stems	6381	1	1	0.0001	81.19	9
6517	vAr	vār	n_1_r	nominal	consonant-stems	6381	5	15	0.002	81.19	9
6518	arRas	arṇas	n_as	nominal	consonant-stems	6384	5	22	0.003	81.19	9
6519	Gftavat	ghṛtavat	m_vat	nominal	consonant-stems	6393	5	29	0.0039	81.2	9
6520	Gftavat	ghṛtavat	n_vat	nominal	consonant-stems	6393	5	90	0.0121	81.21	9
6521	pAjas	pājas	n_as	nominal	consonant-stems	6405	8	65	0.0088	81.22	9
6522	puroqAS	puroḍāś	m_1_S	nominal	consonant-stems	6408	3	13	0.0018	81.22	9
6523	svaDAvat	svadhāvat	m_vat	nominal	consonant-stems	6414	4	19	0.0026	81.22	9
6524	svaDAvat	svadhāvat	n_vat	nominal	consonant-stems	6414	3	9	0.0012	81.22	9
6525	vedas	vedas	n_as	nominal	consonant-stems	6421	6	37	0.005	81.23	9
6526	Avft	āvṛt	f_1_t	nominal	consonant-stems	6432	7	253	0.0341	81.26	9
6527	niyogin	niyogin	m_in	nominal	consonant-stems	6445	1	1	0.0001	81.26	9
6528	aSvAvat	aśvāvat	m_vat	nominal	consonant-stems	6469	6	7	0.0009	81.26	9
6529	aSvAvat	aśvāvat	n_vat	nominal	consonant-stems	6469	2	14	0.0019	81.26	9
6530	nirRij	nirṇij	f_1_j	nominal	consonant-stems	6480	4	20	0.0027	81.27	9
6531	SarDas	śardhas	m_as	nominal	consonant-stems	6489	1	1	0.0001	81.27	9
6532	SarDas	śardhas	n_as	nominal	consonant-stems	6489	5	52	0.007	81.27	9
6533	SarIrin	śarīrin	m_in	nominal	consonant-stems	6490	4	15	0.002	81.28	9
6534	satvan	satvan	m_an	nominal	consonant-stems	6491	10	38	0.0051	81.28	9
6535	svarAj	svarāj	f_1_j	nominal	consonant-stems	6497	2	15	0.002	81.28	9
6536	svarAj	svarāj	m_1_j	nominal	consonant-stems	6497	7	36	0.0049	81.29	9
6537	jaras	jaras	f_as	nominal	consonant-stems	6515	6	70	0.0094	81.3	9
6538	jaras	jaras	m_as	nominal	consonant-stems	6515	1	1	0.0001	81.3	9
6539	kravyAd	kravyād	m_1_d	nominal	consonant-stems	6522	8	26	0.0035	81.3	9
6540	mfD	mṛdh	f_1_D	nominal	consonant-stems	6525	4	59	0.008	81.31	9
6541	sumeDas	sumedhas	m_as	nominal	consonant-stems	6544	5	33	0.0044	81.31	9
6542	ASir	āśir	f_1_r	nominal	consonant-stems	6558	6	61	0.0082	81.32	9
6543	BUman	bhūman	m_an	nominal	consonant-stems	6562	7	96	0.0129	81.33	9
6544	BUman	bhūman	n_an	nominal	consonant-stems	6562	2	42	0.0057	81.34	9
6545	brAhmaRAcCaMsin	brāhmaṇācchaṃsin	m_in	nominal	consonant-stems	6563	6	81	0.0109	81.35	9
6546	Danvin	dhanvin	m_in	nominal	consonant-stems	6567	3	10	0.0013	81.35	9
6547	druh	druh	f_1_h	nominal	consonant-stems	6568	7	66	0.0089	81.36	9
6548	druh	druh	m_1_h	nominal	consonant-stems	6568	4	33	0.0044	81.37	9
6549	jyotizmat	jyotiṣmat	m_vat	nominal	consonant-stems	6572	8	78	0.0105	81.38	9
6550	jyotizmat	jyotiṣmat	n_vat	nominal	consonant-stems	6572	1	5	0.0007	81.38	9
6551	kfttivAsas	kṛttivāsas	m_as	nominal	consonant-stems	6575	1	5	0.0007	81.38	9
6552	pATas	pāthas	n_as	nominal	consonant-stems	6578	4	43	0.0058	81.38	9
6553	peSas	peśas	n_as	nominal	consonant-stems	6579	4	27	0.0036	81.39	9
6554	adruh	adruh	f_1_h	nominal	consonant-stems	6603	2	26	0.0035	81.39	9
6555	adruh	adruh	m_1_h	nominal	consonant-stems	6603	5	42	0.0057	81.4	9
6556	evaMvid	evaṃvid	m_1_d	nominal	consonant-stems	6610	8	125	0.0169	81.41	9
6557	nedIyas	nedīyas	n_Iyas	nominal	consonant-stems	6628	2	4	0.0005	81.41	9
6558	zoqaSin	ṣoḍaśin	m_in	nominal	consonant-stems	6639	9	177	0.0239	81.44	9
6559	zoqaSin	ṣoḍaśin	n_in	nominal	consonant-stems	6639	1	16	0.0022	81.44	9
6560	takman	takman	m_an	nominal	consonant-stems	6642	7	53	0.0071	81.45	9
6561	pft	pṛt	f_1_t	nominal	consonant-stems	6687	1	38	0.0051	81.45	9
6562	SuB	śubh	f_1_B	nominal	consonant-stems	6696	5	31	0.0042	81.46	9
6563	tuj	tuj	f_1_j	nominal	consonant-stems	6700	1	4	0.0005	81.46	9
6564	haras	haras	n_as	nominal	consonant-stems	6750	4	54	0.0073	81.46	9
6565	nid	nid	f_1_d	nominal	consonant-stems	6760	4	29	0.0039	81.47	9
6566	rapas	rapas	n_as	nominal	consonant-stems	6764	6	53	0.0071	81.47	9
6567	vanamAlin	vanamālin	m_in	nominal	consonant-stems	6776	1	1	0.0001	81.47	9
6568	damUnas	damūnas	m_as	nominal	consonant-stems	6785	3	13	0.0018	81.48	9
6569	fjIzin	ṛjīṣin	m_in	nominal	consonant-stems	6798	5	34	0.0046	81.48	9
6570	sahasvat	sahasvat	m_vat	nominal	consonant-stems	6800	4	25	0.0034	81.48	9
6571	sahasvat	sahasvat	n_vat	nominal	consonant-stems	6800	2	7	0.0009	81.49	9
6572	vyacas	vyacas	n_as	nominal	consonant-stems	6810	2	10	0.0013	81.49	9
6573	triSUlin	triśūlin	m_in	nominal	consonant-stems	6851	1	1	0.0001	81.49	9
6574	vartis	vartis	n_is	nominal	consonant-stems	6855	1	4	0.0005	81.49	9
6575	yAvan	yāvan	m_an	nominal	consonant-stems	6858	6	17	0.0023	81.49	9
6576	apas	apas	f_as	nominal	consonant-stems	6862	5	66	0.0089	81.5	9
6577	apas	apas	m_as	nominal	consonant-stems	6862	6	67	0.009	81.51	9
6578	apas	apas	n_as	nominal	consonant-stems	6862	7	72	0.0097	81.52	9
6579	daMsas	daṃsas	n_as	nominal	consonant-stems	6868	5	26	0.0035	81.52	9
6580	keSin	keśin	m_in	nominal	consonant-stems	6882	7	72	0.0097	81.53	9
6581	mandin	mandin	m_in	nominal	consonant-stems	6888	5	22	0.003	81.53	9
6582	SaSvat	śaśvat	m_vat	nominal	consonant-stems	6899	7	28	0.0038	81.54	9
6583	SaSvat	śaśvat	n_vat	nominal	consonant-stems	6899	1	4	0.0005	81.54	9
6584	vAjinIvat	vājinīvat	m_vat	nominal	consonant-stems	6906	5	22	0.003	81.54	9
6585	varpas	varpas	n_as	nominal	consonant-stems	6907	5	25	0.0034	81.54	9
6586	viz	viṣ	f_1_z	nominal	consonant-stems	6911	2	4	0.0005	81.54	9
6587	atrin	atrin	m_in	nominal	consonant-stems	6917	3	23	0.0031	81.55	9
6588	GftaScut	ghṛtaścut	f_1_t	nominal	consonant-stems	6924	3	29	0.0039	81.55	9
6589	GftaScut	ghṛtaścut	m_1_t	nominal	consonant-stems	6924	4	30	0.004	81.56	9
6590	puruspfh	puruspṛh	n_1_h	nominal	consonant-stems	6939	1	4	0.0005	81.56	9
6591	riSAdas	riśādas	m_as	nominal	consonant-stems	6944	5	49	0.0066	81.56	9
6592	sapraTas	saprathas	f_as	nominal	consonant-stems	6947	1	9	0.0012	81.56	9
6593	sapraTas	saprathas	m_as	nominal	consonant-stems	6947	2	26	0.0035	81.57	9
6594	sapraTas	saprathas	n_as	nominal	consonant-stems	6947	2	34	0.0046	81.57	9
6595	Srut	śrut	f_1_t	nominal	consonant-stems	6951	2	22	0.003	81.58	9
6596	Srut	śrut	m_1_t	nominal	consonant-stems	6951	7	94	0.0127	81.59	9
6597	Srut	śrut	n_1_t	nominal	consonant-stems	6951	2	36	0.0049	81.59	9
6598	udan	udan	n_an	nominal	consonant-stems	6958	5	20	0.0027	81.6	9
6599	uSij	uśij	f_1_j	nominal	consonant-stems	6960	1	11	0.0015	81.6	9
6600	uSij	uśij	m_1_j	nominal	consonant-stems	6960	8	38	0.0051	81.6	9
6601	varIyas	varīyas	n_Iyas	nominal	consonant-stems	6962	3	41	0.0055	81.61	9
6602	vfzaRvat	vṛṣaṇvat	m_vat	nominal	consonant-stems	6964	2	7	0.0009	81.61	9
6603	vfzaRvat	vṛṣaṇvat	n_vat	nominal	consonant-stems	6964	1	1	0.0001	81.61	9
6604	annavat	annavat	m_vat	nominal	consonant-stems	6971	3	24	0.0032	81.61	9
6605	cyut	cyut	f_1_t	nominal	consonant-stems	6981	1	11	0.0015	81.61	9
6606	cyut	cyut	m_1_t	nominal	consonant-stems	6981	8	47	0.0063	81.62	9
6607	cyut	cyut	n_1_t	nominal	consonant-stems	6981	1	7	0.0009	81.62	9
6608	pAman	pāman	m_an	nominal	consonant-stems	6997	1	1	0.0001	81.62	9
6609	piS	piś	f_1_S	nominal	consonant-stems	6999	1	1	0.0001	81.62	9
6610	rakzas	rakṣas	m_as	nominal	consonant-stems	7001	5	202	0.0272	81.65	9
6611	rakzas	rakṣas	n_as	nominal	consonant-stems	7001	14	961	0.1296	81.78	9
6612	tvAvat	tvāvat	m_vat	nominal	consonant-stems	7015	4	31	0.0042	81.78	9
6613	vAhas	vāhas	f_as	nominal	consonant-stems	7018	1	10	0.0013	81.78	9
6614	vAhas	vāhas	m_as	nominal	consonant-stems	7018	10	71	0.0096	81.79	9
6615	vAhas	vāhas	n_as	nominal	consonant-stems	7018	3	29	0.0039	81.8	9
6616	niyutvat	niyutvat	m_vat	nominal	consonant-stems	7048	6	42	0.0057	81.8	9
6617	svarvat	svarvat	m_vat	nominal	consonant-stems	7064	4	5	0.0007	81.8	9
6618	svarvat	svarvat	n_vat	nominal	consonant-stems	7064	2	4	0.0005	81.8	9
6619	jrayas	jrayas	n_as	nominal	consonant-stems	7077	3	26	0.0035	81.81	9
6620	kzam	kṣam	f_1_m	nominal	consonant-stems	7078	3	19	0.0026	81.81	9
6621	viBAvan	vibhāvan	m_an	nominal	consonant-stems	7105	1	20	0.0027	81.81	9
6622	madvat	madvat	m_vat	nominal	consonant-stems	7130	1	4	0.0005	81.81	9
6623	madvat	madvat	n_vat	nominal	consonant-stems	7130	2	20	0.0027	81.82	9
6624	saDryaYc	sadhryañc	n_aYc	nominal	consonant-stems	7143	3	15	0.002	81.82	9
6625	vasyas	vasyas	f_as	nominal	consonant-stems	7152	1	1	0.0001	81.82	9
6626	vasyas	vasyas	m_as	nominal	consonant-stems	7152	3	16	0.0022	81.82	9
6627	vasyas	vasyas	n_as	nominal	consonant-stems	7152	2	9	0.0012	81.82	9
6628	divispfS	divispṛś	m_1_S	nominal	consonant-stems	7167	6	21	0.0028	81.82	9
6629	divispfS	divispṛś	n_1_S	nominal	consonant-stems	7167	1	6	0.0008	81.82	9
6630	duvas	duvas	n_as	nominal	consonant-stems	7169	4	34	0.0046	81.83	9
6631	mantrin	mantrin	m_in	nominal	consonant-stems	7178	12	188	0.0253	81.85	9
6632	mantrin	mantrin	n_in	nominal	consonant-stems	7178	1	3	0.0004	81.86	9
6633	fkvan	ṛkvan	m_an	nominal	consonant-stems	7189	2	17	0.0023	81.86	9
6634	fkvan	ṛkvan	n_an	nominal	consonant-stems	7189	1	15	0.002	81.86	9
6635	sacetas	sacetas	f_as	nominal	consonant-stems	7191	4	28	0.0038	81.86	9
6636	sacetas	sacetas	m_as	nominal	consonant-stems	7191	5	25	0.0034	81.87	9
6637	SrAdDin	śrāddhin	m_in	nominal	consonant-stems	7198	1	4	0.0005	81.87	9
6638	virapSin	virapśin	m_in	nominal	consonant-stems	7206	6	25	0.0034	81.87	9
6639	yatama	yatama	f_pron	nominal	consonant-stems	7210	2	3	0.0004	81.87	9
6640	yatama	yatama	m_pron	nominal	consonant-stems	7210	2	8	0.0011	81.87	9
6641	yatama	yatama	n_pron	nominal	consonant-stems	7210	2	6	0.0008	81.87	9
6642	Cardis	chardis	n_is	nominal	consonant-stems	7221	3	20	0.0027	81.88	9
6643	kimIdin	kimīdin	m_in	nominal	consonant-stems	7228	7	87	0.0117	81.89	9
6644	Sarvavarman	śarvavarman	m_an	nominal	consonant-stems	7242	3	16	0.0022	81.89	9
6645	somin	somin	m_in	nominal	consonant-stems	7243	7	83	0.0112	81.9	9
6646	aprayucCat	aprayucchat	m_1_t	nominal	consonant-stems	7260	1	1	0.0001	81.9	9
6647	nfvat	nṛvat	m_vat	nominal	consonant-stems	7278	5	8	0.0011	81.9	9
6648	nfvat	nṛvat	n_vat	nominal	consonant-stems	7278	1	2	0.0003	81.9	9
6649	sriD	sridh	f_1_D	nominal	consonant-stems	7283	2	15	0.002	81.9	9
6650	tapus	tapus	n_us	nominal	consonant-stems	7286	4	8	0.0011	81.91	9
6651	arepas	arepas	f_as	nominal	consonant-stems	7295	5	29	0.0039	81.91	9
6652	arepas	arepas	m_as	nominal	consonant-stems	7295	3	18	0.0024	81.91	9
6653	balin	balin	m_in	nominal	consonant-stems	7298	9	100	0.0135	81.93	9
6654	balin	balin	n_in	nominal	consonant-stems	7298	1	1	0.0001	81.93	9
6655	SacIvat	śacīvat	m_vat	nominal	consonant-stems	7316	3	4	0.0005	81.93	9
6656	vanin	vanin	m_in	nominal	consonant-stems	7330	3	21	0.0028	81.93	9
6657	DAyas	dhāyas	f_as	nominal	consonant-stems	7341	4	38	0.0051	81.93	9
6658	DAyas	dhāyas	m_as	nominal	consonant-stems	7341	6	54	0.0073	81.94	9
6659	DAyas	dhāyas	n_as	nominal	consonant-stems	7341	3	19	0.0026	81.94	9
6660	vizARin	viṣāṇin	m_in	nominal	consonant-stems	7362	3	5	0.0007	81.94	9
6661	SoDin	śodhin	m_in	nominal	consonant-stems	7401	1	1	0.0001	81.94	9
6662	viSva	viśva	f_pron	nominal	pronouns	5623	11	851	0.1147	82.06	9
6663	viSva	viśva	m_a	nominal	pronouns	5623	13	1219	0.1643	82.22	9
6664	viSva	viśva	m_pron	nominal	pronouns	5623	14	1737	0.2342	82.46	9
6665	viSva	viśva	n_a	nominal	pronouns	5623	14	2229	0.3005	82.76	9
6666	viSva	viśva	n_pron	nominal	pronouns	5623	16	2272	0.3063	83.06	9
6667	sarva	sarva	f_pron	nominal	pronouns	6179	15	2365	0.3188	83.38	9
6668	sarva	sarva	m_a	nominal	pronouns	6179	14	3686	0.4969	83.88	9
6669	sarva	sarva	m_pron	nominal	pronouns	6179	18	4951	0.6675	84.55	9
6670	sarva	sarva	n_a	nominal	pronouns	6179	10	3659	0.4933	85.04	9
6671	sarva	sarva	n_pron	nominal	pronouns	6179	14	3906	0.5266	85.57	9
6672	kf	kṛ	v_p	verb	present-class-verbs	1	9	972	0.131	85.7	9
6673	vac	vac	v_p	verb	present-class-verbs	2	8	3067	0.4135	86.11	9
6674	as	as	v_4	verb	present-class-verbs	5	15	70	0.0094	86.12	9
6675	as	as	v_p	verb	present-class-verbs	5	1	2	0.0003	86.12	9
6676	gam	gam	v_1	verb	present-class-verbs	7	47	3782	0.5099	86.63	9
6677	gam	gam	v_p	verb	present-class-verbs	7	4	187	0.0252	86.66	9
6678	Sru	śru	v_p	verb	present-class-verbs	19	8	525	0.0708	86.73	9
6679	sTA	sthā	v_1	verb	present-class-verbs	25	44	2498	0.3368	87.06	9
6680	sTA	sthā	v_p	verb	present-class-verbs	25	2	42	0.0057	87.07	9
6681	jan	jan	v_1	verb	present-class-verbs	26	7	9	0.0012	87.07	9
6682	jan	jan	v_4	verb	present-class-verbs	26	24	3359	0.4528	87.52	9
6683	jan	jan	v_p	verb	present-class-verbs	26	23	3331	0.4491	87.97	9
6684	jYA	jñā	v_p	verb	present-class-verbs	52	8	116	0.0156	87.99	9
6685	grah	grah	v_p	verb	present-class-verbs	58	13	350	0.0472	88.04	9
6686	man	man	v_4	verb	present-class-verbs	63	20	1932	0.2605	88.3	9
6687	man	man	v_p	verb	present-class-verbs	63	20	1932	0.2605	88.56	9
6688	smf	smṛ	v_1	verb	present-class-verbs	66	22	403	0.0543	88.61	9
6689	smf	smṛ	v_p	verb	present-class-verbs	66	3	30	0.004	88.62	9
6690	ji	ji	v_1	verb	present-class-verbs	96	10	42	0.0057	88.62	9
6691	ji	ji	v_p	verb	present-class-verbs	96	7	27	0.0036	88.62	9
6692	muc	muc	v_6	verb	present-class-verbs	99	34	738	0.0995	88.72	9
6693	muc	muc	v_p	verb	present-class-verbs	99	15	635	0.0856	88.81	9
6694	laB	labh	v_1	verb	present-class-verbs	104	18	995	0.1341	88.94	9
6695	laB	labh	v_p	verb	present-class-verbs	104	5	152	0.0205	88.96	9
6696	car	car	v_1	verb	present-class-verbs	113	34	1962	0.2645	89.23	9
6697	car	car	v_p	verb	present-class-verbs	113	2	7	0.0009	89.23	9
6698	vad	vad	v_1	verb	present-class-verbs	115	36	2224	0.2998	89.53	9
6699	vad	vad	v_p	verb	present-class-verbs	115	1	5	0.0007	89.53	9
6700	pat	pat	v_1	verb	present-class-verbs	144	31	758	0.1022	89.63	9
6701	pat	pat	v_p	verb	present-class-verbs	144	1	2	0.0003	89.63	9
6702	kzip	kṣip	v_4	verb	present-class-verbs	190	6	30	0.004	89.64	9
6703	kzip	kṣip	v_6	verb	present-class-verbs	190	17	867	0.1169	89.75	9
6704	kzip	kṣip	v_p	verb	present-class-verbs	190	3	26	0.0035	89.76	9
6705	mf	mṛ	v_1	verb	present-class-verbs	192	5	6	0.0008	89.76	9
6706	mf	mṛ	v_6	verb	present-class-verbs	192	17	564	0.076	89.83	9
6707	mf	mṛ	v_p	verb	present-class-verbs	192	11	505	0.0681	89.9	9
6708	tyaj	tyaj	v_1	verb	present-class-verbs	206	29	699	0.0942	90.0	9
6709	tyaj	tyaj	v_p	verb	present-class-verbs	206	3	36	0.0049	90.0	9
6710	vft	vṛt	v_1	verb	present-class-verbs	212	16	1118	0.1507	90.15	10
6711	banD	bandh	v_1	verb	present-class-verbs	218	3	27	0.0036	90.16	10
6712	banD	bandh	v_p	verb	present-class-verbs	218	9	156	0.021	90.18	10
6713	arh	arh	v_1	verb	present-class-verbs	219	16	2214	0.2985	90.47	10
6714	BU	bhū	v_1	verb	present-class-verbs	232	43	22777	3.0706	93.55	10
6715	BU	bhū	v_p	verb	present-class-verbs	232	1	3	0.0004	93.55	10
6716	hf	hṛ	v_1	verb	present-class-verbs	240	27	1115	0.1503	93.7	10
6717	hf	hṛ	v_p	verb	present-class-verbs	240	5	59	0.008	93.7	10
6718	SuD	śudh	v_4	verb	present-class-verbs	242	13	419	0.0565	93.76	10
6719	SuD	śudh	v_p	verb	present-class-verbs	242	6	85	0.0115	93.77	10
6720	i	i	v_p	verb	present-class-verbs	247	2	32	0.0043	93.78	10
6721	dah	dah	v_1	verb	present-class-verbs	254	23	500	0.0674	93.84	10
6722	dah	dah	v_p	verb	present-class-verbs	254	9	141	0.019	93.86	10
6723	vas	vas	v_1	verb	present-class-verbs	257	24	868	0.117	93.98	10
6724	vas	vas	v_6	verb	present-class-verbs	257	24	868	0.117	94.1	10
6725	yaj	yaj	v_1	verb	present-class-verbs	275	37	2364	0.3187	94.42	10
6726	yaj	yaj	v_p	verb	present-class-verbs	275	5	69	0.0093	94.42	10
6727	jIv	jīv	v_1	verb	present-class-verbs	277	9	39	0.0053	94.43	10
