rank	rule	category	count	pct	cumulative_pct	family_size	priority	lesson
1121	tyaḥ d → ntyo d	visarga	6	0.001	99.27	9	6.1	10
1122	āt j → ato j	consonant / other	7	0.001	99.27	17	6.0	10
1123	naḥ t → 'smākaṃ t	visarga	6	0.001	99.27	8	6.0	10
1124	naḥ j → 'smākaṃ j	visarga	6	0.001	99.27	8	6.0	10
1125	o ā → av ā	vowel coalescence	6	0.001	99.27	1	6.0	10
1126	u → m u	vowel coalescence	6	0.001	99.27	1	6.0	10
1127	an ś → āñ ś	consonant / other	9	0.002	99.27	1	6.0	10
1128	e asmābhiḥ → e 'smābhir	visarga	5	0.001	99.27	49	6.0	10
1129	e acyutaiḥ → e 'cyuta	visarga	5	0.001	99.28	49	6.0	10
1130	e ś → i ś	consonant / other	7	0.001	99.28	15	5.9	10
1131	e d → i d	consonant / other	7	0.001	99.28	15	5.9	10
1132	anyaḥ v → 'nyo v	visarga	6	0.001	99.28	7	5.9	10
1133	uḥ s → vī s	visarga	6	0.001	99.28	7	5.9	10
1134	anyaḥ h → 'nyo h	visarga	6	0.001	99.28	7	5.9	10
1135	au ū → āv ū	vowel coalescence	5	0.001	99.28	7	5.9	10
1136	ā → m ā	vowel coalescence	5	0.001	99.28	7	5.9	10
1137	i v → ī v	consonant / other	7	0.001	99.28	13	5.9	10
1138	a r → nā r	consonant / other	7	0.001	99.29	13	5.9	10
1139	a t → nā t	consonant / other	7	0.001	99.29	13	5.9	10
1140	ām gh → īṃ gh	anusvāra / nasal	4	0.001	99.29	20	5.8	10
1141	aum s → āvaṃ s	anusvāra / nasal	5	0.001	99.29	2	5.8	10
1142	ñ ch → aṃś ch	anusvāra / nasal	5	0.001	99.29	2	5.8	10
1143	ak m → ā m	consonant / other	7	0.001	99.29	12	5.8	10
1144	ak ś → ā ś	consonant / other	7	0.001	99.29	12	5.8	10
1145	rī s → ā s	consonant / other	7	0.001	99.29	12	5.8	10
1146	rī p → ā p	consonant / other	7	0.001	99.29	12	5.8	10
1147	ak bh → ā bh	consonant / other	7	0.001	99.3	12	5.8	10
1148	ak s → ā s	consonant / other	7	0.001	99.3	12	5.8	10
1149	rī v → ā v	consonant / other	7	0.001	99.3	12	5.8	10
1150	rī c → ā c	consonant / other	7	0.001	99.3	12	5.8	10
1151	ḥ v → stair v	visarga	6	0.001	99.3	6	5.8	10
1152	ebhiḥ bh → air bh	visarga	6	0.001	99.3	6	5.8	10
1153	apaḥ m → āpo m	visarga	6	0.001	99.3	6	5.8	10
1154	ḥ ḍ → Ø ḍ	visarga	5	0.001	99.3	38	5.8	10
1155	ḥ jh → Ø jh	visarga	5	0.001	99.3	38	5.8	10
1156	j t → ṭ t	consonant / other	8	0.001	99.31	3	5.8	10
1157	yāḥ c → eś c	visarga	7	0.001	99.31	1	5.8	10
1158	vaḥ a → yuṣmākam a	visarga	7	0.001	99.31	1	5.8	10
1159	ebhiḥ t → ais t	visarga	7	0.001	99.31	1	5.8	10
1160	as naḥ → o 'smākaṃ	visarga	5	0.001	99.31	36	5.8	10
1161	o k → u k	consonant / other	7	0.001	99.31	11	5.8	10
1162	o bh → u bh	consonant / other	7	0.001	99.31	11	5.8	10
1163	e t → āsu t	consonant / other	7	0.001	99.31	11	5.8	10
1164	ṣ bh → ḍ bh	consonant / other	7	0.001	99.31	11	5.8	10
1165	m r → a r	anusvāra / nasal	4	0.001	99.32	17	5.7	10
1166	m kh → a kh	anusvāra / nasal	4	0.001	99.32	17	5.7	10
1167	e i → e	vowel coalescence	4	0.001	99.32	49	5.7	10
1168	i m → y m	consonant / other	7	0.001	99.32	10	5.7	10
1169	abhavat d → 'bhavad d	consonant / other	7	0.001	99.32	10	5.7	10
1170	abhavat y → 'bhavad y	consonant / other	7	0.001	99.32	10	5.7	10
1171	tīm bh → ntīṃ bh	anusvāra / nasal	4	0.001	99.32	15	5.7	10
1172	ś i → g i	consonant / other	7	0.001	99.32	9	5.7	10
1173	ś j → g j	consonant / other	7	0.001	99.32	9	5.7	10
1174	ś d → g d	consonant / other	7	0.001	99.32	9	5.7	10
1175	e g → ahyaṃ g	anusvāra / nasal	4	0.001	99.33	14	5.6	10
1176	ḥ v → ṃ v	visarga	6	0.001	99.33	4	5.6	10
1177	uḥ i → ūr i	visarga	6	0.001	99.33	4	5.6	10
1178	īḥ a → ir a	visarga	6	0.001	99.33	4	5.6	10
1179	ā i → ām i	vowel coalescence	5	0.001	99.33	4	5.6	10
1180	ā a → ā '	vowel coalescence	5	0.001	99.33	4	5.6	10
1181	t n → Ø n	consonant / other	7	0.001	99.33	8	5.6	10
1182	t p → Ø p	consonant / other	7	0.001	99.33	8	5.6	10
1183	t d → Ø d	consonant / other	7	0.001	99.33	8	5.6	10
1184	ṇām r → nāṃ r	anusvāra / nasal	4	0.001	99.33	13	5.6	10
1185	au bh → yāṃ bh	anusvāra / nasal	4	0.001	99.34	13	5.6	10
1186	ant c → āṃś c	anusvāra / nasal	5	0.001	99.34	1	5.5	10
1187	avahāram s → 'vahāraṃ s	anusvāra / nasal	5	0.001	99.34	1	5.5	10
1188	d → ṃ d	anusvāra / nasal	5	0.001	99.34	1	5.5	10
1189	ś → ṃ ś	anusvāra / nasal	5	0.001	99.34	1	5.5	10
1190	m → vantīha m	anusvāra / nasal	5	0.001	99.34	1	5.5	10
1191	ī bh → r bh	consonant / other	7	0.001	99.34	7	5.5	10
1192	a s → cā s	consonant / other	7	0.001	99.34	7	5.5	10
1193	m n → Ø n	anusvāra / nasal	4	0.001	99.34	11	5.5	10
1194	e r → ubhyaṃ r	anusvāra / nasal	4	0.001	99.34	11	5.5	10
1195	e m → ubhyaṃ m	anusvāra / nasal	4	0.001	99.34	11	5.5	10
1196	e ś → ubhyaṃ ś	anusvāra / nasal	4	0.001	99.34	11	5.5	10
1197	m _ → m yudhāṃ	anusvāra / nasal	4	0.001	99.35	11	5.5	10
1198	m b → tastaṃ b	anusvāra / nasal	4	0.001	99.35	10	5.4	10
1199	m bh → tastaṃ bh	anusvāra / nasal	4	0.001	99.35	10	5.4	10
1200	m m → tastaṃ m	anusvāra / nasal	4	0.001	99.35	10	5.4	10
1201	tram d → raṃ d	anusvāra / nasal	4	0.001	99.35	10	5.4	10
1202	e i → ubhyam i	vowel coalescence	5	0.001	99.35	3	5.4	10
1203	e ā → ubhyam ā	vowel coalescence	5	0.001	99.35	3	5.4	10
1204	ḥ g → n g	visarga	5	0.001	99.35	19	5.4	10
1205	ḥ h → n h	visarga	5	0.001	99.35	19	5.4	10
1206	ṣ ś → ṭ ś	consonant / other	7	0.001	99.35	6	5.4	10
1207	asmin p → e p	consonant / other	7	0.001	99.35	6	5.4	10
1208	ṣ p → ṭ p	consonant / other	7	0.001	99.36	6	5.4	10
1209	c t → k t	consonant / other	7	0.001	99.36	6	5.4	10
1210	a s → e s	consonant / other	7	0.001	99.36	6	5.4	10
1211	m k → inaṃ k	anusvāra / nasal	4	0.001	99.36	9	5.4	10
1212	m t → inaṃ t	anusvāra / nasal	4	0.001	99.36	9	5.4	10
1213	m v → inaṃ v	anusvāra / nasal	4	0.001	99.36	9	5.4	10
1214	j v → ḍ v	consonant / other	7	0.001	99.36	5	5.3	10
1215	e bh → ā bh	consonant / other	7	0.001	99.36	5	5.3	10
1216	arjunam d → 'rjunaṃ d	anusvāra / nasal	4	0.001	99.36	8	5.3	10
1217	ṝṇām t → ṛṇāṃ t	anusvāra / nasal	4	0.001	99.36	8	5.3	10
1218	ṝṇām c → ṛṇāṃ c	anusvāra / nasal	4	0.001	99.36	8	5.3	10
1219	arjunam r → 'rjunaṃ r	anusvāra / nasal	4	0.001	99.37	8	5.3	10
1220	ṝṇām bh → ṛṇāṃ bh	anusvāra / nasal	4	0.001	99.37	8	5.3	10
1221	naḥ r → asmākaṃ r	visarga	5	0.001	99.37	15	5.3	10
1222	naḥ d → asmākaṃ d	visarga	5	0.001	99.37	15	5.3	10
1223	naḥ dh → asmākaṃ dh	visarga	5	0.001	99.37	15	5.3	10
1224	s → aḥ s	consonant / other	8	0.001	99.37	1	5.3	10
1225	e y → ihari y	consonant / other	8	0.001	99.37	1	5.3	10
1226	g → iva g	consonant / other	8	0.001	99.37	1	5.3	10
1227	d → iva d	consonant / other	8	0.001	99.37	1	5.3	10
1228	p → aḥ p	consonant / other	8	0.001	99.38	1	5.3	10
1229	dh ś → cch	consonant / other	8	0.001	99.38	1	5.3	10
1230	ḥ y → u y	visarga	5	0.001	99.38	14	5.3	10
1231	e i → ava i	vowel coalescence	4	0.001	99.38	21	5.3	10
1232	thinam v → nthānaṃ v	anusvāra / nasal	4	0.001	99.38	7	5.2	10
1233	thinam m → nthānaṃ m	anusvāra / nasal	4	0.001	99.38	7	5.2	10
1234	umantam d → ūmantaṃ d	anusvāra / nasal	4	0.001	99.38	7	5.2	10
1235	umantam t → ūmantaṃ t	anusvāra / nasal	4	0.001	99.38	7	5.2	10
1236	nam c → ṇaṃ c	anusvāra / nasal	4	0.001	99.38	7	5.2	10
1237	nam s → ṇaṃ s	anusvāra / nasal	4	0.001	99.38	7	5.2	10
1238	thinam y → nthānaṃ y	anusvāra / nasal	4	0.001	99.38	7	5.2	10
1239	ḥ j → ñ j	visarga	6	0.001	99.38	2	5.2	10
1240	mbhuḥ bh → ṃbhūr bh	visarga	6	0.001	99.39	2	5.2	10
1241	iḥ k → ā k	visarga	5	0.001	99.39	13	5.2	10
1242	aḥ acintayat → o 'cintayad	visarga	4	0.001	99.39	136	5.2	10
1243	aḥ t → o t	visarga	4	0.001	99.39	136	5.2	10
1244	aḥ i → o i	visarga	4	0.001	99.39	136	5.2	10
1245	aḥ anunītaḥ → o 'nunīto	visarga	4	0.001	99.39	136	5.2	10
1246	aḥ agniśikhaḥ → o 'gniśikho	visarga	4	0.001	99.39	136	5.2	10
1247	aḥ asi → o 'sy	visarga	4	0.001	99.39	136	5.2	10
1248	aḥ aṃśumant → o 'ṃśumān	visarga	4	0.001	99.39	136	5.2	10
1249	aḥ aṃśuman → o 'ṃśuma	visarga	4	0.001	99.39	136	5.2	10
1250	aḥ abhimukhaḥ → o 'bhimukho	visarga	4	0.001	99.39	136	5.2	10
1251	aḥ atiṣṭhat → o 'tiṣṭhad	visarga	4	0.001	99.39	136	5.2	10
1252	aḥ antaram → o 'ntaraṃ	visarga	4	0.001	99.39	136	5.2	10
1253	aḥ agratas → o 'grataḥ	visarga	4	0.001	99.39	136	5.2	10
1254	aḥ apatat → o 'patad	visarga	4	0.001	99.4	136	5.2	10
1255	aḥ amṛtam → o 'mṛtaṃ	visarga	4	0.001	99.4	136	5.2	10
1256	aḥ ayajat → o 'yajad	visarga	4	0.001	99.4	136	5.2	10
1257	aḥ adharmaḥ → o 'dharmo	visarga	4	0.001	99.4	136	5.2	10
1258	aḥ antarikṣam → o 'ntarikṣaṃ	visarga	4	0.001	99.4	136	5.2	10
1259	aḥ ātmānam → o ''tmānaṃ	visarga	4	0.001	99.4	136	5.2	10
1260	aḥ aparam → o 'paraṃ	visarga	4	0.001	99.4	136	5.2	10
1261	aḥ atimātram → o 'timātraṃ	visarga	4	0.001	99.4	136	5.2	10
1262	aḥ arjunaiḥ → o 'rjuna	visarga	4	0.001	99.4	136	5.2	10
1263	aḥ annam → o 'nnaṃ	visarga	4	0.001	99.4	136	5.2	10
1264	aḥ abhyayāt → o 'bhyayād	visarga	4	0.001	99.4	136	5.2	10
1265	aḥ avadhīt → o 'vadhīd	visarga	4	0.001	99.4	136	5.2	10
1266	aḥ ā → o ''	visarga	4	0.001	99.4	136	5.2	10
1267	dh t → t t	consonant / other	7	0.001	99.41	4	5.2	10
1268	ṣu s → bhiḥ s	consonant / other	7	0.001	99.41	4	5.2	10
1269	n v → d v	consonant / other	7	0.001	99.41	4	5.2	10
1270	agniḥ u → 'gnir u	visarga	5	0.001	99.41	12	5.2	10
1271	agniḥ d → 'gnir d	visarga	5	0.001	99.41	12	5.2	10
1272	ñ a → an a	consonant / other	6	0.001	99.41	18	5.2	10
1273	nām n → ṇāṃ n	anusvāra / nasal	4	0.001	99.41	6	5.2	10
1274	im v → īṃ v	anusvāra / nasal	4	0.001	99.41	6	5.2	10
1275	āt a → ato a	consonant / other	6	0.001	99.41	17	5.2	10
1276	yāḥ u → er u	visarga	5	0.001	99.41	11	5.1	10
1277	ūḥ i → ur i	visarga	5	0.001	99.41	11	5.1	10
1278	yāḥ g → er g	visarga	5	0.001	99.42	11	5.1	10
1279	k l → g l	consonant / other	6	0.001	99.42	16	5.1	10
1280	ntaḥ j → to j	visarga	5	0.001	99.42	10	5.1	10
1281	ntaḥ r → to r	visarga	5	0.001	99.42	10	5.1	10
1282	e r → i r	consonant / other	6	0.001	99.42	15	5.1	10
1283	m p → ivaṃ p	anusvāra / nasal	4	0.001	99.42	5	5.1	10
1284	rīm s → araṃ s	anusvāra / nasal	4	0.001	99.42	5	5.1	10
1285	vasām s → uṣāṃ s	anusvāra / nasal	4	0.001	99.42	5	5.1	10
1286	m k → ivaṃ k	anusvāra / nasal	4	0.001	99.42	5	5.1	10
1287	vasām p → uṣāṃ p	anusvāra / nasal	4	0.001	99.42	5	5.1	10
1288	rīm d → araṃ d	anusvāra / nasal	4	0.001	99.42	5	5.1	10
1289	j ā → g ā	consonant / other	6	0.001	99.42	14	5.1	10
1290	j r → g r	consonant / other	6	0.001	99.43	14	5.1	10
1291	j dh → g dh	consonant / other	6	0.001	99.43	14	5.1	10
1292	a _ → a dhanuṣī	consonant / other	6	0.001	99.43	14	5.1	10
1293	a n → nā n	consonant / other	6	0.001	99.43	13	5.0	10
1294	i dh → ī dh	consonant / other	6	0.001	99.43	13	5.0	10
1295	umant u → ūmān u	consonant / other	6	0.001	99.43	13	5.0	10
1296	umant i → ūmān i	consonant / other	6	0.001	99.43	13	5.0	10
1297	a ś → nā ś	consonant / other	6	0.001	99.43	13	5.0	10
1298	naḥ k → 'smākaṃ k	visarga	5	0.001	99.43	8	5.0	10
1299	naḥ n → 'smākaṃ n	visarga	5	0.001	99.43	8	5.0	10
1300	naḥ a → ṇo '	visarga	5	0.001	99.44	8	5.0	10
1301	āḥ s → e s	visarga	5	0.001	99.44	8	5.0	10
1302	āḥ n → e n	visarga	5	0.001	99.44	8	5.0	10
1303	rī n → ā n	consonant / other	6	0.001	99.44	12	5.0	10
1304	ak t → ā t	consonant / other	6	0.001	99.44	12	5.0	10
1305	ṃgāḥ i → ṅgā i	visarga	6	0.001	99.44	1	5.0	10
1306	ṣaḥ r → so r	visarga	6	0.001	99.44	1	5.0	10
1307	ayaḥ c → yaś c	visarga	6	0.001	99.44	1	5.0	10
1308	ḍbhiḥ e → dbhir e	visarga	6	0.001	99.44	1	5.0	10
1309	ūḥ t → us t	visarga	6	0.001	99.44	1	5.0	10
1310	apaḥ t → āpas t	visarga	6	0.001	99.45	1	5.0	10
1311	ntaḥ t → tas t	visarga	6	0.001	99.45	1	5.0	10
1312	ṛ → n ṛ	vowel coalescence	5	0.001	99.45	1	5.0	10
1313	a → avad a	vowel coalescence	5	0.001	99.45	1	5.0	10
1314	i → m i	vowel coalescence	5	0.001	99.45	1	5.0	10
1315	vam d → ūṃ d	anusvāra / nasal	4	0.001	99.45	4	5.0	10
1316	m p → thāyaṃ p	anusvāra / nasal	4	0.001	99.45	4	5.0	10
1317	vam s → ūṃ s	anusvāra / nasal	4	0.001	99.45	4	5.0	10
1318	m m → thāyaṃ m	anusvāra / nasal	4	0.001	99.45	4	5.0	10
1319	yañcam n → īcīṃ n	anusvāra / nasal	4	0.001	99.45	4	5.0	10
1320	im s → āyaṃ s	anusvāra / nasal	4	0.001	99.45	4	5.0	10
1321	im c → āyaṃ c	anusvāra / nasal	4	0.001	99.45	4	5.0	10
1322	ṣ v → ḍ v	consonant / other	6	0.001	99.46	11	4.9	10
1323	o y → u y	consonant / other	6	0.001	99.46	11	4.9	10
1324	e v → āsu v	consonant / other	6	0.001	99.46	11	4.9	10
1325	ṣ i → ḍ i	consonant / other	6	0.001	99.46	11	4.9	10
1326	iḥ c → ī c	visarga	5	0.001	99.46	7	4.9	10
1327	iḥ s → ī s	visarga	5	0.001	99.46	7	4.9	10
1328	uḥ t → vī t	visarga	5	0.001	99.46	7	4.9	10
1329	uḥ k → vī k	visarga	5	0.001	99.46	7	4.9	10
1330	abhavat a → 'bhavad a	consonant / other	6	0.001	99.46	10	4.9	10
1331	abhavat m → 'bhavan m	consonant / other	7	0.001	99.46	2	4.9	10
1332	arjunaḥ a → 'rjuno '	visarga	5	0.001	99.47	6	4.8	10
1333	apaḥ n → āpo n	visarga	5	0.001	99.47	6	4.8	10
1334	e ī → a ī	vowel coalescence	4	0.001	99.47	9	4.8	10
1335	ś e → g e	consonant / other	6	0.001	99.47	9	4.8	10
1336	a ś → ' ś	consonant / other	6	0.001	99.47	9	4.8	10
1337	asam t → āṃsaṃ t	anusvāra / nasal	4	0.001	99.47	3	4.8	10
1338	ntām p → tāṃ p	anusvāra / nasal	4	0.001	99.47	3	4.8	10
1339	ānām s → eṣāṃ s	anusvāra / nasal	4	0.001	99.47	3	4.8	10
1340	ṃgam y → ṅgaṃ y	anusvāra / nasal	4	0.001	99.47	3	4.8	10
1341	asam s → āṃsaṃ s	anusvāra / nasal	4	0.001	99.47	3	4.8	10
1342	am k → īṃ k	anusvāra / nasal	4	0.001	99.47	3	4.8	10
1343	ṃgam v → ṅgaṃ v	anusvāra / nasal	4	0.001	99.47	3	4.8	10
1344	atyartham t → 'tyarthaṃ t	anusvāra / nasal	4	0.001	99.47	3	4.8	10
1345	a → o a	vowel coalescence	4	0.001	99.48	8	4.8	10
1346	t bh → Ø bh	consonant / other	6	0.001	99.48	8	4.8	10
1347	e anyat → e 'nyad	consonant / other	5	0.001	99.48	49	4.8	10
1348	e ajñāninaḥ → e 'jñānino	visarga	4	0.001	99.48	49	4.8	10
1349	e araṇyam → e 'raṇyaṃ	anusvāra / nasal	3	0.001	99.48	49	4.8	10
1350	e asmākam → e 'smākaṃ	anusvāra / nasal	3	0.001	99.48	49	4.8	10
1351	e antaram → e 'ntaraṃ	anusvāra / nasal	3	0.001	99.48	49	4.8	10
1352	e avyaktam → e 'vyaktaṃ	anusvāra / nasal	3	0.001	99.48	49	4.8	10
1353	tyāḥ r → ntyā r	visarga	5	0.001	99.48	5	4.8	10
1354	āvayoḥ p → nau p	visarga	5	0.001	99.48	5	4.8	10
1355	ī ā → r ā	vowel coalescence	4	0.001	99.48	7	4.7	10
1356	a k → cā k	consonant / other	6	0.001	99.48	7	4.7	10
1357	a n → cā n	consonant / other	6	0.001	99.48	7	4.7	10
1358	ī n → r n	consonant / other	6	0.001	99.49	7	4.7	10
1359	am k → āṃ k	anusvāra / nasal	4	0.001	99.49	2	4.7	10
1360	astam r → 'staṃ r	anusvāra / nasal	4	0.001	99.49	2	4.7	10
1361	aum v → āvaṃ v	anusvāra / nasal	4	0.001	99.49	2	4.7	10
1362	agnim t → 'gniṃ t	anusvāra / nasal	4	0.001	99.49	2	4.7	10
1363	artham v → 'rthaṃ v	anusvāra / nasal	4	0.001	99.49	2	4.7	10
1364	āṇām ś → eṣāṃ ś	anusvāra / nasal	4	0.001	99.49	2	4.7	10
1365	asaḥ a → āṃso '	visarga	5	0.001	99.49	4	4.7	10
1366	ḥ p → ṃ p	visarga	5	0.001	99.49	4	4.7	10
1367	aḥ m → no m	visarga	5	0.001	99.49	4	4.7	10
1368	a n → e n	consonant / other	6	0.001	99.49	6	4.7	10
1369	asmin s → e s	consonant / other	6	0.001	99.49	6	4.7	10
1370	a c → u c	consonant / other	6	0.001	99.5	6	4.7	10
1371	ḥ _ → Ø _	visarga	4	0.001	99.5	38	4.6	10
1372	ḥ ṣ → Ø ṣ	visarga	4	0.001	99.5	38	4.6	10
1373	ḥ apaḥ → Ø āpo	visarga	4	0.001	99.5	38	4.6	10
1374	m _ → ṃ kṣetravido	anusvāra / nasal	3	0.001	99.5	37	4.6	10
1375	m _ → ṃ prajñācakṣuṣam	anusvāra / nasal	3	0.001	99.5	37	4.6	10
1376	v → o v	consonant / other	7	0.001	99.5	1	4.6	10
1377	h → hari h	consonant / other	7	0.001	99.5	1	4.6	10
1378	tī a → nty a	consonant / other	7	0.001	99.5	1	4.6	10
1379	ī t → īs t	consonant / other	7	0.001	99.5	1	4.6	10
1380	p → astat p	consonant / other	7	0.001	99.5	1	4.6	10
1381	s → u s	consonant / other	7	0.001	99.51	1	4.6	10
1382	ś ś → ṭ ś	consonant / other	7	0.001	99.51	1	4.6	10
1383	_ ī → prajñācakṣuṣam ī	consonant / other	7	0.001	99.51	1	4.6	10
1384	y → rāśca y	consonant / other	7	0.001	99.51	1	4.6	10
1385	a d → adh	consonant / other	7	0.001	99.51	1	4.6	10
1386	e s → atastava s	consonant / other	7	0.001	99.51	1	4.6	10
1387	as agniḥ → o 'gnir	visarga	4	0.001	99.51	36	4.6	10
1388	as ardham → o 'rdhaṃ	anusvāra / nasal	3	0.001	99.51	36	4.6	10
1389	as astam → o 'staṃ	anusvāra / nasal	3	0.001	99.51	36	4.6	10
1390	ñcam a → g a	consonant / other	6	0.001	99.52	5	4.6	10
1391	e v → ā v	consonant / other	6	0.001	99.52	5	4.6	10
1392	anyat a → 'nyad a	consonant / other	6	0.001	99.52	5	4.6	10
1393	ḥ ś → r ś	visarga	4	0.001	99.52	30	4.5	10
1394	asyāḥ bh → 'syā bh	visarga	5	0.001	99.52	3	4.5	10
1395	arthaḥ m → 'rtho m	visarga	5	0.001	99.52	3	4.5	10
1396	asyāḥ n → 'syā n	visarga	5	0.001	99.52	3	4.5	10
1397	ayaḥ v → yo v	visarga	5	0.001	99.52	3	4.5	10
1398	vaḥ p → yuṣmān p	visarga	5	0.001	99.52	3	4.5	10
1399	t t → d t	consonant / other	5	0.001	99.52	27	4.5	10
1400	ā p → au p	consonant / other	6	0.001	99.52	4	4.5	10
1401	apaśyat v → 'paśyad v	consonant / other	6	0.001	99.53	4	4.5	10
1402	u p → ū p	consonant / other	6	0.001	99.53	4	4.5	10
1403	ñcam s → k s	consonant / other	6	0.001	99.53	4	4.5	10
1404	n bh → d bh	consonant / other	6	0.001	99.53	4	4.5	10
1405	ā u → ām u	vowel coalescence	4	0.001	99.53	4	4.5	10
1406	i ā → athety ā	vowel coalescence	4	0.001	99.53	4	4.5	10
1407	e i → ahyam i	vowel coalescence	4	0.001	99.53	4	4.5	10
1408	ā e → ām e	vowel coalescence	4	0.001	99.53	4	4.5	10
1409	ā a → n a	vowel coalescence	4	0.001	99.53	4	4.5	10
1410	ān t → aṃs t	anusvāra / nasal	4	0.001	99.53	1	4.4	10
1411	apsarasām g → 'psarasāṃ g	anusvāra / nasal	4	0.001	99.53	1	4.4	10
1412	r → ṃ r	anusvāra / nasal	4	0.001	99.53	1	4.4	10
1413	m e → mai	anusvāra / nasal	4	0.001	99.53	1	4.4	10
1414	am p → iṃ p	anusvāra / nasal	4	0.001	99.54	1	4.4	10
1415	_ s → mātṛbhyāṃ s	anusvāra / nasal	4	0.001	99.54	1	4.4	10
1416	anṛtam v → 'nṛtaṃ v	anusvāra / nasal	4	0.001	99.54	1	4.4	10
1417	asmin l → 'smiṃl l	anusvāra / nasal	4	0.001	99.54	1	4.4	10
1418	ḥ _ → ḥ kṣitibhujā	visarga	4	0.001	99.54	22	4.4	10
1419	ḥ aṅgadaḥ → ḥ 'ṅgado	visarga	4	0.001	99.54	22	4.4	10
1420	aham gh → 'haṃ gh	anusvāra / nasal	3	0.001	99.54	21	4.4	10
1421	aham ph → 'haṃ ph	anusvāra / nasal	3	0.001	99.54	21	4.4	10
1422	ant b → ān b	consonant / other	5	0.001	99.54	20	4.4	10
1423	ām h → īṃ h	anusvāra / nasal	3	0.001	99.54	20	4.4	10
1424	ryāḥ v → ur v	visarga	5	0.001	99.54	2	4.4	10
1425	d ś → c ch	consonant / other	6	0.001	99.54	3	4.3	10
1426	thī p → nthāḥ p	consonant / other	6	0.001	99.54	3	4.3	10
1427	i a → īty a	vowel coalescence	4	0.001	99.54	3	4.3	10
1428	au u → yām u	vowel coalescence	4	0.001	99.55	3	4.3	10
1429	ḥ u → n u	visarga	4	0.001	99.55	19	4.3	10
1430	ā gh → ṃ gh	anusvāra / nasal	3	0.001	99.55	19	4.3	10
1431	ñ gh → an gh	consonant / other	5	0.001	99.55	18	4.3	10
1432	āt l → ato l	consonant / other	5	0.001	99.55	17	4.3	10
1433	m b → a b	anusvāra / nasal	3	0.001	99.55	17	4.3	10
1434	āt aham → ato 'haṃ	anusvāra / nasal	3	0.001	99.55	17	4.3	10
1435	naḥ m → asmākaṃ m	visarga	4	0.001	99.55	15	4.2	10
1436	naḥ h → asmākaṃ h	visarga	4	0.001	99.55	15	4.2	10
1437	tīm j → ntīṃ j	anusvāra / nasal	3	0.001	99.55	15	4.2	10
1438	j g → g g	consonant / other	5	0.001	99.55	14	4.2	10
1439	j i → g i	consonant / other	5	0.001	99.55	14	4.2	10
1440	j j → g j	consonant / other	5	0.001	99.55	14	4.2	10
1441	j u → g u	consonant / other	5	0.001	99.56	14	4.2	10
1442	a _ → a devarāṭ	consonant / other	5	0.001	99.56	14	4.2	10
1443	a vaḥ → a yuṣmān	visarga	4	0.001	99.56	14	4.2	10
1444	ḥ j → u j	visarga	4	0.001	99.56	14	4.2	10
1445	ḥ n → u n	visarga	4	0.001	99.56	14	4.2	10
1446	a _ → a dorbhyāṃ	anusvāra / nasal	3	0.001	99.56	14	4.2	10
1447	e ś → ahyaṃ ś	anusvāra / nasal	3	0.001	99.56	14	4.2	10
1448	e r → ahyaṃ r	anusvāra / nasal	3	0.001	99.56	14	4.2	10
1449	e dh → ahyaṃ dh	anusvāra / nasal	3	0.001	99.56	14	4.2	10
1450	j n → ṅ n	consonant / other	6	0.001	99.56	2	4.2	10
1451	i bh → ī bh	consonant / other	5	0.001	99.56	13	4.2	10
1452	s g → ḥ g	consonant / other	5	0.001	99.56	13	4.2	10
1453	s m → ḥ m	consonant / other	5	0.001	99.56	13	4.2	10
1454	umant y → ūmān y	consonant / other	5	0.001	99.56	13	4.2	10
1455	au ś → yāṃ ś	anusvāra / nasal	3	0.001	99.57	13	4.2	10
1456	ṇām g → nāṃ g	anusvāra / nasal	3	0.001	99.57	13	4.2	10
1457	au j → yāṃ j	anusvāra / nasal	3	0.001	99.57	13	4.2	10
1458	ṇām j → nāṃ j	anusvāra / nasal	3	0.001	99.57	13	4.2	10
1459	ak c → ā c	consonant / other	5	0.001	99.57	12	4.2	10
1460	ak p → ā p	consonant / other	5	0.001	99.57	12	4.2	10
1461	agniḥ n → 'gnir n	visarga	4	0.001	99.57	12	4.2	10
1462	ścitaḥ k → smāccit k	visarga	5	0.001	99.57	1	4.1	10
1463	ryāḥ t → us t	visarga	5	0.001	99.57	1	4.1	10
1464	arjunaḥ c → 'rjunaś c	visarga	5	0.001	99.57	1	4.1	10
1465	tribhiḥ u → ribhir u	visarga	5	0.001	99.57	1	4.1	10
1466	ṣ j → ḍ j	consonant / other	5	0.001	99.57	11	4.1	10
1467	e n → āsu n	consonant / other	5	0.001	99.57	11	4.1	10
1468	ṣ g → ḍ g	consonant / other	5	0.001	99.58	11	4.1	10
1469	a dh → ā dh	consonant / other	5	0.001	99.58	11	4.1	10
1470	ṣ u → ḍ u	consonant / other	5	0.001	99.58	11	4.1	10
1471	ūḥ y → ur y	visarga	4	0.001	99.58	11	4.1	10
1472	yāḥ bh → er bh	visarga	4	0.001	99.58	11	4.1	10
1473	ūḥ j → ur j	visarga	4	0.001	99.58	11	4.1	10
1474	m apaḥ → m āpa	visarga	4	0.001	99.58	11	4.1	10
1475	m d → Ø d	anusvāra / nasal	3	0.001	99.58	11	4.1	10
1476	e g → ubhyaṃ g	anusvāra / nasal	3	0.001	99.58	11	4.1	10
