slp1	hom	sense_id	first_era	era_rank	bucket_via	class	n_cites	n_dateable	bridge_status	bridge_mw_sense	count_all	sense_rank	lemma_share	n_texts	top_genre	top_genre_share	provenance	confidence
saYj		11c	epic-sutra	2	hand:class	DATEABLE	12	2	bridge_no_freq	mw:229217:1								
saYj		11d	epic-sutra	2	dcs+dharmamitra	DATEABLE	13	5	bridge_unaligned									
saYj		1b	epic-sutra	2	dharmamitra+hand:class	DATEABLE	3	3	bridge_unaligned									
saYj		2a	epic-sutra	2	hand:class	DATEABLE	12	11	bridge_unaligned									
saYj		2b	epic-sutra	2	dharmamitra	DATEABLE	7	7	bridge_unaligned									
saYj		3c	epic-sutra	2	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
saYj		4a	epic-sutra	2	dcs+dharmamitra	DATEABLE	44	32	bridge_unaligned									
saYj		4b	epic-sutra	2	dcs+dharmamitra	DATEABLE	15	10	bridge_unaligned									
saYj		5a	epic-sutra	2	dcs+dharmamitra	DATEABLE	13	8	bridge_unaligned									
saYj		6a	epic-sutra	2	dcs+dharmamitra	DATEABLE	31	24	bridge_unaligned									
sad		2a	vedic	1	dcs	DATEABLE	6	6	bridge_unaligned									
sad		2b	vedic	1	dcs+hand:class	DATEABLE	30	25	bridge_unaligned									
sad		3	vedic	1	dcs+hand:class	DATEABLE	329	258	bridge_unaligned									
sad		4a	vedic	1	dcs	DATEABLE	7	7	bridge_unaligned									
sad		4b	vedic	1	dcs	DATEABLE	233	177	bridge_unaligned									
sad		5a	vedic	1	dcs	DATEABLE	6	6	bridge_unaligned									
sad		7a	vedic	1	dcs+hand:class	DATEABLE	3	3	bridge_unaligned									
sad		7b	vedic	1	dcs	DATEABLE	7	5	bridge_unaligned									
sad		1a	epic-sutra	2	dharmamitra	DATEABLE	12	9	joined	mw:230196:1	4	3	0.1212	2	vyakarana	0.75	attested	
sad		2c	epic-sutra	2	dcs	DATEABLE-MARGINAL	2	1	bridge_unaligned									
sad		5b	epic-sutra	2	dcs+dharmamitra+hand:class	DATEABLE	68	50	bridge_unaligned									
sad		7c	epic-sutra	2	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
sad		1b	classical	3	dcs+dharmamitra	DATEABLE	8	6	bridge_unaligned									
sad		5c	classical	3	dcs	DATEABLE	4	4	bridge_unaligned									
sad		1c	early-medieval	4	hand:class	DATEABLE-MARGINAL	3	1	bridge_unaligned									
sad		2d				UNDATEABLE	1	0	bridge_unaligned									
sad		6				UNDATEABLE	1	0	bridge_unaligned									
sah	1	1	vedic	1	dcs+hand:class	DATEABLE	84	80	bridge_no_freq	mw:239967:1								
sah	1	3	vedic	1	dcs	DATEABLE	43	36	bridge_unaligned									
sah	1	4	vedic	1	dcs	DATEABLE	46	36	bridge_unaligned									
sah	1	8	vedic	1	dcs	DATEABLE	9	7	bridge_unaligned									
sah	1	2	epic-sutra	2	dcs+dharmamitra+hand:class	DATEABLE	112	91	bridge_unaligned									
sah	1	5	epic-sutra	2	dcs+dharmamitra	DATEABLE	75	51	bridge_unaligned									
sah	1	6a	epic-sutra	2	dcs+dharmamitra	DATEABLE	21	19	bridge_unaligned									
sah	1	6b	epic-sutra	2	dharmamitra	DATEABLE	5	3	bridge_unaligned									
sah	1	6d	epic-sutra	2	dcs	DATEABLE	11	9	bridge_unaligned									
sah	1	7	epic-sutra	2	dharmamitra	DATEABLE	8	7	bridge_unaligned									
sah	1	6c	early-medieval	4	dharmamitra	DATEABLE	3	3	bridge_unaligned									
saha	2	1a	vedic	1	dcs	DATEABLE	5	4	joined	mw:239969:1	3	5	0.0046	3	veda	0.3333	attested	
saha	2	2a	vedic	1	dcs	DATEABLE	8	4	bridge_unaligned									
saha	2	2b	vedic	1	dcs	DATEABLE-MARGINAL	1	1	bridge_unaligned									
saha	2	1b	epic-sutra	2	dharmamitra	DATEABLE	3	3	bridge_unaligned									
saha	2	1c	epic-sutra	2	dcs+dharmamitra	DATEABLE	30	19	bridge_unaligned									
saha	2	2d	epic-sutra	2	dcs+dharmamitra	DATEABLE	8	7	bridge_unaligned									
saha	2	1d	classical	3	dharmamitra+hand:class	DATEABLE	4	4	bridge_unaligned									
saha	2	3a	classical	3	dharmamitra	DATEABLE	6	2	bridge_unaligned									
saha	2	3b	classical	3	dharmamitra	DATEABLE	20	6	bridge_unaligned									
saha	2	5b	classical	3	dharmamitra	DATEABLE	4	3	bridge_unaligned									
saha	2	2c	early-medieval	4	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
saha	2	3c	early-medieval	4	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
saha	2	5a				UNDATEABLE	1	0	bridge_unaligned									
sama	2	1a	vedic	1	dcs	DATEABLE	52	41	bridge_no_freq	mw:232988:1								
sama	2	1b	vedic	1	dcs	DATEABLE	125	98	bridge_unaligned									
sama	2	1c	vedic	1	dcs	DATEABLE	21	18	bridge_unaligned									
sama	2	1e	vedic	1	dcs	DATEABLE	29	19	bridge_unaligned									
sama	2	4a	vedic	1	dcs	DATEABLE	14	10	bridge_unaligned									
sama	2	4d	vedic	1	dcs	DATEABLE	3	2	bridge_unaligned									
sama	2	5a	vedic	1	dcs	DATEABLE	74	58	bridge_unaligned									
sama	2	1f	epic-sutra	2	dcs	DATEABLE	13	11	bridge_unaligned									
sama	2	1h	epic-sutra	2	dcs	DATEABLE	6	4	bridge_unaligned									
sama	2	2a	epic-sutra	2	dcs	DATEABLE	3	2	bridge_unaligned									
sama	2	2d	epic-sutra	2	dharmamitra	DATEABLE	6	5	bridge_unaligned									
sama	2	3	epic-sutra	2	dharmamitra	DATEABLE-MARGINAL	2	1	bridge_unaligned									
sama	2	4b	epic-sutra	2	dcs	DATEABLE-MARGINAL	1	1	bridge_unaligned									
sama	2	5b	epic-sutra	2	dcs+dharmamitra+hand:class	DATEABLE	50	36	bridge_unaligned									
sama	2	1d	classical	3	dharmamitra	DATEABLE-MARGINAL	3	1	bridge_unaligned									
sama	2	1g				UNDATEABLE	3	0	bridge_unaligned									
sama	2	1i				UNDATEABLE	1	0	bridge_unaligned									
sama	2	2b				UNRESOLVED	1	0	bridge_unaligned									
sama	2	2c				UNDATEABLE	1	0	bridge_unaligned									
sama	2	4c				UNDATEABLE	1	0	bridge_unaligned									
sama	2	4e				UNDATEABLE	1	0	bridge_unaligned									
sama	2	4f				UNDATEABLE	2	0	bridge_unaligned									
sama	2	4g				UNDATEABLE	1	0	bridge_unaligned									
samanta		1a	vedic	1	dcs+hand:class	DATEABLE	6	6	joined	mw:233550:1	2	1	0.6667	1	veda	1.0	attested	
samanta		1b	vedic	1	dcs	DATEABLE	3	3	bridge_unaligned									
samanta		2a	vedic	1	dcs	DATEABLE-MARGINAL	1	1	bridge_unaligned									
samanta		4a	vedic	1	dcs	DATEABLE-MARGINAL	1	1	bridge_unaligned									
samanta		4b	vedic	1	dcs	DATEABLE	18	15	bridge_unaligned									
samanta		4d	vedic	1	dcs	DATEABLE	46	40	bridge_unaligned									
samanta		4c	epic-sutra	2	dcs+dharmamitra	DATEABLE	55	44	bridge_unaligned									
samanta		4e	epic-sutra	2	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
samanta		2b				UNDATEABLE	1	0	bridge_unaligned									
samanta		3a				UNDATEABLE	1	0	bridge_unaligned									
samanta		3b				UNDATEABLE	2	0	bridge_unaligned									
samudra	1	1a	vedic	1	dcs	DATEABLE	9	9	bridge_unaligned									
samudra	1	1b	vedic	1	dcs	DATEABLE	52	49	bridge_unaligned									
samudra	1	3	vedic	1	dcs	DATEABLE	14	13	bridge_unaligned									
samudra	1	4	vedic	1	dcs	DATEABLE	4	4	bridge_unaligned									
samudra	1	5	vedic	1	dcs	DATEABLE-MARGINAL	4	1	bridge_unaligned									
samudra	1	6	vedic	1	dcs	DATEABLE-MARGINAL	2	1	bridge_unaligned									
samudra	1	2	epic-sutra	2	dcs+dharmamitra	DATEABLE	36	22	bridge_unaligned									
samudra	1	8a	epic-sutra	2	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
samudra	1	8c	classical	3	dharmamitra	DATEABLE-MARGINAL	2	1	bridge_unaligned									
samudra	1	12	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
samudra	1	10				UNRESOLVED	2	0	joined	mw:235218:1	233	1	0.9749	28	epic	0.6867	attested	
samudra	1	11				UNDATEABLE	2	0	bridge_unaligned									
samudra	1	7				UNDATEABLE	1	0	bridge_unaligned									
samudra	1	8b				UNRESOLVED	1	0	bridge_unaligned									
samudra	1	8d				UNDATEABLE	1	0	bridge_unaligned									
samudra	1	9				UNRESOLVED	1	0	bridge_unaligned									
samyaYc		1a	vedic	1	dcs+hand:class	DATEABLE	20	20	joined	mw:237298:1	1	1	0.5	1	veda	1.0	attested	
samyaYc		1b	vedic	1	dcs	DATEABLE	11	11	bridge_unaligned									
samyaYc		1c	vedic	1	dcs	DATEABLE-MARGINAL	1	1	bridge_unaligned									
samyaYc		2a	vedic	1	hand:class	DATEABLE	4	4	bridge_unaligned									
samyaYc		3a	vedic	1	dcs	DATEABLE	6	6	bridge_unaligned									
samyaYc		3b	vedic	1	dcs	DATEABLE	3	3	bridge_unaligned									
samyaYc		3c	epic-sutra	2	dcs+dharmamitra+hand:class	DATEABLE	125	93	bridge_unaligned									
samyaYc		3d	epic-sutra	2	dcs+hand:class	DATEABLE	6	4	bridge_unaligned									
samyaYc		2b	classical	3	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
samyaYc		1d	early-medieval	4	dcs	DATEABLE-MARGINAL	1	1	bridge_unaligned									
samyaYc		2c				UNRESOLVED	2	0	bridge_unaligned									
sarasvant		2a	vedic	1	dcs+hand:class	DATEABLE	11	9	bridge_unaligned									
sarasvant		2b	vedic	1	dcs	DATEABLE	3	3	bridge_unaligned									
sarasvant		3b	vedic	1	dcs	DATEABLE	55	52	bridge_unaligned									
sarasvant		3c	vedic	1	dcs+hand:class	DATEABLE	57	40	bridge_unaligned									
sarasvant		3e	vedic	1	dcs	DATEABLE	9	7	bridge_unaligned									
sarasvant		3f	vedic	1	dcs	DATEABLE	4	4	bridge_unaligned									
sarasvant		3g	vedic	1	dcs	DATEABLE	64	38	bridge_unaligned									
sarasvant		3i	vedic	1	dcs	DATEABLE	4	3	bridge_unaligned									
sarasvant		2c	epic-sutra	2	dharmamitra	DATEABLE	7	6	bridge_unaligned									
sarasvant		3a	epic-sutra	2	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
sarasvant		3d	epic-sutra	2	dharmamitra	DATEABLE	4	3	bridge_unaligned									
sarasvant		3h	epic-sutra	2	dcs+dharmamitra	DATEABLE	23	22	bridge_unaligned									
sarasvant		2d	classical	3	dharmamitra	DATEABLE	4	3	bridge_unaligned									
sarasvant		1a	early-medieval	4	dcs	DATEABLE-MARGINAL	1	1	bridge_unaligned									
sarasvant		2e	early-medieval	4	dcs	DATEABLE-MARGINAL	1	1	bridge_unaligned									
sarasvant		3k	early-medieval	4	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
sarasvant		3l	early-medieval	4	hand:class	DATEABLE	6	3	bridge_unaligned									
sarasvant		1b				UNDATEABLE	2	0	bridge_unaligned									
sarasvant		3m				UNRESOLVED	2	0	bridge_unaligned									
sarasvant		3n				UNDATEABLE	4	0	bridge_unaligned									
sarasvant		3o				UNRESOLVED	1	0	bridge_unaligned									
sarga		2	vedic	1	dcs	DATEABLE	11	10	bridge_unaligned									
sarga		3	vedic	1	dcs	DATEABLE	2	2	bridge_unaligned									
sarga		5	vedic	1	dcs	DATEABLE	3	3	bridge_unaligned									
sarga		6	vedic	1	dcs	DATEABLE	5	5	bridge_unaligned									
sarga		12	epic-sutra	2	dcs	DATEABLE-MARGINAL	2	1	bridge_unaligned									
sarga		13	epic-sutra	2	dcs+dharmamitra	DATEABLE	10	5	bridge_unaligned									
sarga		4	epic-sutra	2	dcs+dharmamitra	DATEABLE	4	4	bridge_unaligned									
sarga		7	epic-sutra	2	dcs+dharmamitra	DATEABLE	71	56	bridge_unaligned									
sarga		8	epic-sutra	2	dharmamitra	DATEABLE	6	4	bridge_unaligned									
sarga		9	epic-sutra	2	hand:class	DATEABLE	11	7	bridge_unaligned									
sarga		10	early-medieval	4	hand:class	DATEABLE-MARGINAL	1	1	bridge_no_freq	mw:237844:1								
sarga		11	early-medieval	4	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
sarga		14				UNDATEABLE	2	0	bridge_unaligned									
sarj	3	10	vedic	1	dcs	DATEABLE	11	6	bridge_no_freq	mw:237906:1								
sarj	3	2	vedic	1	dcs+hand:class	DATEABLE	253	219	bridge_unaligned									
sarj	3	3	vedic	1	dcs+hand:class	DATEABLE	261	232	bridge_unaligned									
sarj	3	4	vedic	1	dcs+hand:class	DATEABLE	141	123	bridge_unaligned									
sarj	3	5	vedic	1	dcs+hand:class	DATEABLE	87	75	bridge_unaligned									
sarj	3	6a	vedic	1	dcs+hand:class	DATEABLE	25	17	bridge_unaligned									
sarj	3	6b	vedic	1	dcs	DATEABLE	8	8	bridge_unaligned									
sarj	3	7	vedic	1	dcs	DATEABLE	231	173	bridge_unaligned									
sarj	3	8	vedic	1	dcs+hand:class	DATEABLE	45	39	bridge_unaligned									
sarj	3	11a	epic-sutra	2	dcs+dharmamitra	DATEABLE	11	6	bridge_unaligned									
sarj	3	6c	epic-sutra	2	dharmamitra	DATEABLE	10	8	bridge_unaligned									
sarj	3	9d	epic-sutra	2	hand:class	DATEABLE	2	2	bridge_unaligned									
sarj	3	9c	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
sarvatoBadra		2a	classical	3	dharmamitra	DATEABLE	4	2	bridge_unaligned									
sarvatoBadra		2c	classical	3	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
sarvatoBadra		2d	classical	3	dharmamitra	DATEABLE	4	3	bridge_unaligned									
sarvatoBadra		3a	classical	3	dharmamitra	DATEABLE	3	2	bridge_unaligned									
sarvatoBadra		4a	classical	3	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
sarvatoBadra		1	early-medieval	4	dcs	DATEABLE-MARGINAL	2	1	bridge_no_freq	mw:239204:1								
sarvatoBadra		3c	early-medieval	4	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
sarvatoBadra		4d	early-medieval	4	dcs	DATEABLE-MARGINAL	1	1	bridge_unaligned									
sarvatoBadra		4f	early-medieval	4	dharmamitra+hand:class	DATEABLE	4	2	bridge_unaligned									
sarvatoBadra		4i	early-medieval	4	dcs	DATEABLE-MARGINAL	1	1	bridge_unaligned									
sarvatoBadra		2b	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
sarvatoBadra		4h	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
sarvatoBadra		3b				UNDATEABLE	2	0	bridge_unaligned									
sarvatoBadra		4b				UNDATEABLE	12	0	bridge_unaligned									
sarvatoBadra		4c				UNRESOLVED	1	0	bridge_unaligned									
sarvatoBadra		4e				UNRESOLVED	2	0	bridge_unaligned									
sarvatoBadra		4g				UNDATEABLE	1	0	bridge_unaligned									
satya		1	vedic	1	dcs+hand:class	DATEABLE	99	84	joined	mw:229804:1	137	2	0.4477	20	epic	0.5109	attested	
satya		2i	vedic	1	dcs	DATEABLE	4	3	bridge_unaligned									
satya		4a	vedic	1	dcs+hand:class	DATEABLE	74	65	bridge_unaligned									
satya		4c	vedic	1	dcs	DATEABLE	52	37	bridge_unaligned									
satya		5	vedic	1	dcs	DATEABLE	62	41	bridge_unaligned									
satya		2d	epic-sutra	2	dharmamitra	DATEABLE	3	2	bridge_unaligned									
satya		2e	epic-sutra	2	dharmamitra	DATEABLE	25	19	bridge_unaligned									
satya		2h	epic-sutra	2	hand:class	DATEABLE-MARGINAL	1	1	bridge_unaligned									
satya		3b	epic-sutra	2	dharmamitra	DATEABLE	15	9	bridge_unaligned									
satya		4b	epic-sutra	2	dcs	DATEABLE	18	7	bridge_unaligned									
satya		4e	epic-sutra	2	dcs+dharmamitra	DATEABLE	2	2	bridge_unaligned									
satya		4f	classical	3	dharmamitra	DATEABLE	6	4	bridge_unaligned									
satya		2b	early-medieval	4	hand:class	DATEABLE	3	2	bridge_unaligned									
satya		4d	early-medieval	4	hand:class	DATEABLE-MARGINAL	3	1	bridge_unaligned									
satya		2a	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
satya		2f				UNDATEABLE	7	0	bridge_unaligned									
satya		2g				UNDATEABLE	1	0	bridge_unaligned									
satya		3a				UNDATEABLE	2	0	bridge_unaligned									
siD	2	21	vedic	1	dcs	DATEABLE	50	22	bridge_unaligned									
siD	2	1b	epic-sutra	2	dcs	DATEABLE	18	14	bridge_unaligned									
siD	2	1d	epic-sutra	2	dcs+dharmamitra	DATEABLE	19	13	bridge_unaligned									
siD	2	1e	epic-sutra	2	hand:class	DATEABLE	3	3	bridge_unaligned									
siD	2	1f	epic-sutra	2	hand:class	DATEABLE	14	5	bridge_unaligned									
siD	2	1h	epic-sutra	2	dcs+hand:class	DATEABLE	26	11	bridge_unaligned									
siD	2	1i	epic-sutra	2	dcs+dharmamitra+hand:class	DATEABLE	20	12	bridge_unaligned									
siD	2	1m	epic-sutra	2	dcs+dharmamitra	DATEABLE	8	7	bridge_unaligned									
siD	2	1n	epic-sutra	2	dcs+dharmamitra	DATEABLE	22	13	bridge_unaligned									
siD	2	2a	epic-sutra	2	dcs+dharmamitra+hand:class	DATEABLE	57	49	bridge_unaligned									
siD	2	2d	epic-sutra	2	dharmamitra	DATEABLE	8	6	bridge_unaligned									
siD	2	5	epic-sutra	2	dcs	DATEABLE	4	2	bridge_unaligned									
siD	2	6	epic-sutra	2	dcs+hand:class	DATEABLE	14	4	bridge_unaligned									
siD	2	7	epic-sutra	2	dcs+dharmamitra	DATEABLE	13	11	bridge_unaligned									
siD	2	8	epic-sutra	2	dharmamitra	DATEABLE-MARGINAL	3	1	bridge_unaligned									
siD	2	9	epic-sutra	2	dcs+dharmamitra	DATEABLE	13	11	bridge_unaligned									
siD	2	1l	classical	3	dharmamitra	DATEABLE	11	9	bridge_unaligned									
siD	2	1a	early-medieval	4	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_no_freq	mw:244297:1								
siD	2	1k	early-medieval	4	dharmamitra	DATEABLE-MARGINAL	3	1	bridge_unaligned									
siD	2	2c	late-medieval	5	hand:class	DATEABLE-MARGINAL	3	1	bridge_unaligned									
siD	2	2e	late-medieval	5	hand:class	DATEABLE-MARGINAL	4	2	bridge_unaligned									
siD	2	3a	late-medieval	5	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
siD	2	3c	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
siD	2	1c				UNDATEABLE	1	0	bridge_unaligned									
siD	2	1g				UNDATEABLE	1	0	bridge_unaligned									
siD	2	2b				UNDATEABLE	3	0	bridge_unaligned									
siD	2	3b				UNDATEABLE	1	0	bridge_unaligned									
siD	2	4a				UNDATEABLE	2	0	bridge_unaligned									
siD	2	4b				UNDATEABLE	1	0	bridge_unaligned									
siD	2	4c				UNDATEABLE	2	0	bridge_unaligned									
sidDi		12	epic-sutra	2	hand:class	DATEABLE	38	5	bridge_unaligned									
sidDi		16	epic-sutra	2	dharmamitra	DATEABLE	14	12	bridge_unaligned									
sidDi		2	epic-sutra	2	dcs+dharmamitra	DATEABLE	63	43	bridge_unaligned									
sidDi		6	epic-sutra	2	dcs	DATEABLE-MARGINAL	1	1	bridge_unaligned									
sidDi		7	epic-sutra	2	dcs+dharmamitra	DATEABLE	50	37	bridge_unaligned									
sidDi		10	classical	3	dharmamitra	DATEABLE-MARGINAL	5	1	bridge_no_freq	mw:244300:1								
sidDi		15	classical	3	dharmamitra	DATEABLE-MARGINAL	3	1	bridge_unaligned									
sidDi		3	classical	3	dharmamitra	DATEABLE-MARGINAL	3	1	bridge_unaligned									
sidDi		5	classical	3	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
sidDi		8	classical	3	dharmamitra+hand:class	DATEABLE	21	9	bridge_unaligned									
sidDi		9	classical	3	dharmamitra	DATEABLE	30	18	bridge_unaligned									
sidDi		11	early-medieval	4	dcs	DATEABLE-MARGINAL	1	1	bridge_unaligned									
sidDi		14	early-medieval	4	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
sidDi		4	early-medieval	4	dcs+hand:class	DATEABLE	3	3	bridge_unaligned									
sidDi		13	late-medieval	5	dharmamitra	DATEABLE	2	2	bridge_unaligned									
sita	3	1a	epic-sutra	2	dcs+dharmamitra+hand:class	DATEABLE	73	58	joined	mw:243723:1	1	4	0.0065	1	epic	1.0	attested	
sita	3	1b	epic-sutra	2	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
sita	3	2f	epic-sutra	2	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
sita	3	2a	classical	3	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
sita	3	2b	classical	3	dharmamitra	DATEABLE	14	11	bridge_unaligned									
sita	3	2c	classical	3	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
sita	3	3a	classical	3	dharmamitra	DATEABLE	14	5	bridge_unaligned									
sita	3	4a	early-medieval	4	hand:class	DATEABLE	3	2	bridge_unaligned									
sita	3	2d	late-medieval	5	hand:class	DATEABLE-MARGINAL	3	1	bridge_unaligned									
sita	3	3b	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
sita	3	3d	late-medieval	5	hand:class	DATEABLE-MARGINAL	7	2	bridge_unaligned									
sita	3	2e				UNDATEABLE	1	0	bridge_unaligned									
sita	3	3c				UNDATEABLE	1	0	bridge_unaligned									
sita	3	3e				UNRESOLVED	1	0	bridge_unaligned									
sita	3	4b				UNDATEABLE	1	0	bridge_unaligned									
sita	3	4c				UNDATEABLE	1	0	bridge_unaligned									
sita	3	4d				UNDATEABLE	1	0	bridge_unaligned									
skanDa		1a	vedic	1	dcs	DATEABLE	72	44	joined	mw:254160:1	27	1	0.75	4	epic	0.6296	attested	
skanDa		1c	vedic	1	dcs	DATEABLE	26	13	bridge_unaligned									
skanDa		1b	epic-sutra	2	dcs+dharmamitra	DATEABLE	36	24	bridge_unaligned									
skanDa		1d	epic-sutra	2	dharmamitra+hand:class	DATEABLE	22	10	bridge_unaligned									
skanDa		1i	epic-sutra	2	dharmamitra+hand:class	DATEABLE	4	2	bridge_unaligned									
skanDa		1k	epic-sutra	2	dharmamitra	DATEABLE	6	3	bridge_unaligned									
skanDa		2	epic-sutra	2	dcs+dharmamitra	DATEABLE	10	6	bridge_unaligned									
skanDa		1e	early-medieval	4	hand:class	DATEABLE-MARGINAL	4	1	bridge_unaligned									
skanDa		1g	early-medieval	4	hand:class	DATEABLE-MARGINAL	4	1	bridge_unaligned									
skanDa		1f				UNDATEABLE	2	0	bridge_unaligned									
skanDa		1h				UNDATEABLE	3	0	bridge_unaligned									
sma	1	1	vedic	1	dcs	DATEABLE	18	17	joined	mw:257061:1	4	1	1.0	1	vyakarana	1.0	attested	
sma	1	2	vedic	1	dcs	DATEABLE	9	9	bridge_unaligned									
sma	1	3	vedic	1	dcs	DATEABLE	4	4	bridge_unaligned									
sma	1	4	vedic	1	dcs	DATEABLE	7	7	bridge_unaligned									
sma	1	5	vedic	1	dcs	DATEABLE	16	15	bridge_unaligned									
sma	1	6	vedic	1	dcs	DATEABLE	27	26	bridge_unaligned									
sma	1	9a	epic-sutra	2	dcs+dharmamitra+hand:class	DATEABLE	71	66	bridge_unaligned									
sma	1	9b	epic-sutra	2	dcs+dharmamitra	DATEABLE	8	8	bridge_unaligned									
sma	1	9c	epic-sutra	2	hand:class	DATEABLE	2	2	bridge_unaligned									
sma	1	9d	epic-sutra	2	dcs+dharmamitra	DATEABLE	13	13	bridge_unaligned									
sma	1	9e	epic-sutra	2	dcs+dharmamitra	DATEABLE	2	2	bridge_unaligned									
sma	1	9f	epic-sutra	2	dharmamitra+hand:class	DATEABLE	3	2	bridge_unaligned									
sma	1	9g	epic-sutra	2	dharmamitra	DATEABLE	3	2	bridge_unaligned									
sma	1	9h	epic-sutra	2	dharmamitra	DATEABLE	2	2	bridge_unaligned									
sma	1	9i	epic-sutra	2	dharmamitra	DATEABLE	8	8	bridge_unaligned									
soma		1a	vedic	1	dcs	DATEABLE	83	72	joined	mw:252716:1	232	1	0.7918	18	veda	0.7716	attested	
soma		1b	vedic	1	dcs+hand:class	DATEABLE	117	94	bridge_unaligned									
soma		2b	epic-sutra	2	dcs+dharmamitra	DATEABLE	4	3	bridge_unaligned									
soma		3	epic-sutra	2	hand:class	DATEABLE-MARGINAL	1	1	bridge_unaligned									
soma		1h	classical	3	dharmamitra	DATEABLE	14	3	bridge_unaligned									
soma		1d	early-medieval	4	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
soma		1c				UNDATEABLE	3	0	bridge_unaligned									
soma		1g				UNRESOLVED	2	0	bridge_unaligned									
soma		2a				UNDATEABLE	1	0	bridge_unaligned									
soma		4b				UNRESOLVED	2	0	bridge_unaligned									
sparSa		2d	vedic	1	dcs	DATEABLE	41	25	bridge_unaligned									
sparSa		2l	vedic	1	dcs	DATEABLE	33	28	bridge_unaligned									
sparSa		2a	epic-sutra	2	dcs	DATEABLE	36	27	bridge_unaligned									
sparSa		2c	epic-sutra	2	dharmamitra	DATEABLE	6	6	bridge_unaligned									
sparSa		2f	epic-sutra	2	hand:class	DATEABLE	5	4	bridge_unaligned									
sparSa		2m	epic-sutra	2	dharmamitra	DATEABLE-MARGINAL	2	1	bridge_unaligned									
sparSa		3	epic-sutra	2	dharmamitra	DATEABLE	3	2	bridge_unaligned									
sparSa		2b	classical	3	dharmamitra	DATEABLE-MARGINAL	4	1	bridge_unaligned									
sparSa		2h	classical	3	dharmamitra	DATEABLE	3	2	bridge_unaligned									
sparSa		1	early-medieval	4	dcs+hand:class	DATEABLE	3	2	bridge_no_freq	mw:256548:1								
sparSa		2g	early-medieval	4	dcs	DATEABLE-MARGINAL	3	1	bridge_unaligned									
sparSa		2i	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
sparSa		2k	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
sparSa		2e				UNDATEABLE	1	0	bridge_unaligned									
sru		1	vedic	1	dcs	DATEABLE	111	92	bridge_no_freq	mw:257621:1								
sru		2	vedic	1	dcs+hand:class	DATEABLE	65	43	bridge_unaligned									
sru		3	vedic	1	dcs+hand:class	DATEABLE	16	12	bridge_unaligned									
sru		4c	vedic	1	dcs+hand:class	DATEABLE	32	21	bridge_unaligned									
sru		7d	vedic	1	dcs+hand:class	DATEABLE	29	18	bridge_unaligned									
sru		7a	epic-sutra	2	dcs+dharmamitra	DATEABLE	11	9	bridge_unaligned									
sru		4b	classical	3	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
sru		6	classical	3	dharmamitra	DATEABLE	6	2	bridge_unaligned									
sru		7b	classical	3	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
sru		7e	classical	3	dharmamitra	DATEABLE-MARGINAL	2	1	bridge_unaligned									
sru		4a	early-medieval	4	dharmamitra	DATEABLE-MARGINAL	3	1	bridge_unaligned									
sru		5				UNDATEABLE	3	0	bridge_unaligned									
suBaga		1a	vedic	1	dcs	DATEABLE	42	36	joined	mw:247970:1	5	3	0.1724	2	veda	1.0	attested	
