id	type	provenance	prompt	answer	choices	evidence	source_dataset
SM-2951	split	corpus	Split into members: “puṣpavṛṣṭiḥ”	puṣpa + vṛṣṭi		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-2952	split	corpus	Split into members: “prāṇāpānāv”	prāṇa + apāna		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-2953	split	corpus	Split into members: “prāṇāyāmatrayaṁ”	prāṇāyāma + traya		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-2954	split	corpus	Split into members: “bandhutā”	bandhu + tā		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-2955	split	corpus	Split into members: “balapradam”	bala + prada		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-2956	split	corpus	Split into members: “bahutvaṁ”	bahu + tva		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-2957	split	corpus	Split into members: “bahunoktena”	bahu + ukta		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-2958	split	corpus	Split into members: “bahuyatnena”	bahu + yatna		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-2959	split	corpus	Split into members: “bāṣpagadgadayā”	bāṣpa + gadgada		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-2960	split	corpus	Split into members: “bījavaraṁ”	bīja + vara		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-2961	split	corpus	Split into members: “buddhanetrīsamucchedo”	buddha + netrī + samuccheda		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-2962	split	corpus	Split into members: “bodhicittaṁ”	bodhi + citta		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-2963	split	corpus	Split into members: “bodhicittam”	bodhi + citta		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-2964	split	corpus	Split into members: “bhagavantamātreyamagniveśa”	bhagavat + ātreya + agniveśa		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-2965	split	corpus	Split into members: “bharataśreṣṭho”	bharata + śreṣṭha		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-2966	split	corpus	Split into members: “bhārasādhanam”	bhāra + sādhana		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-2967	split	corpus	Split into members: “madrarājena”	madra + rāja		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-2968	split	corpus	Split into members: “madhyasthaḥ”	madhya + stha		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-2969	split	corpus	Split into members: “mandātmā”	manda + ātman		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-2970	split	corpus	Split into members: “mahākaruṇayā”	mahat + karuṇā		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-2971	split	corpus	Split into members: “mahādevyā”	mahat + devī		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-2972	split	corpus	Split into members: “mahādvipam”	mahat + dvipa		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-2973	split	corpus	Split into members: “mahāprājñe”	mahat + prājña		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-2974	split	corpus	Split into members: “mahābhāgavato”	mahat + bhāgavata		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-2975	split	corpus	Split into members: “mahāmuneḥ”	mahat + muni		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-2976	split	corpus	Split into members: “mahāvīro”	mahat + vīra		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-2977	split	corpus	Split into members: “mahāvegāḥ”	mahat + vega		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-2978	split	corpus	Split into members: “mahāsattvaṁ”	mahat + sattva		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-2979	split	corpus	Split into members: “māsaṣoḍaśayogena”	māsa + ṣoḍaśan + yoga		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-2980	split	corpus	Split into members: “munivṛṣa”	muni + vṛṣa		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-2981	split	corpus	Split into members: “mṛtyukāle”	mṛtyu + kāla		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-2982	split	corpus	Split into members: “meṣīkṣīreṇa”	meṣī + kṣīra		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-2983	split	corpus	Split into members: “yaśasyamāyuṣyaṁ”	yaśasya + āyuṣya		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-2984	split	corpus	Split into members: “yuktātmā”	ātman + yuj		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-2985	split	corpus	Split into members: “yogātmāno”	yoga + ātman		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-2986	split	corpus	Split into members: “raktapittaharaṁ”	rakta + pitta + hara		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-2987	split	corpus	Split into members: “rakṣoghnaṁ”	rakṣas + ghna		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-2988	split	corpus	Split into members: “raṇājiram”	raṇa + ajira		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-2989	split	corpus	Split into members: “rajastamasī”	rajas + tamas		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-2990	split	corpus	Split into members: “rathasthaḥ”	ratha + stha		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-2991	split	corpus	Split into members: “rasajñaiḥ”	rasa + jña		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-2992	split	corpus	Split into members: “rasaliṅgaṁ”	rasa + liṅga		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-2993	split	corpus	Split into members: “rājabhavanaṁ”	rājan + bhavana		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-2994	split	corpus	Split into members: “rājasaṁsadi”	rājan + saṁsad		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-2995	split	corpus	Split into members: “rukmapuṅkhāḥ”	rukma + puṅkha		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-2996	split	corpus	Split into members: “rūkṣoṣṇā”	rūkṣa + uṣṇa		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-2997	split	corpus	Split into members: “rūpeṇāpratimā”	rūpa + apratima		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-2998	split	corpus	Split into members: “lohakhalve”	loha + khalva		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-2999	split	corpus	Split into members: “vaktrāntarān”	vaktra + antara		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-3000	split	corpus	Split into members: “vanānyupavanāni”	vana + upavana		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-3001	split	corpus	Split into members: “varada”	vara + da		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-3002	split	corpus	Split into members: “vāyudhātau”	vāyu + dhātu		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-3003	split	corpus	Split into members: “vṛtrahatye”	vṛtra + hatya		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-3004	split	corpus	Split into members: “vaiśravaṇadhanapratispardhī”	vaiśravaṇa + dhana + pratispardhin		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-3005	split	corpus	Split into members: “vyāttānanam”	ānana + vyādā		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-3006	split	corpus	Split into members: “vyāhṛtiparyantaṁ”	vyāhṛti + paryanta		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-3007	split	corpus	Split into members: “ṣaḍrasaṁ”	ṣaṣ + rasa		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-3008	split	corpus	Split into members: “ṣaḍrātraṁ”	ṣaṣ + rātra		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-3009	split	corpus	Split into members: “ṣaṇmāsāt”	ṣaṣ + māsa		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-3010	split	corpus	Split into members: “śatrumadhye”	śatru + madhya		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-3011	split	corpus	Split into members: “śabdavedhī”	śabda + vedhin		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-3012	split	corpus	Split into members: “śāntyarthaṁ”	śānti + artha		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-3013	split	corpus	Split into members: “śītanarakās”	śīta + naraka		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-3014	split	corpus	Split into members: “śulvavedhaṁ”	śulba + vedha		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-3015	split	corpus	Split into members: “śṛtaśītaṁ”	śīta + śrī		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-3016	split	corpus	Split into members: “śrīdaṇḍinaḥ”	śrī + daṇḍin		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-3017	split	corpus	Split into members: “sadācāraṁ”	sat + ācāra		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-3018	split	corpus	Split into members: “sarjarasaṁ”	sarja + rasa		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-3019	split	corpus	Split into members: “sahasrākṣeṇa”	sahasra + akṣa		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-3020	split	corpus	Split into members: “sādhvasādhu”	sādhu + asādhu		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-3021	split	corpus	Split into members: “siddhyarthaṁ”	siddhi + artha		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-3022	split	corpus	Split into members: “surāsurān”	sura + asura		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-3023	split	corpus	Split into members: “sūryasahasrātirekaprabhaṁ”	sūrya + sahasra + atireka + prabhā		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-3024	split	corpus	Split into members: “skandhadhātvāyataneṣu”	skandha + dhātu + āyatana		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-3025	split	corpus	Split into members: “sthiratāṁ”	sthira + tā		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-3026	split	corpus	Split into members: “snehasvedau”	sneha + sveda		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-3027	split	corpus	Split into members: “svajane”	sva + jana		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-3028	split	corpus	Split into members: “svajano”	sva + jana		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-3029	split	corpus	Split into members: “svayoniṣu”	sva + yoni		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-3030	split	corpus	Split into members: “svarasaḥ”	sva + rasa		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-3031	split	corpus	Split into members: “svarūpeṇa”	sva + rūpa		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-3032	split	corpus	Split into members: “svargakāmaḥ”	svarga + kāma		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-3033	split	corpus	Split into members: “svasutāṁ”	sva + sutā		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-3034	split	corpus	Split into members: “svasthāne”	sva + sthāna		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-3035	split	corpus	Split into members: “hantukāmo”	hantu + kāma		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-3036	split	corpus	Split into members: “hayottamān”	haya + uttama		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-3037	split	corpus	Split into members: “havyavāhaṁ”	havya + vāha		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-3038	split	corpus	Split into members: “hemābhraṁ”	heman + abhra		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 13	dcs-compound-dictionary
SM-3039	split	corpus	Split into members: “ajākṣīreṇa”	ajā + kṣīra		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3040	split	corpus	Split into members: “amṛtopamam”	amṛta + upama		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3041	split	corpus	Split into members: “aharahaḥ”	ahar + ahar		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3042	split	corpus	Split into members: “ahorātram”	ahar + rātra		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3043	split	corpus	Split into members: “ātmajaṁ”	ātman + ja		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3044	split	corpus	Split into members: “ādiśabdena”	ādi + śabda		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3045	split	corpus	Split into members: “āyavyayau”	āya + vyaya		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3046	split	corpus	Split into members: “ūrdhvabāhur”	ūrdhva + bāhu		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3047	split	corpus	Split into members: “ṛddhiprātihāryam”	ṛddhi + prātihārya		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3048	split	corpus	Split into members: “kaṭutiktoṣṇaḥ”	kaṭu + tikta + uṣṇa		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3049	split	corpus	Split into members: “kaṭūṣṇo”	kaṭu + uṣṇa		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3050	split	corpus	Split into members: “kathāntare”	kathā + antara		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3051	split	corpus	Split into members: “karapratyāyā”	kara + pratyāya		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3052	split	corpus	Split into members: “karmajā”	karman + ja		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3053	split	corpus	Split into members: “kalāṁśena”	kalā + aṁśa		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3054	split	corpus	Split into members: “kāntapātre”	kānta + pātra		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3055	split	corpus	Split into members: “kāmacārī”	kāma + cārin		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3056	split	corpus	Split into members: “kālajñaḥ”	kāla + jña		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3057	split	corpus	Split into members: “kāśirājasya”	kāśi + rāja		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3058	split	corpus	Split into members: “kāśīkhaṇḍe”	kāśi + khaṇḍa		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3059	split	corpus	Split into members: “kinnarakanyā”	kiṁnara + kanyā		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3060	split	corpus	Split into members: “kuntīsuto”	kuntī + suta		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3061	split	corpus	Split into members: “kurupuṁgavaḥ”	kuru + puṁgava		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3062	split	corpus	Split into members: “girisānuṣu”	giri + sānu		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3063	split	corpus	Split into members: “guhyādguhyataraṁ”	guhya + guhyatara		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3064	split	corpus	Split into members: “goghṛtaṁ”	go + ghṛta		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3065	split	corpus	Split into members: “caturakṣaraṁ”	catur + akṣara		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3066	split	corpus	Split into members: “jajñānaṁ”	ja + jñāna		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3067	split	corpus	Split into members: “janakṣaye”	jana + kṣaya		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3068	split	corpus	Split into members: “jambīranīreṇa”	jambīra + nīra		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3069	split	corpus	Split into members: “jātismaratvaṁ”	jāti + smara + tva		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3070	split	corpus	Split into members: “jātismaro”	jāti + smara		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3071	split	corpus	Split into members: “tattvajñānaṁ”	tattva + jñāna		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3072	split	corpus	Split into members: “tapasyugre”	tapas + ugra		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3073	split	corpus	Split into members: “tāpyasattvaṁ”	tāpya + sattva		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3074	split	corpus	Split into members: “tiktoṣṇā”	tikta + uṣṇa		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3075	split	corpus	Split into members: “tīrthānyāyatanāni”	tīrtha + āyatana		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3076	split	corpus	Split into members: “tryahasya”	tri + aha		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3077	split	corpus	Split into members: “dadhyodanaṁ”	dadhi + odana		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3078	split	corpus	Split into members: “daśāṣṭau”	daśan + aṣṭan		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3079	split	corpus	Split into members: “divyadṛṣṭiḥ”	divya + dṛṣṭi		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3080	split	corpus	Split into members: “divyamānuṣīṁ”	divya + mānuṣa		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3081	split	corpus	Split into members: “dīnamanā”	dīna + manas		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3082	split	corpus	Split into members: “dṛḍhadhanvā”	dṛḍha + dhanvan		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3083	split	corpus	Split into members: “dṛṣṭiviparyāso”	dṛṣṭi + viparyāsa		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3084	split	corpus	Split into members: “devagandharvā”	deva + gandharva		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3085	split	corpus	Split into members: “devaputra”	deva + putra		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3086	split	corpus	Split into members: “devaputraḥ”	deva + putra		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3087	split	corpus	Split into members: “devarājyaṁ”	deva + rājya		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3088	split	corpus	Split into members: “devarṣayaḥ”	deva + ṛṣi		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3089	split	corpus	Split into members: “devarṣayo”	deva + ṛṣi		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3090	split	corpus	Split into members: “devalokam”	deva + loka		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3091	split	corpus	Split into members: “devalokād”	deva + loka		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3092	split	corpus	Split into members: “devāsuraṁ”	deva + asura		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3093	split	corpus	Split into members: “dravairmardyaṁ”	drava + mṛd		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3094	split	corpus	Split into members: “dvādaśādityā”	dvādaśan + āditya		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3095	split	corpus	Split into members: “dvipadīrajasā”	dvipadī + rajas		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3096	split	corpus	Split into members: “dviyāmaṁ”	dvi + yāma		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3097	split	corpus	Split into members: “dhanārthī”	dhana + arthin		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3098	split	corpus	Split into members: “dharmātmāno”	dharma + ātman		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3099	split	corpus	Split into members: “dharmārtham”	dharma + artha		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3100	split	corpus	Split into members: “narasiṁhasya”	nara + siṁha		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3101	split	corpus	Split into members: “narmadātoye”	narmadā + toya		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3102	split	corpus	Split into members: “nāgendro”	nāga + indra		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3103	split	corpus	Split into members: “nāradaparvatau”	nārada + parvata		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3104	split	corpus	Split into members: “nāsāgre”	nāsā + agra		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3105	split	corpus	Split into members: “pañcapadā”	pañcan + pada		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3106	split	corpus	Split into members: “pañcaśataṁ”	pañcan + śata		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3107	split	corpus	Split into members: “padmarāgaṁ”	padma + rāga		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3108	split	corpus	Split into members: “paramārtho”	parama + artha		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3109	split	corpus	Split into members: “pariṣecanāntaṁ”	pariṣecana + anta		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3110	split	corpus	Split into members: “parīkṣārthaṁ”	parīkṣā + artha		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3111	split	corpus	Split into members: “pādamūlaṁ”	pāda + mūla		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3112	split	corpus	Split into members: “pāpakarmaṇā”	pāpa + karman		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
SM-3113	split	corpus	Split into members: “pāpakarmā”	pāpa + karman		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 12	dcs-compound-dictionary
