id	type	index_token	gender	stem_class	question	answer	choices
ZD-2872	odd-one-out	f·4+3	f	ī-stem	Which word does NOT share the paradigm class of the others: सद्भावश्री (sadbhāvaśrī), अलंकारमञ्जरी (alaṃkāramañjarī), त्रयोदशवर्ज्यसप्तमी (trayodaśavarjyasaptamī), खगशत्रु (khagaśatru)?	खगशत्रु (khagaśatru)	अलंकारमञ्जरी (alaṃkāramañjarī) | त्रयोदशवर्ज्यसप्तमी (trayodaśavarjyasaptamī) | खगशत्रु (khagaśatru) | सद्भावश्री (sadbhāvaśrī)
ZD-2873	odd-one-out	n·8n*	n	consonant-stem	Which word does NOT share the paradigm class of the others: मृताहन् (mṛtāhan), शुक्लार्मन् (śuklārman), इन्द्रसामन् (indrasāman), पुंसुवन (puṃsuvana)?	पुंसुवन (puṃsuvana)	शुक्लार्मन् (śuklārman) | इन्द्रसामन् (indrasāman) | मृताहन् (mṛtāhan) | पुंसुवन (puṃsuvana)
ZD-2874	odd-one-out	n·8n*	n	consonant-stem	Which word does NOT share the paradigm class of the others: नर्मन् (narman), अनुवर्त्मन् (anuvartman), पुण्याहन् (puṇyāhan), तालु (tālu)?	तालु (tālu)	तालु (tālu) | नर्मन् (narman) | पुण्याहन् (puṇyāhan) | अनुवर्त्मन् (anuvartman)
ZD-2875	odd-one-out	n·8n*	n	consonant-stem	Which word does NOT share the paradigm class of the others: क्षन् (kṣan), अधोमर्मन् (adhomarman), अनपाकर्मन् (anapākarman), सार्वविद्य (sārvavidya)?	सार्वविद्य (sārvavidya)	सार्वविद्य (sārvavidya) | अनपाकर्मन् (anapākarman) | क्षन् (kṣan) | अधोमर्मन् (adhomarman)
ZD-2876	odd-one-out	n·8n*	n	consonant-stem	Which word does NOT share the paradigm class of the others: हर्मन् (harman), अनपकर्मन् (anapakarman), ललामन् (lalāman), शंतनुत्व (śaṃtanutva)?	शंतनुत्व (śaṃtanutva)	ललामन् (lalāman) | शंतनुत्व (śaṃtanutva) | हर्मन् (harman) | अनपकर्मन् (anapakarman)
ZD-2877	odd-one-out	n·8n*	n	consonant-stem	Which word does NOT share the paradigm class of the others: संभवपर्वन् (saṃbhavaparvan), कल्मन् (kalman), दंश्मन् (daṃśman), कर्तृता (kartṛtā)?	कर्तृता (kartṛtā)	कल्मन् (kalman) | कर्तृता (kartṛtā) | दंश्मन् (daṃśman) | संभवपर्वन् (saṃbhavaparvan)
ZD-2878	odd-one-out	n·8n*	n	consonant-stem	Which word does NOT share the paradigm class of the others: उद्वर्त्मन् (udvartman), संभोगवेश्मन् (saṃbhogaveśman), कल्मन् (kalman), पुनरुक्तता (punaruktatā)?	पुनरुक्तता (punaruktatā)	पुनरुक्तता (punaruktatā) | कल्मन् (kalman) | संभोगवेश्मन् (saṃbhogaveśman) | उद्वर्त्मन् (udvartman)
ZD-2879	odd-one-out	n·8n*	n	consonant-stem	Which word does NOT share the paradigm class of the others: नीलाम्बुजन्मन् (nīlāmbujanman), उपाकर्मन् (upākarman), रक्तार्मन् (raktārman), सर्पनाम (sarpanāma)?	सर्पनाम (sarpanāma)	रक्तार्मन् (raktārman) | सर्पनाम (sarpanāma) | उपाकर्मन् (upākarman) | नीलाम्बुजन्मन् (nīlāmbujanman)
ZD-2880	odd-one-out	n·8n*	n	consonant-stem	Which word does NOT share the paradigm class of the others: प्रतिकर्मन् (pratikarman), परिसामन् (parisāman), क्षन् (kṣan), रथदारु (rathadāru)?	रथदारु (rathadāru)	परिसामन् (parisāman) | क्षन् (kṣan) | रथदारु (rathadāru) | प्रतिकर्मन् (pratikarman)
ZD-2881	odd-one-out	m·8ib	m	consonant-stem	Which word does NOT share the paradigm class of the others: शकलिन् (śakalin), शापेयिन् (śāpeyin), कुसीदिन् (kusīdin), मधुकरसाहि (madhukarasāhi)?	मधुकरसाहि (madhukarasāhi)	शकलिन् (śakalin) | शापेयिन् (śāpeyin) | कुसीदिन् (kusīdin) | मधुकरसाहि (madhukarasāhi)
ZD-2882	odd-one-out	m·8ib	m	consonant-stem	Which word does NOT share the paradigm class of the others: भाल्लविन् (bhāllavin), स्ताम्भिन् (stāmbhin), आश्वपेजिन् (āśvapejin), पद्मकर (padmakara)?	पद्मकर (padmakara)	आश्वपेजिन् (āśvapejin) | भाल्लविन् (bhāllavin) | स्ताम्भिन् (stāmbhin) | पद्मकर (padmakara)
ZD-2883	odd-one-out	m·8ib	m	consonant-stem	Which word does NOT share the paradigm class of the others: अङ्गिन् (aṅgin), तौम्बुरविन् (taumburavin), वर्चिन् (varcin), अग्रेणी (agreṇī)?	अग्रेणी (agreṇī)	अग्रेणी (agreṇī) | तौम्बुरविन् (taumburavin) | वर्चिन् (varcin) | अङ्गिन् (aṅgin)
ZD-2884	odd-one-out	m·8ib	m	consonant-stem	Which word does NOT share the paradigm class of the others: कौशिकिन् (kauśikin), श्यामायनिन् (śyāmāyanin), शाकायनिन् (śākāyanin), उदधिक्रा (udadhikrā)?	उदधिक्रा (udadhikrā)	उदधिक्रा (udadhikrā) | शाकायनिन् (śākāyanin) | कौशिकिन् (kauśikin) | श्यामायनिन् (śyāmāyanin)
ZD-2885	odd-one-out	m·8ib	m	consonant-stem	Which word does NOT share the paradigm class of the others: नाविन् (nāvin), शौनकिन् (śaunakin), शिरीषिन् (śirīṣin), अष्टकर्णी (aṣṭakarṇī)?	अष्टकर्णी (aṣṭakarṇī)	नाविन् (nāvin) | शौनकिन् (śaunakin) | शिरीषिन् (śirīṣin) | अष्टकर्णी (aṣṭakarṇī)
ZD-2886	odd-one-out	m·8ib	m	consonant-stem	Which word does NOT share the paradigm class of the others: काठशाठिन् (kāṭhaśāṭhin), ताण्डिन् (tāṇḍin), छागलेयिन् (chāgaleyin), कलि (kali)?	कलि (kali)	ताण्डिन् (tāṇḍin) | काठशाठिन् (kāṭhaśāṭhin) | कलि (kali) | छागलेयिन् (chāgaleyin)
ZD-2887	odd-one-out	m·8ib	m	consonant-stem	Which word does NOT share the paradigm class of the others: उज्जेषिन् (ujjeṣin), व्यश्नुविन् (vyaśnuvin), प्रश्निन् (praśnin), अवियोगतृतीया (aviyogatṛtīyā)?	अवियोगतृतीया (aviyogatṛtīyā)	व्यश्नुविन् (vyaśnuvin) | अवियोगतृतीया (aviyogatṛtīyā) | उज्जेषिन् (ujjeṣin) | प्रश्निन् (praśnin)
ZD-2888	odd-one-out	m·8ib	m	consonant-stem	Which word does NOT share the paradigm class of the others: पिशाचकिन् (piśācakin), आर्चाभिन् (ārcābhin), पौरुषांसकिन् (pauruṣāṃsakin), अग्रेणी (agreṇī)?	अग्रेणी (agreṇī)	आर्चाभिन् (ārcābhin) | पिशाचकिन् (piśācakin) | अग्रेणी (agreṇī) | पौरुषांसकिन् (pauruṣāṃsakin)
ZD-2889	odd-one-out	m·6+2	m	ū-stem	Which word does NOT share the paradigm class of the others: करेणुभू (kareṇubhū), विधिवधू (vidhivadhū), धनच्छू (dhanacchū), सिंहनादिन् (siṃhanādin)?	सिंहनादिन् (siṃhanādin)	विधिवधू (vidhivadhū) | सिंहनादिन् (siṃhanādin) | करेणुभू (kareṇubhū) | धनच्छू (dhanacchū)
ZD-2890	odd-one-out	m·6+2	m	ū-stem	Which word does NOT share the paradigm class of the others: शुक्रभू (śukrabhū), स्नेहभू (snehabhū), नगभू (nagabhū), प्रत्यरा (pratyarā)?	प्रत्यरा (pratyarā)	नगभू (nagabhū) | शुक्रभू (śukrabhū) | प्रत्यरा (pratyarā) | स्नेहभू (snehabhū)
ZD-2891	odd-one-out	m·6+2	m	ū-stem	Which word does NOT share the paradigm class of the others: कर्णसू (karṇasū), मनोभू (manobhū), मघाभू (maghābhū), नमी (namī)?	नमी (namī)	मनोभू (manobhū) | कर्णसू (karṇasū) | मघाभू (maghābhū) | नमी (namī)
ZD-2892	odd-one-out	m·6+2	m	ū-stem	Which word does NOT share the paradigm class of the others: पद्मभू (padmabhū), अद्रिभू (adribhū), शरभू (śarabhū), त्रिदशगुरु (tridaśaguru)?	त्रिदशगुरु (tridaśaguru)	अद्रिभू (adribhū) | त्रिदशगुरु (tridaśaguru) | शरभू (śarabhū) | पद्मभू (padmabhū)
ZD-2893	odd-one-out	m·6+2	m	ū-stem	Which word does NOT share the paradigm class of the others: मित्रभू (mitrabhū), नाभिभू (nābhibhū), केशभू (keśabhū), विश्वयशस् (viśvayaśas)?	विश्वयशस् (viśvayaśas)	विश्वयशस् (viśvayaśas) | मित्रभू (mitrabhū) | नाभिभू (nābhibhū) | केशभू (keśabhū)
ZD-2894	odd-one-out	m·6+2	m	ū-stem	Which word does NOT share the paradigm class of the others: गाधिभू (gādhibhū), बलप्रसू (balaprasū), कुमारसू (kumārasū), दध्यञ्च् (dadhyañc)?	दध्यञ्च् (dadhyañc)	दध्यञ्च् (dadhyañc) | गाधिभू (gādhibhū) | कुमारसू (kumārasū) | बलप्रसू (balaprasū)
ZD-2895	odd-one-out	m·6+2	m	ū-stem	Which word does NOT share the paradigm class of the others: वृष्टिभू (vṛṣṭibhū), अम्बुजभू (ambujabhū), सहायीभू (sahāyībhū), ई (ī)?	ई (ī)	सहायीभू (sahāyībhū) | अम्बुजभू (ambujabhū) | ई (ī) | वृष्टिभू (vṛṣṭibhū)
ZD-2896	odd-one-out	m·6+2	m	ū-stem	Which word does NOT share the paradigm class of the others: व्रजभू (vrajabhū), जलभू (jalabhū), सुधासू (sudhāsū), दध्यञ्च् (dadhyañc)?	दध्यञ्च् (dadhyañc)	व्रजभू (vrajabhū) | सुधासू (sudhāsū) | दध्यञ्च् (dadhyañc) | जलभू (jalabhū)
ZD-2897	odd-one-out	m·3+3	m	i-stem	Which word does NOT share the paradigm class of the others: महावातव्याधि (mahāvātavyādhi), तत्त्वचिन्तामणि (tattvacintāmaṇi), दक्षजापति (dakṣajāpati), मखहन् (makhahan)?	मखहन् (makhahan)	तत्त्वचिन्तामणि (tattvacintāmaṇi) | दक्षजापति (dakṣajāpati) | मखहन् (makhahan) | महावातव्याधि (mahāvātavyādhi)
ZD-2898	odd-one-out	m·3+3	m	i-stem	Which word does NOT share the paradigm class of the others: वसुधापति (vasudhāpati), महापद्मपति (mahāpadmapati), गोष्ठीपति (goṣṭhīpati), मृतपा (mṛtapā)?	मृतपा (mṛtapā)	गोष्ठीपति (goṣṭhīpati) | मृतपा (mṛtapā) | महापद्मपति (mahāpadmapati) | वसुधापति (vasudhāpati)
ZD-2899	odd-one-out	m·3+3	m	i-stem	Which word does NOT share the paradigm class of the others: खगपति (khagapati), वसुमतीपति (vasumatīpati), शतपत्त्रयोनि (śatapattrayoni), रम्यश्री (ramyaśrī)?	रम्यश्री (ramyaśrī)	रम्यश्री (ramyaśrī) | वसुमतीपति (vasumatīpati) | शतपत्त्रयोनि (śatapattrayoni) | खगपति (khagapati)
ZD-2900	odd-one-out	m·3+3	m	i-stem	Which word does NOT share the paradigm class of the others: गोष्ठपति (goṣṭhapati), सुदिवातण्डि (sudivātaṇḍi), गोविन्दसूरि (govindasūri), भङ्गिमन् (bhaṅgiman)?	भङ्गिमन् (bhaṅgiman)	भङ्गिमन् (bhaṅgiman) | सुदिवातण्डि (sudivātaṇḍi) | गोष्ठपति (goṣṭhapati) | गोविन्दसूरि (govindasūri)
ZD-2901	odd-one-out	m·3+3	m	i-stem	Which word does NOT share the paradigm class of the others: महागणपति (mahāgaṇapati), मधुकरसाहि (madhukarasāhi), सत्यधर्मविपुलकीर्ति (satyadharmavipulakīrti), एकविंशस्तोम (ekaviṃśastoma)?	एकविंशस्तोम (ekaviṃśastoma)	मधुकरसाहि (madhukarasāhi) | एकविंशस्तोम (ekaviṃśastoma) | महागणपति (mahāgaṇapati) | सत्यधर्मविपुलकीर्ति (satyadharmavipulakīrti)
ZD-2902	odd-one-out	m·3+3	m	i-stem	Which word does NOT share the paradigm class of the others: भूलिङ्गशकुनि (bhūliṅgaśakuni), बोधिसत्त्वबुद्धानुस्मृतिसमाधि (bodhisattvabuddhānusmṛtisamādhi), महाधनपति (mahādhanapati), शिल्गु (śilgu)?	शिल्गु (śilgu)	महाधनपति (mahādhanapati) | बोधिसत्त्वबुद्धानुस्मृतिसमाधि (bodhisattvabuddhānusmṛtisamādhi) | भूलिङ्गशकुनि (bhūliṅgaśakuni) | शिल्गु (śilgu)
ZD-2903	odd-one-out	m·3+3	m	i-stem	Which word does NOT share the paradigm class of the others: निशाचरपति (niśācarapati), नवनीतगणपति (navanītagaṇapati), शिवतत्त्वसुधानिधि (śivatattvasudhānidhi), सुषामन् (suṣāman)?	सुषामन् (suṣāman)	शिवतत्त्वसुधानिधि (śivatattvasudhānidhi) | सुषामन् (suṣāman) | नवनीतगणपति (navanītagaṇapati) | निशाचरपति (niśācarapati)
ZD-2904	odd-one-out	m·3+3	m	i-stem	Which word does NOT share the paradigm class of the others: दशग्रामपति (daśagrāmapati), लिङ्गप्रतिष्ठाविधि (liṅgapratiṣṭhāvidhi), मनुजपति (manujapati), आडू (āḍū)?	आडू (āḍū)	मनुजपति (manujapati) | आडू (āḍū) | दशग्रामपति (daśagrāmapati) | लिङ्गप्रतिष्ठाविधि (liṅgapratiṣṭhāvidhi)
ZD-2905	odd-one-out	n·5+2	n	u-stem	Which word does NOT share the paradigm class of the others: विराट्सु (virāṭsu), मध्वालु (madhvālu), दन्तशङ्कु (dantaśaṅku), करवीरकरम्भिन् (karavīrakarambhin)?	करवीरकरम्भिन् (karavīrakarambhin)	मध्वालु (madhvālu) | करवीरकरम्भिन् (karavīrakarambhin) | विराट्सु (virāṭsu) | दन्तशङ्कु (dantaśaṅku)
ZD-2906	odd-one-out	n·5+2	n	u-stem	Which word does NOT share the paradigm class of the others: कपिलवस्तु (kapilavastu), शिवदारु (śivadāru), मस्तदारु (mastadāru), अहमुत्तरत्व (ahamuttaratva)?	अहमुत्तरत्व (ahamuttaratva)	मस्तदारु (mastadāru) | अहमुत्तरत्व (ahamuttaratva) | कपिलवस्तु (kapilavastu) | शिवदारु (śivadāru)
ZD-2907	odd-one-out	n·5+2	n	u-stem	Which word does NOT share the paradigm class of the others: पुरवास्तु (puravāstu), वृद्धदारु (vṛddhadāru), त्रिपटु (tripaṭu), श्येनबृहत् (śyenabṛhat)?	श्येनबृहत् (śyenabṛhat)	श्येनबृहत् (śyenabṛhat) | त्रिपटु (tripaṭu) | वृद्धदारु (vṛddhadāru) | पुरवास्तु (puravāstu)
ZD-2908	odd-one-out	n·5+2	n	u-stem	Which word does NOT share the paradigm class of the others: शिलाजतु (śilājatu), प्रतिवस्तु (prativastu), सप्तचरु (saptacaru), ज्योतिःसामन् (jyotiḥsāman)?	ज्योतिःसामन् (jyotiḥsāman)	ज्योतिःसामन् (jyotiḥsāman) | सप्तचरु (saptacaru) | प्रतिवस्तु (prativastu) | शिलाजतु (śilājatu)
ZD-2909	odd-one-out	n·5+2	n	u-stem	Which word does NOT share the paradigm class of the others: सूक्ष्मदारु (sūkṣmadāru), भोगवस्तु (bhogavastu), जन्तुकम्बु (jantukambu), प्रतिदुह् (pratiduh)?	प्रतिदुह् (pratiduh)	भोगवस्तु (bhogavastu) | जन्तुकम्बु (jantukambu) | सूक्ष्मदारु (sūkṣmadāru) | प्रतिदुह् (pratiduh)
ZD-2910	odd-one-out	n·5+2	n	u-stem	Which word does NOT share the paradigm class of the others: वर्षावस्तु (varṣāvastu), अधरमधु (adharamadhu), त्रिमधु (trimadhu), वज्रभूमिरजस् (vajrabhūmirajas)?	वज्रभूमिरजस् (vajrabhūmirajas)	त्रिमधु (trimadhu) | वज्रभूमिरजस् (vajrabhūmirajas) | अधरमधु (adharamadhu) | वर्षावस्तु (varṣāvastu)
ZD-2911	odd-one-out	n·5+2	n	u-stem	Which word does NOT share the paradigm class of the others: सारदारु (sāradāru), रङ्गवस्तु (raṅgavastu), गन्धदारु (gandhadāru), सुधी (sudhī)?	सुधी (sudhī)	गन्धदारु (gandhadāru) | रङ्गवस्तु (raṅgavastu) | सुधी (sudhī) | सारदारु (sāradāru)
ZD-2912	odd-one-out	n·5+2	n	u-stem	Which word does NOT share the paradigm class of the others: वाङ्मधु (vāṅmadhu), यष्टीमधु (yaṣṭīmadhu), नासादारु (nāsādāru), हृदि (hṛdi)?	हृदि (hṛdi)	यष्टीमधु (yaṣṭīmadhu) | वाङ्मधु (vāṅmadhu) | नासादारु (nāsādāru) | हृदि (hṛdi)
ZD-2913	odd-one-out	mfn·8nb*+2	mfn	consonant-stem	Which word does NOT share the paradigm class of the others: वीरहन् (vīrahan), शत्रुहन् (śatruhan), अहिहन् (ahihan), सू (sū)?	सू (sū)	सू (sū) | शत्रुहन् (śatruhan) | वीरहन् (vīrahan) | अहिहन् (ahihan)
ZD-2914	odd-one-out	mfn·8nb*+2	mfn	consonant-stem	Which word does NOT share the paradigm class of the others: तमोहन् (tamohan), त्रिशीर्षन् (triśīrṣan), वसर्हन् (vasarhan), अभी (abhī)?	अभी (abhī)	अभी (abhī) | तमोहन् (tamohan) | वसर्हन् (vasarhan) | त्रिशीर्षन् (triśīrṣan)
ZD-2915	odd-one-out	mfn·8nb*+2	mfn	consonant-stem	Which word does NOT share the paradigm class of the others: पुरुत्मन् (purutman), अमीवहन् (amīvahan), अभिमातिहन् (abhimātihan), सुनीति (sunīti)?	सुनीति (sunīti)	सुनीति (sunīti) | पुरुत्मन् (purutman) | अभिमातिहन् (abhimātihan) | अमीवहन् (amīvahan)
ZD-2916	odd-one-out	mfn·8nb*+2	mfn	consonant-stem	Which word does NOT share the paradigm class of the others: यज्ञहन् (yajñahan), नृहन् (nṛhan), तृणजम्भन् (tṛṇajambhan), सक्तुश्री (saktuśrī)?	सक्तुश्री (saktuśrī)	नृहन् (nṛhan) | यज्ञहन् (yajñahan) | तृणजम्भन् (tṛṇajambhan) | सक्तुश्री (saktuśrī)
ZD-2917	odd-one-out	mfn·8nb*+2	mfn	consonant-stem	Which word does NOT share the paradigm class of the others: प्रतिवर्त्मन् (prativartman), त्र्युधन् (tryudhan), पुनर्हन् (punarhan), द्विस्तावा (dvistāvā)?	द्विस्तावा (dvistāvā)	द्विस्तावा (dvistāvā) | पुनर्हन् (punarhan) | त्र्युधन् (tryudhan) | प्रतिवर्त्मन् (prativartman)
ZD-2918	odd-one-out	mfn·8nb*+2	mfn	consonant-stem	Which word does NOT share the paradigm class of the others: ऋणवन् (ṛṇavan), सुलोमन् (suloman), सपत्नहन् (sapatnahan), पतिव्रता (pativratā)?	पतिव्रता (pativratā)	पतिव्रता (pativratā) | सपत्नहन् (sapatnahan) | ऋणवन् (ṛṇavan) | सुलोमन् (suloman)
ZD-2919	odd-one-out	mfn·8nb*+2	mfn	consonant-stem	Which word does NOT share the paradigm class of the others: वृत्रहन् (vṛtrahan), कृष्टिहन् (kṛṣṭihan), हरितजम्भन् (haritajambhan), विषासहि (viṣāsahi)?	विषासहि (viṣāsahi)	कृष्टिहन् (kṛṣṭihan) | वृत्रहन् (vṛtrahan) | विषासहि (viṣāsahi) | हरितजम्भन् (haritajambhan)
ZD-2920	odd-one-out	mfn·8nb*+2	mfn	consonant-stem	Which word does NOT share the paradigm class of the others: मनोहन् (manohan), भ्रातृव्यहन् (bhrātṛvyahan), सुजम्भन् (sujambhan), अग्रेभ्रू (agrebhrū)?	अग्रेभ्रू (agrebhrū)	भ्रातृव्यहन् (bhrātṛvyahan) | सुजम्भन् (sujambhan) | अग्रेभ्रू (agrebhrū) | मनोहन् (manohan)
ZD-2921	odd-one-out	f·5	f	u-stem	Which word does NOT share the paradigm class of the others: शितद्रु (śitadru), गवेधु (gavedhu), नागालाबु (nāgālābu), तुजि (tuji)?	तुजि (tuji)	तुजि (tuji) | गवेधु (gavedhu) | शितद्रु (śitadru) | नागालाबु (nāgālābu)
ZD-2922	odd-one-out	f·5	f	u-stem	Which word does NOT share the paradigm class of the others: सु (su), स्वर्गधेनु (svargadhenu), ऋजु (ṛju), आहिति (āhiti)?	आहिति (āhiti)	आहिति (āhiti) | सु (su) | ऋजु (ṛju) | स्वर्गधेनु (svargadhenu)
ZD-2923	odd-one-out	f·5	f	u-stem	Which word does NOT share the paradigm class of the others: प्रभु (prabhu), गातु (gātu), काकु (kāku), दामन् (dāman)?	दामन् (dāman)	गातु (gātu) | काकु (kāku) | प्रभु (prabhu) | दामन् (dāman)
ZD-2924	odd-one-out	f·5	f	u-stem	Which word does NOT share the paradigm class of the others: खर्जु (kharju), अहेरु (aheru), समदु (samadu), भोज्या (bhojyā)?	भोज्या (bhojyā)	खर्जु (kharju) | भोज्या (bhojyā) | अहेरु (aheru) | समदु (samadu)
ZD-2925	odd-one-out	f·5	f	u-stem	Which word does NOT share the paradigm class of the others: कर्णेन्दु (karṇendu), वपु (vapu), स्वरक्षु (svarakṣu), क्षेत्रसाति (kṣetrasāti)?	क्षेत्रसाति (kṣetrasāti)	क्षेत्रसाति (kṣetrasāti) | स्वरक्षु (svarakṣu) | वपु (vapu) | कर्णेन्दु (karṇendu)
ZD-2926	odd-one-out	f·5	f	u-stem	Which word does NOT share the paradigm class of the others: उडु (uḍu), वधु (vadhu), करेणु (kareṇu), सुवयस् (suvayas)?	सुवयस् (suvayas)	सुवयस् (suvayas) | वधु (vadhu) | उडु (uḍu) | करेणु (kareṇu)
ZD-2927	odd-one-out	f·5	f	u-stem	Which word does NOT share the paradigm class of the others: दनु (danu), अम्बायु (ambāyu), कर्णान्दु (karṇāndu), क्षौणी (kṣauṇī)?	क्षौणी (kṣauṇī)	दनु (danu) | अम्बायु (ambāyu) | क्षौणी (kṣauṇī) | कर्णान्दु (karṇāndu)
ZD-2928	odd-one-out	f·5	f	u-stem	Which word does NOT share the paradigm class of the others: कपीकच्छु (kapīkacchu), धु (dhu), अभ्रमु (abhramu), सीमन् (sīman)?	सीमन् (sīman)	कपीकच्छु (kapīkacchu) | अभ्रमु (abhramu) | धु (dhu) | सीमन् (sīman)
ZD-2929	odd-one-out	mfn·8√a+2	mfn	consonant-stem	Which word does NOT share the paradigm class of the others: सुभिषज् (subhiṣaj), उद्यतस्रुच् (udyatasruc), हरितस्रज् (haritasraj), शिवताति (śivatāti)?	शिवताति (śivatāti)	उद्यतस्रुच् (udyatasruc) | सुभिषज् (subhiṣaj) | हरितस्रज् (haritasraj) | शिवताति (śivatāti)
ZD-2930	odd-one-out	mfn·8√a+2	mfn	consonant-stem	Which word does NOT share the paradigm class of the others: शितिककुद् (śitikakud), प्रतिसदृश् (pratisadṛś), मृध्रवाच् (mṛdhravāc), सू (sū)?	सू (sū)	मृध्रवाच् (mṛdhravāc) | प्रतिसदृश् (pratisadṛś) | शितिककुद् (śitikakud) | सू (sū)
ZD-2931	odd-one-out	mfn·8√a+2	mfn	consonant-stem	Which word does NOT share the paradigm class of the others: अश्वनिर्णिज् (aśvanirṇij), चन्द्रनिर्णिज् (candranirṇij), हिरण्यस्रज् (hiraṇyasraj), सुनीति (sunīti)?	सुनीति (sunīti)	चन्द्रनिर्णिज् (candranirṇij) | सुनीति (sunīti) | हिरण्यस्रज् (hiraṇyasraj) | अश्वनिर्णिज् (aśvanirṇij)
ZD-2932	odd-one-out	mfn·8√a+2	mfn	consonant-stem	Which word does NOT share the paradigm class of the others: एकपद् (ekapad), मृतभ्रज् (mṛtabhraj), दध्याशिर् (dadhyāśir), सुनीति (sunīti)?	सुनीति (sunīti)	सुनीति (sunīti) | मृतभ्रज् (mṛtabhraj) | एकपद् (ekapad) | दध्याशिर् (dadhyāśir)
ZD-2933	odd-one-out	mfn·8√a+2	mfn	consonant-stem	Which word does NOT share the paradigm class of the others: अपापकृत् (apāpakṛt), हिरण्यसंदृश् (hiraṇyasaṃdṛś), पुष्करस्रज् (puṣkarasraj), संधित्सु (saṃdhitsu)?	संधित्सु (saṃdhitsu)	अपापकृत् (apāpakṛt) | संधित्सु (saṃdhitsu) | हिरण्यसंदृश् (hiraṇyasaṃdṛś) | पुष्करस्रज् (puṣkarasraj)
ZD-2934	odd-one-out	mfn·8√a+2	mfn	consonant-stem	Which word does NOT share the paradigm class of the others: रण्वसंदृश् (raṇvasaṃdṛś), सूर्यत्वच् (sūryatvac), षट्पद् (ṣaṭpad), केतपू (ketapū)?	केतपू (ketapū)	षट्पद् (ṣaṭpad) | केतपू (ketapū) | रण्वसंदृश् (raṇvasaṃdṛś) | सूर्यत्वच् (sūryatvac)
ZD-2935	odd-one-out	mfn·8√a+2	mfn	consonant-stem	Which word does NOT share the paradigm class of the others: त्वेषसंदृश् (tveṣasaṃdṛś), वर्षनिर्णिज् (varṣanirṇij), सहस्रद्वार् (sahasradvār), महाकेतु (mahāketu)?	महाकेतु (mahāketu)	महाकेतु (mahāketu) | त्वेषसंदृश् (tveṣasaṃdṛś) | वर्षनिर्णिज् (varṣanirṇij) | सहस्रद्वार् (sahasradvār)
ZD-2936	odd-one-out	mfn·8√a+2	mfn	consonant-stem	Which word does NOT share the paradigm class of the others: शितिभसद् (śitibhasad), यतस्रुच् (yatasruc), घृतनिर्णिज् (ghṛtanirṇij), दू (dū)?	दू (dū)	शितिभसद् (śitibhasad) | यतस्रुच् (yatasruc) | घृतनिर्णिज् (ghṛtanirṇij) | दू (dū)
ZD-2937	odd-one-out	mfn·2b	mfn	ā-stem	Which word does NOT share the paradigm class of the others: सप्तधा (saptadhā), श्रद्धा (śraddhā), अतिष्ठा (atiṣṭhā), पतिधर्मवती (patidharmavatī)?	पतिधर्मवती (patidharmavatī)	पतिधर्मवती (patidharmavatī) | अतिष्ठा (atiṣṭhā) | श्रद्धा (śraddhā) | सप्तधा (saptadhā)
ZD-2938	odd-one-out	mfn·2b	mfn	ā-stem	Which word does NOT share the paradigm class of the others: कर्मनिष्ठा (karmaniṣṭhā), महा (mahā), वन्धुरेष्ठा (vandhureṣṭhā), सह्वन् (sahvan)?	सह्वन् (sahvan)	सह्वन् (sahvan) | महा (mahā) | वन्धुरेष्ठा (vandhureṣṭhā) | कर्मनिष्ठा (karmaniṣṭhā)
ZD-2939	odd-one-out	mfn·2b	mfn	ā-stem	Which word does NOT share the paradigm class of the others: द्विस्तावा (dvistāvā), ऋतेजा (ṛtejā), तपुष्पा (tapuṣpā), जिह्मशी (jihmaśī)?	जिह्मशी (jihmaśī)	द्विस्तावा (dvistāvā) | ऋतेजा (ṛtejā) | तपुष्पा (tapuṣpā) | जिह्मशी (jihmaśī)
ZD-2940	odd-one-out	mfn·2b	mfn	ā-stem	Which word does NOT share the paradigm class of the others: पर्वतेष्ठा (parvateṣṭhā), निविडा (niviḍā), अनुष्ठा (anuṣṭhā), सरिन् (sarin)?	सरिन् (sarin)	सरिन् (sarin) | अनुष्ठा (anuṣṭhā) | निविडा (niviḍā) | पर्वतेष्ठा (parvateṣṭhā)
ZD-2941	odd-one-out	mfn·2b	mfn	ā-stem	Which word does NOT share the paradigm class of the others: वार्कार्या (vārkāryā), भरेषुजा (bhareṣujā), जरणिप्रा (jaraṇiprā), भर्तृमती (bhartṛmatī)?	भर्तृमती (bhartṛmatī)	भर्तृमती (bhartṛmatī) | भरेषुजा (bhareṣujā) | जरणिप्रा (jaraṇiprā) | वार्कार्या (vārkāryā)
ZD-2942	odd-one-out	mfn·2b	mfn	ā-stem	Which word does NOT share the paradigm class of the others: रभोदा (rabhodā), ज्मया (jmayā), मध्यमेष्ठा (madhyameṣṭhā), वलगहन् (valagahan)?	वलगहन् (valagahan)	ज्मया (jmayā) | वलगहन् (valagahan) | रभोदा (rabhodā) | मध्यमेष्ठा (madhyameṣṭhā)
