pack	sent_n	sent_sub	tok_idx	form_slp1	surface_ru	lemma_ru	root_ru	layer_hit
nala-1	9	2	4	BIma	Бхима	Бхима		surface+lemma
nala-1	9	2	5	parAkramAn	мощи	доблесть		surface+lemma
nala-2	1	1	0	bfhadaSva	Брихадашва	Брихадашва		surface+lemma
nala-2	1	1	1	uvAca	сказал	сказал	сказал	surface+lemma+root
nala-2	1	2	0	damayantI	Дамаянти	Дамаянти		surface+lemma
nala-2	1	2	1	tu	же	же	же	surface+lemma+root
nala-2	1	2	2	tat	то	он		surface+lemma
nala-2	1	2	3	SrutvA	услышав	услышав	услышав	surface+lemma+root
nala-2	1	2	4	vaco	слово	слова		surface+lemma
nala-2	1	2	5	haMsasya		гуси		lemma
nala-2	1	2	6	BArata	потомок Бхараты	потомок Бхараты		surface+lemma
nala-2	1	3	0	tadA	тогда	тогда		surface+lemma
nala-2	1	3	1	praBfti	с	с		surface+lemma
nala-2	1	3	2	na	не	не		surface+lemma
nala-2	1	3	3	svasTA	спокойна	здоров		surface+lemma
nala-2	1	3	4	nalaM	Налу	Нала		surface+lemma
nala-2	1	3	5	prati	к	к		surface+lemma
nala-2	1	3	6	baBUva	стал	будет	будет	surface+lemma+root
nala-2	1	3	7	sA	она	он		surface+lemma
nala-2	10	1	0	hasti	слонов	слонов		surface+lemma
nala-2	10	1	1	aSva	коней	коней		surface+lemma
nala-2	10	1	2	raTa	колесницу	колесницу		surface+lemma
nala-2	10	1	3	GozeRa	звоном	шум		surface+lemma
nala-2	10	1	4	nAdayanto		оглашая	оглашая	lemma+root
nala-2	10	1	5	vasuMDarAm		земля		lemma
nala-2	10	2	0	vicitra	различные	различные		surface+lemma
nala-2	10	2	1	mAlya	венки	венки		surface+lemma
nala-2	10	2	2	ABaraREH		украшения		lemma
nala-2	10	2	3	balEr		войско		lemma
nala-2	10	2	4	dfSyEH				none
nala-2	10	2	5	su	хорошенько	выжимающего	выжимающего	surface+lemma+root
nala-2	10	2	6	alaMkftEH		украшенные	сделал	lemma+root
nala-2	11	1	0	etasminn	в это же	это		surface+lemma
nala-2	11	1	1	eva	именно	именно		surface+lemma
nala-2	11	1	2	kAle	время	время		surface+lemma
nala-2	11	1	3	tu	же	же	же	surface+lemma+root
nala-2	11	1	4	purARO		древний		lemma
nala-2	11	1	5	fzi	риши	риши		surface+lemma
nala-2	11	1	6	sattamO		достойнейший		lemma
nala-2	11	2	0	awamAnO		странствующий	странствующий	lemma+root
nala-2	11	2	1	mahAtmanO		великий духом		lemma
nala-2	11	2	2	indra	Индра	Индра		surface+lemma
nala-2	11	2	3	lokam	мир	мир		surface+lemma
nala-2	11	2	4	ito	отсюда	отсюда		surface+lemma
nala-2	11	2	5	gatO		отправился	пришел	lemma+root
nala-2	12	1	0	nAradaH	Нарада	Нарада		surface+lemma
nala-2	12	1	1	parvataS		горы		lemma
nala-2	12	1	2	ca	и	и		surface+lemma
nala-2	12	1	3	eva	именно	именно		surface+lemma
nala-2	12	1	4	mahAtmAnO		великий духом		lemma
nala-2	12	1	5	mahA	великий	великий		surface+lemma
nala-2	12	1	6	vratO		обет		lemma
nala-2	12	2	0	devarAjasya	Царя богов	царь богов		surface+lemma
nala-2	12	2	1	BavanaM	домой	дом		surface+lemma
nala-2	12	2	2	viviSate		племен	вошел	lemma+root
nala-2	12	2	3	su	хорошенько	выжимающего	выжимающего	surface+lemma+root
nala-2	12	2	4	pUjitO		почтил	почтив	lemma+root
nala-2	13	1	0	tO		он		lemma
nala-2	13	1	1	arcitvA	Почтив	воспоют	почтив	surface+lemma+root
nala-2	13	1	2	sahasrAkzas		Тысячеглазый		lemma
nala-2	13	1	3	tataH	тогда	тогда		surface+lemma
nala-2	13	1	4	kuSalam	о здоровье	искусен		surface+lemma
nala-2	13	1	5	avyayam	неизменный	нетленный		surface+lemma
nala-2	13	2	0	papracCa	спросил	спросил	спросил	surface+lemma+root
nala-2	13	2	1	anAmayam	о здоровье	безболезненные		surface+lemma
nala-2	13	2	2	ca	и	и		surface+lemma
nala-2	13	2	3	api	также	также		surface+lemma
nala-2	13	2	4	tayoH	их	он		surface+lemma
nala-2	13	2	5	sarva	все	все		surface+lemma
nala-2	13	2	6	gatam	приходите	отправился	пришел	surface+lemma+root
nala-2	13	2	7	viBuH	владыка	владыка		surface+lemma
nala-2	14	1	0	nArada	Нарада	Нарада		surface+lemma
nala-2	14	1	1	uvAca	сказал	сказал	сказал	surface+lemma+root
nala-2	14	2	0	AvayoH	нашу	я	я	surface+lemma+root
nala-2	14	2	1	kuSalaM	о благополучии	искусен		surface+lemma
nala-2	14	2	2	deva	боги	боги		surface+lemma
nala-2	14	2	3	sarvatragatam		предела		lemma
nala-2	14	2	4	ISvara	Ишвара	владыка		surface+lemma
nala-2	14	3	0	loke	в мире	мир		surface+lemma
nala-2	14	3	1	ca	и	и		surface+lemma
nala-2	14	3	2	maGavan	щедрый	щедрый		surface+lemma
nala-2	14	3	3	kftsne	всем	весь		surface+lemma
nala-2	14	3	4	nfpAH	цари	царь		surface+lemma
nala-2	14	3	5	kuSalino		благополучен		lemma
nala-2	14	3	6	viBo	владыка	владыка		surface+lemma
nala-2	15	1	0	bfhadaSva	Брихадашва	Брихадашва		surface+lemma
nala-2	15	1	1	uvAca	сказал	сказал	сказал	surface+lemma+root
nala-2	15	2	0	nAradasya	Нарады	Нарада		surface+lemma
nala-2	15	2	1	vacaH	слова	слова		surface+lemma
nala-2	15	2	2	SrutvA	услышав	услышав	услышав	surface+lemma+root
nala-2	15	2	3	papracCa	спросил	спросил	спросил	surface+lemma+root
nala-2	15	2	4	bala	сила	войско		surface+lemma
nala-2	15	2	5	vftra	Вритру	Вритру		surface+lemma
nala-2	15	2	6	hA	о	убит	убит	surface+lemma+root
nala-2	15	3	0	Darma	дхарма	дхарма		surface+lemma
nala-2	15	3	1	jYAH		знаю		lemma
nala-2	15	3	2	pfTivIpAlAs		хранитель земли		lemma
nala-2	15	3	3	tyakta	оставленный	оставив	оставив	surface+lemma+root
nala-2	15	3	4	jIvita	жизнь	жизнь		surface+lemma
nala-2	15	3	5	yoDinaH	воины	сражающихся		surface+lemma
nala-2	16	1	0	SastreRa	оружием	оружие		surface+lemma
nala-2	16	1	1	niDanaM	смерть	смерть		surface+lemma
nala-2	16	1	2	kAle	время	время		surface+lemma
nala-2	16	1	3	ye	которые	что		surface+lemma
nala-2	16	1	4	gacCanti	идут	отправился	пришел	surface+lemma+root
nala-2	16	1	5	a	о	о		surface+lemma
nala-2	16	1	6	parANmuKAH	отвратившись	повернули вспять		surface+lemma
nala-2	16	2	0	ayaM	этот	это		surface+lemma
nala-2	16	2	1	loko	мир	мир		surface+lemma
nala-2	16	2	2	kzayas		нетленные		lemma
nala-2	16	2	3	tezAM	их	он		surface+lemma
nala-2	16	2	4	yaTA	как	как		surface+lemma
nala-2	16	2	5	eva	именно	именно		surface+lemma
nala-2	16	2	6	mama	мне	я	я	surface+lemma+root
nala-2	16	2	7	kAmaDuk	корова желаний	корова желаний		surface+lemma
nala-2	17	1	0	kva	где	где		surface+lemma
nala-2	17	1	1	nu	же	же	же	surface+lemma+root
nala-2	17	1	2	te	тебе	он		surface+lemma
nala-2	17	1	3	kzatriyAH	кшатрии	кшатрий		surface+lemma
nala-2	17	1	4	SUrA	герои	герой		surface+lemma
nala-2	17	1	5	na	не	не		surface+lemma
nala-2	17	1	6	hi	ведь	ведь	ведь	surface+lemma+root
nala-2	17	1	7	paSyAmi	вижу	вижу	вижу	surface+lemma+root
nala-2	17	1	8	tAn	их	он		surface+lemma
nala-2	17	1	9	aham	я	я	я	surface+lemma+root
nala-2	17	2	0	AgacCato		пришел	пришел	lemma+root
nala-2	17	2	1	mahIpAlAn	царю	хранитель земли		surface+lemma
nala-2	17	2	2	atiTIn	гостей	гость		surface+lemma
nala-2	17	2	3	dayitAn		любимый		lemma
nala-2	17	2	4	mama	мне	я	я	surface+lemma+root
nala-2	18	1	0	evam	так	так		surface+lemma
nala-2	18	1	1	uktas	попрошенный	сказал	сказал	surface+lemma+root
nala-2	18	1	2	tu	же	же	же	surface+lemma+root
nala-2	18	1	3	SakreRa	Шакрой	Шакра		surface+lemma
nala-2	18	1	4	nAradaH	Нарада	Нарада		surface+lemma
nala-2	18	1	5	pratyaBAzata	сказал	сказал	сказал	surface+lemma+root
nala-2	18	2	0	SfRu	слушай	услышав	услышав	surface+lemma+root
nala-2	18	2	1	me	мне	я	я	surface+lemma+root
nala-2	18	2	2	Bagavan	владыка	почтенный		surface+lemma
nala-2	18	2	3	yena	которым			surface
nala-2	18	2	4	na	не	не		surface+lemma
nala-2	18	2	5	dfSyante	видны	увидев	увидев	surface+lemma+root
nala-2	18	2	6	mahIkzitaH	владыки земли	царей		surface+lemma
nala-2	19	1	0	vidarBa	Видарбху	Видарбху		surface+lemma
nala-2	19	1	1	rAja	царя	царь		surface+lemma
nala-2	19	1	2	duhitrI		дочь		lemma
nala-2	19	1	3	damayantI	Дамаянти	Дамаянти		surface+lemma
nala-2	19	1	4	iti	так	так		surface+lemma
nala-2	19	1	5	viSrutA	известна	прославленный	услышав	surface+lemma+root
nala-2	19	2	0	rUpeRa	красотой	образ		surface+lemma
nala-2	19	2	1	samatikrAntA	исполнен	прорвавшихся	вышел	surface+lemma+root
nala-2	19	2	2	pfTivyAM	на земле	земля		surface+lemma
nala-2	19	2	3	sarva	все	все		surface+lemma
nala-2	19	2	4	yozitaH	женщины	женщины		surface+lemma
nala-2	2	1	0	tataS	затем	тогда		surface+lemma
nala-2	2	1	1	cintA	мысль	мысль		surface+lemma
nala-2	2	1	2	parA	прочь	высшее		surface+lemma
nala-2	2	1	3	dInA	удрученная	несчастный		surface+lemma
nala-2	2	1	4	vivarRa	бледным	бледна		surface+lemma
nala-2	2	1	5	vadanA	лицами	лицо		surface+lemma
nala-2	2	1	6	kfSA	исхудавшую	Криша		surface+lemma
nala-2	2	2	0	baBUva	стал	будет	будет	surface+lemma+root
nala-2	2	2	1	damayantI	Дамаянти	Дамаянти		surface+lemma
nala-2	2	2	2	tu	же	же	же	surface+lemma+root
nala-2	2	2	3	niHSvAsa	вздохи	вздохи		surface+lemma
nala-2	2	2	4	paramA	высшего	высшее		surface+lemma
nala-2	2	2	5	tadA	тогда	тогда		surface+lemma
nala-2	20	1	0	tasyAH	ее	он		surface+lemma
nala-2	20	1	1	svayaMvaraH	сваямвару	сваямвара		surface+lemma
nala-2	20	1	2	Sakra	Шакра	Шакра		surface+lemma
nala-2	20	1	3	BavitA	будет	будет	будет	surface+lemma+root
nala-2	20	1	4	nacirAd		скоро		lemma
nala-2	20	1	5	iva	как	как		surface+lemma
nala-2	20	2	0	tatra	там	там		surface+lemma
nala-2	20	2	1	gacCanti	идут	отправился	пришел	surface+lemma+root
nala-2	20	2	2	rAjAno	цари	царь		surface+lemma
nala-2	20	2	3	rAja	царя	царь		surface+lemma
nala-2	20	2	4	putrAH	сыновья	сын		surface+lemma
nala-2	20	2	5	ca	и	и		surface+lemma
nala-2	20	2	6	sarvaSaH	все	все		surface+lemma
nala-2	21	1	0	tAM	ее	он		surface+lemma
nala-2	21	1	1	ratna	сокровище	сокровище		surface+lemma
nala-2	21	1	2	BUtAm	славы	будет	будет	surface+lemma+root
nala-2	21	1	3	lokasya	мира	мир		surface+lemma
nala-2	21	1	4	prArTayanto		домогаться	домогаться	lemma+root
nala-2	21	1	5	mahIkzitaH	владыки земли	царей		surface+lemma
nala-2	21	2	0	kANkzanti	стремятся достичь	желает	желает	surface+lemma+root
nala-2	21	2	1	sma	же	же		surface+lemma
nala-2	21	2	2	viSezeRa	особенно	особенно		surface+lemma
nala-2	21	2	3	bala	сила	войско		surface+lemma
nala-2	21	2	4	vftra	Вритру	Вритру		surface+lemma
nala-2	21	2	5	nizUdanEH		уничтожит		lemma
nala-2	22	1	0	etasmin	это	это		surface+lemma
nala-2	22	1	1	kaTyamAne		рассказал	рассказал	lemma+root
nala-2	22	1	2	tu	же	же	же	surface+lemma+root
nala-2	22	1	3	lokapAlAS		Хранители мира		lemma
nala-2	22	1	4	ca	и	и		surface+lemma
nala-2	22	1	5	sa	он			surface
nala-2	22	1	6	agnikAH				none
nala-2	22	2	0	Ajagmur	Двинулись	пришел	пришел	surface+lemma+root
nala-2	22	2	1	devarAjasya	Царя богов	царь богов		surface+lemma
nala-2	22	2	2	samIpam	к	к		surface+lemma
nala-2	22	2	3	amara	бессмертные	бессмертные		surface+lemma
nala-2	22	2	4	uttamAH	нежные	высшее		surface+lemma
nala-2	23	1	0	tatas	тогда	тогда		surface+lemma
nala-2	23	1	1	tat	то	он		surface+lemma
nala-2	23	1	2	SuSruvuH	услышали	услышав	услышав	surface+lemma+root
nala-2	23	1	3	sarve	все	все		surface+lemma
nala-2	23	1	4	nAradasya	Нарады	Нарада		surface+lemma
nala-2	23	1	5	vaco	слово	слова		surface+lemma
nala-2	23	1	6	mahat	великое	великий		surface+lemma
nala-2	23	2	0	SrutvA	услышав	услышав	услышав	surface+lemma+root
nala-2	23	2	1	ca	и	и		surface+lemma
nala-2	23	2	2	eva	именно	именно		surface+lemma
nala-2	23	2	3	abruvan	сказали	сказал	сказал	surface+lemma+root
nala-2	23	2	4	hfzwA	радостно	радостно	радостно	surface+lemma+root
nala-2	23	2	5	gacCAmo		отправился	пришел	lemma+root
nala-2	23	2	6	vayam	мы	я	я	surface+lemma+root
nala-2	23	2	7	api	также	также		surface+lemma
nala-2	23	2	8	uta	и	и		surface+lemma
nala-2	24	1	0	tataH	тогда	тогда		surface+lemma
nala-2	24	1	1	sarve	все	все		surface+lemma
nala-2	24	1	2	mahA	великий	великий		surface+lemma
nala-2	24	1	3	rAjEH		царь		lemma
nala-2	24	1	4	sa	он			surface
nala-2	24	1	5	gaRAH	сонмы	сонмы		surface+lemma
nala-2	24	1	6	saha	с	с		surface+lemma
nala-2	24	1	7	vAhanAH	на конях	упряжных животных		surface+lemma
nala-2	24	2	0	vidarBAn	страны видарбхов	Видарбху		surface+lemma
nala-2	24	2	1	aBito	вокруг	вокруг	вокруг	surface+lemma+root
nala-2	24	2	2	jagmur	шли	отправился	пришел	surface+lemma+root
nala-2	24	2	3	yatra	где	где		surface+lemma
nala-2	24	2	4	sarve	все	все		surface+lemma
nala-2	24	2	5	mahIkzitaH	владыки земли	царей		surface+lemma
nala-2	25	1	0	nalo	Нала	Нала		surface+lemma
nala-2	25	1	1	pi	и	также		surface+lemma
nala-2	25	1	2	rAjA	царь	царь		surface+lemma
nala-2	25	1	3	kOnteya				none
nala-2	25	1	4	SrutvA	услышав	услышав	услышав	surface+lemma+root
nala-2	25	1	5	rAjYAM	царей	царь		surface+lemma
nala-2	25	1	6	samAgamam	о встрече	встреча		surface+lemma
nala-2	25	2	0	aByagacCad		явился	пришел	lemma+root
nala-2	25	2	1	a	о	о		surface+lemma
nala-2	25	2	2	dIna	несчастный	несчастный		surface+lemma
nala-2	25	2	3	AtmA	Атман	себя		surface+lemma
nala-2	25	2	4	damayantIm	Дамаянти	Дамаянти		surface+lemma
nala-2	25	2	5	anuvrataH	предан	верна		surface+lemma
nala-2	26	1	0	aTa	и	и		surface+lemma
nala-2	26	1	1	devAH	боги	боги		surface+lemma
nala-2	26	1	2	paTi	на пути	путь		surface+lemma
nala-2	26	1	3	nalaM	Налу	Нала		surface+lemma
nala-2	26	1	4	dadfSur	оглядывали	увидев	увидев	surface+lemma+root
nala-2	26	1	5	BU	будет	будет	будет	surface+lemma+root
nala-2	26	1	6	tale	на	на		surface+lemma
nala-2	26	1	7	sTitam	стоящего	пребывает	пребывает	surface+lemma+root
nala-2	26	2	0	sAkzAd	воплощенная	воочию		surface+lemma
nala-2	26	2	1	iva	как	как		surface+lemma
nala-2	26	2	2	sTitaM	утверждено	пребывает	пребывает	surface+lemma+root
nala-2	26	2	3	mUrtyA		воплощение		lemma
nala-2	26	2	4	manmaTaM		Манматха		lemma
nala-2	26	2	5	rUpa	образ	образ		surface+lemma
nala-2	26	2	6	saMpadA		стал	достигает	lemma+root
nala-2	27	1	0	taM	его	он		surface+lemma
nala-2	27	1	1	dfzwvA	увидев	увидев	увидев	surface+lemma+root
nala-2	27	1	2	lokapAlAs		Хранители мира		lemma
nala-2	27	1	3	te	тебе	он		surface+lemma
nala-2	27	1	4	BrAjamAnaM	лучезарного	сверкающие	сверкающие	surface+lemma+root
nala-2	27	1	5	yaTA	как	как		surface+lemma
nala-2	27	1	6	ravim	солнце	солнце		surface+lemma
nala-2	27	2	0	tasTur	следовали	пребывает	пребывает	surface+lemma+root
nala-2	27	2	1	vigata	оставив	рассеяла	пришел	surface+lemma+root
nala-2	27	2	2	saMkalpAH	решения	воля		surface+lemma
nala-2	27	2	3	vismitA	изумленная	изумленные	улыбаясь	surface+lemma+root
nala-2	27	2	4	rUpa	образ	образ		surface+lemma
nala-2	27	2	5	saMpadA		стал	достигает	lemma+root
nala-2	28	1	0	tato	тогда	тогда		surface+lemma
nala-2	28	1	1	ntarikze		воздушное пространство		lemma
nala-2	28	1	2	vizwaBya	Поддерживая	Поддерживая	Поддерживая	surface+lemma+root
nala-2	28	1	3	vimAnAni	дворцы	колесница		surface+lemma
nala-2	28	1	4	divOkasaH				none
nala-2	28	2	0	abruvan	сказали	сказал	сказал	surface+lemma+root
nala-2	28	2	1	nEzaDaM				none
nala-2	28	2	2	rAjann	царь	царь		surface+lemma
nala-2	28	2	3	avatIrya	сойдя	сойдя	сойдя	surface+lemma+root
nala-2	28	2	4	naBastalAt	с небес	небосвод		surface+lemma
nala-2	29	1	0	Bo	о	о		surface+lemma
nala-2	29	1	1	Bo	о	о		surface+lemma
nala-2	29	1	2	nEzaDa				none
nala-2	29	1	3	rAja	царя	царь		surface+lemma
nala-2	29	1	4	indrEH		Индра		lemma
nala-2	29	1	5	nala	Нала	Нала		surface+lemma
nala-2	29	1	6	satya	правду	правду		surface+lemma
nala-2	29	1	7	vrataH	обету	обет		surface+lemma
nala-2	29	1	8	BavAn	ты	ты		surface+lemma
nala-2	29	2	0	asmAkaM	нам	я	я	surface+lemma+root
nala-2	29	2	1	kuru	куру	сделал	сделал	surface+lemma+root
nala-2	29	2	2	sAhAyyaM		помощь		lemma
nala-2	29	2	3	dUto	вестником	вестник		surface+lemma
nala-2	29	2	4	Bava	будь	будет	будет	surface+lemma+root
nala-2	29	2	5	nara	человек	человек		surface+lemma
nala-2	29	2	6	uttamEH		высшее		lemma
nala-2	3	1	0	UrDva	вверх	вверх		surface+lemma
nala-2	3	1	1	dfzwiH	взгляд	взгляд		surface+lemma
nala-2	3	1	2	DyAna	созерцание	созерцание		surface+lemma
nala-2	3	1	3	parA	прочь	высшее		surface+lemma
nala-2	3	1	4	baBUva	стал	будет	будет	surface+lemma+root
nala-2	3	1	5	unmatta	безумный	безумный	я	surface+lemma+root
nala-2	3	1	6	darSanA	жена	видение		surface+lemma
nala-2	3	2	0	na	не	не		surface+lemma
nala-2	3	2	1	SayyA	ложе	ложе		surface+lemma
nala-2	3	2	2	Asana	сиденье	сиденье		surface+lemma
nala-2	3	2	3	Bogezu	к усладам	наслаждения		surface+lemma
nala-2	3	2	4	ratiM		радость		lemma
nala-2	3	2	5	vindati	обретает	знает	знает	surface+lemma+root
nala-2	3	2	6	karhicit	никогда	никогда		surface+lemma
nala-2	4	1	0	na	не	не		surface+lemma
nala-2	4	1	1	naktaM	ночью	ночью		surface+lemma
nala-2	4	1	2	na	не	не		surface+lemma
nala-2	4	1	3	divA	днем	днем		surface+lemma
nala-2	4	1	4	Sete	лежит	лежит	лежит	surface+lemma+root
nala-2	4	1	5	hA	о	оставив	оставив	surface+lemma+root
nala-2	4	1	6	hA	о	оставив	оставив	surface+lemma+root
nala-2	4	1	7	iti	так	так		surface+lemma
nala-2	4	1	8	vadatI	твердила	говорят	говорят	surface+lemma+root
nala-2	4	1	9	muhuH	поминутно	то и дело		surface+lemma
nala-2	4	2	0	tAm	ее	он		surface+lemma
nala-2	4	2	1	asvasTAM		неспокойный		lemma
nala-2	4	2	2	tad	то	он		surface+lemma
nala-2	4	2	3	AkArAm	поведение	видом		surface+lemma
nala-2	4	2	4	saKyas		подруга		lemma
nala-2	4	2	5	tA	эти	он		surface+lemma
nala-2	4	2	6	jajYur		родился	родился	lemma+root
nala-2	4	2	7	iNgitEH		движениям		lemma
nala-2	5	1	0	tato	тогда	тогда		surface+lemma
nala-2	5	1	1	vidarBa	Видарбху	Видарбху		surface+lemma
nala-2	5	1	2	pataye	господина	мужа		surface+lemma
nala-2	5	1	3	damayantyAH	Дамаянти	Дамаянти		surface+lemma
nala-2	5	1	4	saKI	подруга	подруга		surface+lemma
nala-2	5	1	5	gaRaH	стая	сонмы		surface+lemma
nala-2	5	2	0	nyavedayata	Рассказал	поведал	поведал	surface+lemma+root
nala-2	5	2	1	na	не	не		surface+lemma
nala-2	5	2	2	svasTAM		здоров		lemma
nala-2	5	2	3	damayantIM	Дамаянти	Дамаянти		surface+lemma
nala-2	5	2	4	nareSvara	владыка людей	владыка людей		surface+lemma
nala-2	6	1	0	tat	то	он		surface+lemma
nala-2	6	1	1	SrutvA	услышав	услышав	услышав	surface+lemma+root
nala-2	6	1	2	nfpatir	царь	царь		surface+lemma
nala-2	6	1	3	BImo	Бхима	Бхима		surface+lemma
nala-2	6	1	4	damayantI	Дамаянти	Дамаянти		surface+lemma
nala-2	6	1	5	saKI	подруга	подруга		surface+lemma
nala-2	6	1	6	gaRAt		сонмы		lemma
nala-2	6	2	0	cintayAmAsa	подумал	подумал	подумал	surface+lemma+root
nala-2	6	2	1	tat	то	он		surface+lemma
nala-2	6	2	2	kAryaM	дело	дело		surface+lemma
nala-2	6	2	3	su	хорошенько	выжимающего	выжимающего	surface+lemma+root
nala-2	6	2	4	mahat	великое	великий		surface+lemma
nala-2	6	2	5	svAM	свою	свой		surface+lemma
nala-2	6	2	6	sutAM	выжатым (сокам)	дочь		surface+lemma
nala-2	6	2	7	prati	к	к		surface+lemma
nala-2	7	1	0	sa	он	он		surface+lemma
nala-2	7	1	1	samIkzya	увидев	увидев	увидев	surface+lemma+root
nala-2	7	1	2	mahIpAlaH	царь	хранитель земли		surface+lemma
nala-2	7	1	3	svAM	свою	свой		surface+lemma
nala-2	7	1	4	sutAM	выжатым (сокам)	дочь		surface+lemma
nala-2	7	1	5	prApta	достиг	достигнув	достигает	surface+lemma+root
nala-2	7	1	6	yOvanAm				none
nala-2	7	2	0	apaSyad	смотрел	вижу	вижу	surface+lemma+root
nala-2	7	2	1	AtmanaH	себя	себя		surface+lemma
nala-2	7	2	2	kAryaM	дело	дело		surface+lemma
nala-2	7	2	3	damayantyAH	Дамаянти	Дамаянти		surface+lemma
nala-2	7	2	4	svayaMvaram	сваямваре	сваямвара		surface+lemma
nala-2	8	1	0	sa	он	он		surface+lemma
nala-2	8	1	1	saMnipAtayAmAsa		призвал	повержен	lemma+root
nala-2	8	1	2	mahIpAlAn	царю	хранитель земли		surface+lemma
nala-2	8	1	3	viSAM	племен	племен	вошел	surface+lemma+root
nala-2	8	1	4	pate	владыка	мужа		surface+lemma
nala-2	8	2	0	anuBUyatAm	приходите	подвержено	будет	surface+lemma+root
nala-2	8	2	1	ayaM	этот	это		surface+lemma
nala-2	8	2	2	vIrAH	герои	герой		surface+lemma
nala-2	8	2	3	svayaMvara	сваямвара	сваямвара		surface+lemma
nala-2	8	2	4	iti	так	так		surface+lemma
nala-2	8	2	5	praBo	владыка	владыка		surface+lemma
nala-2	9	1	0	SrutvA	услышав	услышав	услышав	surface+lemma+root
nala-2	9	1	1	tu	же	же	же	surface+lemma+root
nala-2	9	1	2	pArTivAH	цари	царь		surface+lemma
nala-2	9	1	3	sarve	все	все		surface+lemma
nala-2	9	1	4	damayantyAH	Дамаянти	Дамаянти		surface+lemma
nala-2	9	1	5	svayaMvaram	сваямваре	сваямвара		surface+lemma
nala-2	9	2	0	aBijagmus		явился	пришел	lemma+root
nala-2	9	2	1	tadA	тогда	тогда		surface+lemma
nala-2	9	2	2	BImaM	Бхиму	Бхима		surface+lemma
nala-2	9	2	3	rAjAno	цари	царь		surface+lemma
nala-2	9	2	4	BIma	Бхима	Бхима		surface+lemma
nala-2	9	2	5	SAsanAt	по повелению	повелению		surface+lemma
nala-3	1	1	0	bfhadaSva	Брихадашва	Брихадашва		surface+lemma
nala-3	1	1	1	uvAca	сказал	сказал	сказал	surface+lemma+root
nala-3	1	2	0	teByaH	от них	он		surface+lemma
nala-3	1	2	1	pratijYAya	обещал	обещаю	зная	surface+lemma+root
nala-3	1	2	2	nalaH	Нала	Нала		surface+lemma
nala-3	1	2	3	karizya	Исполню	сделал	сделал	surface+lemma+root
nala-3	1	2	4	iti	так	так		surface+lemma
nala-3	1	2	5	BArata	потомок Бхараты	потомок Бхараты		surface+lemma
nala-3	1	3	0	aTa	и	и		surface+lemma
nala-3	1	3	1	enAn	их	его		surface+lemma
nala-3	1	3	2	paripapracCa	спросил	вопросил	спросил	surface+lemma+root
nala-3	1	3	3	kfta	сделано	сделал	сделал	surface+lemma+root
nala-3	1	3	4	aYjaliH	руки	руки		surface+lemma
nala-3	1	3	5	avasTitaH	пребываю	пребывает	пребывает	surface+lemma+root
nala-3	10	1	0	pravekzyasi	Проникнешь	вошел	вошел	surface+lemma+root
nala-3	10	1	1	iti	так	так		surface+lemma
nala-3	10	1	2	taM	его	он		surface+lemma
nala-3	10	1	3	SakraH	Шакра	Шакра		surface+lemma
nala-3	10	1	4	punar	снова	снова		surface+lemma
nala-3	10	1	5	eva	именно	именно		surface+lemma
nala-3	10	1	6	aByaBAzata	сказал	сказал	сказал	surface+lemma+root
nala-3	10	2	0	jagAma	отправился	отправился	пришел	surface+lemma+root
nala-3	10	2	1	sa	он	он		surface+lemma
nala-3	10	2	2	taTA	так	так		surface+lemma
nala-3	10	2	3	iti	так	так		surface+lemma
nala-3	10	2	4	uktvA	сказав	сказал	сказал	surface+lemma+root
nala-3	10	2	5	damayantyA	Дамаянти	Дамаянти		surface+lemma
nala-3	10	2	6	niveSanam	во дворец	дворец		surface+lemma
nala-3	11	1	0	dadarSa	увидел	увидев	увидев	surface+lemma+root
nala-3	11	1	1	tatra	там	там		surface+lemma
nala-3	11	1	2	vEdarBIM				none
nala-3	11	1	3	saKI	подруга	подруга		surface+lemma
nala-3	11	1	4	gaRa	сонмы	сонмы		surface+lemma
nala-3	11	1	5	samAvftAm	разрушенный	окруженный	окруженный	surface+lemma+root
nala-3	11	2	0	dedIpyamAnAM		блистая	блистая	lemma+root
nala-3	11	2	1	vapuzA	красотой	тело		surface+lemma
nala-3	11	2	2	SriyA	красотою	Шри	Шри	surface+lemma+root
nala-3	11	2	3	ca	и	и		surface+lemma
nala-3	11	2	4	varavarRinIm	прекрасную женщину	красавица		surface+lemma
nala-3	12	1	0	atIva	очень	очень		surface+lemma
nala-3	12	1	1	su	хорошенько	выжимающего	выжимающего	surface+lemma+root
nala-3	12	1	2	kumAra	царевич	царевич		surface+lemma
nala-3	12	1	3	aNgAm		тело		lemma
nala-3	12	1	4	tanu	тело	тело		surface+lemma
nala-3	12	1	5	maDyAm		среди		lemma
nala-3	12	1	6	su	хорошенько	выжимающего	выжимающего	surface+lemma+root
nala-3	12	1	7	locanAm	царице	глазами		surface+lemma
nala-3	12	2	0	AkzipantIm	оттолкнула	бросил	метнул	surface+lemma+root
nala-3	12	2	1	iva	как	как		surface+lemma
nala-3	12	2	2	ca	и	и		surface+lemma
nala-3	12	2	3	BAH	свет	сияет	кажется	surface+lemma+root
nala-3	12	2	4	SaSinaH	лунного	луна		surface+lemma
nala-3	12	2	5	svena	своим	свой		surface+lemma
nala-3	12	2	6	tejasA	блеском	блеск		surface+lemma
nala-3	13	1	0	tasya	его	он		surface+lemma
