verse	widx	gold_form	gold_lemma	gold_pos	gold_morph	dcs_forms	dcs_lemmas	dcs_upos	class	note
17.22	7	asat-kṛtam	asat-kṛtam	indeclinable		asatkṛtam	asatkṛ	VERB	POS_DIFF	
17.22	8	avajñātam	avajñātam	indeclinable		avajñātam	avajñā	VERB	POS_DIFF	
17.22	9	tat	tat	pronoun	nom/sg/n	tat	tad	PRON	LEMMA_DIFF	
17.22	10	tāmasam	tāmasa	nominal	nom/sg/n	tāmasam	tāmasa	ADJ	OK	
17.22	11	udāhṛtam	ud-ā-hṛta	participle	nom/sg/n	udāhṛtam	udāhṛ	VERB	OK	
ch7706						oṃ	oṃ	INTJ	UNALIGNED_DCS	extra DCS token
ch7706						tat	tad	PRON	UNALIGNED_DCS	extra DCS token
ch7706						sat	as	VERB	UNALIGNED_DCS	extra DCS token
17.23	1	om tat sat	om tat sat	indeclinable					UNALIGNED_GOLD	no DCS token matched
17.23	2	iti	iti	indeclinable		iti	iti	PART	OK	
ch7706						nirdeśo	nirdeśa	NOUN	UNALIGNED_DCS	extra DCS token
17.23	3	nirdeśaḥ	nirdeśa	nominal					UNALIGNED_GOLD	no DCS token matched
17.23	4	brahmaṇaḥ	brahman	nominal	gen/sg/n	brahmaṇaḥ	brahman	NOUN	OK	
17.23	5	tri-vidhaḥ	tri-vidha	nominal	nom/sg/m	trividhaḥ	trividha	ADJ	OK	
17.23	6	smṛtaḥ	smṛta	participle	nom/sg/m	smṛtaḥ	smṛ	VERB	OK	
17.23	7	brāhmaṇāḥ	brāhmaṇa	nominal	nom/pl/m	brāhmaṇāḥ	brāhmaṇa	ADJ	OK	
17.23	8	tena	tat	pronoun	ins/sg/m	tena	tad	PRON	LEMMA_DIFF	
17.23	9	vedāḥ	veda	nominal	nom/pl/m	vedāḥ	veda	NOUN	OK	
17.23	10	ca	ca	indeclinable		ca	ca	CONJ	OK	
17.23	11	yajñāḥ	yajña	nominal	nom/pl/m	yajñāḥ	yajña	NOUN	OK	
17.23	12	ca	ca	indeclinable		ca	ca	CONJ	OK	
17.23	13	vihitāḥ	vihita	nominal	nom/pl/m	vihitāḥ	vidhā	VERB	LEMMA_DIFF_POS_DIFF	
17.23	14	purā	purā	indeclinable		purā	purā	ADV	OK	
17.24	1	tasmāt	tasmāt	indeclinable		tasmāt	tasmāt	ADV	OK	
17.24	2	om	om	indeclinable		om	oṃ	INTJ	OK	
17.24	3	iti	iti	indeclinable		iti	iti	PART	OK	
17.24	4	udāhṛtya	ud-ā-√hṛ			udāhṛtya	udāhṛ	VERB	OK	
ch7706						yajña	yajña	NOUN	UNALIGNED_DCS	extra DCS token
ch7706						dāna	dāna	NOUN	UNALIGNED_DCS	extra DCS token
ch7706						tapaḥ	tapas	NOUN	UNALIGNED_DCS	extra DCS token
ch7706						kriyāḥ	kriyā	NOUN	UNALIGNED_DCS	extra DCS token
17.24	5	yajña-dāna-tapaḥ-kriyāḥ	yajña-dāna-tapaḥ-kriya	nominal					UNALIGNED_GOLD	no DCS token matched
17.24	6	pravartante	pra-√vṛt	verb	pl	pravartante	pravṛt	VERB	OK	
17.24	7	vidhānoktāḥ	vidhāna-ukta	nominal	nom/pl/n	vidhāna + uktāḥ	vidhāna + vac	NOUN + VERB	LEMMA_DIFF	compound split 2 ways
17.24	8	satatam	satatam	indeclinable		satataṃ	satatam	ADV	OK	
17.24	9	brahma-vādinām	brahma-vādin	nominal	gen/pl/m	brahma + vādinām	brahman + vādin	NOUN + ADJ	LEMMA_DIFF	compound split 2 ways
17.25	1	tat	tat	pronoun	nom/sg/n	tat	tad	PRON	LEMMA_DIFF	
17.25	2	iti	iti	indeclinable		iti	iti	PART	OK	
17.25	3	anabhisaṁdhāya	abhi-sam-√dhā			an + abhisaṃdhāya	an + abhisaṃdhā	PART + VERB	LEMMA_DIFF	compound split 2 ways
17.25	4	phalam	phala	nominal	acc/sg/n	phalaṃ	phala	NOUN	OK	
ch7706						yajña	yajña	NOUN	UNALIGNED_DCS	extra DCS token
ch7706						tapaḥ	tapas	NOUN	UNALIGNED_DCS	extra DCS token
ch7706						kriyāḥ	kriyā	NOUN	UNALIGNED_DCS	extra DCS token
17.25	5	yajña-tapaḥ-kriyāḥ	yajña-tapaḥ-kriya	nominal					UNALIGNED_GOLD	no DCS token matched
17.25	6	dāna-kriyāḥ	dāna-kriya	nominal	nom/pl/m	dāna + kriyāḥ	dāna + kriyā	NOUN + NOUN	LEMMA_DIFF	compound split 2 ways
17.25	7	ca	ca	indeclinable		ca	ca	CONJ	OK	
17.25	8	vividhāḥ	vi-vidha	nominal	nom/pl/n	vividhāḥ	vividha	ADJ	OK	
17.25	9	kriyante	√kṛ	verb	pl	kriyante	kṛ	VERB	OK	
17.25	10	mokṣa-kāṅkṣibhiḥ	mokṣa-kāṅkṣin	nominal	ins/pl/m	mokṣa + kāṅkṣibhiḥ	mokṣa + kāṅkṣin	NOUN + ADJ	OK_COMPOUND_SPLIT	compound split 2 ways
17.26	1	sad-bhāve	sad-bhāva	nominal	loc/sg/m	sadbhāve	sadbhāva	NOUN	OK	
17.26	2	sādhu-bhāve	sādhu-bhāva	nominal	loc/sg/m	sādhu + bhāve	sādhu + bhāva	ADJ + NOUN	OK_COMPOUND_SPLIT	compound split 2 ways
17.26	3	ca	ca	indeclinable		ca	ca	CONJ	OK	
17.26	4	sat	sant	participle	nom/sg/n	sat	sat	ADJ	LEMMA_DIFF_POS_DIFF	
17.26	5	iti	iti	indeclinable		iti	iti	PART	OK	
17.26	6	etat	etat	pronoun	nom/sg/n	etat	etad	PRON	LEMMA_DIFF	
17.26	7	prayujyate	pra-√yuj	verb	sg	prayujyate	prayuj	VERB	OK	
17.26	8	praśaste	praśasta	participle	loc/sg	praśaste	praśaṃs	VERB	LEMMA_DIFF	
17.26	9	karmaṇi	karman	nominal	loc/sg/n	karmaṇi	karman	NOUN	OK	
17.26	10	tathā	tathā	indeclinable		tathā	tathā	ADV	OK	
ch7706						sat	sat	ADJ	UNALIGNED_DCS	extra DCS token
ch7706						śabdaḥ	śabda	NOUN	UNALIGNED_DCS	extra DCS token
17.26	11	sac-chabdaḥ	sat-śabda	nominal					UNALIGNED_GOLD	no DCS token matched
17.26	12	pārtha	pārtha	nominal	voc/sg/m	pārtha	pārtha	NOUN	OK	
17.26	13	yujyate	√yuj	verb	sg	yujyate	yuj	VERB	OK	
17.27	1	yajñe	yajña	nominal	loc/sg/m	yajñe	yajña	NOUN	OK	
17.27	2	tapasi	tapas	nominal	loc/sg/n	tapasi	tapas	NOUN	OK	
17.27	3	dāne	dāna	nominal	loc/sg/n	dāne	dāna	NOUN	OK	
17.27	4	ca	ca	indeclinable		ca	ca	CONJ	OK	
17.27	5	sthitiḥ	sthiti	nominal	nom/sg/f	sthitiḥ	sthiti	NOUN	OK	
17.27	6	sat	sant	participle	nom/sg/n	sat	sat	ADJ	LEMMA_DIFF_POS_DIFF	
17.27	7	iti	iti	indeclinable		iti	iti	PART	OK	
17.27	8	ca	ca	indeclinable		ca	ca	CONJ	OK	
17.27	9	ucyate	√vac	verb	sg	ucyate	vac	VERB	OK	
17.27	10	karma	karman	nominal	nom/sg/n	karma	karman	NOUN	OK	
17.27	11	ca	ca	indeclinable		ca	ca	CONJ	OK	
17.27	12	eva	eva	indeclinable		eva	eva	PART	OK	
17.27	13	tad-arthīyam	tad-arthīya	nominal	nom/sg/m	tad + arthīyam	tad + arthīya	PRON + ADJ	OK_COMPOUND_SPLIT	compound split 2 ways
17.27	14	sat	sant	participle	nom/sg/n	sat	sat	ADJ	LEMMA_DIFF_POS_DIFF	
17.27	15	iti	iti	indeclinable		iti	iti	PART	OK	
17.27	16	eva	eva	indeclinable		eva	eva	PART	OK	
17.27	17	abhidhīyate	abhi-√dhā	verb	sg	abhidhīyate	abhidhā	VERB	OK	
17.28	1	aśraddhayā	a-śraddhā	nominal	ins/sg/f	aśraddhayā	aśraddhā	NOUN	OK	
17.28	2	hutam	huta	participle	nom/sg/n	hutaṃ	hu	VERB	OK	
17.28	3	dattam	datta	participle	nom/sg/n	dattaṃ	dā	VERB	LEMMA_DIFF	
17.28	4	tapaḥ	tapas	nominal	nom/sg/n	tapaḥ	tapas	NOUN	OK	
17.28	5	taptam	√tap	participle	nom/sg/n	taptam	tap	VERB	OK	
17.28	6	kṛtam	kṛta	participle	nom/sg/n	kṛtaṃ	kṛ	VERB	OK	
17.28	7	ca	ca	indeclinable		ca	ca	CONJ	OK	
17.28	8	yat	yat	pronoun	nom/sg/n	yat	yad	PRON	LEMMA_DIFF	
17.28	9	asat	a-sant	participle	nom/sg/n	asat	asat	ADJ	LEMMA_DIFF_POS_DIFF	
17.28	10	iti	iti	indeclinable		iti	iti	PART	OK	
17.28	11	ucyate	√vac	verb	sg	ucyate	vac	VERB	OK	
17.28	12	pārtha	pārtha	nominal	voc/sg/m	pārtha	pārtha	NOUN	OK	
17.28	13	na	na	indeclinable		na	na	PART	OK	
17.28	14	ca	ca	indeclinable		ca	ca	CONJ	OK	
17.28	15	tat	tat	pronoun	nom/sg/n	tat	tad	PRON	LEMMA_DIFF	
17.28	16	pretya	pra-√i			pretya	pre	VERB	LEMMA_DIFF	
ch7706						no	no	PART	UNALIGNED_DCS	extra DCS token
17.28	17	na	na	indeclinable					UNALIGNED_GOLD	no DCS token matched
17.28	18	iha	iha	indeclinable		iha	iha	ADV	OK	
18.01	1	arjunaḥ	arjuna	nominal	nom/sg/m	arjuna	arjuna	NOUN	OK	
18.01	2	uvāca	√vac	verb	sg	uvāca	vac	VERB	OK	
18.01	3	saṁnyāsasya	saṁnyāsa	nominal	gen/sg/m	saṃnyāsasya	saṃnyāsa	NOUN	OK	
18.01	4	mahābāho	mahā-bāhu	nominal	voc/sg/m	mahā + bāho	mahat + bāhu	ADJ + NOUN	LEMMA_DIFF	compound split 2 ways
18.01	5	tattvam	tat-tva	nominal	acc/sg/n	tattvam	tattva	NOUN	OK	
18.01	6	icchāmi	√iṣ	verb	sg	icchāmi	iṣ	VERB	OK	
18.01	7	veditum	√vid			veditum	vid	VERB	OK	
18.01	8	tyāgasya	tyāga	nominal	gen/sg/m	tyāgasya	tyāga	NOUN	OK	
18.01	9	ca	ca	indeclinable		ca	ca	CONJ	OK	
18.01	10	hṛṣīkeśa	hṛṣīkeśa	nominal	nom/sg/m	hṛṣīkeśa	hṛṣīkeśa	NOUN	OK	
18.01	11	pṛthak	pṛthak	indeclinable		pṛthak	pṛthak	ADV	OK	
18.01	12	keśi-niṣūdana	keśi-niṣūdana	nominal	voc/sg/m	keśiniṣūdana	keśiniṣūdana	NOUN	OK	
18.02	1	śrī-bhagavān	śrī-bhagavant	nominal	nom/sg/m	śrī + bhagavān	śrī + bhagavant	NOUN + NOUN	OK_COMPOUND_SPLIT	compound split 2 ways
18.02	2	uvāca	√vac	verb	sg	uvāca	vac	VERB	OK	
18.02	3	kāmyānām	kāmyā	nominal	gen/pl/f	kāmyānāṃ	kāmya	ADJ	LEMMA_DIFF	
18.02	4	karmaṇām	karman	nominal	gen/pl/n	karmaṇāṃ	karman	NOUN	OK	
18.02	5	nyāsam	nyāsa	nominal	acc/sg/m	nyāsaṃ	nyāsa	NOUN	OK	
18.02	6	saṁnyāsam	saṁnyāsa	nominal	acc/sg/m	saṃnyāsaṃ	saṃnyāsa	NOUN	OK	
ch7707						kavayo	kavi	NOUN	UNALIGNED_DCS	extra DCS token
18.02	7	kavayaḥ	kavi	nominal					UNALIGNED_GOLD	no DCS token matched
18.02	8	viduḥ	√vid	verb	pl	viduḥ	vid	VERB	OK	
18.02	9	sarva-karma-phala-tyāgam	sarva-karma-phala-tyāga	nominal	acc/sg/m	sarva + karma + phala + tyāgam	sarva + karman + phala + tyāga	PRON + NOUN + NOUN + NOUN	LEMMA_DIFF	compound split 4 ways
18.02	10	prāhuḥ	pra-√ah	verb	pl	prāhuḥ	prāh	VERB	LEMMA_DIFF	
18.02	11	tyāgam	tyāga	nominal	acc/sg/m	tyāgam	tyāga	NOUN	OK	
18.02	12	vicakṣaṇāḥ	vicakṣaṇa	nominal	nom/pl/m	vicakṣaṇāḥ	vicakṣaṇa	ADJ	OK	
18.03	1	tyājyam	tyājya	participle	nom/sg/n	tyājyaṃ	tyaj	VERB	LEMMA_DIFF	
18.03	2	doṣa-vat	doṣa-vant	nominal	nom/sg/n	doṣavat	doṣavat	ADJ	LEMMA_DIFF	
18.03	3	iti	iti	indeclinable		iti	iti	PART	OK	
18.03	4	eke	eka	pronoun	nom/pl/n	eke	eka	NUM	POS_DIFF	
18.03	5	karma	karman	nominal	nom/sg/n	karma	karman	NOUN	OK	
18.03	6	prāhuḥ	pra-√ah	verb	pl	prāhuḥ	prāh	VERB	LEMMA_DIFF	
18.03	7	manīṣiṇaḥ	manīṣin	nominal	nom/pl/m	manīṣiṇaḥ	manīṣin	ADJ	OK	
ch7707						yajña	yajña	NOUN	UNALIGNED_DCS	extra DCS token
ch7707						dāna	dāna	NOUN	UNALIGNED_DCS	extra DCS token
ch7707						tapaḥ	tapas	NOUN	UNALIGNED_DCS	extra DCS token
ch7707						karma	karman	NOUN	UNALIGNED_DCS	extra DCS token
18.03	8	yajña-dāna-tapaḥ-karma	yajña-dāna-tapaḥ-karma	nominal					UNALIGNED_GOLD	no DCS token matched
18.03	9	na	na	indeclinable		na	na	PART	OK	
18.03	10	tyājyam	tyājya	participle	nom/sg/n	tyājyam	tyaj	VERB	LEMMA_DIFF	
18.03	11	iti	iti	indeclinable		iti	iti	PART	OK	
18.03	12	ca	ca	indeclinable		ca	ca	CONJ	OK	
18.03	13	apare	a-para	nominal	nom/pl/m	apare	apara	PRON	POS_DIFF	
18.04	1	niścayam	niścaya	nominal	acc/sg/m	niścayaṃ	niścaya	NOUN	OK	
18.04	2	śṛṇu	√śru	verb	sg	śṛṇu	śru	VERB	OK	
18.04	3	me	asmat	pronoun	gen/sg	me	mad	PRON	LEMMA_DIFF	
18.04	4	tatra	tatra	indeclinable		tatra	tatra	ADV	OK	
18.04	5	tyāge	tyāga	nominal	loc/sg/m	tyāge	tyāga	NOUN	OK	
18.04	6	bharata-sattama	bharata-sattama	nominal	voc/sg/m	bharata + sattama	bharata + sattama	NOUN + ADJ	OK_COMPOUND_SPLIT	compound split 2 ways
ch7707						tyāgo	tyāga	NOUN	UNALIGNED_DCS	extra DCS token
18.04	7	tyāgaḥ	tyāga	nominal					UNALIGNED_GOLD	no DCS token matched
18.04	8	hi	hi	indeclinable		hi	hi	PART	OK	
18.04	9	puruṣa-vyāghra	puruṣa-vyāghra	nominal	voc/sg/m	puruṣa + vyāghra	puruṣa + vyāghra	NOUN + NOUN	OK_COMPOUND_SPLIT	compound split 2 ways
18.04	10	tri-vidhaḥ	tri-vidha	nominal	nom/sg/m	trividhaḥ	trividha	ADJ	OK	
18.04	11	saṁprakīrtitaḥ	saṁ-pra-kīrtita	participle	nom/sg/m	saṃprakīrtitaḥ	saṃprakīrtay	VERB	LEMMA_DIFF	
ch7707						yajña	yajña	NOUN	UNALIGNED_DCS	extra DCS token
ch7707						dāna	dāna	NOUN	UNALIGNED_DCS	extra DCS token
ch7707						tapaḥ	tapas	NOUN	UNALIGNED_DCS	extra DCS token
ch7707						karma	karman	NOUN	UNALIGNED_DCS	extra DCS token
18.05	1	yajña-dāna-tapaḥ-karma	yajña-dāna-tapaḥ-karma	nominal					UNALIGNED_GOLD	no DCS token matched
18.05	2	na	na	indeclinable		na	na	PART	OK	
18.05	3	tyājyam	tyājya	participle	nom/sg/n	tyājyaṃ	tyaj	VERB	LEMMA_DIFF	
18.05	4	kāryam	kārya	participle	nom/sg/n	kāryam	kṛ	VERB	LEMMA_DIFF	
18.05	5	eva	eva	indeclinable		eva	eva	PART	OK	
18.05	6	tat	tat	pronoun	nom/sg/n	tat	tad	PRON	LEMMA_DIFF	
ch7707						yajño	yajña	NOUN	UNALIGNED_DCS	extra DCS token
18.05	7	yajñaḥ	yajña	nominal					UNALIGNED_GOLD	no DCS token matched
18.05	8	dānam	dāna	nominal	nom/sg/n	dānaṃ	dāna	NOUN	OK	
18.05	9	tapaḥ	tapas	nominal	nom/sg/n	tapaḥ	tapas	NOUN	OK	
18.05	10	ca	ca	indeclinable		ca	ca	CONJ	OK	
18.05	11	eva	eva	indeclinable		eva	eva	PART	OK	
18.05	12	pāvanāni	pāvana	nominal	nom/pl/n	pāvanāni	pāvana	ADJ	OK	
18.05	13	manīṣiṇām	manīṣin	nominal	gen/pl/m	manīṣiṇām	manīṣin	ADJ	OK	
18.06	1	etāni	etat	pronoun	nom/pl/n	etāni	etad	PRON	LEMMA_DIFF	
18.06	2	api	api	indeclinable		api	api	PART	OK	
18.06	3	tu	tu	indeclinable		tu	tu	PART	OK	
18.06	4	karmāṇi	karman	nominal	acc/pl/n	karmāṇi	karman	NOUN	OK	
18.06	5	saṅgam	saṅga	nominal	acc/sg/m	saṅgaṃ	saṅga	NOUN	OK	
18.06	6	tyaktvā	√tyaj			tyaktvā	tyaj	VERB	OK	
18.06	7	phalāni	phala	nominal	acc/pl/n	phalāni	phala	NOUN	OK	
18.06	8	ca	ca	indeclinable		ca	ca	CONJ	OK	
18.06	9	kartavyāni	kartavya	participle	nom/pl/n	kartavyāni	kṛ	VERB	LEMMA_DIFF	
18.06	10	iti	iti	indeclinable		iti	iti	PART	OK	
18.06	11	me	asmat	pronoun	gen/sg	me	mad	PRON	LEMMA_DIFF	
18.06	12	pārtha	pārtha	nominal	voc/sg/m	pārtha	pārtha	NOUN	OK	
18.06	13	niścitam	niścita	participle	nom/sg/n	niścitaṃ	niści	VERB	OK	
18.06	14	matam	mata	participle	nom/sg/n	matam	mata	NOUN	POS_DIFF	
18.06	15	uttamam	uttama	nominal	nom/sg/n	uttamam	uttama	ADJ	OK	
18.07	1	niyatasya	niyata	participle	gen/sg/m	niyatasya	niyam	VERB	LEMMA_DIFF	
18.07	2	tu	tu	indeclinable		tu	tu	PART	OK	
18.07	3	saṁnyāsaḥ	saṁnyāsa	nominal	nom/sg/m	saṃnyāsaḥ	saṃnyāsa	NOUN	OK	
ch7707						karmaṇo	karman	NOUN	UNALIGNED_DCS	extra DCS token
18.07	4	karmaṇaḥ	karman	nominal					UNALIGNED_GOLD	no DCS token matched
18.07	5	na	na	indeclinable		na	na	PART	OK	
18.07	6	upapadyate	upa-√pad	verb	sg	upapadyate	upapad	VERB	OK	
18.07	7	mohāt	moha	nominal	abl/sg/m	mohāt	moha	NOUN	OK	
18.07	8	tasya	tat	pronoun	gen/sg/m	tasya	tad	PRON	LEMMA_DIFF	
18.07	9	parityāgaḥ	pari-tyāga	nominal	nom/sg/m	parityāgaḥ	parityāga	NOUN	OK	
18.07	10	tāmasaḥ	tāmasa	nominal	nom/sg/m	tāmasaḥ	tāmasa	ADJ	OK	
18.07	11	parikīrtitaḥ	pari-kīrtita	participle	nom/sg/m	parikīrtitaḥ	parikīrtay	VERB	LEMMA_DIFF	
18.08	1	duḥkham	duḥkha	nominal	nom/sg/n	duḥkham	duḥkha	NOUN	OK	
18.08	2	iti	iti	indeclinable		iti	iti	PART	OK	
18.08	3	eva	eva	indeclinable		eva	eva	PART	OK	
18.08	4	yat	yat	pronoun	acc/sg/n	yat	yad	PRON	LEMMA_DIFF	
18.08	5	karma	karman	nominal	nom/sg/n	karma	karman	NOUN	OK	
18.08	6	kāya-kleśa-bhayāt	kāya-kleśa-bhaya	nominal	abl/sg/n	kāya + kleśa + bhayāt	kāya + kleśa + bhaya	NOUN + NOUN + NOUN	OK_COMPOUND_SPLIT	compound split 3 ways
18.08	7	tyajet	√tyaj	verb	sg	tyajet	tyaj	VERB	OK	
ch7707						sa	tad	PRON	UNALIGNED_DCS	extra DCS token
18.08	8	saḥ	tat	pronoun					UNALIGNED_GOLD	no DCS token matched
18.08	9	kṛtvā	√kṛ			kṛtvā	kṛ	VERB	OK	
18.08	10	rājasam	rājasa	nominal	acc/sg/m	rājasaṃ	rājasa	ADJ	OK	
18.08	11	tyāgam	tyāga	nominal	acc/sg/m	tyāgaṃ	tyāga	NOUN	OK	
18.08	12	na	na	indeclinable		na	na	PART	OK	
18.08	13	eva	eva	indeclinable		eva	eva	PART	OK	
18.08	14	tyāga-phalam	tyāga-phala	nominal	acc/sg/m	tyāga + phalam	tyāga + phala	NOUN + NOUN	OK_COMPOUND_SPLIT	compound split 2 ways
18.08	15	labhet	√labh	verb	sg	labhet	labh	VERB	OK	
18.09	1	kāryam	kārya	participle	nom/sg/n	kāryam	kṛ	VERB	LEMMA_DIFF	
18.09	2	iti	iti	indeclinable		iti	iti	PART	OK	
18.09	3	eva	eva	indeclinable		eva	eva	PART	OK	
18.09	4	yat	yat	pronoun	nom/sg/n	yat	yad	PRON	LEMMA_DIFF	
18.09	5	karma	karman	nominal	nom/sg/n	karma	karman	NOUN	OK	
18.09	6	niyatam	niyata	participle	nom/sg/n	niyataṃ	niyatam	ADV	LEMMA_DIFF_POS_DIFF	
18.09	7	kriyate	√kṛ	verb	sg	kriyate	kṛ	VERB	OK	
ch7707						'rjuna	arjuna	NOUN	UNALIGNED_DCS	extra DCS token
18.09	8	arjuna	arjuna	nominal					UNALIGNED_GOLD	no DCS token matched
18.09	9	saṅgam	saṅga	nominal	acc/sg/m	saṅgaṃ	saṅga	NOUN	OK	
18.09	10	tyaktvā	√tyaj			tyaktvā	tyaj	VERB	OK	
18.09	11	phalam	phala	nominal	acc/sg/n	phalaṃ	phala	NOUN	OK	
18.09	12	ca	ca	indeclinable		ca	ca	CONJ	OK	
18.09	13	eva	eva	indeclinable		eva	eva	PART	OK	
ch7707						sa	tad	PRON	UNALIGNED_DCS	extra DCS token
18.09	14	saḥ	tat	pronoun					UNALIGNED_GOLD	no DCS token matched
18.09	15	tyāgaḥ	tyāga	nominal	nom/sg/m	tyāgaḥ	tyāga	NOUN	OK	
ch7707						sāttviko	sāttvika	ADJ	UNALIGNED_DCS	extra DCS token
18.09	16	sāttvikaḥ	sāttvika	nominal					UNALIGNED_GOLD	no DCS token matched
18.09	17	mataḥ	mata	participle	nom/sg/m	mataḥ	man	VERB	LEMMA_DIFF	
18.10	1	na	na	indeclinable		na	na	PART	OK	
18.10	2	dveṣṭi	√dviṣ	verb	sg	dveṣṭi	dviṣ	VERB	OK	
18.10	3	akuśalam	a-kuśala	nominal	acc/sg/n	akuśalam	akuśala	ADJ	OK	
18.10	4	karma	karman	nominal	nom/sg/n	karma	karman	NOUN	OK	
18.10	5	kuśale	kuśala	nominal	loc/sg/n	kuśale	kuśala	ADJ	OK	
18.10	6	na	na	indeclinable		na	na	PART	OK	
18.10	7	anuṣajjate	anu-√sañj	verb	sg	anuṣajjate	anuṣañj	VERB	LEMMA_DIFF	
18.10	8	tyāgī	tyāgin	nominal	nom/sg/m	tyāgī	tyāgin	ADJ	OK	
18.10	9	sattva-samāviṣṭaḥ	sattva-samāviṣṭa	nominal	nom/sg/m	sattva + samāviṣṭaḥ	sattva + samāviś	NOUN + VERB	LEMMA_DIFF	compound split 2 ways
18.10	10	medhāvī	medhāvin	nominal	nom/sg/m	medhāvī	medhāvin	ADJ	OK	
18.10	11	chinna-saṁśayaḥ	chinna-saṁśaya	nominal	nom/sg/m	chinna + saṃśayaḥ	chid + saṃśaya	VERB + NOUN	LEMMA_DIFF	compound split 2 ways
18.11	1	na	na	indeclinable		na	na	PART	OK	
18.11	2	hi	hi	indeclinable		hi	hi	PART	OK	
18.11	3	deha-bhṛtā	deha-bhṛt	nominal	ins/sg/m	dehabhṛtā	dehabhṛt	NOUN	OK	
18.11	4	śakyam	śakya	participle	nom/sg/n	śakyaṃ	śakya	ADJ	POS_DIFF	
18.11	5	tyaktum	√tyaj			tyaktuṃ	tyaj	VERB	OK	
18.11	6	karmāṇi	karman	nominal	acc/pl/n	karmāṇi	karman	NOUN	OK	
18.11	7	aśeṣataḥ	aśeṣataḥ	indeclinable		aśeṣatas	aśeṣatas	ADV	LEMMA_DIFF	
18.11	8	yaḥ	yat	pronoun	nom/sg/m	yaḥ	yad	PRON	LEMMA_DIFF	
18.11	9	tu	tu	indeclinable		tu	tu	PART	OK	
18.11	10	karma-phala-tyāgī	karma-phala-parityāgin	nominal	nom/sg/m	karma + phala + tyāgī	karman + phala + tyāgin	NOUN + NOUN + ADJ	LEMMA_DIFF	compound split 3 ways
ch7707						sa	tad	PRON	UNALIGNED_DCS	extra DCS token
18.11	11	saḥ	tat	pronoun					UNALIGNED_GOLD	no DCS token matched
18.11	12	tyāgī	tyāgin	nominal	nom/sg/m	tyāgī	tyāgin	ADJ	OK	
18.11	13	iti	iti	indeclinable		iti	iti	PART	OK	
18.11	14	abhidhīyate	abhi-√dhā	verb	sg	abhidhīyate	abhidhā	VERB	OK	
18.12	1	aniṣṭam	an-iṣṭa	participle	nom/sg/n	aniṣṭam	aniṣṭa	ADJ	POS_DIFF	
18.12	2	iṣṭam	iṣṭa	participle	nom/sg/n	iṣṭam	iṣ	VERB	OK	
18.12	3	miśram	miśra	nominal	nom/sg/n	miśraṃ	miśra	ADJ	OK	
18.12	4	ca	ca	indeclinable		ca	ca	CONJ	OK	
18.12	5	tri-vidham	tri-vidha	nominal	nom/sg/n	trividhaṃ	trividha	ADJ	OK	
18.12	6	karmaṇaḥ	karman	nominal	gen/sg/n	karmaṇaḥ	karman	NOUN	OK	
18.12	7	phalam	phala	nominal	nom/sg/n	phalam	phala	NOUN	OK	
18.12	8	bhavati	√bhū	verb	sg	bhavati	bhū	VERB	OK	
18.12	9	atyāginām	a-tyāgin	nominal	gen/pl/m	atyāginām	atyāgin	ADJ	OK	
18.12	10	pretya	pra-√i			pretya	pre	VERB	LEMMA_DIFF	
18.12	11	na	na	indeclinable		na	na	PART	OK	
18.12	12	tu	tu	indeclinable		tu	tu	PART	OK	
18.12	13	saṁnyāsinām	saṁnyāsin	nominal	gen/pl/m	saṃnyāsināṃ	saṃnyāsin	ADJ	OK	
18.12	14	kva-cit	kva-cit	indeclinable		kvacit	kvacid	ADV	LEMMA_DIFF	
18.13	1	pañca	pañca	nominal	acc/pl/n	pañca	pañcan	NUM	LEMMA_DIFF	
18.13	2	etāni	etat	pronoun	acc/pl/n	etāni	etad	PRON	LEMMA_DIFF	
18.13	3	mahābāho	mahā-bāhu	nominal	voc/sg/m	mahā + bāho	mahat + bāhu	ADJ + NOUN	LEMMA_DIFF	compound split 2 ways
18.13	4	kāraṇāni	kāraṇa	nominal	acc/pl/n	kāraṇāni	kāraṇa	NOUN	OK	
18.13	5	nibodha	ni-√budh	verb	sg	nibodha	nibudh	VERB	OK	
18.13	6	me	asmat	pronoun	gen/sg	me	mad	PRON	LEMMA_DIFF	
18.13	7	sāṁkhye	sāṁkhya	nominal	loc/sg/n	sāṃkhye	sāṃkhya	NOUN	OK	
18.13	8	kṛtānte	kṛta-anta	nominal	loc/sg/n	kṛtānte	kṛtānta	NOUN	LEMMA_DIFF	
18.13	9	proktāni	prokta	participle	nom/pl/n	proktāni	pravac	VERB	LEMMA_DIFF	
18.13	10	siddhaye	siddhi	nominal	dat/sg/f	siddhaye	siddhi	NOUN	OK	
18.13	11	sarva-karmaṇām	sarva-karman	nominal	gen/pl/n	sarva + karmaṇām	sarva + karman	PRON + NOUN	OK_COMPOUND_SPLIT	compound split 2 ways
18.14	1	adhiṣṭhānam	adhiṣṭhāna	nominal	nom/sg/n	adhiṣṭhānaṃ	adhiṣṭhāna	NOUN	OK	
18.14	2	tathā	tathā	indeclinable		tathā	tathā	ADV	OK	
18.14	3	kartā	kartṛ	nominal	nom/sg/m	kartā	kartṛ	NOUN	OK	
18.14	4	karaṇam	karaṇa	nominal	nom/sg/n	karaṇaṃ	karaṇa	NOUN	OK	
18.14	5	ca	ca	indeclinable		ca	ca	CONJ	OK	
