verse	widx	form	lemma	root	pos	case	number	gender	person	tense	voice	nonfinite	derivation	compound	raw_morph
12.16	6	sarvārambha-parityāgī	sarva-ārambha-parityāgin	√rabh	nominal	nom	sg	m						tatpurusa	1n.1 m.
12.16	7	yaḥ	yat		pronoun	nom	sg	m							sn. 1n.1 m.
12.16	8	mad-bhaktaḥ	mad-bhakta	√bhaj	nominal	nom	sg	m						tatpurusa	1n.1 m.
12.16	9	saḥ	tat		pronoun	nom	sg	m							sn. 1n.1 m.
12.16	10	me	asmat		pronoun	gen	sg								sn. 6n.1
12.16	11	priyaḥ	priya	√prī	nominal	nom	sg	m							1n.1 m.
12.17	1	yaḥ	yat		pronoun	nom	sg	m							sn. 1n.1 m.
12.17	2	na	na		indeclinable										av.
12.17	3	hṛṣyati	√hṛṣ	√hṛṣ	verb		sg		3	present	parasmaipada				Praes. P 1v.1
12.17	4	na	na		indeclinable										av.
12.17	5	dveṣṭi	√dviṣ	√dviṣ	verb		sg		3	present	parasmaipada				Praes. P 1v.1
12.17	6	na	na		indeclinable										av.
12.17	7	śocati	√śuc	√śuc	verb		sg		3	present	parasmaipada				Praes. P 1v.1
12.17	8	na	na		indeclinable										av.
12.17	9	kāṅkṣati	√kāṅkṣ	√kāṅkṣ	verb		sg		3	present	parasmaipada				Praes. P 1v.1
12.17	10	śubhāśubha-parityāgī	śubha-aśubha-parityāgin	√śubh	nominal	nom	sg	m						DV/TP	1n.1 m.
12.17	11	bhaktimān	bhaktiman	√bhaj	nominal	nom	sg	m							1n.1 m.
12.17	12	yaḥ	yat		pronoun	nom	sg	m							sn. 1n.1 m.
12.17	13	saḥ	tat		pronoun	nom	sg	m							sn. 1n.1 m.
12.17	14	me	asmat		pronoun	gen	sg								sn. 6n.1
12.17	15	priyaḥ	priya	√prī	nominal	nom	sg	m							1n.1 m.
12.18	1	samaḥ	sama		pronoun	nom	sg	m							sn. 1n.1 m.
12.18	2	śatrau	śatru	√śad	nominal	loc	sg	m							7n.1 m.
12.18	3	ca	ca		indeclinable										av.
12.18	4	mitre	mitra		nominal	loc	sg	m							7n.1 m.
12.18	5	ca	ca		indeclinable										av.
12.18	6	tathā	tathā		indeclinable										av.
12.18	7	mānāvamānayoḥ	māna-avamāna	√man	nominal	loc	du	m							7n.2 m.
12.18	8	śītoṣṇa-sukha-duḥkheṣu	śīta-uṣṇa-sukha-duḥkha	√uṣ	nominal	loc	pl	n							7n.3 n.
12.18	9	samaḥ	sama		pronoun	nom	sg	m							sn. 1n.1 m.
12.18	10	saṅga-vivarjitaḥ	saṅga-vivarjita	√gam	nominal	nom	sg	m						tatpurusa	1n.1 m.
12.19	1	tulya-nindā-stutiḥ	tulya-nindā-stuti	√tul	nominal	nom	sg	m							1n.1 m.
12.19	2	maunī	maunin	√man	nominal	nom	sg	m							1n.1 m.
12.19	3	saṁtuṣṭaḥ	saṁtuṣṭa	√tuṣ	participle	nom	sg	m				past-participle			PP 1n.1 m.
12.19	4	yena	yat		pronoun	ins	sg	n							sn. 3n.1 n.
12.19	5	kena-cit	kim-cit		pronoun	ins	sg	n							sn. 3n.1 n.
12.19	6	aniketaḥ	a-niketa		nominal	nom	sg	m						bahuvrihi	1n.1 m.
12.19	7	sthira-matiḥ	sthira-buddhi	√sthā	nominal	nom	sg	m						bahuvrihi	1n.1 m.
12.19	8	bhaktimān	bhaktiman	√bhaj	nominal	nom	sg	m							1n.1 m.
12.19	9	me	asmat		pronoun	gen	sg								sn. 6n.1
12.19	10	priyaḥ	priya	√prī	nominal	nom	sg	m							1n.1 m.
12.19	11	naraḥ	nara		nominal	nom	sg	m							1n.1 m.
12.20	1	ye	yat		pronoun	nom	pl	m							sn. 1n.3 m.
12.20	2	tu	tu		indeclinable										av.
12.20	3	dharmyāmṛtam	dharmya-amṛta	√dhṛ	nominal	acc	sg	n						tatpurusa	2n.1 n.
12.20	4	idam	idam		nominal	acc	sg	n							2n.1 n.
12.20	5	yathā	yathā		indeclinable										av.
12.20	6	uktam	ukta	√vac	participle	acc	sg	n				past-participle			PP 2n.1 n.
12.20	7	paryupāsate	pari-upa-√ās	√ās	verb		pl		3	present	atmanepada				Praes. Ā 1v.3
12.20	8	śraddadhānāḥ	śrad-dadhāna	√dhā	nominal	nom	pl	m							1n.3 m.
12.20	9	mat-paramāḥ	mat-parama		nominal	nom	pl	m							1n.3 m.
12.20	10	bhaktāḥ	bhakta	√bhaj	participle	nom	pl	m				past-participle			PP 1n.3 m.
12.20	11	te	tat		pronoun	nom	pl	m							sn. 1n.3 m.
12.20	12	atīva	atīva		indeclinable										av.
12.20	13	me	asmat		pronoun	gen	sg								sn. 6n.1
12.20	14	priyāḥ	priya	√prī	nominal	nom	pl	m							1n.3 m.
13.00	1	arjunaḥ	arjuna		nominal	nom	sg	m							1n.1 m.
13.00	2	uvāca	√vac	√vac	verb		sg		3	perfect	parasmaipada				Perf. P 1v.1
13.00	3	prakṛtim	prakṛti	√kṛ	nominal	acc	sg	f							2n.1 f.
13.00	4	puruṣam	puruṣa	√pur	nominal	acc	sg	m							2n.1 m.
13.00	5	ca	ca		indeclinable										av.
13.00	6	eva	eva		indeclinable										av.
13.00	7	kṣetram	kṣetra	√kṣi	nominal	acc	sg	n							2n.1 n.
13.00	8	kṣetra-jñam	kṣetra-jña	√kṣi	nominal	acc	sg	m							2n.1 m.
13.00	9	eva	eva		indeclinable										av.
13.00	10	ca	ca		indeclinable										av.
13.00	11	etat	etat		pronoun	acc	sg	n							sn. 2n.1 n.
13.00	12	veditum	√vid	√vid								infinitive			inf.
13.00	13	icchāmi	√iṣ	√iṣ	verb		sg		1	present	parasmaipada				Praes. P 3v.1
13.00	14	jñānam	jñāna	√jñā	nominal	acc	sg	n							2n.1 n.
13.00	15	jñeyam	jñeya	√jñā	participle	nom	sg	n				future-participle			PF 1n.1 n.
13.00	16	ca	ca		indeclinable										av.
13.00	17	keśava	keśa-va	√xīś	nominal	voc	sg	m							8n.1 m.
13.01	1	śrī-bhagavān	śrī-bhagavant	√bhaj	nominal	nom	sg	m						tatpurusa	1n.1 m.
13.01	2	uvāca	√vac	√vac	verb		sg		3	perfect	parasmaipada				Perf. P 1v.1
13.01	3	idam	idam		nominal	nom	sg	n							1n.1 n.
13.01	4	śarīram	śarīra	√śri	nominal	nom	sg	n							1n.1 n.
13.01	5	kaunteya	kaunteya		nominal	voc	sg	m							8n.1 m.
13.01	6	kṣetram	kṣetra	√kṣi	nominal	nom	sg	n							1n.1 n.
13.01	7	iti	iti		indeclinable										av.
13.01	8	abhidhīyate	abhi-√dhā	√dhā	verb		sg		3	present			passive		Praes. pass. 1v.1
13.01	9	etat	etat		pronoun	acc	sg	n							sn. 2n.1 n.
13.01	10	yaḥ	yat		pronoun	nom	sg	m							sn. 1n.1 m.
13.01	11	vetti	√vid	√vid	verb		sg		3	present	parasmaipada				Praes. P 1v.1
13.01	12	tam	tat		pronoun	acc	sg	m							sn. 2n.1 m.
13.01	13	prāhuḥ	pra-√ah	√ah	verb		pl		3	perfect	parasmaipada				Perf. P 1v.3
13.01	14	kṣetra-jñaḥ	kṣetra-jña	√kṣi	nominal	nom	sg	m							1n.1 m.
13.01	15	iti	iti		indeclinable										av.
13.01	16	tad-vidaḥ	tad-vit	√vid	nominal	nom	pl	m							1n.3 m.
13.02	1	kṣetra-jñam	kṣetra-jña	√kṣi	nominal	acc	sg	m							2n.1 m.
13.02	2	ca	ca		indeclinable										av.
13.02	3	api	api		indeclinable										av.
13.02	4	mām	asmat		pronoun	acc	sg								sn. 2n.1
13.02	5	viddhi	√vid	√vid	verb		sg		2	imperative	parasmaipada				Imperat. P 2v.1
13.02	6	sarva-kṣetreṣu	sarva-kṣetra	√kṣi	nominal	loc	pl	n							7n.3 n.
13.02	7	bhārata	bhārata		nominal	voc	sg	m							8n.1 m.
13.02	8	kṣetra-kṣetrajñayoḥ	kṣetra-kṣetra-jña	√kṣi	nominal	gen	du	n							6n.2 n.
13.02	9	jñānam	jñāna	√jñā	nominal	nom	sg	n							1n.1 n.
13.02	10	yat	yat		pronoun	nom	sg	n							sn. 1n.1 n.
13.02	11	tat	tat		pronoun	nom	sg	n							sn. 1n.1 n.
13.02	12	jñānam	jñāna	√jñā	nominal	nom	sg	n							1n.1 n.
13.02	13	matam	mata	√man	participle	nom	sg	n				past-participle			PP 1n.1 n.
13.02	14	mama	asmat		pronoun	gen	sg								sn. 6n.1
13.03	1	tat	tat		pronoun	nom	sg	n							sn. 1n.1 n.
13.03	2	kṣetram	kṣetra	√kṣi	nominal	nom	sg	n							1n.1 n.
13.03	3	yat	yat		pronoun	nom	sg	n							sn. 1n.1 n.
13.03	4	ca	ca		indeclinable										av.
13.03	5	yādṛk	yādṛk	√xdṛś	indeclinable										av.
13.03	6	ca	ca		indeclinable										av.
13.03	7	yad-vikāri	yad-vikārin	√kṛ	nominal	nom	sg	n							1n.1 n.
13.03	8	yataḥ	yataḥ		indeclinable										av.
13.03	9	ca	ca		indeclinable										av.
13.03	10	yat	yat		pronoun	nom	sg	n							sn. 1n.1 n.
13.03	11	saḥ	tat		pronoun	nom	sg	m							sn. 1n.1 m.
13.03	12	ca	ca		indeclinable										av.
13.03	13	yaḥ	yat		pronoun	nom	sg	m							sn. 1n.1 m.
13.03	14	yat-prabhāvaḥ	yat-prabhāva	√bhū	nominal	nom	sg	m						bahuvrihi	1n.1 m.
13.03	15	ca	ca		indeclinable										av.
13.03	16	tat	tat		pronoun	nom	sg	n							sn. 1n.1 n.
13.03	17	samāsena	samāsena	√ās	indeclinable										av.
13.03	18	me	asmat		pronoun	gen	sg								sn. 6n.1
13.03	19	śṛṇu	√śru	√śru	verb		sg		2	imperative	parasmaipada				Imperat. P 2v.1
13.04	1	ṛṣibhiḥ	ṛṣi		nominal	ins	pl	m							3n.3 m.
13.04	2	bahudhā	bahudhā		indeclinable										av.
13.04	3	gītam	gīta	√xgai	participle	nom	sg	n				past-participle			PP 1n.1 n.
13.04	4	chandobhiḥ	chandas		nominal	ins	pl	n							3n.3 n.
13.04	5	vividhaiḥ	vi-vidha		nominal	ins	pl	n							3n.3 n.
13.04	6	pṛthak	pṛthak	√pṛth	indeclinable										av.
13.04	7	brahma-sūtra-padaiḥ	brahma-sūtra-pada	√bṛh	nominal	ins	pl	n							3n.3 n.
13.04	8	ca	ca		indeclinable										av.
13.04	9	eva	eva		indeclinable										av.
13.04	10	hetu-madbhiḥ	hetu-mant		nominal	ins	pl	n							3n.3 n.
13.04	11	viniścitaiḥ	vi-niścita	√ci	participle	ins	pl	n				past-participle			PP 3n.3 n.
13.05	1	mahā-bhūtāni	mahā-bhūta	√mah	nominal	nom	pl	n							1n.3 n.
13.05	2	ahaṁ-kāraḥ	ahaṁ-kāra	√kṛ	nominal	nom	sg	m							1n.1 m.
13.05	3	buddhiḥ	buddhi	√budh	nominal	nom	sg	f							1n.1 f.
13.05	4	avyaktam	a-vyakta	√añj	participle	nom	sg	m				past-participle			PP 1n.1 m.
13.05	5	eva	eva		indeclinable										av.
13.05	6	ca	ca		indeclinable										av.
13.05	7	indriyāṇi	indriya	√ind	nominal	nom	pl	n							1n.3 n.
13.05	8	daśa	daśa		nominal	nom	pl	n							1n.3 n.
13.05	9	ekam	eka		pronoun	nom	sg	n							sn. 1n.1 n.
13.05	10	ca	ca		indeclinable										av.
13.05	11	pañca	pañca		nominal	nom	pl	n							1n.3 n.
13.05	12	ca	ca		indeclinable										av.
13.05	13	indriya-gocarāḥ	indriya-gocara	√ind	nominal	nom	pl	m						tatpurusa	1n.3 m.
13.06	1	icchā	icchā	√iṣ	nominal	nom	sg	f							1n.1 f.
13.06	2	dveṣaḥ	dveṣa	√dviṣ	nominal	nom	sg	m							1n.1 m.
13.06	3	sukham	sukha	√sthā;	nominal	nom	sg	n							1n.1 n.
13.06	4	duḥkham	duḥkha	√sthā;	nominal	nom	sg	n							1n.1 n.
13.06	5	saṁghātaḥ	saṁghāta	√han	participle	nom	sg	m				past-participle			PP 1n.1 m.
13.06	6	cetanā	cetanā	√cit	nominal	nom	sg	f							1n.1 f.
13.06	7	dhṛtiḥ	dhṛti	√dhṛ	nominal	nom	sg	f							1n.1 f.
13.06	8	etat	etat		pronoun	nom	sg	n							sn. 1n.1 n.
13.06	9	kṣetram	kṣetra	√kṣi	nominal	nom	sg	n							1n.1 n.
13.06	10	samāsena	samāsena	√ās	indeclinable										av.
13.06	11	sa-vikāram	sa-vikāra	√kṛ	nominal	nom	sg	n						bahuvrihi	1n.1 n.
13.06	12	udāhṛtam	ud-ā-hṛta	√hṛ	participle	nom	sg	n				past-participle			, PP 1n.1 n.
13.07	1	amānitvam	a-mānitva	√man	nominal	nom	sg	n							abst. 1n.1 n.
13.07	2	adambhitvam	a-dambhitva	√dabh	nominal	nom	sg	n							abst. 1n.1 n.
13.07	3	ahiṁsā	a-hiṁsā	√hiṁs	nominal	nom	sg	f							1n.1 f.
13.07	4	kṣāntiḥ	kṣānti	√kṣam	nominal	nom	sg	f							1n.1 f.
13.07	5	ārjavam	ārjava	√arj	nominal	nom	sg	n							1n.1 n.
13.07	6	ācāryopāsanam	ācārya-upāsana	√car	nominal	nom	sg	n						tatpurusa	1n.1 n.
13.07	7	śaucam	śauca	√śuc	nominal	nom	sg	n							1n.1 n.
13.07	8	sthairyam	sthairya	√sthā	nominal	nom	sg	n							1n.1 n.
13.07	9	ātma-vinigrahaḥ	ātma-vinigraha	√grah	nominal	nom	sg	m						tatpurusa	1n.1 m.
13.08	1	indriyārtheṣu	indriya-artha	√ind	nominal	loc	pl	m						tatpurusa	7n.3 m.
13.08	2	vairāgyam	vai-rāgya	√rañj	nominal	nom	sg	m							1n.1 m.
13.08	3	anahaṁ-kāraḥ	an-ahaṁ-kāra	√kṛ	nominal	nom	sg	m							1n.1 m.
13.08	4	eva	eva		indeclinable										av.
13.08	5	ca	ca		indeclinable										av.
13.08	6	janma-mṛtyu-jarā-vyādhi-duḥkha-doṣānudarśanam	janma-mṛtyu-jarā-vyādhi-duḥkha-doṣa-anudarśana	√jan	nominal	nom	sg	n						DV/TP	1n.1 n.
13.09	1	asaktiḥ	a-sakti	√sañj	nominal	nom	sg	f							1n.1 f.
13.09	2	anabhiṣvaṅgaḥ	an-abhiṣvaṅga	√svaṅg	nominal	nom	sg	m							1n.1 m.
13.09	3	putra-dāra-gṛhādiṣu	putra-dāra-gṛha-ādi	√puṣ	nominal	loc	pl	n							7n.3 n.
13.09	4	nityam	nitya		nominal	nom	sg	n							1n.1 n.
13.09	5	ca	ca		indeclinable										av.
13.09	6	sama-cittatvam	sama-citta-tva	√cit	nominal	nom	sg	n							abst. 1n.1 n.
13.09	7	iṣṭāniṣṭopapattiṣu	iṣṭa-an-iṣṭa-upapatti	√iṣ	nominal	loc	pl	f							7n.3 f.
13.10	1	mayi	asmat		pronoun	loc	sg								sn. 7n.1
13.10	2	ca	ca		indeclinable										av.
13.10	3	ananya-yogena	an-anya-yoga	√yuj	nominal	ins	sg	m							3n.1 m.
13.10	4	bhaktiḥ	bhakti	√bhaj	nominal	nom	sg	f							1n.1 f.
13.10	5	avyabhicāriṇī	a-vyabhicāriṇī	√car	nominal	nom	sg	f							1n.1 f.
13.10	6	vivikta-deśa-sevitvam	vivikta-deśa-sevitva	√vic	nominal	nom	sg	n						tatpurusa	1n.1 n.
13.10	7	aratiḥ	a-rati	√ram	nominal	nom	sg	f							1n.1 f.
13.10	8	jana-saṁsadi	jana-saṁsad	√jan	nominal	loc	sg	f						tatpurusa	7n.1 f.
13.11	1	adhy-ātma-jñāna-nityatvam	adhy-ātma-jñāna-nityatva	√jñā	nominal	nom	sg	n						tatpurusa	1n.1 n.
13.11	2	tattva-jñānārtha-darśanam	tattva-jñāna-artha-darśana	√jñā	nominal	nom	sg	n						tatpurusa	1n.1 n.
13.11	3	etat	etat		pronoun	nom	sg	n							sn. 1n.1 n.
13.11	4	jñānam	jñāna	√jñā	nominal	nom	sg	n							1n.1 n.
13.11	5	iti	iti		indeclinable										av.
13.11	6	proktam	prokta	√vac	participle	nom	sg	n				past-participle			PP 1n.1 n.
13.11	7	ajñānam	a-jñāna	√jñā	nominal	nom	sg	n							1n.1 n.
13.11	8	yat	yat		pronoun	nom	sg	n							sn. 1n.1 n.
13.11	9	ataḥ	ataḥ		indeclinable										av.
13.11	10	anyathā	anyathā		indeclinable										av.
13.12	1	jñeyam	jñeya	√jñā	participle	nom	sg	n				future-participle			PF 1n.1 n.
13.12	2	yat	yat		pronoun	nom	sg	n							sn. 1n.1 n.
13.12	3	tat	tat		pronoun	acc	sg	n							sn. 2n.1 n.
13.12	4	pravakṣyāmi	pra-√vac	√vac	verb		sg		1	future	parasmaipada				Fut. P 3v.1
13.12	5	yat	yat		pronoun	acc	sg	n							sn. 2n.1 n.
13.12	6	jñātvā	√jñā	√jñā								absolutive			absol.
13.12	7	amṛtam	a-mṛta	√mṛ	nominal	acc	sg	n							2n.1 n.
13.12	8	aśnute	√aś	√aś	verb		sg		3	present	atmanepada				Praes. Ā 1v.1
13.12	9	anādi / anādimat	an-ādi		nominal	acc	sg	n							2n.1 n.
13.12	10	mat-param / param	mat-para		nominal	nom	sg	n						bahuvrihi	1n.1 n.
13.12	11	brahma	brahman	√bṛh	nominal	nom	sg	n							1n.1 n.
13.12	12	na	na		indeclinable										av.
13.12	13	sat	sant	√as	participle	nom	sg	n				present-participle			PPr 1n.1 n.
13.12	14	tat	tat		pronoun	nom	sg	n							sn. 1n.1 n.
13.12	15	na	na		indeclinable										av.
13.12	16	asat	a-sant	√as	participle	nom	sg	n				present-participle			PPr 1n.1 n.
13.12	17	ucyate	√vac	√vac	verb	nom	sg			present			passive		Praes. pass. 1n.1
13.13	1	sarvataḥ	sarvataḥ		indeclinable										av.
13.13	2	pāṇi-pādam	pāṇi-pāda	√paṇ	nominal	nom	sg	n						DV/BV	1n.1 n.
13.13	3	tat	tat		pronoun	nom	sg	n							sn. 1n.1 n.
13.13	4	sarvataḥ	sarvataḥ		indeclinable										av.
13.13	5	akṣi-śiro-mukham	akṣi-śiro-mukha	√xīkṣ	nominal	nom	sg	n						DV/BV	1n.1 n.
13.13	6	sarvataḥ	sarvataḥ		indeclinable										av.
13.13	7	śrutimat	śruti-mant	√śru	nominal	nom	sg	n							1n.1 n.
13.13	8	loke	loka		nominal	loc	sg	m							7n.1 m.
13.13	9	sarvam	sarva		pronoun	acc	sg	n							sn. 2n.1 n.
13.13	10	āvṛtya	ā-√vṛ	√vṛ								absolutive			absol.
13.13	11	tiṣṭhati	√sthā	√sthā	verb		sg		3		parasmaipada				Praes P 1v.1
13.14	1	sarvendriya-guṇābhāsam	sarva-indriya-guṇa-ābhāsa	√ind	nominal	nom	sg	n							1n.1 n.
13.14	2	sarvendriya-vivarjitam	sarva-indriya-vivarjita	√ind	nominal	nom	sg	n						tatpurusa	1n.1 n.
13.14	3	asaktam	a-sakta	√sañj	participle	nom	sg	n				past-participle			PP 1n.1 n.
13.14	4	sarva-bhṛt	sarva-bhṛt	√bhṛ	nominal	nom	sg	n							1n.1 n.
13.14	5	ca	ca		indeclinable										av.
13.14	6	eva	eva		indeclinable										av.
13.14	7	nirguṇam	nir-guṇa	√grah	nominal	nom	sg	n							1n.1 n.
13.14	8	guṇa-bhoktṛ	guṇa-bhoktṛ	√grah	nominal	nom	sg	n						tatpurusa	1n.1 n.
13.14	9	ca	ca		indeclinable										av.
13.15	1	bahiḥ	bahiḥ		indeclinable										av.
13.15	2	antaḥ	antaḥ		indeclinable										av.
13.15	3	ca	ca		indeclinable										av.
13.15	4	bhūtānām	bhūta	√bhū	participle	gen	pl	m				past-participle			PP 6n.3 m.
13.15	5	acaram	acara	√car	nominal	nom	sg	n							1n.1 n.
13.15	6	caram	cara	√car	nominal	nom	sg	n							1n.1 n.
13.15	7	eva	eva		indeclinable										av.
13.15	8	ca	ca		indeclinable										av.
13.15	9	sūkṣmatvāt	sūkṣmatva		nominal	abl	sg	n							abst. 5n.1 n.
13.15	10	tat	tat		pronoun	nom	sg	n							sn. 1n.1 n.
13.15	11	avijñeyam	a-vijñeya	√jñā	participle	nom	sg	n				future-participle			PF 1n.1 n.
13.15	12	dūra-stham	dūra-stha	√sthā	nominal	nom	sg	m							1n.1 m.
13.15	13	ca	ca		indeclinable										av.
13.15	14	antike	antike		indeclinable										av.
13.15	15	ca	ca		indeclinable										av.
13.15	16	tat	tat		pronoun	nom	sg	n							sn. 1n.1 n.
13.16	1	avibhaktam	a-vi-bhakta	√bhāj	participle	nom	sg	n				past-participle			PP 1n.1 n.
13.16	2	ca	ca		indeclinable										av.
13.16	3	bhūteṣu	bhūta	√bhū	participle	loc	pl					past-participle			, PP 7n.3
13.16	4	vibhaktam	vi-bhakta	√bhāj	participle	nom	sg	n				past-participle			PP 1n.1 n.
13.16	5	iva	iva		indeclinable										av.
13.16	6	ca	ca		indeclinable										av.
13.16	7	sthitam	sthita	√sthā	participle	nom	sg	n				past-participle			PP 1n.1 n.
13.16	8	bhūta-bhartṛ	bhūta-bhartṛ	√bhū	nominal	nom	sg	n						tatpurusa	1n.1 n.
13.16	9	ca	ca		indeclinable										av.
13.16	10	tat	tat		pronoun	nom	sg	n							sn. 1n.1 n.
13.16	11	jñeyam	jñeya	√jñā	participle	nom	sg	n				future-participle			PF 1n.1 n.
13.16	12	grasiṣṇu	grasiṣṇu	√gras	nominal	nom	sg	n							1n.1 n.
13.16	13	prabhaviṣṇu	pra-bhaviṣṇu	√bhū	nominal	nom	sg	n							1n.1 n.
13.16	14	ca	ca		indeclinable										av.
13.17	1	jyotiṣām	jyotiḥ		nominal	gen	pl	n							6n.3 n.
13.17	2	api	api		indeclinable										av.
13.17	3	tat	tat		pronoun	nom	sg	n							sn. 1n.1 n.
13.17	4	jyotiḥ	jyotiḥ		nominal	nom	sg	n							1n.1 n.
13.17	5	tamasaḥ	tamas	√tam	nominal	abl	sg	n							5n.1 n.
13.17	6	param	para		nominal	nom	sg	n							1n.1 n.
13.17	7	ucyate	√vac	√vac	verb		sg		3	present			passive		Praes. pass. 1v.1
13.17	8	jñānam	jñāna	√jñā	nominal	nom	sg	n							1n.1 n.
13.17	9	jñeyam	jñeya	√jñā	participle	nom	sg	n				future-participle			PF 1n.1 n.
13.17	10	jñāna-gamyam	jñāna-gamya	√jñā	nominal	nom	sg	n						tatpurusa	1n.1 n.
13.17	11	hṛdi	hṛt		nominal	loc	sg	n							7n.1 n.
13.17	12	sarvasya	sarva		pronoun	gen	sg	n							sn. 6n.1 n.
13.17	13	viṣṭhitam	vi-ṣṭhita	√sthā	participle	nom	sg	n				past-participle			PP 1n.1 n.
13.18	1	iti	iti		indeclinable										av.
13.18	2	kṣetram	kṣetra	√kṣi	nominal	nom	sg	n							1n.1 n.
13.18	3	tathā	tathā		indeclinable										av.
13.18	4	jñānam	jñāna	√jñā	nominal	nom	sg	n							1n.1 n.
13.18	5	jñeyam	jñeya	√jñā	participle	nom	sg	n				future-participle			PF 1n.1 n.
13.18	6	ca	ca		indeclinable										av.
13.18	7	uktam	ukta	√vac	participle	nom	sg	n				past-participle			PP 1n.1 n.
13.18	8	samāsataḥ	samāsataḥ	√ās	indeclinable										av.
13.18	9	mad-bhaktaḥ	mad-bhakta	√bhaj	nominal	nom	sg	m						tatpurusa	1n.1 m.
13.18	10	etat	etat		pronoun	acc	sg	n							sn. 2n.1 n.
13.18	11	vijñāya	vi-√jñā	√jñā								absolutive			absol.
13.18	12	mad-bhāvāya	mad-bhāva	√bhū	nominal	dat	sg	m							4n.1 m.
13.18	13	upapadyate	upa-√pad	√pad	verb		sg		3	present	atmanepada				Praes. Ā 1v.1
13.19	1	prakṛtim	prakṛti	√kṛ	nominal	acc	sg	f							2n.1 f.
13.19	2	puruṣam	puruṣa	√pur	nominal	acc	sg	m							2n.1 m.
13.19	3	ca	ca		indeclinable										av.
13.19	4	eva	eva		indeclinable										av.
13.19	5	viddhi	√vid	√vid	verb		sg		2	imperative	parasmaipada				Imperat. P 2v.1
13.19	6	anādī	an-ādi		nominal	acc	du	m							2n.2 m.
13.19	7	ubhau	ubha		pronoun	acc	du	m							sn. 2n.2 m.
13.19	8	api	api		indeclinable										av.
13.19	9	vikārān	vikāra	√kṛ	nominal	acc	pl	m							2n.3 m.
13.19	10	ca	ca		indeclinable										av.
13.19	11	guṇān	guṇa	√grah	nominal	acc	pl	m							2n.3 m.
13.19	12	ca	ca		indeclinable										av.
13.19	13	eva	eva		indeclinable										av.
13.19	14	viddhi	√vid	√vid	verb		sg		2	imperative	parasmaipada				Imperat. P 2v.1
13.19	15	prakṛti-saṁbhavān	prakṛti-saṁbhava	√kṛ	nominal	acc	pl	m						bahuvrihi	2n.3 m.
13.20	1	kārya-kāraṇa-kartṛtve	kārya-kāraṇa-kartṛtva	√kṛ	nominal	loc	sg	n						DV/TP	7n.1 n.
13.20	2	hetuḥ	hetu		nominal	nom	sg	m							1n.1 m.
13.20	3	prakṛtiḥ	prakṛti	√kṛ	nominal	nom	sg	f							1n.1 f.
13.20	4	ucyate	√vac	√vac	verb		sg		3	present			passive		Praes. pass. 1v.1
13.20	5	puruṣaḥ	puruṣa	√pur	nominal	nom	sg	m							1n.1 m.
13.20	6	sukha-duḥkhānāṁ	sukha-duḥkha	√sthā	nominal	gen	pl	m							6n.3 m.
13.20	7	bhoktṛtve	bhoktṛtva	√bhuj	nominal	loc	sg	n							abst. 7n.1 n.
13.20	8	hetuḥ	hetu		nominal	nom	sg	m							1n.1 m.
13.20	9	ucyate	√vac	√vac	verb		sg		3	present			passive		Praes. pass. 1v.1
13.21	1	puruṣaḥ	puruṣa	√pur	nominal	nom	sg	m							1n.1 m.
13.21	2	prakṛti-sthaḥ	prakṛti-stha	√kṛ	nominal	nom	sg	m							1n.1 m.
13.21	3	hi	hi		indeclinable										av.
13.21	4	bhuṅkte	√bhuj	√bhuj	verb		sg		3	present	atmanepada				Praes. Ā 1v.1
13.21	5	prakṛti-jān	prakṛti-ja	√kṛ	nominal	acc	pl	m							2n.3 m.
13.21	6	guṇān	guṇa	√grah	nominal	acc	pl	m							2n.3 m.
13.21	7	kāraṇam	kāraṇa	√kṛ	nominal	nom	sg	n							1n.1 n.
13.21	8	guṇa-saṅgaḥ	guṇa-saṅga	√grah	nominal	nom	sg	m						tatpurusa	1n.1 m.
13.21	9	asya	idam		pronoun	gen	sg	n							sn. 6n.1 n.
13.21	10	sad-asad-yoni-janmasu	sad-asad-yoni-janman	√as	nominal	loc	pl	m						tatpurusa	7n.3 m.
13.22	1	upadraṣṭā	upa-draṣṭṛ	√dṛś	nominal	nom	sg	m							1n.1 m.
13.22	2	anumantā	anu-mantṛ	√man	nominal	nom	sg	m							1n.1 m.
13.22	3	ca	ca		indeclinable										av.
13.22	4	bhartā	bhartṛ	√bhṛ	nominal	nom	sg	m							1n.1 m.
13.22	5	bhoktā	bhoktṛ	√bhuj	nominal	nom	sg	m							1n.1 m.
13.22	6	maheśvaraḥ	mahā-īśvara	√mah	nominal	nom	sg	m						tatpurusa	1n.1 m.
13.22	7	paramātmā	parama-ātman		nominal	nom	sg	m							1n.1 m.
13.22	8	iti	iti		indeclinable										av.
13.22	9	ca	ca		indeclinable										av.
13.22	10	api	api		indeclinable										av.
13.22	11	uktaḥ	ukta	√vac	participle	nom	sg	m				past-participle			PP 1n.1 m.
13.22	12	dehe	deha	√dih	nominal	loc	sg	m							7n.1 m.
13.22	13	asmin	idam		pronoun	loc	sg	m							sn. 7n.1 m.
13.22	14	puruṣaḥ	puruṣa	√pur	nominal	nom	sg	m							1n.1 m.
13.22	15	paraḥ	para		nominal	nom	sg	m							1n.1 m.
13.23	1	yaḥ	yat		pronoun	nom	sg	m							sn. 1n.1 m.
13.23	2	evam	evam		indeclinable										av.
