verse	lemma	devanagari	iast	form_type	code	tense	pada	vclass	root	root_tr	prefix	stem_end	gender	compound	mark	rule	sandhi	verse_iast	gloss_en	gloss_ru
12.11	yata-ātmavant	यतात्मवान्	yatātmavān		1n.1 m.				√yam			t	m						having a restrained self	сосредоточившийся на душе.
12.12	śreyas	श्रेयः	śreyaḥ		1n.1 n.							s	n			h3	aḥ h → o h	śreyo hi jñānam abhyāsāj jñānād dhyānaṃ viśiṣyate	better, higher, perfect, the auspiciousness, the welfare	лучше
12.12	hi	हि	hi			av.													because, just, indeed, surely	безусловно
12.12	jñāna	ज्ञानम्	jñānam		1n.1 n.				√jñā			a	n						knowledge, wisdom, intelligence	знание
12.12	abhyāsa	अभ्यासात्	abhyāsāt		5n.1 m.				√as			a	m			t2	t j → j j		than practice	чем практика
12.12	jñāna	ज्ञानात्	jñānāt		5n.1 n.				√jñā			a	n			t1	t d → d d		than knowledge, wisdom, intelligence	чем знание
12.12	dhyāna	ध्यानम्	dhyānam		1n.1 n.				√dhyai			a	n			m	m v → ṃ v		meditation, contemplation	медитация
12.12	vi-√śiṣ	विशिष्यते	viśiṣyate		1v.1	Praes. pass.			√śiṣ										he is distinguished, the best	считается лучше
12.12	dhyāna	ध्यानात्	dhyānāt		5n.1 n.				√dhyai			a	n					dhyānāt karma-phala-tyāgas tyāgāc chāntir anantaram	than meditation, contemplation	чем медитация
12.12	karma-phala-tyāga	कर्मफलत्यागः	karma-phala-tyāgaḥ		1n.1 m.				√kṛ			a	m	TP		h5	ḥ t → s t		abandonment of the fruit of activities	отречение от результатов кармической деятельности
12.12	tyāga	त्यागात्	tyāgāt		5n.1 m.				√tyaj			a	m			t6	t ś → c c		than leaving, than renunciation	благодаря отречению
12.12	śānti	शान्तिः	śāntiḥ		1n.1 f.				√śam			i	f			h4	ḥ a → r a		tranquility, peace, satisfaction, end, death	покой
12.12	anantaram	अनन्तरम्	anantaram			av.						m							immediately, after	затем.
12.13	a-dveṣṭṛ	अद्वेष्टा	adveṣṭā		1n.1 m.				√dviṣ			ṛ	m					adveṣṭā sarva-bhūtānāṃ maitraḥ karuṇa eva ca	one who is without enmity, hatred	не питающий зависти и вражды
12.13	sarva-bhūta	सर्वभूतानाम्	sarva-bhūtānām		6n.3 m.				√bhū			a	m			m	m m → ṃ m		of all beings	всех живых существ
12.13	maitra	मैत्रः	maitraḥ		1n.1 m.							a	m						friendly	дружелюбный
12.13	karuṇa	करुणः	karuṇaḥ		1n.1 m.				√xkṝ			a	m			h1	ḥ e → Ø e		mournful, miserable, compassionate	доброжелательный
12.13	eva	एव​	eva			av.													certainly, just, merely	безусловно
12.13	ca	च​	ca			av.						a							and	также
12.13	nir-mama	निर्ममः	nirmamaḥ		1n.1 m.							a	m			h3	aḥ n → o n	nirmamo nirahaṃ-kāraḥ sama-duḥkha-sukhaḥ kṣamī	without [the notion of] ‘mine’, unselfish, uninterested	лишенный собственнических чувств
12.13	nir-ahaṁ-kāra	निरहञ्कारः	nirahaṁ-kāraḥ		1n.1 m.				√kṛ			a	m						without egotism, unselfish, not proud	лишенный ложного эго
12.13	sama-duḥkha-sukha	समदुःखसुखः	sama-duḥkha-sukhaḥ		1n.1 m.				√sthā			a	m	BV					for whom pleasure and distress are equal	одинаковый-и в горе-тот, кто в счастье
12.13	kṣamin	क्षमी	kṣamī		1n.1 m.				√kṣam			in	m						patient, enduring, forbearing	прощающий
12.14	saṁtuṣṭa	सञ्तुष्टः	saṁtuṣṭaḥ		1n.1 m.	PP			√tuṣ			a	m					saṃtuṣṭaḥ satataṃ yogī yatātmā dṛḍha-niścayaḥ	completely satisfied	удовлетворенный
12.14	satatam	सततम्	satatam			av.										m	m y → ṃ y		constantly	всегда
12.14	yogin	योगी	yogī		1n.1 m.				√yuj			in	m						a yogī, engaged	занимающийся преданным служением
12.14	yatātman	यतात्मा	yatātmā		1n.1 m.				√yam			an	m	BV					whose self is restrained	владеющий собой
12.14	dṛḍha-niścaya	दृढनिश्चयः	dṛḍha-niścayaḥ		1n.1 m.				√dṛṁh			a	m	BV					whose determination is firm	обладающий твердой решимостью
12.14	asmat	मयि	mayi		7n.1	sn.						t				v7	i a → y a	mayy arpita-mano-buddhir yo mad-bhaktaḥ sa me priyaḥ	in me	на Мне
12.14	arpita-mano-buddhi	अर्पितमनोबुद्धिः	arpita-mano-buddhiḥ		1n.1 m.				√ṛ			i	m			h4	ḥ y → r y		whose mind and intelligence are entrusted	сосредоточен-и ум-тот, чей разум
12.14	yat	यः	yaḥ		1n.1 m.	sn.						t	m			h3	aḥ m → o m		he who	который
12.14	mad-bhakta	मद्भक्तः	mad-bhaktaḥ		1n.1 m.				√bhaj			a	m	TP					my devotee	Мой преданный
12.14	tat	सः	saḥ		1n.1 m.	sn.						t	m			h1	ḥ m → Ø m		he	тот
12.14	asmat	मे	me		6n.1	sn.						t							my	Мной
12.14	priya	प्रियः	priyaḥ		1n.1 m.				√prī			a	m						liked, dear, pleasant	дорогой.
12.15	yat	यस्मात्	yasmāt		5n.1 m.	sn.						t	m			t3	t n → n n	yasmān nodvijate loko lokān nodvijate ca yaḥ	from which	от которого
12.15	na	न​	na			av.						a				v5	a u → o		not	не
12.15	ud-√vij	उद्विजते	udvijate		1v.3	Praes. A			√vij										one is agitated, one is disturbed	приходят в беспокойство
12.15	loka	लोकः	lokaḥ		1n.1 m.							a	m			h3	aḥ l → o l		world, people	люди
12.15	loka	लोकात्	lokāt		5n.1 m.							a	m			t3	t n → n n		from the world, from people	от людей
12.15	na	न​	na			av.						a				v5	a u → o		not	не
12.15	ud-√vij	उद्विजते	udvijate		1v.3	Praes. A			√vij										one is agitated, one is disturbed	испытывает беспокойства
12.15	ca	च​	ca			av.													and	также
12.15	yat	यः	yaḥ		1n.1 m.	sn.						t	m						he who	который
12.15	harṣa-amarṣa-bhaya-udvega	हर्षामर्षभयोद्वेगैः	harṣāmarṣa-bhayodvegaiḥ		3n.3 m.				√hṛṣ			a	m			h4	ḥ m → r m	harṣāmarṣa-bhayodvegair mukto yaḥ sa ca me priyaḥ	by jubilation, anger, fear, distress	счастьем-горем-страхом-и тревогами
12.15	mukta	मुक्तः	muktaḥ		1n.1 m.	PP			√muc			a	m			h3	aḥ y → o y		liberated	освобожденный
12.15	yat	यः	yaḥ		1n.1 m.	sn.						t	m						he who	который
12.15	tat	सः	saḥ		1n.1 m.	sn.						t	m			h1	ḥ c → Ø c		he	тот
12.15	ca	च​	ca			av.													and	также
12.15	asmat	मे	me		6n.1	sn.						t							my	Мой
12.15	priya	प्रियः	priyaḥ		1n.1 m.				√prī			a	m						liked, dear, pleasant	дорогой.
12.16	an-apekṣa	अनपेक्षः	anapekṣaḥ		1n.1 m.				√īkṣ			a	m					anapekṣaḥ śucir dakṣa udāsīno gata-vyathaḥ	independent, impartial, careless, without expectation	отстраненный
12.16	śuci	शुचिः	śuciḥ		1n.1 m.				√śuc			i	m			h4	ḥ d → r d		pure	чистый
12.16	dakṣa	दक्षः	dakṣaḥ		1n.1 m.				√dakṣ			a	m			h1	ḥ u → Ø u		fit, expert, dexterous, intelligent	опытный
12.16	udāsīna	उदासीनः	udāsīnaḥ		1n.1 m.				√ās			a	m			h3	aḥ g → o g		indifferent, neutral	беззаботный
12.16	gata-vyatha	गतव्यथः	gata-vyathaḥ		2n.3 m.				√gam			a	m	BV					whose anxiety is gone	тот, чьи тревоги ушли
12.16	sarva-ārambha-parityāgin	सर्वारम्भपरित्यागी	sarvārambha-parityāgī		1n.1 m.				√rabh			in	m	TP				sarvārambha-parityāgī yo mad-bhaktaḥ sa me priyaḥ	who abandons all undertakings	от всех попыток-отрекшийся
12.16	yat	यः	yaḥ		1n.1 m.	sn.						t	m			h3	aḥ m → o m		he who	который
12.16	mad-bhakta	मद्भक्तः	mad-bhaktaḥ		1n.1 m.				√bhaj			a	m	TP					my devotee	Мой преданный
12.16	tat	सः	saḥ		1n.1 m.	sn.						t	m			h1	ḥ m → Ø m		he	тот
12.16	asmat	मे	me		6n.1	sn.						t							my	Мой
12.16	priya	प्रियः	priyaḥ		1n.1 m.				√prī			a	m						liked, dear, pleasant	дорогой.
12.17	yat	यः	yaḥ		1n.1 m.	sn.						t	m			h3	aḥ n → o n	yo na hṛṣyati na dveṣṭi na śocati na kāṅkṣati	he who	который
12.17	na	न​	na			av.													not	не
12.17	√hṛṣ	हृष्यति	hṛṣyati		1v.1	Praes. P			√hṛṣ										he rejoices	ликует
12.17	na	न​	na			av.													not	не
12.17	√dviṣ	द्वेष्टि	dveṣṭi		1v.1	Praes. P			√dviṣ										he hates	горюет
12.17	na	न​	na			av.													not	не
12.17	√śuc	शोचति	śocati		1v.1	Praes. P			√śuc										he laments	скорбит
12.17	na	न​	na			av.													not	не
12.17	√kāṅkṣ	काङ्क्षति	kāṅkṣati		1v.1	Praes. P			√kāṅkṣ										he desires	желает
12.17	śubha-aśubha-parityāgin	शुभाशुभपरित्यागी	śubhāśubha-parityāgī		1n.1 m.				√śubh			in	m	DV/TP				śubhāśubha-parityāgī bhaktimān yaḥ sa me priyaḥ	who abandons the good and bad	от хорошего-и плохого-отрекшийся
12.17	bhaktiman	भक्तिमान्	bhaktimān		1n.1 m.				√bhaj			an	m						who has devotion	преданный
12.17	yat	यः	yaḥ		1n.1 m.	sn.						t	m						he who	который
12.17	tat	सः	saḥ		1n.1 m.	sn.						t	m			h1	ḥ m → Ø m		he	тот
12.17	asmat	मे	me		6n.1	sn.						t							my	Мой
12.17	priya	प्रियः	priyaḥ		1n.1 m.				√prī			a	m						liked, dear, pleasant	дорогой.
12.18	sama	समः	samaḥ		1n.1 m.	sn.						a	m					samaḥ śatrau ca mitre ca tathā mānāvamānayoḥ	the same, equal, equivalent	одинаковый
12.18	śatru	शत्रौ	śatrau		7n.1 m.				√śad			u	m						towards an enemy, towards a rival	к врагу
12.18	ca	च​	ca			av.													and	также
12.18	mitra	मित्रे	mitre		7n.1 m.							a	m						towards a friend	к другу
12.18	ca	च​	ca			av.													and	и
12.18	tathā	तथा	tathā			av.													in that manner, so, in like manner	таким образом
12.18	māna-avamāna	मानावमानयोः	mānāvamānayoḥ		7n.2 m.				√man			a	m						in honour and dishonour	в почете-и в бесчестье
12.18	śīta-uṣṇa-sukha-duḥkha	शीतोष्णसुखदुःखेषु	śītoṣṇa-sukha-duḥkheṣu		7n.3 n.				√uṣ			a	n					śītoṣṇa-sukha-duḥkheṣu samaḥ saṅga-vivarjitaḥ	in cold and heat, in pleasure and distress	от холода-и от жары-в счастье-и в страдании
12.18	sama	समः	samaḥ		1n.1 m.	sn.						a	m						the same, equal, equivalent	уравновешенный
12.18	saṅga-vivarjita	सङ्गविवर्जितः	saṅga-vivarjitaḥ		1n.1 m.				√gam			a	m	TP					who is free from attachment	отказавшийся от всякого общения
12.19	tulya-nindā-stuti	तुल्यनिन्दास्तुतिः	tulya-nindā-stutiḥ		1n.1 m.				√tul			i	m			h4	ḥ m → r m	tulya-nindā-stutir maunī saṃtuṣṭo yena kena-cit	for whom blame and praise are equal	одинаковый-и в бесславии-тот, кто в славе
12.19	maunin	मौनी	maunī		1n.1 m.				√man			in	m						observing a vow of silence, taciturn	молчаливый
12.19	saṁtuṣṭa	सञ्तुष्टः	saṁtuṣṭaḥ		1n.1 m.	PP			√tuṣ			a	m			h3	aḥ y → o y		completely satisfied	удовлетворенный
12.19	yat	येन​	yena		3n.1 n.	sn.						t	n						with which, wherefore	чем бы то ни было
12.19	kim-cit	केनचित्	kena-cit		3n.1 n.	sn.						t	n						with something	чем бы то ни было
12.19	a-niketa	अनिकेतः	aniketaḥ		1n.1 m.							a	m	BV				aniketaḥ sthira-matir bhaktimān me priyo naraḥ	who has no residence	бесприютный
12.19	sthira-buddhi	स्थिरमतिः	sthira-matiḥ		1n.1 m.				√sthā			i	m	BV		h4	ḥ b → r b		whose thought is steady	тверда-тот, чья решимость
12.19	bhaktiman	भक्तिमान्	bhaktimān		1n.1 m.				√bhaj			an	m						who has devotion	посвятивший себя преданному служению
12.19	asmat	मे	me		6n.1	sn.						t							my	Мой
12.19	priya	प्रियः	priyaḥ		1n.1 m.				√prī			a	m			h3	aḥ n → o n		liked, dear, pleasant	дорогой
12.19	nara	नरः	naraḥ		1n.1 m.							a	m						a man, a person	человек.
12.20	yat	ये	ye		1n.3 m.	sn.						t	m					ye tu dharmyāmṛtam idaṃ yathoktaṃ paryupāsate	those who	которые
12.20	tu	तु	tu			av.													but, then, or, and	но
12.20	dharmya-amṛta	धर्म्यामृतम्	dharmyāmṛtam		2n.1 n.				√dhṛ			a	n	TP					nectar of dharma, immortal law	религии-вечный
12.20	idam	इदम्	idam		2n.1 n.							m	n			m	m y → ṃ y		this	этот
12.20	yathā	यथा	yathā			av.						ā				v5	ā u → o		as	как
12.20	ukta	उक्तम्	uktam		2n.1 n.	PP			√vac			a	n			m	m p → ṃ p		spoken, called	сказано
12.20	pari-upa-√ās	पर्युपासते	paryupāsate		1v.3	Praes. A			√ās										they worship, they attend	отдают себя целиком
12.20	śrad-dadhāna	श्रद्दधानाः	śraddadhānāḥ		1n.3 m.				√dhā			a	m			h1	ḥ m → Ø m	śraddadhānā mat-paramā bhaktās te ‘tīva me priyāḥ	who have faith	обладая верой
12.20	mat-parama	मत्परमाः	mat-paramāḥ		1n.3 m.							a	m			h1	ḥ b → Ø b		those for whom I am the supreme	считающие, что Я, Верховный Господь,есть все
12.20	bhakta	भक्ताः	bhaktāḥ		1n.3 m.	PP			√bhaj			a	m			h5	ḥ t → s t		distributed, divided, loved	преданные
12.20	tat	ते	te		1n.3 m.	sn.						t	m			v2	e a → e '		they	они
12.20	atīva	अतीव​	atīva			av.													excessively, very, exceedingly	чрезвычайно
12.20	asmat	मे	me		6n.1	sn.						t							my	Мои
12.20	priya	प्रियाः	priyāḥ		1n.3 m.				√prī			a	m						dear ones	дорогие.
13.00	arjuna	अर्जुनः	arjunaḥ		1n.1 m.							a	m			h1	ḥ u → Ø u	arjuna uvāca	white, clear, Arjuna	Арджуна
13.00	√vac	उवाच​	uvāca		1v.1	Perf. P			√vac										he spoke	сказал
13.00	prakṛti	प्रकृतिम्	prakṛtim		2n.1 f.				√kṛ			i	f			m	m p → ṃ p	prakṛtiṁ puruṣaṁ caiva kṣetraṁ kṣetrajñam eva ca	nature, primary substance, original cause	природу
13.00	puruṣa	पुरुषम्	puruṣam		2n.1 m.				√pur			a	m			m	m p → ṃ p		person	наслаждающегося
13.00	ca	च​	ca			av.						a				v6	a e → ai		and	также
13.00	eva	एव​	eva			av.													certainly, just, merely	непременно
13.00	kṣetra	क्षेत्रम्	kṣetram		2n.1 n.				√kṣi			a	n			m	m k → ṃ k		field	поле
13.00	kṣetra-jña	क्षेत्रज्ञम्	kṣetra-jñam		2n.1 m.				√kṣi			a	m						knower of the field	знающего поле
13.00	eva	एव​	eva			av.													certainly, just, merely	непременно
13.00	ca	च​	ca			av.						a							and	также
13.00	etat	एतत्	etat		2n.1 n.	sn.						t	n			t1	t v → d v	etad veditum icchāmi jñānaṁ jñeyaṁ ca keśava	this	все это
13.00	√vid	वेदितुम्	veditum			inf.			√vid										to know, to learn	узнать
13.00	√iṣ	इच्छामि	icchāmi		3v.1	Praes. P			√iṣ										I desire	я желаю
13.00	jñāna	ज्ञानम्	jñānam		2n.1 n.				√jñā			a	n			m	m j → ṃ j		knowledge, wisdom	знание
13.00	jñeya	ज्ञेयम्	jñeyam		1n.1 n.	PF			√jñā			a	n			m	m c → ṃ c		to be known, to be learnt	объект познания
13.00	ca	च​	ca			av.						a							and	также
13.00	keśa-va	केशव​	keśava		8n.1 m.				√xīś			a	m						who has [beautiful] hair	о Кришна
13.01	śrī-bhagavant	श्रीभगवान्	śrī-bhagavān		1n.1 m.				√bhaj			t	m	TP				śrī-bhagavān uvāca	the Lord united with majesty	Верховный Господь
13.01	√vac	उवाच​	uvāca		1v.1	Perf. P			√vac										he spoke	сказал
13.01	idam	इदम्	idam		1n.1 n.							m	n			m	m ś → ṃ ś	idaṃ śarīraṃ kaunteya kṣetram ity abhidhīyate	this	это
13.01	śarīra	शरीरम्	śarīram		1n.1 n.				√śri			a	n			m	m k → ṃ k		body	тело
13.01	kaunteya	कौन्तेय​	kaunteya		8n.1 m.							a	m						O son of Kuntī	о сын Кунти
13.01	kṣetra	क्षेत्रम्	kṣetram		1n.1 n.				√kṣi			a	n						field	полем
13.01	iti	इति	iti			av.										v7	i a → y a		thus	так
13.01	abhi-√dhā	अभिधीयते	abhidhīyate		1v.1	Praes. pass.			√dhā										it is called	называют
13.01	etat	एतत्	etat		2n.1 n.	sn.						t	n			t1	t y → d y	etad yo vetti taṃ prāhuḥ kṣetra-jña iti tad-vidaḥ	this	это
13.01	yat	यः	yaḥ		1n.1 m.	sn.						t	m			h3	aḥ v → o v		he who	тот, кто
13.01	√vid	वेत्ति	vetti		1v.1	Praes. P			√vid										he knows	знает
13.01	tat	तम्	tam		2n.1 m.	sn.						t	m			m	m p → ṃ p		him	он
13.01	pra-√ah	प्राहुः	prāhuḥ		1v.3	Perf. P			√ah										they declared	именуют
13.01	kṣetra-jña	क्षेत्रज्ञः	kṣetra-jñaḥ		1n.1 m.				√kṣi			a	m			h1	ḥ i → Ø i		knower of the field	знающим поле
13.01	iti	इति	iti			av.													thus	так
13.01	tad-vit	तद्विदः	tad-vidaḥ		1n.3 m.				√vid			t	m						those who know that	те, кто знает это.
13.02	kṣetra-jña	क्षेत्रज्ञम्	kṣetra-jñam		2n.1 m.				√kṣi			a	m			m	m c → ṃ c	kṣetra-jñaṃ cāpi māṃ viddhi sarva-kṣetreṣu bhārata	knower of the field	знающего поле
13.02	ca	च​	ca			av.						a				v1	a a → ā		and	также
13.02	api	अपि	api			av.													although, moreover, besides, even	безусловно
13.02	asmat	माम्	mām		2n.1	sn.						t				m	m v → ṃ v		me	Меня
13.02	√vid	विद्धि	viddhi		2v.1	Imperat. P			√vid										you must know	знай
13.02	sarva-kṣetra	सर्वक्षेत्रेषु	sarva-kṣetreṣu		7n.3 n.				√kṣi			a	n						in all fields	во всех-телах, являющихся полем
13.02	bhārata	भारत​	bhārata		8n.1 m.							a	m						O descendant of Bhārata	о потомок Бхараты
13.02	kṣetra-kṣetra-jña	क्षेत्रक्षेत्रज्ञयोः	kṣetra-kṣetrajñayoḥ		6n.2 n.				√kṣi			a	n			h4	ḥ j → r j	kṣetra-kṣetrajñayor jñānaṃ yat taj jñānaṃ mataṃ mama	of the field and the knower of the field	поле деятельности (тело)-и знающем поле
13.02	jñāna	ज्ञानम्	jñānam		1n.1 n.				√jñā			a	n			m	m y → ṃ y		knowledge, wisdom	знание о
13.02	yat	यत्	yat		1n.1 n.	sn.						t	n						that which	то, которое
13.02	tat	तत्	tat		1n.1 n.	sn.						t	n			t2	t j → j j		that	то
13.02	jñāna	ज्ञानम्	jñānam		1n.1 n.				√jñā			a	n			m	m m → ṃ m		knowledge, wisdom	знание
13.02	mata	मतम्	matam		1n.1 n.	PP			√man			a	n			m	m m → ṃ m		regarded, esteemed	мнение
13.02	asmat	मम​	mama		6n.1	sn.						t							my	Мое.
13.03	tat	तत्	tat		1n.1 n.	sn.						t	n					tat kṣetraṃ yac ca yādṛk ca yad-vikāri yataś ca yat	that	это
13.03	kṣetra	क्षेत्रम्	kṣetram		1n.1 n.				√kṣi			a	n			m	m y → ṃ y		field	поле деятельности
13.03	yat	यत्	yat		1n.1 n.	sn.						t	n			t5	t c → c c		that which	которое
13.03	ca	च​	ca			av.													and	также
13.03	yādṛk	यादृक्	yādṛk			av.			√xdṛś										what kind	как оно выглядит
13.03	ca	च​	ca			av.													and	также
13.03	yad-vikārin	यद्विकारि	yad-vikāri		1n.1 n.				√kṛ			in	n							чего-изменение
13.03	yataḥ	यतः	yataḥ			av.										h5	ḥ c → ś c		from which	из чего
13.03	ca	च​	ca			av.													and	также
13.03	yat	यत्	yat		1n.1 n.	sn.						t	n						that which	что
13.03	tat	सः	saḥ		1n.1 m.	sn.						t	m			h1	ḥ c → Ø c	sa ca yo yat-prabhāvaś ca tat samāsena me śṛṇu	he	он
13.03	ca	च​	ca			av.													and	также
13.03	yat	यः	yaḥ		1n.1 m.	sn.						t	m			h3	aḥ y → o y		he who	кто
13.03	yat-prabhāva	यत्प्रभावः	yat-prabhāvaḥ		1n.1 m.				√bhū			a	m	BV		h5	ḥ c → ś c			обладая каким-влиянием
13.03	ca	च​	ca			av.													and	также
13.03	tat	तत्	tat		1n.1 n.	sn.						t	n						that	то
13.03	samāsena	समासेन​	samāsena			av.			√ās										in summary	вкратце
13.03	asmat	मे	me		6n.1	sn.						t							my	от Меня
13.03	√śru	शृणु	śṛṇu		2v.1	Imperat. P			√śru										you must listen	узнай.
13.04	ṛṣi	ऋषिभिः	ṛṣibhiḥ		3n.3 m.							i	m			h4	ḥ b → r b	ṛṣibhir bahudhā gītaṃ chandobhir vividhaiḥ pṛthak	by sages, by seers	великими мудрецами
13.04	bahudhā	बहुधा	bahudhā			av.													in many ways, manifold	по-разному
13.04	gīta	गीतम्	gītam		1n.1 n.	PP			√xgai			a	n			m	m c → ṃ c		sung	описаны
13.04	chandas	छन्दोभिः	chandobhiḥ		3n.3 n.							s	n			h4	ḥ v → r v		by Vedic hymns	ведическими гимнами
13.04	vi-vidha	विविधैः	vividhaiḥ		3n.3 n.							a	n						by manifold	разными
13.04	pṛthak	पृथक्	pṛthak			av.			√pṛth			k							separately, one by one	по-разному
13.04	brahma-sūtra-pada	ब्रह्मसूत्रपदैः	brahma-sūtra-padaiḥ		3n.3 n.				√bṛh			a	n			h5	ḥ c → ś c	brahma-sūtra-padaiś caiva hetu-madbhir viniścitaiḥ		«Веданты»-афоризмами
13.04	ca	च​	ca			av.						a				v6	a e → ai		and	также
13.04	eva	एव​	eva			av.													certainly, just, merely	безусловно
13.04	hetu-mant	हेतुमद्भिः	hetu-madbhiḥ		3n.3 n.							t	n			h4	ḥ v → r v		by those having a reason, by arguments	причин и следствий
13.04	vi-niścita	विनिश्चितैः	viniścitaiḥ		3n.3 n.	PP			√ci			a	n						by ascertained, by settled	определены.
13.05	mahā-bhūta	महाभूतानि	mahā-bhūtāni		1n.3 n.				√mah			a	n			v7	i a → y a	mahā-bhūtāny ahaṃ-kāro buddhir avyaktam eva ca	gross elements	грубые стихии
13.05	ahaṁ-kāra	अहञ्कारः	ahaṁ-kāraḥ		1n.1 m.				√kṛ			a	m			h3	aḥ b → o b		ego, egotism, pride	ложное эго
13.05	buddhi	बुद्धिः	buddhiḥ		1n.1 f.				√budh			i	f			h4	ḥ a → r a		intelligence, thought, understanding, knowledge, idea, opinion	разум
13.05	a-vyakta	अव्यक्तम्	avyaktam		1n.1 m.	PP			√añj			a	m						unnmanifested, invisible	непроявленное
13.05	eva	एव​	eva			av.													certainly, just, merely	безусловно
13.05	ca	च​	ca			av.						a							and	и
13.05	indriya	इन्द्रियाणि	indriyāṇi		1n.3 n.				√ind			a	n					indriyāṇi daśaikaṃ ca pañca cendriya-gocarāḥ	the senses	органов чувств
13.05	daśa	दश​	daśa		1n.3 n.							a	n			v6	a e → ai		ten	одиннадцать
13.05	eka	एकम्	ekam		1n.1 n.	sn.						a	n			m	m c → ṃ c		one	одиннадцать
13.05	ca	च​	ca			av.													and	также
13.05	pañca	पञ्च​	pañca		1n.3 n.							a	n						five	пять
13.05	ca	च​	ca			av.						a				v4	a i → e		and	также
13.05	indriya-gocara	इन्द्रियगोचराः	indriya-gocarāḥ		1n.3 m.				√ind			a	m	TP					fields of activities for the senses	объектов чувств
13.06	icchā	इच्छा	icchā		1n.1 f.				√iṣ			ā	f					icchā dveṣaḥ sukhaṃ duḥkhaṃ saṃghātaś cetanā dhṛtiḥ	desire	желание
13.06	dveṣa	द्वेषः	dveṣaḥ		1n.1 m.				√dviṣ			a	m						hatred, enmity	ненависть
13.06	sukha	सुखम्	sukham		1n.1 n.							a	n			m	m d → ṃ d		pleasure, comfort	счастье
13.06	duḥkha	दुःखम्	duḥkham		1n.1 n.				√sthā;			a	n			m	m s → ṃ s		distress	горе
13.06	saṁghāta	सञ्घातः	saṁghātaḥ		1n.1 m.	PP			√han			a	m			h5	ḥ c → ś c		dashing together, combat, cluster, mass, body	совокупность материальных элементов
13.06	cetanā	चेतना	cetanā		1n.1 f.				√cit			ā	f						consciousness, understanding, intellect	признаки жизни
13.06	dhṛti	धृतिः	dhṛtiḥ		1n.1 f.				√dhṛ			i	f						firmness, determination	решимость
13.06	etat	एतत्	etat		1n.1 n.	sn.						t	n					etat kṣetraṃ samāsena sa-vikāram udāhṛtam	this	все это
13.06	kṣetra	क्षेत्रम्	kṣetram		1n.1 n.				√kṣi			a	n			m	m s → ṃ s		field	поле деятельности
13.06	samāsena	समासेन​	samāsena			av.			√ās										in summary	в совокупности
13.06	sa-vikāra	सविकारम्	sa-vikāram		1n.1 n.				√kṛ			a	n	BV					that which is with transformation	с взаимодействиями
13.06	ud-ā-hṛta	उदाहृतम्	udāhṛtam		1n.1 n.	, PP			√hṛ			a	n						set up, declared	определяется как.
13.07	a-mānitva	अमानित्वम्	amānitvam		1n.1 n.	abst.			√man			a	n					amānitvam adambhitvam ahiṃsā kṣāntir ārjavam	pridelessness	смирение
13.07	a-dambhitva	अदम्भित्वम्	adambhitvam		1n.1 n.	abst.			√dabh			a	n						non-deceit	отсутствие тщеславия
13.07	a-hiṁsā	अहिञ्सा	ahiṁsā		1n.1 f.				√hiṁs			ā	f						non-violence, harmlessness	отказ от насилия
13.07	kṣānti	क्षान्तिः	kṣāntiḥ		1n.1 f.				√kṣam			i	f			h4	ḥ a → r a		tolerance, forbearance, endurance	терпение
13.07	ārjava	आर्जवम्	ārjavam		1n.1 n.				√arj			a	n						simplicity, honesty, sincerity	простота
13.07	ācārya-upāsana	आचार्योपासनम्	ācāryopāsanam		1n.1 n.				√car			a	n	TP		m	m ś → ṃ ś	ācāryopāsanaṃ śaucaṃ sthairyam ātma-vinigrahaḥ	worship of the teachers	обращение к истинному духовному учителю
13.07	śauca	शौचम्	śaucam		1n.1 n.				√śuc			a	n			m	m ś → ṃ ś		purity	чистота
13.07	sthairya	स्थैर्यम्	sthairyam		1n.1 n.				√sthā			a	n						steadiness	постоянство
13.07	ātma-vinigraha	आत्मविनिग्रहः	ātma-vinigrahaḥ		1n.1 m.				√grah			a	m	TP					control of the self	самодисциплина
13.08	indriya-artha	इन्द्रियार्थेषु	indriyārtheṣu		7n.3 m.				√ind			a	m	TP				indriyārtheṣu vairāgyam anahaṃ-kāra eva ca	in the objects of the senses	от объектов чувств
13.08	vai-rāgya	वैराग्यम्	vairāgyam		1n.1 m.				√rañj			a	m						freedom from passion, aversion	отрешенность
13.08	an-ahaṁ-kāra	अनहञ्कारः	anahaṁ-kāraḥ		1n.1 m.				√kṛ			a	m			h1	ḥ e → Ø e		lack of egotism	отсутствие ложного эго
13.08	eva	एव​	eva			av.													certainly, just, merely	безусловно
13.08	ca	च​	ca			av.						a							and	также
13.08	janma-mṛtyu-jarā-vyādhi-duḥkha-doṣa-anudarśana	जन्ममृत्युजराव्याधिदुःखदोषानुदर्शनम्	janma-mṛtyu-jarā-vyādhi-duḥkha-doṣānudarśanam		1n.1 n.				√jan			a	n	DV/TP				janma-mṛtyu-jarā-vyādhi-duḥkha-doṣānudarśanam	perceiving the fault and misery in birth, death, old age and disease	рождения-смерти-старости-и болезней-страдания-зло-видя
13.09	a-sakti	असक्तिः	asaktiḥ		1n.1 f.				√sañj			i	f			h4	ḥ a → r a	asaktir anabhiṣvaṅgaḥ putra-dāra-gṛhādiṣu	non-attachment	отсутствие привязанности
13.09	an-abhiṣvaṅga	अनभिष्वङ्गः	anabhiṣvaṅgaḥ		1n.1 m.				√svaṅg			a	m						brak silnego uczucia	прекращение общения
