attested_form	dcs_lemma	dcs_upos	verdict	cell	cell_occ	generator_has	evidence_count	target_locus
tāpāni	tāpa	NOUN	coverage-hole	n.acc.pl	1		2	dcs:7698
tārayitrī	tārayitṛ	ADJ	slot-conflict	f.nom.sg	1	tārayitā	2	dcs:105482
tāraṇām	tāraṇa	ADJ	coverage-hole	f.acc.sg	1		2	dcs:526224
tāruṇyāḥ	tāruṇya	NOUN	coverage-hole	f.acc.pl	1		2	dcs:526611
tāvanmātrāṃ	tāvanmātra	ADJ	coverage-hole	f.acc.sg	1		2	dcs:101906
tāvāṁ	tāvat	ADJ	slot-conflict	m.nom.sg	1	tāvān	2	dcs:594056
tāḍitīm	tāḍita	ADJ	coverage-hole	f.acc.sg	1		2	dcs:629857
tīrthāsu	tīrtha	NOUN	coverage-hole	f.loc.pl	1		2	dcs:762856
tūpura	tūpara	ADJ	slot-conflict	m.nom.sg	1	tūparaḥ	2	dcs:772438
tūpuram	tūpara	ADJ	slot-conflict	m.acc.sg	1	tūparam	2	dcs:772436
tūṇīrāṇi	tūṇīra	NOUN	coverage-hole	n.acc.pl	1		2	dcs:233259
tūṣṇīmbhāvena	tūṣṇīṃbhāva	NOUN	slot-conflict	m.instr.sg	1	tūṣṇīṃbhāvena	2	dcs:658620
tūṣṇīmi	tūṣṇīm	NOUN	coverage-hole	m.loc.sg	1		2	dcs:552752
tūṣṇīṃgaṅgāṃ	tūṣṇīṃgaṅga	NOUN	coverage-hole	f.acc.sg	1		2	dcs:312921
tṛptitaḥ	tṛpti	NOUN	slot-conflict	f.abl.sg	1	tṛpteḥ tṛptyāḥ	2	dcs:657695
tṛtīyasmai	tṛtīya	ADJ	slot-conflict	m.dat.sg	1	tṛtīyāya	2	dcs:551445
tṛṣṇaiḥ	tṛṣṇā	NOUN	coverage-hole	m.voc.sg	1		2	dcs:301042
tṛṣṇena	tṛṣṇā	NOUN	coverage-hole	m.instr.sg	1		2	dcs:657101
ubhayamukhām	ubhayamukha	ADJ	coverage-hole	f.acc.sg	1		2	dcs:341335
ubhayatodan	ubhayatodat	ADJ	slot-conflict	m.nom.sg	1	ubhayatodat	2	dcs:680993
ubhayatrā	ubhayatra	ADV	indeclinable		1		2	dcs:597641
ubhayīṣām	ubhaya	ADJ	slot-conflict	f.gen.pl	1	ubhayāsām	2	dcs:705288
ucathā	ucatha	NOUN	slot-conflict	n.acc.pl	1	ucathāni	2	dcs:596204
ucaḥ	uc	NOUN	lexicon-gap	m.gen.sg	1		2	dcs:555017
uccaiśśravasam	uccaiḥśravas	NOUN	slot-conflict	m.acc.sg	1	uccaiḥśravasam	2	dcs:711312_1
ucchrāyām	ucchrāya	NOUN	coverage-hole	f.acc.sg	1		2	dcs:434411
uccāṭanāyai	uccāṭana	NOUN	coverage-hole	f.dat.sg	1		2	dcs:384905
udadhīṃr	udadhi	NOUN	slot-conflict	m.acc.pl	1	udadhīn	2	dcs:597537_1
udahāryam	udahāra	ADJ	coverage-hole	f.acc.sg	1		2	dcs:638844
udakakriyam	udakakriyā	NOUN	coverage-hole	m.acc.sg	1		2	dcs:527648
udakayā	udaka	NOUN	coverage-hole	f.instr.sg	1		2	dcs:632913
udakumbhām	udakumbha	NOUN	coverage-hole	f.acc.sg	1		2	dcs:339697
udakāyai	udaka	NOUN	coverage-hole	f.dat.sg	1		2	dcs:435135
udanimāṁ	udanimat	ADJ	slot-conflict	m.nom.sg	1	udanimān	2	dcs:599757
udanyuvaḥ	udanyu	ADJ	slot-conflict	f.nom.pl	1	udanyavaḥ	2	dcs:608634
udanā	udan	NOUN	slot-conflict	n.instr.sg	1	udnā	2	dcs:382073
udarau	udara	NOUN	coverage-hole	m.nom.du	1		2	dcs:11470
udarāyām	udara	ADJ	coverage-hole	f.loc.sg	1		2	dcs:74412
udarāyāḥ	udara	ADJ	coverage-hole	f.gen.sg	1		2	dcs:487742
udarīṇām	udara	ADJ	coverage-hole	f.gen.pl	1		2	dcs:632044
udayanām	udayana	NOUN	coverage-hole	f.acc.sg	1		2	dcs:615349
udaṅmukhām	udaṅmukha	ADJ	coverage-hole	f.acc.sg	1		2	dcs:338687
uddeśām	uddeśa	NOUN	coverage-hole	f.acc.sg	1		2	dcs:133601
uddeśāni	uddeśa	NOUN	coverage-hole	n.acc.pl	1		2	dcs:465467
uddhīni	uddhi	NOUN	coverage-hole	n.acc.pl	1		2	dcs:755993
uddīpanīṣu	uddīpana	ADJ	coverage-hole	f.loc.pl	1		2	dcs:763583
udgārām	udgāra	NOUN	coverage-hole	f.acc.sg	1		2	dcs:30086
udgātaram	udgātṛ	NOUN	slot-conflict	m.acc.sg	1	udgātāram	2	dcs:727796
udhā	udhan	NOUN	coverage-hole	m.nom.sg	1		2	dcs:597773
uduṃbara	udumbara	NOUN	slot-conflict	m.nom.sg	1	udumbaraḥ	2	dcs:772492
udyamām	udyama	NOUN	coverage-hole	f.acc.sg	1		2	dcs:485605
udyānā	udyāna	NOUN	coverage-hole	f.nom.sg	1		2	dcs:119759
udāsu	uda	NOUN	coverage-hole	f.loc.pl	1		2	dcs:149199
udāsāyai	udāsa	NOUN	coverage-hole	f.dat.sg	1		2	dcs:660471
udāyi	udāyin	NOUN	compound-member		1		2	dcs:477661
ugryam	ugrī	NOUN	slot-conflict	f.acc.sg	1	ugrīm	2	dcs:674332
ugrāsaḥ	ugra	ADJ	slot-conflict	m.nom.pl	2	ugrāḥ	2	dcs:604679
ukṣaṇā	ukṣan	NOUN	slot-conflict	m.instr.sg	1	ukṣṇā	2	dcs:281583
ullaṅghanā	ullaṅghana	NOUN	coverage-hole	f.nom.sg	1		2	dcs:537550
ulumbān	ulumbā	NOUN	coverage-hole	m.acc.pl	1		2	dcs:8703
umebhiḥ	umā	NOUN	coverage-hole	n.instr.pl	1		2	dcs:548173
unmathanāḥ	unmathana	NOUN	coverage-hole	m.nom.pl	1		2	dcs:358409
unmukhayā	unmukha	NOUN	coverage-hole	f.instr.sg	1		2	dcs:368107
unmukhābhiḥ	unmukha	ADJ	coverage-hole	f.instr.pl	1		2	dcs:386958
unmukhāyāḥ	unmukha	ADJ	coverage-hole	f.gen.sg	1		2	dcs:45893
upabarhāyām	upabarha	NOUN	coverage-hole	f.loc.sg	1		2	dcs:630766
upabhogāni	upabhoga	NOUN	coverage-hole	n.nom.pl	1		2	dcs:344297
upacaraṇā	upacaraṇa	NOUN	coverage-hole	f.nom.sg	1		2	dcs:741331
upacārayā	upacāra	NOUN	coverage-hole	f.instr.sg	1		2	dcs:282272
upacārāyāḥ	upacāra	NOUN	coverage-hole	f.gen.sg	1		2	dcs:666721
upacārāṇi	upacāra	NOUN	coverage-hole	n.acc.pl	1		2	dcs:567991
upadaṃśām	upadaṃśa	NOUN	coverage-hole	f.acc.sg	1		2	dcs:15358
upadaṃśāni	upadaṃśa	NOUN	coverage-hole	n.acc.pl	1		2	dcs:448626
upadeśataḥ	upadeśa	NOUN	slot-conflict	m.abl.sg	1	upadeśāt	2	dcs:518201
upadeśām	upadeśa	NOUN	coverage-hole	f.acc.sg	1		2	dcs:485168
upadeṣṭrī	upadeṣṭṛ	ADJ	coverage-hole	f.nom.sg	1		2	dcs:451862
upadeṣṭrīṃ	upadeṣṭṛ	ADJ	coverage-hole	f.acc.sg	1		2	dcs:49706
upadhān	upadhā	NOUN	coverage-hole	m.acc.pl	1		2	dcs:283903
upadohanām	upadohana	NOUN	coverage-hole	f.acc.sg	1		2	dcs:309499
upadāsīnām	upadāsa	ADJ	coverage-hole	f.gen.pl	1		2	dcs:757342
upagūhanau	upagūhana	NOUN	coverage-hole	m.nom.du	1		2	dcs:486323
upahārāṇi	upahāra	NOUN	coverage-hole	n.acc.pl	1		2	dcs:377832
upahāsayā	upahāsa	NOUN	coverage-hole	f.instr.sg	1		2	dcs:623112
upajihvaḥ	upajihvā	NOUN	coverage-hole	m.nom.sg	1		2	dcs:39171
upajñam	upajñā	NOUN	coverage-hole	n.nom.sg	1		2	dcs:573203
upakaraṇau	upakaraṇa	NOUN	coverage-hole	m.nom.du	1		2	dcs:59990
upakaṇṭhī	upakaṇṭha	ADJ	coverage-hole	f.nom.sg	1		2	dcs:465243
upalakṣaṇau	upalakṣaṇa	NOUN	coverage-hole	m.nom.du	1		2	dcs:511154
upalambhataḥ	upalambha	NOUN	slot-conflict	m.abl.sg	1	upalambhāt	2	dcs:535710
upamasyāṃ	upama	ADJ	coverage-hole	f.loc.sg	1		2	dcs:594958
upanahā	upānah	NOUN	slot-conflict	f.acc.du	1	upānahau	2	dcs:699308
upaniveśām	upaniveśa	NOUN	coverage-hole	f.acc.sg	1		2	dcs:767596
upanāsikām	upanāsika	ADJ	coverage-hole	f.acc.sg	1		2	dcs:29365
upapakṣām	upapakṣa	NOUN	coverage-hole	f.acc.sg	1		2	dcs:670417
upapattinā	upapatti	NOUN	coverage-hole	m.instr.sg	1		2	dcs:520873
uparodhakāḥ	uparodhaka	ADJ	coverage-hole	m.nom.pl	1		2	dcs:535351
uparodhataḥ	uparodha	NOUN	slot-conflict	m.abl.sg	1	uparodhāt	2	dcs:79304
upasadanān	upasadana	NOUN	coverage-hole	m.acc.pl	1		2	dcs:172325
upasampattau	upasaṃpatti	NOUN	slot-conflict	f.loc.sg	1	upasaṃpattau upasaṃpattyām	2	dcs:554275
upasargām	upasarga	NOUN	coverage-hole	f.acc.sg	1		2	dcs:59232
upasarpaṇā	upasarpaṇa	NOUN	coverage-hole	f.nom.sg	1		2	dcs:641671
upasaṃbhāṣam	upasaṃbhāṣā	NOUN	coverage-hole	m.acc.sg	1		2	dcs:357874
upasaṃgrahaṇau	upasaṃgrahaṇa	NOUN	coverage-hole	m.acc.du	1		2	dcs:629624
upasevanān	upasevana	NOUN	coverage-hole	m.acc.pl	1		2	dcs:34462
upaskarayā	upaskara	NOUN	coverage-hole	f.instr.sg	1		2	dcs:80060
upasnehām	upasneha	NOUN	coverage-hole	f.acc.sg	1		2	dcs:464749
upavaktaḥ	upavaktṛ	NOUN	slot-conflict	m.voc.sg	1	upavaktar	2	dcs:742699
upavanām	upavana	NOUN	coverage-hole	f.acc.sg	1		2	dcs:182043
upavañcanā	upavañcana	ADJ	coverage-hole	f.nom.sg	1		2	dcs:609645_2
upavāhāni	upavāha	NOUN	coverage-hole	n.nom.pl	1		2	dcs:344535
upayogāni	upayoga	NOUN	coverage-hole	n.nom.pl	1		2	dcs:727959
upayoḥ	upa	NOUN	coverage-hole	m.loc.du	1		2	dcs:552552
upaśamāni	upaśama	NOUN	coverage-hole	n.nom.pl	1		2	dcs:88499
upe	upa	NOUN	coverage-hole	m.loc.sg	1		2	dcs:552398
upebhyaḥ	upa	NOUN	coverage-hole	m.abl.pl	1		2	dcs:554133
upādānāḥ	upādāna	NOUN	coverage-hole	m.nom.pl	1		2	dcs:44477
upānahāni	upānaha	NOUN	coverage-hole	n.nom.pl	1		2	dcs:653171
upānaḍbhyām	upānah	NOUN	slot-conflict	f.abl.du	1	upānadbhyām	2	dcs:501000
upāyanām	upāyana	NOUN	coverage-hole	f.acc.sg	1		2	dcs:449606
upāṅgām	upāṅga	NOUN	coverage-hole	f.acc.sg	1		2	dcs:96499
utkarām	utkara	NOUN	coverage-hole	f.acc.sg	1		2	dcs:116027
utkaṭikam	utkaṭikā	NOUN	coverage-hole	m.acc.sg	1		2	dcs:100151
utkṣepaṇau	utkṣepaṇa	ADJ	coverage-hole	m.acc.du	1		2	dcs:436869
utsedhayā	utsedha	NOUN	coverage-hole	f.instr.sg	1		2	dcs:157029
utsāṁ	utsa	NOUN	slot-conflict	m.acc.pl	1	utsān	2	dcs:599555
uttamasyām	uttama	ADJ	coverage-hole	f.loc.sg	1		2	dcs:652715_3
uttamebhiḥ	uttama	ADJ	slot-conflict	n.instr.pl	1	uttamaiḥ	2	dcs:601760
uttamāṅgau	uttamāṅga	NOUN	coverage-hole	m.nom.du	1		2	dcs:630381
uttamāṅgān	uttamāṅga	NOUN	coverage-hole	m.acc.pl	1		2	dcs:273707
uttaravastinā	uttaravasti	NOUN	coverage-hole	m.instr.sg	1		2	dcs:5778
uttaravastīn	uttaravasti	NOUN	coverage-hole	m.acc.pl	1		2	dcs:13508
uttaraṇī	uttaraṇa	ADJ	coverage-hole	f.nom.sg	1		2	dcs:770926
uttarāṣāḍhaiḥ	uttarāṣāḍhā	NOUN	coverage-hole	m.voc.sg	1		2	dcs:338339
uttarīyān	uttarīya	NOUN	coverage-hole	m.acc.pl	1		2	dcs:178535
utthāpanām	utthāpana	NOUN	coverage-hole	f.acc.sg	1		2	dcs:365196
uṣar	uṣas	NOUN	slot-conflict	f.voc.sg	1	uṣaḥ	2	dcs:592935
uṣaraḥ	ūṣara	NOUN	slot-conflict	m.nom.sg	1	ūṣaraḥ	2	dcs:18349
uṣmābhiḥ	uṣma	NOUN	coverage-hole	f.instr.pl	1		2	dcs:387163
uṣāsau	uṣas	NOUN	slot-conflict	f.nom.du	1	uṣasau	2	dcs:686352
uṣṭārā	uṣṭṛ	NOUN	slot-conflict	m.nom.du	1	uṣṭārau	2	dcs:611750
vacasyuvam	vacasyu	ADJ	slot-conflict	f.acc.sg	1	vacasyum	2	dcs:596136_1
vadanataḥ	vadana	NOUN	slot-conflict	n.abl.sg	1	vadanāt	2	dcs:623025
vadhrīṃr	vadhri	ADJ	slot-conflict	m.acc.pl	1	vadhrīn	2	dcs:596309_1
vadhukaḥ	vadhukā	NOUN	coverage-hole	m.nom.sg	1		2	dcs:528297
vadhūmantā	vadhūmat	ADJ	slot-conflict	m.acc.du	1	vadhūmantau	2	dcs:602373
vahniyoḥ	vahni	NOUN	slot-conflict	m.gen.du	1	vahnyoḥ	2	dcs:547608
vahīyāṃsau	vahīyas	ADJ	coverage-hole	m.nom.du	1		2	dcs:771073
vaidikām	vaidika	ADJ	coverage-hole	f.acc.sg	2		2	dcs:558914
vaipaścitīm	vaipaścita	ADJ	coverage-hole	f.acc.sg	1		2	dcs:629782
vairocanīm	vairocana	ADJ	coverage-hole	f.acc.sg	1		2	dcs:674507_1
vaisarjanīyām	vaisarjanīya	ADJ	coverage-hole	f.acc.sg	1		2	dcs:710886
vaistārikīṃ	vaistārika	ADJ	coverage-hole	f.acc.sg	1		2	dcs:645581
vaitahavyāṁ	vaitahavya	NOUN	slot-conflict	m.acc.pl	1	vaitahavyān	2	dcs:635373
vaivasvatām	vaivasvata	ADJ	coverage-hole	f.acc.sg	2		2	dcs:266507
vaiyāghrībhyāṃ	vaiyāghra	ADJ	coverage-hole	f.instr.du	1		2	dcs:673693
vaiyākhyāḥ	vaiyākhya	NOUN	coverage-hole	m.nom.pl	1		2	dcs:157239
vaiśeṣikām	vaiśeṣika	ADJ	coverage-hole	f.acc.sg	2		2	dcs:274325
vaiśvānarām	vaiśvānara	ADJ	coverage-hole	f.acc.sg	2		2	dcs:287799
vaiśvānarāyai	vaiśvānara	NOUN	coverage-hole	f.dat.sg	1		2	dcs:424882
vaiśāradayā	vaiśārada	ADJ	coverage-hole	f.instr.sg	1		2	dcs:97202
vaiṇavābhiḥ	vaiṇava	ADJ	coverage-hole	f.instr.pl	2		2	dcs:154881
vajrarātrataḥ	vajrarātra	NOUN	slot-conflict	n.abl.sg	1	vajrarātrāt	2	dcs:627991
vaktrābhiḥ	vaktra	NOUN	coverage-hole	f.instr.pl	1		2	dcs:8095
vaktrāyām	vaktra	NOUN	coverage-hole	f.loc.sg	1		2	dcs:575048
vaktrī	vaktṛ	ADJ	slot-conflict	f.nom.sg	1	vaktā	2	dcs:536889
valabhid	balabhid	NOUN	compound-member		1		2	dcs:365748
valabhītaḥ	valabhi	NOUN	slot-conflict	f.abl.sg	1	valabheḥ valabhyāḥ	2	dcs:622699
vanikam	vanikā	NOUN	coverage-hole	n.nom.sg	1		2	dcs:144610
vanikena	vanikā	NOUN	coverage-hole	m.instr.sg	1		2	dcs:666400
vaniṣṭum	vaniṣṭhu	NOUN	slot-conflict	m.acc.sg	1	vaniṣṭhum	2	dcs:742294
vantrīḥ	vantṛ	ADJ	coverage-hole	f.acc.pl	1		2	dcs:686813
vapurdharām	vapurdhara	NOUN	coverage-hole	f.acc.sg	1		2	dcs:439811
varayitrī	varayitṛ	ADJ	coverage-hole	f.nom.sg	1		2	dcs:105939
varddhanam	vardhana	ADJ	slot-conflict	m.acc.sg	1	vardhanam	2	dcs:752072
vargāṇi	varga	NOUN	coverage-hole	n.acc.pl	1		2	dcs:400744
varimāṇi	variman	NOUN	coverage-hole	n.nom.pl	1		2	dcs:647558
varivasyāta	varivasyā	NOUN	slot-conflict	f.abl.sg	1	varivasyāyāḥ	2	dcs:610905
varāsīṃ	barāsī	NOUN	slot-conflict	f.acc.sg	1	barāsīm	2	dcs:732446
varīyāṃsaḥ	varīyas	ADJ	coverage-hole	m.nom.pl	1		2	dcs:650378_1
varṣavān	varṣavat	ADJ	coverage-hole	m.nom.sg	1		2	dcs:123721
varṣmaṇau	varṣman	NOUN	slot-conflict	m.acc.du	1	varṣmāṇau	2	dcs:275247
vasantabhānuṃ	vasantabhānu	NOUN	coverage-hole	m.acc.sg	1		2	dcs:489498
vasantakām	vasantaka	NOUN	coverage-hole	f.acc.sg	1		2	dcs:616890
vasmanas	vasman	NOUN	slot-conflict	n.gen.sg	1	vasmanaḥ	2	dcs:596416
vastrakā	vastraka	NOUN	coverage-hole	f.nom.sg	1		2	dcs:412638
vasudham	vasudhā	NOUN	coverage-hole	m.acc.sg	1		2	dcs:763172
vasumāṁ	vasumat	ADJ	slot-conflict	m.nom.sg	1	vasumān	2	dcs:603206
vasuṣ	vasu	ADJ	slot-conflict	m.nom.sg	1	vasuḥ	2	dcs:593441
vasūṃr	vasu	NOUN	slot-conflict	m.acc.pl	1	vasūn	2	dcs:592826
vatinā	vati	NOUN	coverage-hole	n.instr.sg	1		2	dcs:364107
vatoḥ	vatu	NOUN	coverage-hole	m.abl.sg	1		2	dcs:553464
vatuṣu	vatu	NOUN	coverage-hole	m.loc.pl	1		2	dcs:554507
vayasīm	vayas	NOUN	coverage-hole	f.acc.sg	1		2	dcs:751931
vaśitaiḥ	vaśitā	NOUN	coverage-hole	m.instr.pl	1		2	dcs:388074
vaḍavaḥ	vaḍaba	NOUN	slot-conflict	m.nom.sg	1	vaḍabaḥ	2	dcs:726928
vaḍave	vaḍaba	NOUN	slot-conflict	m.loc.sg	1	vaḍabe	2	dcs:198409
vaḍavābhyaḥ	vaḍabā	NOUN	slot-conflict	f.abl.pl	1	vaḍabābhyaḥ	2	dcs:504889
vaḍavāgnau	vaḍabāgni	NOUN	slot-conflict	m.loc.sg	1	vaḍabāgnau	2	dcs:621239
vaḍavān	vaḍaba	NOUN	slot-conflict	m.acc.pl	1	vaḍabān	2	dcs:757196
vaṃsu	van	NOUN	lexicon-gap	m.loc.pl	1		2	dcs:608650
vaṃśalocanaṃ	vaṃśalocanā	NOUN	coverage-hole	n.acc.sg	1		2	dcs:74044
vaṅkṣaṇān	vaṅkṣaṇa	NOUN	coverage-hole	m.acc.pl	1		2	dcs:729684
vaṭākarām	vaṭākara	NOUN	coverage-hole	f.acc.sg	1		2	dcs:300218
vedasas	vedas	NOUN	slot-conflict	n.abl.sg	1	vedasaḥ	2	dcs:596152
veddhāraḥ	veddhṛ	ADJ	coverage-hole	m.nom.pl	1		2	dcs:465123
vedhanāḥ	vedhana	NOUN	coverage-hole	m.nom.pl	1		2	dcs:465125
vegāni	vega	NOUN	coverage-hole	n.acc.pl	1		2	dcs:208843
vegāsaḥ	vega	NOUN	slot-conflict	m.nom.pl	1	vegāḥ	2	dcs:634568
vegāyām	vega	NOUN	coverage-hole	f.loc.sg	1		2	dcs:2690
velājalān	velājala	NOUN	coverage-hole	m.acc.pl	1		2	dcs:462682
vetanān	vetana	NOUN	coverage-hole	m.acc.pl	1		2	dcs:464287
veśmānam	veśman	NOUN	coverage-hole	m.acc.sg	1		2	dcs:292026
veśābhiḥ	veśa	NOUN	coverage-hole	f.instr.pl	1		2	dcs:630430
veṣṭanām	veṣṭana	NOUN	coverage-hole	f.acc.sg	1		2	dcs:360979
vibandhām	vibandha	NOUN	coverage-hole	f.acc.sg	1		2	dcs:63436
vibhaktinaḥ	vibhakti	NOUN	coverage-hole	m.gen.sg	1		2	dcs:72018
vibhramāṇi	vibhrama	NOUN	coverage-hole	n.acc.pl	1		2	dcs:357607
vibhve	vibhu	NOUN	slot-conflict	m.dat.sg	1	vibhave	2	dcs:606889
vibhāgāni	vibhāga	NOUN	coverage-hole	n.nom.pl	1		2	dcs:287647
vibhīṣikebhiḥ	vibhīṣikā	NOUN	coverage-hole	n.instr.pl	1		2	dcs:448779
vibhūmana	vibhūman	NOUN	slot-conflict	m.gen.sg	1	vibhūmnaḥ	2	dcs:756823
vibālyaṃ	vibālī	NOUN	slot-conflict	f.acc.sg	1	vibālīm	2	dcs:598549
vicā	vic	NOUN	lexicon-gap	m.instr.sg	1		2	dcs:754965
vidathi	vidathin	NOUN	compound-member		1		2	dcs:554722
vidhānāsu	vidhāna	NOUN	coverage-hole	f.loc.pl	1		2	dcs:630154
vidyutas	vidyut	NOUN	slot-conflict	f.gen.sg	1	vidyutaḥ	2	dcs:592244
vidāhāyām	vidāha	NOUN	coverage-hole	f.loc.sg	1		2	dcs:33877
vigrīvāsaḥ	vigrīva	ADJ	slot-conflict	m.nom.pl	2	vigrīvāḥ	2	dcs:637424
vihantrī	vihantṛ	ADJ	slot-conflict	f.nom.sg	1	vihantā	2	dcs:532373
vijñānān	vijñāna	NOUN	coverage-hole	m.acc.pl	1		2	dcs:278738
vijāmataḥ	vijāman	NOUN	slot-conflict	n.abl.sg	1	vijāmnaḥ	2	dcs:646294
vijṛmbhikaḥ	vijṛmbhikā	NOUN	coverage-hole	m.nom.sg	1		2	dcs:29526
vikramām	vikrama	NOUN	coverage-hole	f.acc.sg	1		2	dcs:92992
vikramāṇi	vikrama	NOUN	coverage-hole	n.acc.pl	1		2	dcs:477218
vikriyaiḥ	vikriyā	NOUN	coverage-hole	m.instr.pl	1		2	dcs:167957
vikriyāt	vikriyā	NOUN	coverage-hole	m.abl.sg	1		2	dcs:95972
vikriyāṇi	vikriyā	NOUN	coverage-hole	n.nom.pl	1		2	dcs:358688
vikārayā	vikāra	ADJ	coverage-hole	f.instr.sg	1		2	dcs:298206
vikāsayā	vikāsa	NOUN	coverage-hole	f.instr.sg	1		2	dcs:615112
vikīrṇarom	vikīrṇaroman	NOUN	slot-conflict	n.nom.sg	1	vikīrṇaroma	2	dcs:22378
vikṣepāṇi	vikṣepa	NOUN	coverage-hole	n.acc.pl	1		2	dcs:668088
viliptyaṃ	viliptī	NOUN	slot-conflict	f.acc.sg	1	viliptīm	2	dcs:640163
vimalakīrtti	vimalakīrti	NOUN	compound-member		1		2	dcs:640988
vinirmātrī	vinirmātṛ	ADJ	coverage-hole	f.nom.sg	1		2	dcs:451859
vinivāraṇām	vinivāraṇa	ADJ	coverage-hole	f.acc.sg	1		2	dcs:415189
vināyakām	vināyaka	NOUN	coverage-hole	f.acc.sg	1		2	dcs:393994
vināśanām	vināśana	ADJ	coverage-hole	f.acc.sg	1		2	dcs:452481
vināśayitrīm	vināśayitṛ	ADJ	slot-conflict	f.acc.sg	1	vināśayitāram	2	dcs:477549
vipanyuvaḥ	vipanyu	ADJ	slot-conflict	f.nom.pl	1	vipanyavaḥ	2	dcs:608614
vipaśyi	vipaśyin	NOUN	compound-member		1		2	dcs:723532
viprakārām	viprakāra	NOUN	coverage-hole	f.acc.sg	1		2	dcs:357977
vipralabdhāraḥ	vipralabdhṛ	ADJ	coverage-hole	m.nom.pl	1		2	dcs:358807
viprekṣaṇā	viprekṣaṇa	ADJ	coverage-hole	f.nom.sg	1		2	dcs:125885
viprekṣitau	viprekṣita	NOUN	coverage-hole	m.nom.du	1		2	dcs:126837
vipremāṇam	vipreman	NOUN	coverage-hole	m.acc.sg	1		2	dcs:650368_1
viroddhāram	viroddhṛ	ADJ	coverage-hole	m.acc.sg	1		2	dcs:187142
virāṣāṭ	virāṣah	ADJ	slot-conflict	f.nom.sg	1	virāṣaṭ	2	dcs:592594_3
virūpaśarma	virūpaśarman	NOUN	compound-member		1		2	dcs:626529
visarpiṇyaḥ	visarpin	ADJ	coverage-hole	f.nom.pl	1		2	dcs:708869
vistārāṇi	vistāra	NOUN	coverage-hole	n.nom.pl	1		2	dcs:747807
vivekataḥ	viveka	NOUN	slot-conflict	m.abl.sg	1	vivekāt	2	dcs:456915
vivāhāṁ	vivāha	NOUN	slot-conflict	m.acc.pl	1	vivāhān	2	dcs:640231
vivītāni	vivīta	NOUN	coverage-hole	n.acc.pl	1		2	dcs:464660
viyogayā	viyoga	NOUN	coverage-hole	f.instr.sg	1		2	dcs:617135
viśikhāsaḥ	viśikha	ADJ	slot-conflict	m.nom.pl	1	viśikhāḥ	2	dcs:684267
viśpatyā	viśpati	NOUN	slot-conflict	m.instr.sg	1	viśpatinā	2	dcs:680407
viśrāntīni	viśrānti	NOUN	coverage-hole	n.nom.pl	1		2	dcs:48260
viśvajyotīḥ	viśvajyotis	NOUN	slot-conflict	m.nom.sg	1	viśvajyotiḥ	2	dcs:455528
viśvaminvebhiḥ	viśvaminva	ADJ	slot-conflict	m.instr.pl	1	viśvaminvaiḥ	2	dcs:600136_1
viśvatūr	viśvatur	ADJ	slot-conflict	m.nom.sg	1	viśvatūḥ	2	dcs:606974
viśvāyuva	viśvāyu	ADJ	slot-conflict	f.nom.pl	1	viśvāyavaḥ	2	dcs:747355
viśvāṣāh	viśvāsah	ADJ	slot-conflict	m.nom.sg	2	viśvāsaṭ	2	dcs:639830
viśātanām	viśātana	ADJ	coverage-hole	f.acc.sg	1		2	dcs:90867
viṣamuṣṭinā	viṣamuṣṭi	NOUN	coverage-hole	m.instr.sg	1		2	dcs:428184
viṣphāra	visphāra	NOUN	compound-member		1		2	dcs:531880
viṣpitā	viṣpita	NOUN	slot-conflict	n.acc.pl	1	viṣpitāni	2	dcs:606569_1
viṣṇuvantā	viṣṇuvat	ADJ	slot-conflict	m.nom.du	1	viṣṇuvantau	2	dcs:605267
viṣṇuvoḥ	viṣṇu	NOUN	slot-conflict	m.gen.du	1	viṣṇvoḥ	2	dcs:440838
viṣṇuśarma	viṣṇuśarman	NOUN	compound-member		1		2	dcs:351364
vratadugham	vrataduh	NOUN	slot-conflict	f.acc.sg	1	vrataduham	2	dcs:672597
vratatyau	vratati	NOUN	slot-conflict	f.acc.du	1	vratatī	2	dcs:431824
vrātapatām	vrātapata	ADJ	coverage-hole	f.acc.sg	1		2	dcs:518624_1
vrīḍebhiḥ	vrīḍā	NOUN	coverage-hole	n.instr.pl	1		2	dcs:103029
vyajanau	vyajana	NOUN	coverage-hole	m.acc.du	1		2	dcs:759768
vyajaninī	vyajanin	ADJ	coverage-hole	f.nom.sg	1		2	dcs:365859
vyapekṣaiḥ	vyapekṣā	NOUN	coverage-hole	m.voc.sg	1		2	dcs:45083
vyasanān	vyasana	NOUN	coverage-hole	m.acc.pl	1		2	dcs:283512
vyatheṣu	vyathā	NOUN	coverage-hole	m.loc.pl	1		2	dcs:99846
vyavacchedayā	vyavaccheda	NOUN	coverage-hole	f.instr.sg	1		2	dcs:629803
vyavasthaḥ	vyavasthā	NOUN	coverage-hole	m.nom.sg	1		2	dcs:630025
vyavasthāpanayā	vyavasthāpana	NOUN	coverage-hole	f.instr.sg	1		2	dcs:422869
vyañjanī	vyañjana	ADJ	coverage-hole	f.nom.sg	1		2	dcs:747248
vyaḍambakāḥ	vyaḍambaka	NOUN	coverage-hole	m.nom.pl	1		2	dcs:75845
vyombhiḥ	vyoman	NOUN	slot-conflict	n.instr.pl	1	vyomabhiḥ	2	dcs:533861
