mandala	sukta	verse	pada_letter	pratika	full_citation
10	85	32	b	ya āsīdanti daṃpatī	RV.10.85.32b; AVŚ.14.2.11b; SMB.1.3.12b; ApMB.1.6.10b
10	85	32	c	sugebhir (AVŚ. sugena) durgam atītām	RV.10.85.32c; AVŚ.14.2.11c; SMB.1.3.12c; ApMB.1.6.10c
10	85	32	d	apa drāntv arātayaḥ	RV.10.85.32d; AVŚ.6.129.1d–3d; 14.2.11d; SMB.1.3.12d; ApMB.1.6.10d
10	85	33	a	sumaṅgalīr iyaṃ vadhūḥ (VārG. vadhuḥ)	RV.10.85.33a; AVŚ.14.2.28a; AG.1.8.7; SMB.1.2.14a; GG.2.2.14; PG.1.8.9a; ApMB.1.9.5a (ApG.2.6.11); HG.1.19.4a; MG.1.12.1a; 13.17; JG.1.21a; VārG.14.25a. P: sumaṅgalīḥ Kauś.77.10
10	85	33	b	imāṃ sameta (VārG. sametya) paśyata	RV.10.85.33b; AVŚ.14.2.28b; SMB.1.2.14b; PG.1.8.9b; ApMB.1.9.5b; HG.1.19.4b; MG.1.12.1b; JG.1.21b; VārG.14.25b. Cf. vadhūṃ sameta
10	85	33	c	saubhāgyam asyai dattvāya (AVŚ.VārG. dattvā)	RV.10.85.33c; AVŚ.14.2.28c; SMB.1.2.14c; PG.1.8.9c; ApMB.1.9.5c; HG.1.19.4c; MG.1.12.1c; JG.1.21c; VārG.14.25c
10	85	33	d	athāstaṃ vi paretana	RV.10.85.33d; AVŚ.14.2.29d; SMB.1.2.14d; PG.1.8.9d; ApMB.1.9.5d; HG.1.19.4d; MG.1.12.1d; JG.1.21d. See yathārthaṃ viparetana, and cf. daurbhāgyair vi
10	85	34	a	tṛṣṭam etat kaṭukam etat (AVŚ. omits etat)	RV.10.85.34a; AVŚ.14.1.29a. Cf. BṛhD.7.134. See krūram etat
10	85	34	b	apāṣṭhavad viṣavan naitad attave	RV.10.85.34b; AVŚ.14.1.29b; ApMB.1.17.9b
10	85	34	c	sūryāṃ yo brahmā vidyāt	RV.10.85.34c; AVŚ.14.1.29c. See prec. but one
10	85	34	d	sa id vadhūyam arhati	RV.10.85.34d; AVŚ.14.1.29d
10	85	35	a	āśasanaṃ viśasanam	RV.10.85.35a; AVŚ.14.1.28a; ApMB.1.17.10a (ApG.3.9.11)
10	85	35	b	atho adhivikartanam (ApMB. °cartanam)	RV.10.85.35b; AVŚ.14.1.28b; ApMB.1.17.10b
10	85	35	c	sūryāyāḥ paśya rūpāṇi	RV.10.85.35c; AVŚ.14.1.28c; ApMB.1.17.10c
10	85	35	d	tāni brahmā tu (AVŚ.ApMB. brahmota) śundhati (AVŚ. śumbhati; ApMB. śaṃsati)	RV.10.85.35d; AVŚ.14.1.28d; ApMB.1.17.10d
10	85	36	a	gṛbhṇāmi te saubhagatvāya (ApMB. suprajāstvāya) hastam	RV.10.85.36a; AG.1.7.3; ŚG.1.13.2; SMB.1.2.16a; PG.1.6.3a; ApMB.1.3.3a (ApG.2.4.15); MG.1.10.15c. P: gṛbhṇāmi te GG.2.2.16; KhG.1.3.31. Cf. BṛhD.7.135 (B). See gṛhṇāmi etc
10	85	36	b	mayā patyā jaradaṣṭir yathāsaḥ (JG.VārG. yathāsat)	RV.10.85.36b; AVŚ.14.1.50b; SMB.1.2.16b; PG.1.6.3b; ApMB.1.3.3b; HG.1.20.1b; MG.1.10.15d; JG.1.21b; VārG.14.13b
10	85	36	c	bhago aryamā (JG. ’ryamā) savitā puraṃdhiḥ	RV.10.85.36c; AVŚ.14.1.50c; SMB.1.2.16c; PG.1.6.3c; ApMB.1.3.3c; HG.1.20.1c; MG.1.10.15e; JG.1.21c; VārG.14.13c
10	85	36	d	mahyaṃ tvādur gārhapatyāya devāḥ	RV.10.85.36d; AVŚ.14.1.50d; SMB.1.2.16d; PG.1.6.3d; ApMB.1.3.3d; HG.1.20.1d; MG.1.10.15f; JG.1.21d; VārG.14.13d
10	85	37	a	tāṃ pūṣañ (AVŚ. °ṣaṃ) chivatamām erayasva	RV.10.85.37a; AVŚ.14.2.38a; ApMB.1.11.6a (ApG.3.8.10); JG.1.21a. See under tāṃ naḥ pūṣañ
10	85	37	b	yasyāṃ bījaṃ manuṣyā vapanti	RV.10.85.37b; AVŚ.14.2.38b; ApMB.1.11.6b; HG.1.20.2b; JG.1.21b
10	85	37	c	yā na ūrū uśatī viśrayāte (AVŚ. °ti; ApMB.HG.JG. visrayātai)	RV.10.85.37c; AVŚ.14.2.38c; ApMB.1.11.6c; HG.1.20.2c; JG.1.21c. See sā na ūrū
10	85	37	d	yasyām uśantaḥ praharāma (AVŚ.ApMB.HG.JG. °rema) śepam (AVŚ. śepaḥ; JG. śepham)	RV.10.85.37d; AVŚ.14.2.38d; PG.1.4.16c; ApMB.1.11.6d; HG.1.20.2d; JG.1.21d; N.3.21
10	85	38	a	tubhyam agre pary avahan (VārG. paryaṇayam)	RV.10.85.38a; AVŚ.14.2.1a; PG.1.7.3a; ApMB.1.5.3a,8,13 (ApG.2.5.7,9,10); VārG.14.20a. P: tubhyam agre Kauś.78.10. See tubhyam agne etc
10	85	38	b	sūryāṃ vahatunā saha	RV.10.85.38b; AVŚ.14.2.1b; PG.1.7.3b; ApMB.1.5.3b; MG.1.11.12b; VārG.14.20b
10	85	38	c	punaḥ patibhyo jāyām	RV.10.85.38c; PG.1.7.3c; ApMB.1.5.3c; MG.1.11.12c; VārG.14.20c. See sa naḥ patibhyo
10	85	38	d	dā agne (MG. agneḥ) prajayā saha	RV.10.85.38d; AVŚ.14.2.1d; PG.1.7.3d; ApMB.1.5.3d; MG.1.11.12d; VārG.14.20d
10	85	39	a	punaḥ patnīm agnir adāt	RV.10.85.39a; AVŚ.14.2.2a; ApMB.1.5.4a,9,14 (ApG.2.5.7,9,10); MG.1.11.12a; 15.1. P: punaḥ patnīm agniḥ VārG.16.9
10	85	39	b	āyuṣā saha varcasā	RV.10.85.39b; AVŚ.14.2.2b; ApMB.1.5.4b; MG.1.11.12b
10	85	39	c	dīrghāyur asyā yaḥ patiḥ	RV.10.85.39c; AVŚ.14.2.2c; ApMB.1.5.4c; MG.1.11.12c; VārG.16.10c; N.4.25. Cf. prec. but one
10	85	39	d	jīvāti (ApMB.VārG. jīvātu) śaradaḥ śatam	RV.10.85.39d; AVŚ.14.2.2d,63d; ApMB.1.5.2d; MG.1.11.12d; VārG.16.10d; N.4.25. See under asau jīva, and sa etu
10	85	40	a	somaḥ prathamo vivide	RV.10.85.40a; PG.1.4.16a; HG.1.20.2a; ApMB.1.3.1a (ApG.2.4.10); JG.1.21a; VārG.14.10a. See somasya jāyā
10	85	40	b	gandharvo vivida uttaraḥ	RV.10.85.40b; PG.1.4.16b; ApMB.1.3.1b; HG.1.20.2b; JG.1.21b; VārG.14.10b. See gandharvas te
10	85	40	c	tṛtīyo agniṣ (JG.VārG. ’gniṣ) ṭe patiḥ	RV.10.85.40c; AVŚ.14.2.3c; PG.1.4.16c; HG.1.20.2c; ApMB.1.3.1c; JG.1.21c; VārG.14.10c
10	85	40	d	turīyas te manuṣyajāḥ	RV.10.85.40d; AVŚ.14.2.3d; PG.1.4.16d; ApMB.1.3.1d. See turīyo’haṃ
10	85	41	a	somo dadad (SMB.GG.PG.JG.VārG. ’dadad; HG. ’dadād) gandharvāya	RV.10.85.41a; AVŚ.14.2.4a; SMB.1.1.7a; GG.2.1.19; PG.1.4.16a; ApMB.1.3.2a (ApG.2.4.10); HG.1.20.2a; MG.1.10.10a; JG.1.21a; VārG.14.10a. P: somo’dadat KhG.1.3.6
10	85	41	b	gandharvo dadad (SMB.PG.JG.VārG. ’dadad) agnaye (HG. gandharvo’gnaye’dadāt)	RV.10.85.41b; AVŚ.14.2.4b; SMB.1.1.7b; PG.1.4.16b; ApMB.1.3.2b; MG.1.10.10b; HG.1.20.2b; JG.1.21b; VārG.14.10b
10	85	41	c	rayiṃ ca putrāṃś cādāt	RV.10.85.41c; AVŚ.14.2.4c; SMB.1.1.7c; PG.1.4.16c; ApMB.1.3.2c; MG.1.10.10c; JG.1.21c; VārG.14.10c. See paśūṃś ca mahyaṃ pu°
10	85	41	d	agnir mahyam atho imām	RV.10.85.41d; AVŚ.14.2.4d; SMB.1.1.7d; PG.1.14.16d; ApMB.1.3.2d; MG.1.10.10d; JG.1.21d; VārG.14.10d. See agnir dadāty
10	85	42	a	ihaiva staṃ mā vi yauṣṭam (ApMB. yoṣṭam)	RV.10.85.42a; AVŚ.14.1.22a; ApMB.1.8.8a (ApG.2.6.10). P: ihaiva stam ŚG.1.16.12. Cf. BṛhD.7.137 (B)
10	85	42	b	viśvam āyur vy aśnutam (AVŚ.14.2.64d, °tām)	RV.10.85.42b; AVŚ.14.1.22b; 2.64d; ApMB.1.8.8b; 11.10b
10	85	42	c	krīḍantau (N. krīlantau) putrair naptṛbhiḥ	RV.10.85.42c; AVŚ.14.1.22c; N.1.16
10	85	42	d	modamānau sve gṛhe (AVŚ. °nau svastakau)	RV.10.85.42d; AVŚ.14.1.22d
10	85	43	a	ā naḥ prajāṃ janayatu prajāpatiḥ	RV.10.85.43a; MS.2.13.23a: 169.4; KS.13.15a; 40.1a; ApŚ.14.28.4a; MŚ.1.6.4.21; AG.1.8.9; SMB.1.2.18a; ApMB.1.11.5a (ApG.3.8.10); JG.1.21a. P: ā naḥ prajām KS.35.9; ŚG.1.6.6; VHDh.8.70. Cf. BṛhD.7.137 (B). See ā vāṃ prajāṃ, iha prajāṃ janayatu, and prajāpatī
10	85	43	b	ājarasāya sam anaktv aryamā	RV.10.85.43b; SMB.1.2.18b; ApMB.1.11.5b; JG.1.21b. See ahorātrābhyāṃ sam
10	85	43	c	adurmaṅgalīḥ (AVŚ. °lī) patilokam ā viśa (AVŚ. viśemam)	RV.10.85.43c; AVŚ.14.2.40c; SMB.1.2.18c; ApMB.1.11.5c; JG.1.21c
10	85	44	a	aghoracakṣur apatighny edhi (JG. °ghnī ma edhi; AVŚ. syonā)	RV.10.85.44a; AVŚ.14.2.17a; SMB.1.2.17a (GG.2.2.16); PG.1.4.16a; ApMB.1.1.4a (ApG.2.4.4); HG.1.20.2a; MG.1.10.6a; JG.1.21a; VārG.14.3a. P: aghoracakṣuḥ ŚG.1.16.5; Kauś.77.22. Cf. BṛhD.8.137
10	85	44	b	śivā paśubhyaḥ (ApMB. patibhyaḥ) sumanāḥ (AVŚ. suyamā) suvarcāḥ	RV.10.85.44b; AVŚ.14.2.18b; SMB.1.2.17b; ApMB.1.1.4b; PG.1.4.16b; HG.1.20.2b; MG.1.10.6b; JG.1.21b. See ehi śivā paśubhyaḥ
10	85	44	c	vīrasūr devakāmā syonā (AVŚ. °sūr devṛkāmā; SMB. °sūr jīvasūr devakāmā syonā; GG. °sūr jīvasūr jīvapatnī)	RV.10.85.44c; AVŚ.14.2.17c; SMB.1.2.17c; GG.2.7.12; PG.1.4.16c; MG.1.10.6c. See under jīvasūr, and cf. prec
10	85	45	a	imāṃ tvam indra mīḍhvaḥ	RV.10.85.45a; SMB.1.2.19a; ApMB.1.4.6a (ApG.2.5.2); HG.1.20.2a. P: imām Rvidh.3.22.4
10	85	45	b	suputrāṃ subhagāṃ kuru (RV. kṛṇu; SMB. kṛdhi)	RV.10.85.45b; SMB.1.2.19b; ApMB.1.4.6b; HG.1.20.2b
10	85	45	c	daśāsyāṃ putrān ā dhehi	RV.10.85.45c; SMB.1.2.19c; HG.1.20.2c; ApMB.1.4.6c
10	85	45	d	patim ekādaśaṃ kṛdhi (SMB.HG. kuru)	RV.10.85.45d; SMB.1.2.19d; HG.1.20.2d; ApMB.1.4.6d
10	85	46	a	samrājñī śvaśure bhava	RV.10.85.46a; ŚG.1.13.1; SMB.1.2.20a; ApMB.1.6.6a (ApG.2.5.22). P: samrājñī Rvidh.3.23.1. See samrājñy edhi
10	85	46	b	samrājñī śvaśrvāṃ (ApMB. śvaśruvāṃ) bhava	RV.10.85.46b; SMB.1.2.20b; ApMB.1.6.6b. See samrājñy uta śvaśrvāḥ, and cf. uttarā śvaśruvā
10	85	46	c	nanāndari samrājñī bhava	RV.10.85.46c; SMB.1.2.20c; ApMB.1.6.6c. See next but one
10	85	46	d	samrājñī adhi devṛṣu	RV.10.85.46d; SMB.1.2.20d; ApMB.1.6.6d. See samrājñy uta devṛṣu
10	85	47	a	sam añjantu viśve devāḥ	RV.10.85.47a; AG.1.8.9; ŚG.1.12.5; SMB.1.2.15a; PG.1.4.14a; ApMB.1.11.3a (ApG.3.8.10). P: sam añjantu GG.2.2.15; KhG.1.3.30. Cf. BṛhD.7.137
10	85	47	b	sam āpo hṛdayāni nau	RV.10.85.47b; SMB.1.2.15b; PG.1.4.14b; ApMB.1.11.3b
10	85	47	c	saṃ mātariśvā saṃ dhātā	RV.10.85.47c; SMB.1.2.15c; PG.1.4.14c; ApMB.1.11.3c
10	85	47	d	sam u deṣṭrī dadhātu (ApMB. dideṣṭu) nau	RV.10.85.47d; SMB.1.2.15d; PG.1.4.14d; ApMB.1.11.3d
10	86	1	a	vi hi sotor asṛkṣata	RV.10.86.1a; AVŚ.20.126.1a; GB.2.6.12; Vait.32.14,17a; N.13.4a. Ps: vi hi sotoḥ AŚ.8.3.4 (comm.); ŚŚ.12.6.13; 7.1,6; 8.2; 13.1; 24.3; 26.10; VHDh.6.58; 8.37; vi hi Rvidh.3.23.2; 24.2 (indraṇyāḥ saṃvādaḥ). Cf. BṛhD.7.141. Designated frequently in Vedic literature as vṛṣākapi: e.g. AB.5.15.1 ff.; 6.29.2 ff.; 32.5 ff.; KB.30.5; AŚ.8.3.4; 4.2,9; ŚŚ.12.6.13 ff.; Vait.27.24; 33.12; BDh.1.6.13.9; VHDh.4.91
10	86	1	b	nendraṃ devam amaṃsata	RV.10.86.1b; AVŚ.20.126.1b; Vait.32.17b; N.1.4; 13.4b
10	86	1	c	yatrāmadad vṛṣākapiḥ	RV.10.86.1c; AVŚ.20.126.1c; ŚŚ.12.13.2; Vait.32.17c; N.13.4c
10	86	1	d	aryaḥ puṣṭeṣu matsakhā	RV.10.86.1d; AVŚ.20.126.1d; ŚŚ.12.13.2; Vait.32.17d; N.13.4d
10	86	1	e	viśvasmād indra uttaraḥ	RV.10.86.1e–23e; AVŚ.20.126.1e–23e; KS.8.17e (bis); Vait.32.17e; N.11.38e,39e; 12.9e,28e; 13.3e,4e. Cf. BṛhD.2.67; 7.141
10	86	2	a	parā hīndra dhāvasi	RV.10.86.2a; AVŚ.20.126.2a. P: parā hīndra Vait.32.17
10	86	2	b	vṛṣākaper ati vyathiḥ	RV.10.86.2b; AVŚ.20.126.2b
10	86	2	c	no aha pra vindasi	RV.10.86.2c; AVŚ.20.126.2c
10	86	2	d	anyatra somapītaye	RV.10.86.2d; AVŚ.20.126.2d
10	86	3	a	kim ayaṃ tvāṃ vṛṣākapiḥ	RV.10.86.3a; AVŚ.20.126.3a
10	86	3	b	cakāra harito mṛgaḥ	RV.10.86.3b; AVŚ.20.126.3b
10	86	3	c	yasmā irasyasīd u nu	RV.10.86.3c; AVŚ.20.126.3c
10	86	3	d	aryo vā puṣṭimad vasu	RV.10.86.3d; AVŚ.20.126.3d
10	86	4	a	yam imaṃ tvaṃ vṛṣākapim	RV.10.86.4a; AVŚ.20.126.4a
10	86	4	b	priyam indrābhirakṣasi	RV.10.86.4b; AVŚ.20.126.4b
10	86	4	c	śvā nv asya jambhiṣat	RV.10.86.4c; AVŚ.20.126.4c. P: śvā nvo 3 ŚŚ.12.13.5 (cf. Indische Studien iv. 231)
10	86	4	d	api karṇe varāhayuḥ	RV.10.86.4d; AVŚ.20.126.4d
10	86	5	a	priyā taṣṭāni me kapiḥ	RV.10.86.5a; AVŚ.20.126.5a
10	86	5	b	vyaktā vy adūduṣat	RV.10.86.5b; AVŚ.20.126.5b
10	86	5	c	śiro nv asya rāviṣam	RV.10.86.5c; AVŚ.20.126.5c
10	86	5	d	na sugaṃ duṣkṛte bhuvam	RV.10.86.5d; AVŚ.20.126.5d
10	86	6	a	na mat strī subhasattarā	RV.10.86.6a; AVŚ.20.126.6a
10	86	6	b	na suyāśutarā bhuvat	RV.10.86.6b; AVŚ.20.126.6b
10	86	6	c	na mat praticyavīyasī	RV.10.86.6c; AVŚ.20.126.6c
10	86	6	d	na sakthy udyamīyasī	RV.10.86.6d; AVŚ.20.126.6d
10	86	7	a	uve amba sulābhike	RV.10.86.7a; AVŚ.20.126.7a
10	86	7	b	yathevāṅga bhaviṣyati	RV.10.86.7b; AVŚ.20.126.7b
10	86	7	c	bhasan me amba sakthi me	RV.10.86.7c; AVŚ.20.126.7c
10	86	7	d	śiro me vīva hṛṣyati	RV.10.86.7d; AVŚ.20.126.7d
10	86	8	a	kiṃ subāho svaṅgure	RV.10.86.8a; AVŚ.20.126.8a
10	86	8	b	pṛthuṣṭo pṛthujāghane	RV.10.86.8b; AVŚ.20.126.8b
10	86	8	c	kiṃ śūrapatni nas tvam	RV.10.86.8c; AVŚ.20.126.8c
10	86	8	d	abhy amīṣi vṛṣākapim	RV.10.86.8d; AVŚ.20.126.8d
10	86	9	a	avīrām iva mām ayam	RV.10.86.9a; AVŚ.20.126.9a; N.6.31. Cf. BṛhD.1.53
10	86	9	b	śarārur abhi manyate	RV.10.86.9b; AVŚ.20.126.9b; N.6.31
10	86	9	c	utāham asmi vīriṇī	RV.10.86.9c; AVŚ.20.126.9c
10	86	9	d	indrapatnī marutsakhā	RV.10.86.9d; AVŚ.20.126.9d
10	86	10	a	saṃhotraṃ sma purā nārī	RV.10.86.10a; AVŚ.20.126.10a
10	86	10	b	samanaṃ vāva gachati	RV.10.86.10b; AVŚ.20.126.10b
10	86	10	c	vedhā ṛtasya vīriṇī	RV.10.86.10c; AVŚ.20.126.10c
10	86	10	d	indrapatnī mahīyate	RV.10.86.10d; AVŚ.20.126.10d
10	86	11	a	indrāṇīm āsu nāriṣu	RV.10.86.11a; AVŚ.20.126.11a; TS.1.7.13.1a; KS.8.17a; N.11.38a
10	86	11	b	subhagām aham aśravam	RV.10.86.11b; AVŚ.20.126.11b; N.11.38b. See supatnīm
10	86	11	c	nahy asyā aparaṃ cana	RV.10.86.11c; AVŚ.20.126.11c; TS.1.7.13.1c; KS.8.17c; N.11.38c
10	86	11	d	jarasā marate patiḥ	RV.10.86.11d; AVŚ.20.126.11d; TS.1.7.13.1d; KS.8.17d; N.11.38d
10	86	12	a	nāham indrāṇi rāraṇa	RV.10.86.12a; AVŚ.20.126.12a; TS.1.7.13.2a; KS.8.17a; N.11.39a
10	86	12	b	sakhyur vṛṣākaper ṛte	RV.10.86.12b; AVŚ.20.126.12b; TS.1.7.13.2b; KS.8.17b; N.11.39b
10	86	12	c	yasyedam apyaṃ haviḥ	RV.10.86.12c; AVŚ.20.126.12c; TS.1.7.13.2c; KS.8.17c; N.11.39c
10	86	12	d	priyaṃ deveṣu gachati	RV.10.86.12d; AVŚ.20.126.12d; TS.1.7.13.2d; KS.8.17d; N.11.39d
10	86	13	a	vṛṣākapāyi revati	RV.10.86.13a; AVŚ.20.126.13a; N.12.9a
10	86	13	b	suputra ād u susnuṣe	RV.10.86.13b; AVŚ.20.126.13b; N.12.9b
10	86	13	c	ghasat ta indra ukṣaṇaḥ	RV.10.86.13c; AVŚ.20.126.13c; N.12.9c
10	86	13	d	priyaṃ kācitkaraṃ haviḥ	RV.10.86.13d; AVŚ.20.126.13d; N.12.9d
10	86	14	a	ukṣṇo hi me pañcadaśa	RV.10.86.14a; AVŚ.20.126.14a
10	86	14	b	sākaṃ pacanti viṃśatim	RV.10.86.14b; AVŚ.20.126.14b
10	86	14	c	utāham admi pīva it	RV.10.86.14c; AVŚ.20.126.14c
10	86	14	d	ubhā kukṣī pṛṇanti me	RV.10.86.14d; AVŚ.20.126.14d
10	86	15	a	vṛṣabho na tigmaśṛṅgaḥ	RV.10.86.15a; AVŚ.20.126.15a
10	86	15	b	antar yūtheṣu roruvat	RV.10.86.15b; AVŚ.20.126.15b
10	86	15	c	manthas ta indra śaṃ hṛde	RV.10.86.15c; AVŚ.20.126.15c
10	86	15	d	yaṃ te sunoti bhāvayuḥ	RV.10.86.15d; AVŚ.20.126.15d
10	86	16	a	na seśe yasya rambate	RV.10.86.16a; AVŚ.20.126.16a. P: na seśe Rvidh.3.24.4
10	86	16	b	antarāsakthyākapṛt	RV.10.86.16b,17d; AVŚ.20.126.16b,17d
10	86	16	c	sed īśe yasya romaśam	RV.10.86.16c; AVŚ.20.126.16c
10	86	16	d	niṣeduṣo vijṛmbhate	RV.10.86.16d,17b; AVŚ.20.126.16d,17b
10	86	17	a	na seśe yasya romaśam	RV.10.86.17a; AVŚ.20.126.17a; ŚŚ.16.13.10
10	86	17	c	sed īśe yasya rambate	RV.10.86.17c; AVŚ.20.126.17c
10	86	18	a	ayam indra vṛṣākapiḥ	RV.10.86.18a; AVŚ.20.126.18a
10	86	18	b	parasvantaṃ hataṃ vidat	RV.10.86.18b; AVŚ.20.126.18b
10	86	18	c	asiṃ sūnāṃ navaṃ carum	RV.10.86.18c; AVŚ.20.126.18c
10	86	18	d	ād edhasyāna ācitam	RV.10.86.18d; AVŚ.20.126.18d
10	86	19	a	ayam emi vicākaśat	RV.10.86.19a; AVŚ.20.126.19a
10	86	19	b	vicinvan dāsam āryam	RV.10.86.19b; AVŚ.20.126.19b
10	86	19	c	pibāmi pākasutvanaḥ	RV.10.86.19c; AVŚ.20.126.19c
10	86	19	d	abhi dhīram acākaśam	RV.10.86.19d; AVŚ.20.126.19d
10	86	20	a	dhanva ca yat kṛntatraṃ ca	RV.10.86.20a; AVŚ.20.126.20a. Cf. BṛhD.2.69
10	86	20	b	kati svit tā vi yojanā	RV.10.86.20b; AVŚ.20.126.20b
10	86	20	c	nedīyaso vṛṣākape	RV.10.86.20c; AVŚ.20.126.20c
10	86	20	d	astam ehi gṛhāṃ upa	RV.10.86.20d; AVŚ.20.126.20d
10	86	21	a	punar ehi vṛṣākape	RV.10.86.21a; AVŚ.20.126.21a; N.12.28a
10	86	21	b	suvitā kalpayāvahai	RV.10.86.21b; AVŚ.20.126.21b; N.12.28b
10	86	21	c	ya eṣa svapnanaṃśanaḥ (AVŚ. °nāśanaḥ)	RV.10.86.21c; AVŚ.20.126.21c; N.12.28c
10	86	21	d	astam eṣi pathā punaḥ	RV.10.86.21d; AVŚ.20.126.21d; N.12.28d
10	86	22	a	yad udañco vṛṣākape	RV.10.86.22a; AVŚ.20.126.22a; N.13.3a
10	86	22	b	gṛham indrājagantana	RV.10.86.22b; AVŚ.20.126.22b; N.13.3b
10	86	22	c	kva sya pulvagho mṛgaḥ	RV.10.86.22c; AVŚ.20.126.22c; N.13.3c
10	86	22	d	kam agañ (AVŚ. agaṃ) janayopanaḥ	RV.10.86.22d; AVŚ.20.126.22d; N.13.3d
10	86	23	a	parśur ha nāma mānavī	RV.10.86.23a; AVŚ.20.126.23a
10	86	23	b	sākaṃ sasūva viṃśatim	RV.10.86.23b; AVŚ.20.126.23b
10	86	23	c	bhadraṃ bhala tyasyā abhūt	RV.10.86.23c; AVŚ.20.126.23c
10	86	23	d	yasyā udaram āmayat	RV.10.86.23d; AVŚ.20.126.23d
10	87	1	a	rakṣohaṇaṃ vājinam ā jigharmi	RV.10.87.1a; AVŚ.8.3.1a; TS.1.2.14.6a. Ps: rakṣohaṇaṃ vājinam Rvidh.3.24.5; rakṣohaṇam Kauś.8.25. Cf. BṛhD.7.142. Designated as rakṣohan Kauś.44.16; Rvidh.3.24.5
10	87	1	b	mitraṃ prathiṣṭham upa yāmi śarma	RV.10.87.1b; AVŚ.8.3.1b; TS.1.2.14.6b
10	87	1	c	śiśāno agniḥ kratubhiḥ samiddhaḥ	RV.10.87.1c; AVŚ.8.3.1c; TS.1.2.14.6c
10	87	2	a	ayodaṃṣṭro arciṣā yātudhānān	RV.10.87.2a; AVŚ.8.3.2a
10	87	2	b	upa spṛśa jātavedaḥ samiddhaḥ	RV.10.87.2b; AVŚ.8.3.2b
10	87	2	c	ā jihvayā mūradevān rabhasva	RV.10.87.2c; AVŚ.8.3.2c
10	87	2	d	kravyādo vṛktvy api (AVŚ. vṛṣṭvāpi) dhatsvāsan	RV.10.87.2d; AVŚ.8.3.2d
10	87	3	a	ubhobhayāvinn upa dhehi daṃṣṭrā (AVŚ. daṃṣṭrau)	RV.10.87.3a; AVŚ.8.3.3a
10	87	3	b	hiṃsraḥ śiśāno’varaṃ paraṃ ca	RV.10.87.3b; AVŚ.8.3.3b
10	87	3	c	utāntarikṣe pari yāhi rājan (AVŚ. yāhy agne)	RV.10.87.3c; AVŚ.8.3.3c
10	87	3	d	jambhaiḥ saṃ dhehy abhi yātudhānān	RV.10.87.3d; AVŚ.8.3.3d
10	87	4	a	yajñair iṣūḥ saṃnamamāno agne	RV.10.87.4a; AVŚ.8.3.6a
10	87	4	b	vācā śalyāṃ aśanibhir dihānaḥ	RV.10.87.4b; AVŚ.8.3.6b
10	87	4	c	tābhir vidhya hṛdaye yātudhānān	RV.10.87.4c; AVŚ.8.3.6c
10	87	4	d	pratīco bāhūn prati bhaṅdhy eṣām	RV.10.87.4d; AVŚ.8.3.6d
10	87	5	a	agne tvacaṃ yātudhānasya bhindhi	RV.10.87.5a; AVŚ.8.3.4a
10	87	5	b	hiṃsrāśanir harasā hantv enam	RV.10.87.5b; AVŚ.8.3.4b
10	87	5	c	pra parvāṇi jātavedaḥ śṛṇīhi	RV.10.87.5c; AVŚ.8.3.4c
10	87	5	d	kravyāt kraviṣṇur vi cinotu vṛkṇam (AVŚ. cinotv enam)	RV.10.87.5d; AVŚ.8.3.4d
10	87	6	a	yatredānīṃ paśyasi jātavedaḥ	RV.10.87.6a; AVŚ.8.3.5a
10	87	6	b	tiṣṭhantam agna uta vā carantam	RV.10.87.6b; AVŚ.8.3.5b
10	87	6	c	yad vāntarikṣe pathibhiḥ patantam	RV.10.87.6c. See utāntarikṣe patantaṃ
10	87	6	d	tam astā vidhya śarvā śiśānaḥ	RV.10.87.6d; AVŚ.8.3.5d
10	87	7	a	utālabdhaṃ (AVŚ. utārabdhān) spṛṇuhi jātavedaḥ	RV.10.87.7a; AVŚ.8.3.7a
10	87	7	b	ālebhānād ṛṣṭibhir yātudhānāt	RV.10.87.7b. See utārebhāṇāṃ
10	87	7	c	agne pūrvo ni jahi śośucānaḥ	RV.10.87.7c; AVŚ.8.3.7c
10	87	7	d	āmādaḥ kṣviṅkās tam adantv enīḥ	RV.10.87.7d; AVŚ.8.3.7d
10	87	8	a	iha pra brūhi yatamaḥ so agne	RV.10.87.8a; AVŚ.8.3.8a
10	87	8	b	yo yātudhāno ya idaṃ kṛṇoti	RV.10.87.8b. See yātudhāno ya
10	87	8	c	tam ā rabhasva samidhā yaviṣṭha	RV.10.87.8c; AVŚ.8.3.8c
10	87	8	d	nṛcakṣasaś cakṣuṣe randhayainam	RV.10.87.8d; AVŚ.8.3.8d
10	87	9	a	tīkṣṇenāgne cakṣuṣā rakṣa yajñam	RV.10.87.9a; AVŚ.8.3.9a
10	87	9	b	prāñcaṃ vasubhyaḥ pra ṇaya pracetaḥ	RV.10.87.9b; AVŚ.8.3.9b
10	87	9	c	hiṃsraṃ rakṣāṃsy abhi śośucānam	RV.10.87.9c; AVŚ.8.3.9c
10	87	9	d	mā tvā dabhan yātudhānā nṛcakṣaḥ	RV.10.87.9d; AVŚ.8.3.9d; AVP.12.20.7d
10	87	10	a	nṛcakṣā rakṣaḥ pari paśya vikṣu	RV.10.87.10a; AVŚ.8.3.10a
10	87	10	b	tasya trīṇi prati śṛṇīhy agrā	RV.10.87.10b; AVŚ.8.3.10b
10	87	10	c	tasyāgne pṛṣṭīr harasā śṛṇīhi	RV.10.87.10c; AVŚ.8.3.10c
