anchor_type	anchor_id	anchor_key_slp1	target_locus	source_dataset	match_method	confidence	evidence_count	dcs_lemma_iast	n_texts
dict-entry	kochergina:e28421	vivAsana	lemma:138223	kochergina	exact	0.95	10	vivāsana	2
dict-entry	kochergina:e28421	vivAsana	lemma:138668	kochergina	exact	0.95	2	vivāsana	2
dict-entry	kochergina:e28445	vivIta	lemma:138688	kochergina	exact	0.95	14	vivīta	5
dict-entry	kochergina:e28385	vivaDa	lemma:138660	kochergina	exact	0.95	7	vivadha	7
dict-entry	kochergina:e28417	vivaSa	lemma:47598	kochergina	exact	0.95	80	vivaśa	28
dict-entry	kochergina:e28417	vivaSa	lemma:47599	kochergina	exact	0.95	1	vivaśa	1
dict-entry	kochergina:e28376	vivac	lemma:163579	kochergina	exact	0.95	23	vivac	12
dict-entry	kochergina:e28377	vivacana	lemma:222559	kochergina	exact	0.95	3	vivacana	1
dict-entry	kochergina:e28379	vivad	lemma:163580	kochergina	exact	0.95	92	vivad	37
dict-entry	kochergina:e28381	vivadana	lemma:138208	kochergina	exact	0.95	1	vivadana	1
dict-entry	kochergina:e28388	vivah	lemma:163589	kochergina	exact	0.95	47	vivah	29
dict-entry	kochergina:e28389	vivaha	lemma:138227	kochergina	exact	0.95	4	vivaha	4
dict-entry	kochergina:e28394	vivakzA	lemma:138650	kochergina	exact	0.95	43	vivakṣā	19
dict-entry	kochergina:e28395	vivakzaRa	lemma:138201	kochergina	exact	0.95	6	vivakṣaṇa	2
dict-entry	kochergina:e28397	vivakzu	lemma:172648	kochergina	exact	0.95	27	vivakṣu	17
dict-entry	kochergina:e28398	vival	lemma:163584	kochergina	exact	0.95	1	vival	1
dict-entry	kochergina:e28399	vivalg	lemma:163585	kochergina	exact	0.95	2	vivalg	2
dict-entry	kochergina:e28400	vivap	lemma:216031	kochergina	exact	0.95	6	vivap	3
dict-entry	kochergina:e28405	vivarDana	lemma:138703	kochergina	exact	0.95	184	vivardhana	42
dict-entry	kochergina:e28405	vivarDana	lemma:138704	kochergina	exact	0.95	1	vivardhana	1
dict-entry	kochergina:e28405	vivarDana	lemma:138705	kochergina	exact	0.95	20	vivardhana	12
dict-entry	kochergina:e28406	vivarDay	lemma:163602	kochergina	exact	0.95	97	vivardhay	35
dict-entry	kochergina:e164	vivarDin	lemma:138706	kochergina	exact	0.95	26	vivardhin	18
dict-entry	kochergina:e28409	vivarRa	lemma:47594	kochergina	exact	0.95	135	vivarṇa	25
dict-entry	kochergina:e28402	vivara	lemma:138689	kochergina	exact	0.95	178	vivara	42
dict-entry	kochergina:e28403	vivaraRa	lemma:138690	kochergina	exact	0.95	11	vivaraṇa	8
dict-entry	kochergina:e28407	vivarjana	lemma:138328	kochergina	exact	0.95	32	vivarjana	16
dict-entry	kochergina:e28411	vivarta	lemma:138697	kochergina	exact	0.95	19	vivarta	15
dict-entry	kochergina:e28412	vivartana	lemma:138698	kochergina	exact	0.95	4	vivartana	3
dict-entry	kochergina:e28412	vivartana	lemma:138699	kochergina	exact	0.95	16	vivartana	13
dict-entry	kochergina:e28413	vivartin	lemma:138332	kochergina	exact	0.95	11	vivartin	9
dict-entry	kochergina:e28414	vivas	lemma:163586	kochergina	exact	0.95	102	vivas	32
dict-entry	kochergina:e28414	vivas	lemma:163587	kochergina	exact	0.95	3	vivas	3
dict-entry	kochergina:e28414	vivas	lemma:163588	kochergina	exact	0.95	25	vivas	10
dict-entry	kochergina:e28420	vivasana	lemma:47600	kochergina	exact	0.95	3	vivasana	3
dict-entry	kochergina:e28422	vivastra	lemma:47602	kochergina	exact	0.95	11	vivastra	5
dict-entry	kochergina:e28423	vivasvant	lemma:138665	kochergina	exact	0.95	235	vivasvant	41
dict-entry	kochergina:e28425	vivatsa	lemma:47588	kochergina	exact	0.95	22	vivatsa	11
dict-entry	kochergina:e28426	vivatsu	lemma:138207	kochergina	exact	0.95	1	vivatsu	1
dict-entry	kochergina:e28427	vivayana	lemma:138340	kochergina	exact	0.95	2	vivayana	2
dict-entry	kochergina:e28428	vivecaka	lemma:138682	kochergina	exact	0.95	4	vivecaka	3
dict-entry	kochergina:e28429	vivecana	lemma:138683	kochergina	exact	0.95	1	vivecana	1
dict-entry	kochergina:e28429	vivecana	lemma:138684	kochergina	exact	0.95	20	vivecana	15
dict-entry	kochergina:e28430	viveka	lemma:138678	kochergina	exact	0.95	189	viveka	57
dict-entry	kochergina:e28434	vivekin	lemma:138679	kochergina	exact	0.95	60	vivekin	19
dict-entry	kochergina:e28438	vivezw	lemma:172355	kochergina	exact	0.95	26	viveṣṭ	8
dict-entry	kochergina:e28448	vivfdDa	lemma:138707	kochergina	exact	0.95	1	vivṛddha	1
dict-entry	kochergina:e28449	vivfdDi	lemma:138708	kochergina	exact	0.95	106	vivṛddhi	42
dict-entry	kochergina:e28453	vivfta	lemma:138691	kochergina	exact	0.95	1	vivṛta	1
dict-entry	kochergina:e28453	vivfta	lemma:138693	kochergina	exact	0.95	3	vivṛta	2
dict-entry	kochergina:e28454	vivfti	lemma:138694	kochergina	exact	0.95	9	vivṛti	7
dict-entry	kochergina:e28455	vivftta	lemma:221783	kochergina	exact	0.95	1	vivṛtta	1
dict-entry	kochergina:e28458	vivftti	lemma:138702	kochergina	exact	0.95	5	vivṛtti	3
dict-entry	kochergina:e28441	viviDa	lemma:138685	kochergina	exact	0.95	1684	vividha	106
dict-entry	kochergina:e28441	viviDa	lemma:138686	kochergina	exact	0.95	1	vividha	1
dict-entry	kochergina:e28439	vivic	lemma:163592	kochergina	exact	0.95	154	vivic	50
dict-entry	kochergina:e28440	vivid	lemma:163594	kochergina	exact	0.95	1	vivid	1
dict-entry	kochergina:e28443	vivikta	lemma:138675	kochergina	exact	0.95	50	vivikta	18
dict-entry	kochergina:e28443	vivikta	lemma:138677	kochergina	exact	0.95	58	vivikta	20
dict-entry	kochergina:e28444	vivikti	lemma:138316	kochergina	exact	0.95	5	vivikti	2
dict-entry	kochergina:e28447	vivraSc	lemma:163608	kochergina	exact	0.95	9	vivraśc	4
dict-entry	kochergina:e28303	viw	lemma:213787	kochergina	exact	0.95	2	viṭ	1
dict-entry	kochergina:e28304	viwa	lemma:48302	kochergina	exact	0.95	49	viṭa	12
dict-entry	kochergina:e28318	viwaNka	lemma:48317	kochergina	exact	0.95	7	viṭaṅka	6
dict-entry	kochergina:e28318	viwaNka	lemma:48319	kochergina	exact	0.95	1	viṭaṅka	1
dict-entry	kochergina:e28322	viwapa	lemma:48321	kochergina	exact	0.95	73	viṭapa	30
dict-entry	kochergina:e28323	viwapin	lemma:122614	kochergina	exact	0.95	2	viṭapin	2
dict-entry	kochergina:e28323	viwapin	lemma:122615	kochergina	exact	0.95	17	viṭapin	12
dict-entry	kochergina:e28460	viyA	lemma:163536	kochergina	exact	0.95	7	viyā	6
dict-entry	kochergina:e28461	viyam	lemma:163535	kochergina	exact	0.95	10	viyam	6
dict-entry	kochergina:e28462	viyant	lemma:123160	kochergina	exact	0.95	110	viyant	31
dict-entry	kochergina:e28463	viyat	lemma:163533	kochergina	exact	0.95	2	viyat	1
dict-entry	kochergina:e28466	viyoga	lemma:123164	kochergina	exact	0.95	220	viyoga	58
dict-entry	kochergina:e28468	viyogin	lemma:123165	kochergina	exact	0.95	9	viyogin	8
dict-entry	kochergina:e28470	viyojana	lemma:122607	kochergina	exact	0.95	8	viyojana	8
dict-entry	kochergina:e28472	viyuj	lemma:163538	kochergina	exact	0.95	150	viyuj	46
dict-entry	kochergina:e28472	viyuj	lemma:221330	kochergina	exact	0.95	1	viyuj	1
dict-entry	kochergina:e28035	viz	lemma:138802	kochergina	exact	0.95	336	viṣ	55
dict-entry	kochergina:e28035	viz	lemma:158976	kochergina	exact	0.95	29	viṣ	4
dict-entry	kochergina:e28080	vizARa	lemma:139031	kochergina	exact	0.95	1	viṣāṇa	1
dict-entry	kochergina:e28080	vizARa	lemma:139489	kochergina	exact	0.95	139	viṣāṇa	39
dict-entry	kochergina:e28081	vizARin	lemma:139496	kochergina	exact	0.95	14	viṣāṇin	4
dict-entry	kochergina:e28081	vizARin	lemma:139497	kochergina	exact	0.95	17	viṣāṇin	11
dict-entry	kochergina:e28044	vizAda	lemma:139468	kochergina	exact	0.95	272	viṣāda	43
dict-entry	kochergina:e28047	vizAday	lemma:172331	kochergina	exact	0.95	12	viṣāday	5
dict-entry	kochergina:e28105	vizAsahi	lemma:139488	kochergina	exact	0.95	26	viṣāsahi	6
dict-entry	kochergina:e28159	vizRu	lemma:139532	kochergina	exact	0.95	3776	viṣṇu	134
dict-entry	kochergina:e28159	vizRu	lemma:139533	kochergina	exact	0.95	1	viṣṇu	1
dict-entry	kochergina:e28159	vizRu	lemma:139534	kochergina	exact	0.95	5	viṣṇu	4
dict-entry	kochergina:e28240	vizUcIna	lemma:139506	kochergina	exact	0.95	16	viṣūcīna	10
dict-entry	kochergina:e28240	vizUcIna	lemma:139507	kochergina	exact	0.95	1	viṣūcīna	1
dict-entry	kochergina:e28230	vizWA	lemma:138921	kochergina	exact	0.95	87	viṣṭhā	38
dict-entry	kochergina:e28230	vizWA	lemma:139530	kochergina	exact	0.95	33	viṣṭhā	17
dict-entry	kochergina:e28230	vizWA	lemma:163641	kochergina	exact	0.95	147	viṣṭhā	22
dict-entry	kochergina:e28039	viza	lemma:139405	kochergina	exact	0.95	4	viṣa	2
dict-entry	kochergina:e28039	viza	lemma:139406	kochergina	exact	0.95	1	viṣa	1
dict-entry	kochergina:e28039	viza	lemma:139407	kochergina	exact	0.95	2694	viṣa	121
dict-entry	kochergina:e28042	vizad	lemma:163631	kochergina	exact	0.95	268	viṣad	30
dict-entry	kochergina:e28052	vizahya	lemma:138981	kochergina	exact	0.95	5	viṣahya	2
dict-entry	kochergina:e28064	vizama	lemma:139473	kochergina	exact	0.95	1	viṣama	1
dict-entry	kochergina:e28064	vizama	lemma:139475	kochergina	exact	0.95	93	viṣama	30
dict-entry	kochergina:e28064	vizama	lemma:139476	kochergina	exact	0.95	586	viṣama	88
dict-entry	kochergina:e28113	vizavat	lemma:138871	kochergina	exact	0.95	12	viṣavat	8
dict-entry	kochergina:e28116	vizaya	lemma:138935	kochergina	exact	0.95	1628	viṣaya	136
dict-entry	kochergina:e28131	vizin	lemma:138917	kochergina	exact	0.95	2	viṣin	2
dict-entry	kochergina:e28139	vizita	lemma:139510	kochergina	exact	0.95	2	viṣita	1
dict-entry	kochergina:e28140	vizkamBa	lemma:139511	kochergina	exact	0.95	66	viṣkambha	16
dict-entry	kochergina:e28238	vizu	lemma:138991	kochergina	exact	0.95	3	viṣu	3
dict-entry	kochergina:e28238	vizu	lemma:209162	kochergina	exact	0.95	4	viṣu	4
dict-entry	kochergina:e28245	vizuRa	lemma:139498	kochergina	exact	0.95	8	viṣuṇa	2
dict-entry	kochergina:e28252	vizuvant	lemma:139503	kochergina	exact	0.95	118	viṣuvant	27
dict-entry	kochergina:e28224	vizwAra	lemma:139528	kochergina	exact	0.95	1	viṣṭāra	1
dict-entry	kochergina:e28227	vizwArin	lemma:139050	kochergina	exact	0.95	5	viṣṭārin	1
dict-entry	kochergina:e28215	vizwamB	lemma:163638	kochergina	exact	0.95	85	viṣṭambh	28
dict-entry	kochergina:e28216	vizwamBa	lemma:139522	kochergina	exact	0.95	98	viṣṭambha	31
dict-entry	kochergina:e28217	vizwamBana	lemma:139523	kochergina	exact	0.95	3	viṣṭambhana	3
dict-entry	kochergina:e28217	vizwamBana	lemma:139524	kochergina	exact	0.95	2	viṣṭambhana	2
dict-entry	kochergina:e28219	vizwap	lemma:139041	kochergina	exact	0.95	30	viṣṭap	13
dict-entry	kochergina:e28220	vizwapa	lemma:139520	kochergina	exact	0.95	29	viṣṭapa	16
dict-entry	kochergina:e28223	vizwara	lemma:139525	kochergina	exact	0.95	59	viṣṭara	26
dict-entry	kochergina:e28223	vizwara	lemma:139526	kochergina	exact	0.95	18	viṣṭara	12
dict-entry	kochergina:e28234	vizwi	lemma:139052	kochergina	exact	0.95	10	viṣṭi	7
dict-entry	kochergina:e28234	vizwi	lemma:139463	kochergina	exact	0.95	21	viṣṭi	6
dict-entry	kochergina:e28234	vizwi	lemma:139464	kochergina	exact	0.95	4	viṣṭi	4
dict-entry	kochergina:e28235	vizwir	lemma:139051	kochergina	exact	0.95	2	viṣṭir	1
dict-entry	kochergina:e27721	viṁSa	lemma:47733	kochergina	floor	0.85	39	viṃśa	25
dict-entry	kochergina:e27721	viṁSa	lemma:47734	kochergina	floor	0.85	10	viṃśa	6
dict-entry	kochergina:e27721	viṁSa	lemma:214064	kochergina	floor	0.85	5	viṃśa	3
dict-entry	kochergina:e27722	viṁSaka	lemma:47737	kochergina	floor	0.85	8	viṃśaka	8
dict-entry	kochergina:e27724	viṁSati	lemma:47721	kochergina	floor	0.85	554	viṃśati	94
dict-entry	kochergina:e27725	viṁSatika	lemma:205293	kochergina	floor	0.85	5	viṃśatika	4
dict-entry	kochergina:e27726	viṁSatitama	lemma:175008	kochergina	floor	0.85	6	viṃśatitama	5
dict-entry	kochergina:e27727	viṁSin	lemma:47743	kochergina	floor	0.85	3	viṃśin	2
dict-entry	kochergina:e28475	vlI	lemma:214926	kochergina	exact	0.95	1	vlī	1
dict-entry	kochergina:e28475	vlI	lemma:217499	kochergina	exact	0.95	18	vlī	7
dict-entry	kochergina:e28479	vrA	lemma:114703	kochergina	exact	0.95	8	vrā	3
dict-entry	kochergina:e28482	vrAja	lemma:114597	kochergina	exact	0.95	3	vrāja	2
dict-entry	kochergina:e28498	vrAta	lemma:116280	kochergina	exact	0.95	167	vrāta	32
dict-entry	kochergina:e28514	vrAtya	lemma:116285	kochergina	exact	0.95	106	vrātya	20
dict-entry	kochergina:e28537	vrIhi	lemma:165641	kochergina	exact	0.95	392	vrīhi	87
dict-entry	kochergina:e28533	vrIq	lemma:159621	kochergina	exact	0.95	84	vrīḍ	13
dict-entry	kochergina:e28534	vrIqA	lemma:169455	kochergina	exact	0.95	119	vrīḍā	23
dict-entry	kochergina:e28486	vraRa	lemma:116236	kochergina	exact	0.95	968	vraṇa	68
dict-entry	kochergina:e28492	vraRila	lemma:114628	kochergina	exact	0.95	1	vraṇila	1
dict-entry	kochergina:e28493	vraRin	lemma:114627	kochergina	exact	0.95	27	vraṇin	10
dict-entry	kochergina:e28494	vraRya	lemma:114629	kochergina	exact	0.95	12	vraṇya	5
dict-entry	kochergina:e28495	vraSc	lemma:158545	kochergina	exact	0.95	145	vraśc	27
dict-entry	kochergina:e28496	vraScana	lemma:116278	kochergina	exact	0.95	2	vraścana	2
dict-entry	kochergina:e28496	vraScana	lemma:116279	kochergina	exact	0.95	4	vraścana	4
dict-entry	kochergina:e28480	vraj	lemma:157500	kochergina	exact	0.95	1202	vraj	138
dict-entry	kochergina:e28481	vraja	lemma:115327	kochergina	exact	0.95	2	vraja	2
dict-entry	kochergina:e28481	vraja	lemma:115333	kochergina	exact	0.95	338	vraja	52
dict-entry	kochergina:e28483	vrajana	lemma:115329	kochergina	exact	0.95	4	vrajana	4
dict-entry	kochergina:e28484	vrajin	lemma:114594	kochergina	exact	0.95	3	vrajin	2
dict-entry	kochergina:e28485	vrajyA	lemma:114567	kochergina	exact	0.95	3	vrajyā	2
dict-entry	kochergina:e28491	vrandin	lemma:114696	kochergina	exact	0.95	2	vrandin	1
dict-entry	kochergina:e28497	vrata	lemma:116251	kochergina	exact	0.95	3393	vrata	143
dict-entry	kochergina:e28509	vratati	lemma:114695	kochergina	exact	0.95	7	vratati	7
dict-entry	kochergina:e28511	vratin	lemma:116270	kochergina	exact	0.95	68	vratin	26
dict-entry	kochergina:e28511	vratin	lemma:116271	kochergina	exact	0.95	67	vratin	27
dict-entry	kochergina:e28513	vratya	lemma:116273	kochergina	exact	0.95	23	vratya	15
dict-entry	kochergina:e28515	vrayas	lemma:114697	kochergina	exact	0.95	2	vrayas	2
dict-entry	kochergina:e28542	vriS	lemma:219911	kochergina	exact	0.95	1	vriś	1
dict-entry	kochergina:e28641	vyA	lemma:213557	kochergina	exact	0.95	3	vyā	1
dict-entry	kochergina:e28657	vyADA	lemma:164628	kochergina	exact	0.95	6	vyādhā	5
dict-entry	kochergina:e28660	vyADU	lemma:164629	kochergina	exact	0.95	3	vyādhū	3
dict-entry	kochergina:e28656	vyADa	lemma:120974	kochergina	exact	0.95	138	vyādha	32
dict-entry	kochergina:e28659	vyADi	lemma:119173	kochergina	exact	0.95	1257	vyādhi	110
dict-entry	kochergina:e28665	vyAGAraRa	lemma:119094	kochergina	exact	0.95	11	vyāghāraṇa	5
dict-entry	kochergina:e28665	vyAGAraRa	lemma:225921	kochergina	exact	0.95	1	vyāghāraṇa	1
dict-entry	kochergina:e28666	vyAGAta	lemma:119088	kochergina	exact	0.95	30	vyāghāta	17
dict-entry	kochergina:e28667	vyAGra	lemma:121081	kochergina	exact	0.95	1147	vyāghra	73
dict-entry	kochergina:e28680	vyAKyA	lemma:119078	kochergina	exact	0.95	49	vyākhyā	29
dict-entry	kochergina:e28680	vyAKyA	lemma:164616	kochergina	exact	0.95	1208	vyākhyā	96
dict-entry	kochergina:e28682	vyAKyAna	lemma:121077	kochergina	exact	0.95	63	vyākhyāna	24
dict-entry	kochergina:e28646	vyAcakz	lemma:164621	kochergina	exact	0.95	127	vyācakṣ	37
dict-entry	kochergina:e28650	vyAdA	lemma:164624	kochergina	exact	0.95	63	vyādā	16
dict-entry	kochergina:e28652	vyAdAna	lemma:119166	kochergina	exact	0.95	1	vyādāna	1
dict-entry	kochergina:e28663	vyAdiS	lemma:164625	kochergina	exact	0.95	72	vyādiś	16
dict-entry	kochergina:e28671	vyAhAra	lemma:121157	kochergina	exact	0.95	15	vyāhāra	13
dict-entry	kochergina:e168	vyAhArin	lemma:119312	kochergina	exact	0.95	4	vyāhārin	2
dict-entry	kochergina:e28673	vyAhfta	lemma:121159	kochergina	exact	0.95	8	vyāhṛta	6
dict-entry	kochergina:e28674	vyAhfti	lemma:121160	kochergina	exact	0.95	321	vyāhṛti	57
dict-entry	kochergina:e28675	vyAja	lemma:121098	kochergina	exact	0.95	114	vyāja	32
dict-entry	kochergina:e28678	vyAkaraRa	lemma:121070	kochergina	exact	0.95	87	vyākaraṇa	31
dict-entry	kochergina:e28684	vyAkfti	lemma:119067	kochergina	exact	0.95	4	vyākṛti	2
dict-entry	kochergina:e28688	vyAkula	lemma:121065	kochergina	exact	0.95	115	vyākula	29
dict-entry	kochergina:e28693	vyAma	lemma:119233	kochergina	exact	0.95	55	vyāma	19
dict-entry	kochergina:e28695	vyAmuh	lemma:164638	kochergina	exact	0.95	2	vyāmuh	2
dict-entry	kochergina:e28699	vyAna	lemma:120977	kochergina	exact	0.95	311	vyāna	63
dict-entry	kochergina:e169	vyAp	lemma:164632	kochergina	exact	0.95	418	vyāp	78
dict-entry	kochergina:e28708	vyApAda	lemma:119215	kochergina	exact	0.95	19	vyāpāda	8
dict-entry	kochergina:e28709	vyApAdana	lemma:170093	kochergina	exact	0.95	6	vyāpādana	6
dict-entry	kochergina:e28710	vyApAday	lemma:164634	kochergina	exact	0.95	68	vyāpāday	16
dict-entry	kochergina:e28706	vyApad	lemma:119214	kochergina	exact	0.95	76	vyāpad	11
dict-entry	kochergina:e28706	vyApad	lemma:164633	kochergina	exact	0.95	79	vyāpad	16
dict-entry	kochergina:e28651	vyAqa	lemma:121101	kochergina	exact	0.95	1	vyāḍa	1
dict-entry	kochergina:e28651	vyAqa	lemma:121102	kochergina	exact	0.95	7	vyāḍa	4
dict-entry	kochergina:e28729	vyAsa	lemma:121048	kochergina	exact	0.95	835	vyāsa	49
dict-entry	kochergina:e28730	vyAsaNga	lemma:119302	kochergina	exact	0.95	11	vyāsaṅga	7
dict-entry	kochergina:e28733	vyAsaYj	lemma:164651	kochergina	exact	0.95	17	vyāsañj	11
dict-entry	kochergina:e28734	vyAseDa	lemma:119306	kochergina	exact	0.95	3	vyāsedha	1
dict-entry	kochergina:e28739	vyAtan	lemma:164623	kochergina	exact	0.95	2	vyātan	1
dict-entry	kochergina:e28754	vyAtta	lemma:121103	kochergina	exact	0.95	35	vyātta	9
dict-entry	kochergina:e28754	vyAtta	lemma:121104	kochergina	exact	0.95	7	vyātta	3
dict-entry	kochergina:e28764	vyAvahArika	lemma:121147	kochergina	exact	0.95	12	vyāvahārika	10
dict-entry	kochergina:e28764	vyAvahArika	lemma:121148	kochergina	exact	0.95	3	vyāvahārika	2
dict-entry	kochergina:e28782	vyAvft	lemma:119297	kochergina	exact	0.95	16	vyāvṛt	8
dict-entry	kochergina:e28782	vyAvft	lemma:164648	kochergina	exact	0.95	124	vyāvṛt	48
dict-entry	kochergina:e28784	vyAvyaD	lemma:164650	kochergina	exact	0.95	25	vyāvyadh	8
dict-entry	kochergina:e28787	vyAyam	lemma:164639	kochergina	exact	0.95	93	vyāyam	31
dict-entry	kochergina:e28801	vyUQa	lemma:115310	kochergina	exact	0.95	1	vyūḍha	1
dict-entry	kochergina:e28804	vyUh	lemma:164684	kochergina	exact	0.95	323	vyūh	54
dict-entry	kochergina:e28805	vyUha	lemma:115311	kochergina	exact	0.95	323	vyūha	42
dict-entry	kochergina:e28805	vyUha	lemma:115314	kochergina	exact	0.95	1	vyūha	1
dict-entry	kochergina:e28806	vyUhana	lemma:115313	kochergina	exact	0.95	12	vyūhana	9
dict-entry	kochergina:e28642	vyaBicAra	lemma:120984	kochergina	exact	0.95	47	vyabhicāra	21
dict-entry	kochergina:e28644	vyaBicArin	lemma:120986	kochergina	exact	0.95	60	vyabhicārin	25
dict-entry	kochergina:e28645	vyaBra	lemma:120919	kochergina	exact	0.95	20	vyabhra	11
dict-entry	kochergina:e28654	vyaD	lemma:157284	kochergina	exact	0.95	1636	vyadh	83
dict-entry	kochergina:e28655	vyaDa	lemma:120969	kochergina	exact	0.95	41	vyadha	9
dict-entry	kochergina:e28658	vyaDana	lemma:120972	kochergina	exact	0.95	18	vyadhana	5
dict-entry	kochergina:e28661	vyaDva	lemma:120910	kochergina	exact	0.95	3	vyadhva	2
dict-entry	kochergina:e28661	vyaDva	lemma:169525	kochergina	exact	0.95	5	vyadhva	5
dict-entry	kochergina:e28662	vyaDvan	lemma:120911	kochergina	exact	0.95	3	vyadhvan	2
dict-entry	kochergina:e28696	vyaNga	lemma:120936	kochergina	exact	0.95	51	vyaṅga	23
dict-entry	kochergina:e28696	vyaNga	lemma:120937	kochergina	exact	0.95	8	vyaṅga	6
dict-entry	kochergina:e28696	vyaNga	lemma:120943	kochergina	exact	0.95	1	vyaṅga	1
dict-entry	kochergina:e28696	vyaNga	lemma:120944	kochergina	exact	0.95	35	vyaṅga	10
dict-entry	kochergina:e28698	vyaNgya	lemma:120945	kochergina	exact	0.95	6	vyaṅgya	4
dict-entry	kochergina:e28738	vyaSva	lemma:120926	kochergina	exact	0.95	21	vyaśva	4
dict-entry	kochergina:e28738	vyaSva	lemma:120927	kochergina	exact	0.95	14	vyaśva	5
dict-entry	kochergina:e28740	vyaT	lemma:159019	kochergina	exact	0.95	397	vyath	54
dict-entry	kochergina:e28740	vyaT	lemma:215036	kochergina	exact	0.95	1	vyath	1
dict-entry	kochergina:e28741	vyaTA	lemma:118868	kochergina	exact	0.95	268	vyathā	48
dict-entry	kochergina:e28742	vyaTana	lemma:120964	kochergina	exact	0.95	1	vyathana	1
dict-entry	kochergina:e28742	vyaTana	lemma:120965	kochergina	exact	0.95	7	vyathana	5
dict-entry	kochergina:e28743	vyaTis	lemma:120967	kochergina	exact	0.95	13	vyathis	5
dict-entry	kochergina:e28700	vyaYj	lemma:167510	kochergina	exact	0.95	74	vyañj	36
dict-entry	kochergina:e28701	vyaYjaka	lemma:120946	kochergina	exact	0.95	18	vyañjaka	9
dict-entry	kochergina:e28701	vyaYjaka	lemma:120947	kochergina	exact	0.95	16	vyañjaka	4
dict-entry	kochergina:e28702	vyaYjana	lemma:120948	kochergina	exact	0.95	1	vyañjana	1
dict-entry	kochergina:e28702	vyaYjana	lemma:120949	kochergina	exact	0.95	1	vyañjana	1
dict-entry	kochergina:e28702	vyaYjana	lemma:120951	kochergina	exact	0.95	164	vyañjana	65
dict-entry	kochergina:e28703	vyaYjay	lemma:169608	kochergina	exact	0.95	33	vyañjay	18
dict-entry	kochergina:e28647	vyacas	lemma:118810	kochergina	exact	0.95	66	vyacas	17
dict-entry	kochergina:e28649	vyacizWa	lemma:118813	kochergina	exact	0.95	7	vyaciṣṭha	6
dict-entry	kochergina:e28664	vyadvara	lemma:120968	kochergina	exact	0.95	3	vyadvara	2
dict-entry	kochergina:e28668	vyagra	lemma:120935	kochergina	exact	0.95	100	vyagra	29
dict-entry	kochergina:e28676	vyajana	lemma:118815	kochergina	exact	0.95	139	vyajana	40
dict-entry	kochergina:e28676	vyajana	lemma:174715	kochergina	exact	0.95	1	vyajana	1
dict-entry	kochergina:e28687	vyaktIkaraRa	lemma:118821	kochergina	exact	0.95	1	vyaktīkaraṇa	1
dict-entry	kochergina:e28685	vyakta	lemma:120940	kochergina	exact	0.95	689	vyakta	86
dict-entry	kochergina:e28685	vyakta	lemma:120941	kochergina	exact	0.95	2	vyakta	2
dict-entry	kochergina:e28686	vyakti	lemma:120942	kochergina	exact	0.95	219	vyakti	47
dict-entry	kochergina:e28704	vyanta	lemma:120913	kochergina	exact	0.95	6	vyanta	5
dict-entry	kochergina:e28705	vyantara	lemma:120914	kochergina	exact	0.95	3	vyantara	3
dict-entry	kochergina:e28705	vyantara	lemma:120915	kochergina	exact	0.95	5	vyantara	2
dict-entry	kochergina:e28711	vyapadeSa	lemma:120979	kochergina	exact	0.95	82	vyapadeśa	35
dict-entry	kochergina:e28712	vyapadiS	lemma:164552	kochergina	exact	0.95	69	vyapadiś	23
dict-entry	kochergina:e28714	vyapagam	lemma:164550	kochergina	exact	0.95	45	vyapagam	18
dict-entry	kochergina:e28717	vyapanI	lemma:164555	kochergina	exact	0.95	57	vyapanī	9
dict-entry	kochergina:e28716	vyapanaya	lemma:118898	kochergina	exact	0.95	1	vyapanaya	1
dict-entry	kochergina:e28718	vyapanud	lemma:164556	kochergina	exact	0.95	3	vyapanud	1
dict-entry	kochergina:e28720	vyape	lemma:164574	kochergina	exact	0.95	82	vyape	24
dict-entry	kochergina:e28721	vyapekz	lemma:164575	kochergina	exact	0.95	1	vyapekṣ	1
dict-entry	kochergina:e28723	vyapoha	lemma:120983	kochergina	exact	0.95	6	vyapoha	4
dict-entry	kochergina:e28726	vyarTa	lemma:120994	kochergina	exact	0.95	76	vyartha	36
dict-entry	kochergina:e28727	vyarTatA	lemma:199933	kochergina	exact	0.95	1	vyarthatā	1
dict-entry	kochergina:e28728	vyas	lemma:164611	kochergina	exact	0.95	63	vyas	35
dict-entry	kochergina:e28731	vyasana	lemma:121045	kochergina	exact	0.95	547	vyasana	54
dict-entry	kochergina:e28732	vyasanin	lemma:119030	kochergina	exact	0.95	71	vyasanin	28
dict-entry	kochergina:e28735	vyasi	lemma:118689	kochergina	exact	0.95	1	vyasi	1
dict-entry	kochergina:e28736	vyasta	lemma:121046	kochergina	exact	0.95	104	vyasta	46
dict-entry	kochergina:e28745	vyatI	lemma:164540	kochergina	exact	0.95	143	vyatī	26
dict-entry	kochergina:e28746	vyatihAra	lemma:118856	kochergina	exact	0.95	5	vyatihāra	2
dict-entry	kochergina:e28747	vyatikara	lemma:120954	kochergina	exact	0.95	11	vyatikara	8
dict-entry	kochergina:e28747	vyatikara	lemma:120955	kochergina	exact	0.95	65	vyatikara	24
dict-entry	kochergina:e28748	vyatikram	lemma:164510	kochergina	exact	0.95	71	vyatikram	18
dict-entry	kochergina:e28749	vyatikrama	lemma:166657	kochergina	exact	0.95	114	vyatikrama	29
dict-entry	kochergina:e28750	vyatireka	lemma:120960	kochergina	exact	0.95	75	vyatireka	28
