k1	status	pw_entries	pwg_entries	pw_blocks	pwg_blocks	matched_blocks	cut_blocks	pwg_extra_blocks	cut_gloss_sample
sarvaBAj	pwg-only-head	0	1	0	1	0	0	1	
sarvaBUtADivAsa	pwg-only-head	0	1	0	1	0	0	1	
sarvaBUtarutagrahaRI	pwg-only-head	0	1	0	2	0	0	2	
sarvaBakzatva	pwg-only-head	0	1	0	2	0	0	2	
sarvaBakzya	pwg-only-head	0	1	0	1	0	0	1	
sarvaDanvan	pwg-only-head	0	1	0	1	0	0	1	
sarvaDarmasamavaSaraRasAgaramudrA	pwg-only-head	0	1	0	1	0	0	1	
sarvaMdamana	pwg-only-head	0	1	0	1	0	0	1	
sarvadevAtman	pwg-only-head	0	1	0	1	0	0	1	
sarvajYatva	pwg-only-head	0	1	0	1	0	0	1	
sarvajyoti	pwg-only-head	0	1	0	1	0	0	1	
sarvakAlam	pwg-only-head	0	1	0	2	0	0	2	
sarvaliNgasADanI	pwg-only-head	0	1	0	1	0	0	1	
sarvameDyatva	pwg-only-head	0	1	0	1	0	0	1	
sarvapada	pwg-only-head	0	1	0	1	0	0	1	
sarvaparu	pwg-only-head	0	1	0	1	0	0	1	
sarvarRikA	pwg-only-head	0	1	0	1	0	0	1	
sarvaraTa	pwg-only-head	0	1	0	1	0	0	1	
sarvarutasaMgrahaRilipi	pwg-only-head	0	1	0	2	0	0	2	
sarvasTAnagavAwa	pwg-only-head	0	1	0	1	0	0	1	
sarvasidDAntasaMgraha	pwg-only-head	0	1	0	1	0	0	1	
sarvatodikkam	pwg-only-head	0	1	0	1	0	0	1	
sarveSvaratva	pwg-only-head	0	1	0	2	0	0	2	
sarvocCedana	pwg-only-head	0	1	0	1	0	0	1	
sarvoddAtta	pwg-only-head	0	1	0	1	0	0	1	
sasantAloka	pwg-only-head	0	1	0	1	0	0	1	
sasvarta	pwg-only-head	0	1	0	2	0	0	2	
sasyasaMvaraRa	pwg-only-head	0	1	0	1	0	0	1	
sasyasad	pwg-only-head	0	1	0	1	0	0	1	
satAha	pwg-only-head	0	1	0	1	0	0	1	
satAsatI	pwg-only-head	0	1	0	1	0	0	1	
satatagati	pwg-only-head	0	1	0	1	0	0	1	
satfRam	pwg-only-head	0	2	0	2	0	0	2	
satkar	pwg-only-head	0	1	0	1	0	0	1	
satomuKa	pwg-only-head	0	1	0	1	0	0	1	
satpaTa	pwg-only-head	0	1	0	1	0	0	1	
satpadyaratnAkara	pwg-only-head	0	1	0	1	0	0	1	
satprakriyA	pwg-only-head	0	1	0	1	0	0	1	
satrAhan	pwg-only-head	0	1	0	1	0	0	1	
satrAsAha	pwg-only-head	0	1	0	2	0	0	2	
satrAsah	pwg-only-head	0	2	0	2	0	0	2	
satrAsam	pwg-only-head	0	1	0	1	0	0	1	
sattara	pwg-only-head	0	1	0	1	0	0	1	
sattatva	pwg-only-head	0	1	0	1	0	0	1	
sattrIBUta	pwg-only-head	0	1	0	1	0	0	1	
sattraspardDi	pwg-only-head	0	1	0	2	0	0	2	
satvac	pwg-only-head	0	1	0	1	0	0	1	
satyAkar	pwg-only-head	0	1	0	1	0	0	1	
satyaBUyam	pwg-only-head	0	1	0	1	0	0	1	
satyaSIlin	pwg-only-head	0	1	0	1	0	0	1	
satyanAmatA	pwg-only-head	0	1	0	1	0	0	1	
satyasaMDatA	pwg-only-head	0	1	0	2	0	0	2	
satyasavana	pwg-only-head	0	1	0	1	0	0	1	
satyasavas	pwg-only-head	0	1	0	2	0	0	2	
satyavAditA	pwg-only-head	0	1	0	1	0	0	1	
satyavan	pwg-only-head	0	1	0	1	0	0	1	
savIryatva	pwg-only-head	0	1	0	2	0	0	2	
savIvaDatA	pwg-only-head	0	1	0	1	0	0	1	
savarDu	pwg-only-head	0	1	0	1	0	0	1	
savarduh	pwg-only-head	0	1	0	1	0	0	1	
savasraraSmitanaya	pwg-only-head	0	1	0	1	0	0	1	
savfta	pwg-only-head	0	1	0	2	0	0	2	
savftamantra	pwg-only-head	0	1	0	1	0	0	1	
savyezWar	pwg-only-head	0	1	0	1	0	0	1	
sayePaKA~	pwg-only-head	0	1	0	1	0	0	1	
sayonitva	pwg-only-head	0	1	0	1	0	0	1	
sec	pwg-only-head	0	1	0	1	0	0	1	
sekaBAjana	pwg-only-head	0	1	0	1	0	0	1	
senADipati	pwg-only-head	0	1	0	1	0	0	1	
senADyakza	pwg-only-head	0	1	0	1	0	0	1	
senAjIvin	pwg-only-head	0	1	0	1	0	0	1	
senAsTAna	pwg-only-head	0	1	0	1	0	0	1	
senay	pwg-only-head	0	1	0	1	0	0	1	
setuKaRqa	pwg-only-head	0	1	0	1	0	0	1	
setumAhAtmya	pwg-only-head	0	1	0	1	0	0	1	
sfRa	pwg-only-head	0	1	0	1	0	0	1	
sfgAlavfntA	pwg-only-head	0	1	0	1	0	0	1	
sfjAvaRa	pwg-only-head	0	1	0	1	0	0	1	
sfkkar	pwg-only-head	0	1	0	1	0	0	1	
sfkvi	pwg-only-head	0	1	0	1	0	0	1	
sfkviRI	pwg-only-head	0	1	0	1	0	0	1	
sfzwaviRmUtra	pwg-only-head	0	1	0	1	0	0	1	
siMhArka	pwg-only-head	0	1	0	1	0	0	1	
siMhIBU	pwg-only-head	0	1	0	1	0	0	1	
siMhIkar	pwg-only-head	0	1	0	1	0	0	1	
siMhadvAra	pwg-only-head	0	1	0	1	0	0	1	
siMhagirISvarAcArya	pwg-only-head	0	1	0	1	0	0	1	
siMhaparRI	pwg-only-head	0	1	0	1	0	0	1	
siMhasena	pwg-only-head	0	1	0	1	0	0	1	
siMhavijfmBitA	pwg-only-head	0	1	0	1	0	0	1	
siMhonnatA	pwg-only-head	0	1	0	1	0	0	1	
siRqAkI	pwg-only-head	0	1	0	1	0	0	1	
sidDAntaBedalavasaMgraha	pwg-only-head	0	1	0	1	0	0	1	
sidDAntaSeKara	pwg-only-head	0	1	0	2	0	0	2	
sidDAntaSikzA	pwg-only-head	0	1	0	1	0	0	1	
sidDAntaSiromaRi	pwg-only-head	0	1	0	1	0	0	1	
sidDAntabindu	pwg-only-head	0	1	0	1	0	0	1	
sidDAntacUqAmaRi	pwg-only-head	0	1	0	1	0	0	1	
sidDAntacandrikA	pwg-only-head	0	1	0	1	0	0	1	
sidDAntacandrodaya	pwg-only-head	0	1	0	1	0	0	1	
sidDAntacintAmaRi	pwg-only-head	0	1	0	1	0	0	1	
sidDAntadIpa	pwg-only-head	0	1	0	1	0	0	1	
sidDAntadIpikA	pwg-only-head	0	1	0	1	0	0	1	
sidDAntadIpika	pwg-only-head	0	1	0	1	0	0	1	
sidDAntagItA	pwg-only-head	0	1	0	1	0	0	1	
sidDAntagarBa	pwg-only-head	0	1	0	1	0	0	1	
sidDAntakOmudI	pwg-only-head	0	1	0	2	0	0	2	
sidDAntalaGuKamARika	pwg-only-head	0	1	0	1	0	0	1	
sidDAntalakzaRAkroqa	pwg-only-head	0	1	0	1	0	0	1	
sidDAntalakzaRajAgadISI	pwg-only-head	0	1	0	1	0	0	1	
sidDAntaleSa	pwg-only-head	0	1	0	1	0	0	1	
sidDAntamaRimaYjarI	pwg-only-head	0	1	0	1	0	0	1	
sidDAntamaYjarI	pwg-only-head	0	1	0	1	0	0	1	
sidDAntamuktAvalI	pwg-only-head	0	1	0	1	0	0	1	
sidDAntapadDati	pwg-only-head	0	1	0	1	0	0	1	
sidDAntarahasya	pwg-only-head	0	1	0	1	0	0	1	
sidDAntasAra	pwg-only-head	0	1	0	1	0	0	1	
sidDAntasArvaBOma	pwg-only-head	0	1	0	1	0	0	1	
sidDAntasUktimaYjarI	pwg-only-head	0	1	0	1	0	0	1	
sidDAntasaMdarBa	pwg-only-head	0	1	0	1	0	0	1	
sidDAntasaMgraha	pwg-only-head	0	1	0	1	0	0	1	
sidDAntasaMhitAsArasamuccaya	pwg-only-head	0	1	0	1	0	0	1	
sidDAntasundara	pwg-only-head	0	1	0	1	0	0	1	
sidDAntatattva	pwg-only-head	0	1	0	1	0	0	1	
sidDAntavelA	pwg-only-head	0	1	0	1	0	0	1	
sidDalakzmaRa	pwg-only-head	0	1	0	1	0	0	1	
sidDasTAna	pwg-only-head	0	1	0	1	0	0	1	
sidDidAtar	pwg-only-head	0	1	0	1	0	0	1	
sikatila	pwg-only-head	0	1	0	1	0	0	1	
sikatya	pwg-only-head	0	1	0	1	0	0	1	
siktA	pwg-only-head	0	1	0	1	0	0	1	
sinDUpala	pwg-only-head	0	1	0	1	0	0	1	
sinDumaDya	pwg-only-head	0	1	0	1	0	0	1	
sinDuvArita	pwg-only-head	0	1	0	1	0	0	1	
sipAhaRa	pwg-only-head	0	1	0	1	0	0	1	
sipuna	pwg-only-head	0	1	0	1	0	0	1	
sirAvyaDa	pwg-only-head	0	1	0	1	0	0	1	
sirAvyaDana	pwg-only-head	0	1	0	1	0	0	1	
sirinDra	pwg-only-head	0	1	0	2	0	0	2	
sitIkar	pwg-only-head	0	1	0	1	0	0	1	
sitakarRI	pwg-only-head	0	1	0	1	0	0	1	
sitakarRika	pwg-only-head	0	1	0	1	0	0	1	
skandadAsa	pwg-only-head	0	1	0	1	0	0	1	
skowikA	pwg-only-head	0	1	0	1	0	0	1	
smadUDan	pwg-only-head	0	1	0	1	0	0	1	
smadrAtizAc	pwg-only-head	0	1	0	1	0	0	1	
smaravant	pwg-only-head	0	1	0	1	0	0	1	
smarya	pwg-only-head	0	1	0	2	0	0	2	
smfticandra	pwg-only-head	0	1	0	1	0	0	1	
smfticandrikA	pwg-only-head	0	1	0	1	0	0	1	
smftihara	pwg-only-head	0	1	0	1	0	0	1	
smftikOmudI	pwg-only-head	0	1	0	1	0	0	1	
smftikOstuBa	pwg-only-head	0	1	0	1	0	0	1	
smftimuktAPala	pwg-only-head	0	1	0	1	0	0	1	
smftiratnAkara	pwg-only-head	0	1	0	1	0	0	1	
smftiratnAvalI	pwg-only-head	0	1	0	1	0	0	1	
smftisAgara	pwg-only-head	0	1	0	1	0	0	1	
smftisAra	pwg-only-head	0	1	0	1	0	0	1	
smftisaMgraha	pwg-only-head	0	1	0	1	0	0	1	
smftisaMskAravAda	pwg-only-head	0	1	0	1	0	0	1	
smftisaMskAravicAra	pwg-only-head	0	1	0	1	0	0	1	
smftisamuccaya	pwg-only-head	0	1	0	1	0	0	1	
smftisuDAkara	pwg-only-head	0	1	0	1	0	0	1	
smftitattva	pwg-only-head	0	1	0	1	0	0	1	
smftivarDinI	pwg-only-head	0	1	0	2	0	0	2	
smftyarTasAra	pwg-only-head	0	1	0	1	0	0	1	
smftyupasTAna	pwg-only-head	0	1	0	1	0	0	1	
snAnakumBa	pwg-only-head	0	1	0	1	0	0	1	
snAnavAsas	pwg-only-head	0	1	0	1	0	0	1	
snas	pwg-only-head	0	1	0	2	0	0	2	
snasA	pwg-only-head	0	1	0	2	0	0	2	
snava	pwg-only-head	0	1	0	1	0	0	1	
soBaya	pwg-only-head	0	1	0	1	0	0	1	
sokTaka	pwg-only-head	0	1	0	1	0	0	1	
somAlikA	pwg-only-head	0	1	0	1	0	0	1	
somAmbupO	pwg-only-head	0	1	0	1	0	0	1	
somApUzaRA	pwg-only-head	0	1	0	1	0	0	1	
somApa	pwg-only-head	0	1	0	2	0	0	2	
somArDaDArin	pwg-only-head	0	1	0	1	0	0	1	
somadEvata	pwg-only-head	0	1	0	1	0	0	1	
somadevatya	pwg-only-head	0	1	0	1	0	0	1	
somakzIrA	pwg-only-head	0	1	0	1	0	0	1	
somasutyA	pwg-only-head	0	1	0	1	0	0	1	
somava	pwg-only-head	0	1	0	1	0	0	1	
somavaMSya	pwg-only-head	0	1	0	1	0	0	1	
somin	pwg-only-head	0	1	0	5	0	0	5	
sotseDam	pwg-only-head	0	1	0	1	0	0	1	
sparSAsahatva	pwg-only-head	0	1	0	1	0	0	1	
sparSAsahizRutA	pwg-only-head	0	1	0	1	0	0	1	
sparSavajrA	pwg-only-head	0	1	0	1	0	0	1	
spazwIkar	pwg-only-head	0	1	0	3	0	0	3	
spazwIkfti	pwg-only-head	0	1	0	1	0	0	1	
spfhaRIyatA	pwg-only-head	0	1	0	1	0	0	1	
spfhaRIyatva	pwg-only-head	0	1	0	1	0	0	1	
spfzwikA	pwg-only-head	0	1	0	1	0	0	1	
sradDU	pwg-only-head	0	1	0	1	0	0	1	
sraman	pwg-only-head	0	1	0	1	0	0	1	
srasta	pwg-only-head	0	1	0	1	0	0	1	
sravadrarBA	pwg-only-head	0	1	0	1	0	0	1	
srotaHpati	pwg-only-head	0	1	0	1	0	0	1	
srotodBava	pwg-only-head	0	1	0	1	0	0	1	
srotonadIBava	pwg-only-head	0	1	0	1	0	0	1	
srotovahA	pwg-only-head	0	1	0	1	0	0	1	
stAmBAyana	pwg-only-head	0	1	0	1	0	0	1	
stIrRabarhis	pwg-only-head	0	1	0	1	0	0	1	
stOBaka	pwg-only-head	0	1	0	1	0	0	1	
stOla	pwg-only-head	0	1	0	1	0	0	1	
stabDIBU	pwg-only-head	0	1	0	1	0	0	1	
stabDIkar	pwg-only-head	0	1	0	1	0	0	1	
stabDapAdatA	pwg-only-head	0	1	0	1	0	0	1	
stabDasakTitA	pwg-only-head	0	1	0	1	0	0	1	
stabakita	pwg-only-head	0	1	0	1	0	0	1	
stamBIBU	pwg-only-head	0	1	0	1	0	0	1	
stamBitaramBa	pwg-only-head	0	1	0	1	0	0	1	
stambakaritA	pwg-only-head	0	1	0	1	0	0	1	
stambakita	pwg-only-head	0	1	0	1	0	0	1	
stambavana	pwg-only-head	0	1	0	1	0	0	1	
stambi	pwg-only-head	0	1	0	1	0	0	1	
stanaTu	pwg-only-head	0	1	0	1	0	0	1	
stanapAyikA	pwg-only-head	0	1	0	1	0	0	1	
stanayozika	pwg-only-head	0	1	0	1	0	0	1	
stanitaPala	pwg-only-head	0	1	0	1	0	0	1	
starSatA	pwg-only-head	0	1	0	1	0	0	1	
stavAn	pwg-only-head	0	1	0	1	0	0	1	
stema	pwg-only-head	0	1	0	2	0	0	2	
stenahfdaya	pwg-only-head	0	1	0	1	0	0	1	
stenay	pwg-only-head	0	1	0	1	0	0	1	
step	pwg-only-head	0	1	0	1	0	0	1	
stfRIzan	pwg-only-head	0	1	0	1	0	0	1	
stokaSas	pwg-only-head	0	1	0	1	0	0	1	
stomapfzWa	pwg-only-head	0	1	0	1	0	0	1	
strIdehArDa	pwg-only-head	0	1	0	2	0	0	2	
strIdvezin	pwg-only-head	0	1	0	1	0	0	1	
strImuKamaDudohada	pwg-only-head	0	1	0	1	0	0	1	
strIrAja	pwg-only-head	0	1	0	1	0	0	1	
strIvaSya	pwg-only-head	0	1	0	1	0	0	1	
stukA	pwg-only-head	0	1	0	2	0	0	2	
stuveyya	pwg-only-head	0	1	0	2	0	0	2	
suBAjas	pwg-only-head	0	1	0	1	0	0	1	
suBUyas	pwg-only-head	0	1	0	1	0	0	1	
suBagasena	pwg-only-head	0	1	0	1	0	0	1	
suBagodaya	pwg-only-head	0	1	0	1	0	0	1	
suBfSam	pwg-only-head	0	1	0	1	0	0	1	
suBita	pwg-only-head	0	1	0	1	0	0	1	
suBrAja	pwg-only-head	0	1	0	1	0	0	1	
suDAMSuratna	pwg-only-head	0	1	0	1	0	0	1	
suDAhartar	pwg-only-head	0	1	0	1	0	0	1	
suDAhft	pwg-only-head	0	1	0	1	0	0	1	
suDUmya	pwg-only-head	0	1	0	1	0	0	1	
suDarza	pwg-only-head	0	1	0	1	0	0	1	
suDura	pwg-only-head	0	1	0	1	0	0	1	
suKAkar	pwg-only-head	0	1	0	1	0	0	1	
suKaBAj	pwg-only-head	0	1	0	1	0	0	1	
suKaMkara	pwg-only-head	0	1	0	2	0	0	2	
suKaSItala	pwg-only-head	0	1	0	1	0	0	1	
suKaboDa	pwg-only-head	0	1	0	1	0	0	1	
suKaboDana	pwg-only-head	0	1	0	1	0	0	1	
suKagamya	pwg-only-head	0	1	0	1	0	0	1	
suKaprakASamuni	pwg-only-head	0	1	0	1	0	0	1	
suKasaMdohyA	pwg-only-head	0	1	0	1	0	0	1	
suKasaMsupta	pwg-only-head	0	1	0	2	0	0	2	
suKavant	pwg-only-head	0	1	0	2	0	0	2	
suKavarcas	pwg-only-head	0	1	0	1	0	0	1	
suKitva	pwg-only-head	0	1	0	1	0	0	1	
suPAliha	pwg-only-head	0	1	0	1	0	0	1	
suPalIkfta	pwg-only-head	0	1	0	1	0	0	1	
suRahAsaPa	pwg-only-head	0	1	0	1	0	0	1	
suSIGram	pwg-only-head	0	1	0	1	0	0	1	
suSamI	pwg-only-head	0	1	0	1	0	0	1	
suSiKA	pwg-only-head	0	1	0	1	0	0	1	
suSiTilIkfta	pwg-only-head	0	1	0	1	0	0	1	
suSukvani	pwg-only-head	0	1	0	1	0	0	1	
suboDana	pwg-only-head	0	1	0	1	0	0	1	
suboDin	pwg-only-head	0	1	0	1	0	0	1	
sucetIkar	pwg-only-head	0	1	0	1	0	0	1	
sudAstara	pwg-only-head	0	1	0	1	0	0	1	
sudIrGaPalikA	pwg-only-head	0	1	0	1	0	0	1	
sudaMSas	pwg-only-head	0	1	0	1	0	0	1	
sudarSanaBAzya	pwg-only-head	0	1	0	1	0	0	1	
sudarSanasaMhitA	pwg-only-head	0	1	0	1	0	0	1	
sudarSanavijaya	pwg-only-head	0	1	0	1	0	0	1	
sudivi	pwg-only-head	0	1	0	1	0	0	1	
sudoGa	pwg-only-head	0	1	0	1	0	0	1	
sudohana	pwg-only-head	0	1	0	1	0	0	1	
suguptIkar	pwg-only-head	0	1	0	1	0	0	1	
suhaRamuKa	pwg-only-head	0	1	0	1	0	0	1	
suhemanta	pwg-only-head	0	1	0	1	0	0	1	
suhfttva	pwg-only-head	0	1	0	1	0	0	1	
sujamBan	pwg-only-head	0	1	0	1	0	0	1	
sukARqikA	pwg-only-head	0	1	0	1	0	0	1	
sukAlin	pwg-only-head	0	1	0	1	0	0	1	
sukavitA	pwg-only-head	0	1	0	1	0	0	1	
sukuRWI	pwg-only-head	0	1	0	1	0	0	1	
sukulatA	pwg-only-head	0	1	0	1	0	0	1	
sukumAratva	pwg-only-head	0	1	0	1	0	0	1	
sulaBIBU	pwg-only-head	0	1	0	1	0	0	1	
sulaiRaka	pwg-only-head	0	1	0	1	0	0	1	
sulakzaRatva	pwg-only-head	0	1	0	2	0	0	2	
sumAnitA	pwg-only-head	0	1	0	1	0	0	1	
sumaKasyamAna	pwg-only-head	0	1	0	1	0	0	1	
sumadraTa	pwg-only-head	0	1	0	1	0	0	1	
sumaha	pwg-only-head	0	1	0	1	0	0	1	
sumanIkar	pwg-only-head	0	1	0	1	0	0	1	
sumandra	pwg-only-head	0	1	0	1	0	0	1	
sumatIkfta	pwg-only-head	0	1	0	1	0	0	1	
sumatiMjaya	pwg-only-head	0	1	0	1	0	0	1	
sumnAvant	pwg-only-head	0	1	0	1	0	0	1	
sumuKIkar	pwg-only-head	0	1	0	1	0	0	1	
sunAsika	pwg-only-head	0	1	0	2	0	0	2	
sunAyaka	pwg-only-head	0	1	0	1	0	0	1	
sunidrA	pwg-only-head	0	1	0	1	0	0	1	
suniryAsa	pwg-only-head	0	1	0	1	0	0	1	
sunizaRRaka	pwg-only-head	0	1	0	1	0	0	1	
suparRacitya	pwg-only-head	0	1	0	1	0	0	1	
supiNgala	pwg-only-head	0	1	0	2	0	0	2	
suprOQa	pwg-only-head	0	1	0	1	0	0	1	
suprajastva	pwg-only-head	0	1	0	2	0	0	2	
suptANgatA	pwg-only-head	0	1	0	1	0	0	1	
suptasTa	pwg-only-head	0	1	0	1	0	0	1	
suptatva	pwg-only-head	0	1	0	1	0	0	1	
surAgfha	pwg-only-head	0	1	0	1	0	0	1	
surAnta	pwg-only-head	0	1	0	1	0	0	1	
suraBIkar	pwg-only-head	0	1	0	1	0	0	1	
suraNgaDAtu	pwg-only-head	0	1	0	1	0	0	1	
suraSimi	pwg-only-head	0	1	0	2	0	0	2	
suranAla	pwg-only-head	0	1	0	1	0	0	1	
suranDra	pwg-only-head	0	1	0	1	0	0	1	
surataraNgiRI	pwg-only-head	0	1	0	1	0	0	1	
suratva	pwg-only-head	0	1	0	1	0	0	1	
sureBa	pwg-only-head	0	2	0	2	0	0	2	
suretoDA	pwg-only-head	0	1	0	1	0	0	1	
surevawa	pwg-only-head	0	1	0	1	0	0	1	
suroDas	pwg-only-head	0	1	0	1	0	0	1	
surozaRa	pwg-only-head	0	1	0	1	0	0	1	
suruNgayuj	pwg-only-head	0	1	0	1	0	0	1	
susatyA	pwg-only-head	0	1	0	1	0	0	1	
suspazwam	pwg-only-head	0	1	0	1	0	0	1	
susuganDi	pwg-only-head	0	1	0	1	0	0	1	
sutEla	pwg-only-head	0	1	0	1	0	0	1	
sutIBU	pwg-only-head	0	1	0	1	0	0	1	
sutanutA	pwg-only-head	0	1	0	1	0	0	1	
sutfzRaM	pwg-only-head	0	1	0	1	0	0	1	
suvarRIBU	pwg-only-head	0	1	0	1	0	0	1	
suvarRacakra	pwg-only-head	0	1	0	1	0	0	1	
suvarRamAzaka	pwg-only-head	0	1	0	1	0	0	1	
suvarRapraBA	pwg-only-head	0	1	0	1	0	0	1	
suvarRareKA	pwg-only-head	0	1	0	1	0	0	1	
suvarRatA	pwg-only-head	0	1	0	1	0	0	1	
suvarRayUTI	pwg-only-head	0	1	0	1	0	0	1	
suvarRazWIvin	pwg-only-head	0	1	0	1	0	0	1	
suvistIrRam	pwg-only-head	0	1	0	1	0	0	1	
suvivft	pwg-only-head	0	1	0	1	0	0	1	
suyaBya	pwg-only-head	0	1	0	1	0	0	1	
suzUma	pwg-only-head	0	1	0	1	0	0	1	
suzaRana	pwg-only-head	0	1	0	1	0	0	1	
suzada	pwg-only-head	0	1	0	1	0	0	1	
suzecana	pwg-only-head	0	1	0	1	0	0	1	
suziratva	pwg-only-head	0	1	0	1	0	0	1	
svAdupuzpikA	pwg-only-head	0	1	0	1	0	0	1	
svAgatIkar	pwg-only-head	0	1	0	1	0	0	1	
svAhApriya	pwg-only-head	0	1	0	1	0	0	1	
svAjIvya	pwg-only-head	0	1	0	1	0	0	1	
svAminyazwaka	pwg-only-head	0	1	0	1	0	0	1	
svAmitva	pwg-only-head	0	1	0	1	0	0	1	
svAnin	pwg-only-head	0	1	0	1	0	0	1	
svAramBaka	pwg-only-head	0	1	0	1	0	0	1	
svArociza	pwg-only-head	0	1	0	2	0	0	2	
svAtiMkArI	pwg-only-head	0	1	0	1	0	0	1	
svAtmAnandaprakaraRa	pwg-only-head	0	1	0	1	0	0	1	
svIkar	pwg-only-head	0	1	0	5	0	0	5	
svIyIkar	pwg-only-head	0	1	0	1	0	0	1	
svaBAvatva	pwg-only-head	0	1	0	1	0	0	1	
svaBigUrta	pwg-only-head	0	1	0	1	0	0	1	
svaHstrI	pwg-only-head	0	1	0	1	0	0	1	
svaSvya	pwg-only-head	0	1	0	2	0	0	2	
svabrahmaRyA	pwg-only-head	0	1	0	1	0	0	1	
svacCandasaMgraha	pwg-only-head	0	1	0	1	0	0	1	
svacCandoddyota	pwg-only-head	0	1	0	1	0	0	1	
svacCatva	pwg-only-head	0	1	0	1	0	0	1	
svadAvant	pwg-only-head	0	1	0	1	0	0	1	
svajAtya	pwg-only-head	0	1	0	1	0	0	1	
svajanAy	pwg-only-head	0	1	0	1	0	0	1	
svalaMkfta	pwg-only-head	0	1	0	2	0	0	2	
svaliNga	pwg-only-head	0	1	0	1	0	0	1	
svalpIBU	pwg-only-head	0	1	0	1	0	0	1	
svanandA	pwg-only-head	0	1	0	1	0	0	1	
svanaqvah	pwg-only-head	0	1	0	1	0	0	1	
svarAzwaka	pwg-only-head	0	1	0	1	0	0	1	
svarDAman	pwg-only-head	0	1	0	1	0	0	1	
svarRaBfNgAra	pwg-only-head	0	1	0	3	0	0	3	
svarRaKaRqa	pwg-only-head	0	1	0	1	0	0	1	
svarRagErika	pwg-only-head	0	1	0	1	0	0	1	
svarRakzIrI	pwg-only-head	0	1	0	2	0	0	2	
svarRamaRqana	pwg-only-head	0	1	0	1	0	0	1	
svarUpAnusaMDAnastotra	pwg-only-head	0	1	0	1	0	0	1	
svarUpanirRaya	pwg-only-head	0	1	0	1	0	0	1	
svaramaRqalikA	pwg-only-head	0	1	0	1	0	0	1	
svarasIkfta	pwg-only-head	0	1	0	1	0	0	1	
svarasaMdarBa	pwg-only-head	0	1	0	1	0	0	1	
svarasiMha	pwg-only-head	0	1	0	1	0	0	1	
svaratantra	pwg-only-head	0	1	0	1	0	0	1	
svaratattvodaya	pwg-only-head	0	1	0	1	0	0	1	
svargaDenu	pwg-only-head	0	1	0	1	0	0	1	
svargistrI	pwg-only-head	0	1	0	1	0	0	1	
svarjikAkzAra	pwg-only-head	0	1	0	1	0	0	1	
svarjikzAra	pwg-only-head	0	1	0	1	0	0	1	
svarmI|a	pwg-only-head	0	1	0	2	0	0	2	
svarmoDna	pwg-only-head	0	1	0	1	0	0	1	
svasTIBU	pwg-only-head	0	1	0	1	0	0	1	
svasTita	pwg-only-head	0	1	0	1	0	0	1	
svasaMvedana	pwg-only-head	0	1	0	1	0	0	1	
svastikIkar	pwg-only-head	0	1	0	1	0	0	1	
svastivAcaka	pwg-only-head	0	1	0	1	0	0	1	
svatavas	pwg-only-head	0	1	0	1	0	0	1	
svavaSatA	pwg-only-head	0	1	0	1	0	0	1	
svayaMhArI	pwg-only-head	0	1	0	1	0	0	1	
svayaMhArikA	pwg-only-head	0	1	0	1	0	0	1	
svayaMpradIrRa	pwg-only-head	0	1	0	1	0	0	1	
svayamudrIrRa	pwg-only-head	0	1	0	1	0	0	1	
svecCam	pwg-only-head	0	1	0	1	0	0	1	
svinna	pwg-only-head	0	1	0	1	0	0	1	
syUma	pwg-only-head	0	1	0	1	0	0	1	
syuvaka	pwg-only-head	0	1	0	1	0	0	1	
tAIkadeSa	pwg-only-head	0	1	0	1	0	0	1	
tARqyAyanI	pwg-only-head	0	1	0	1	0	0	1	
tAbarisARu	pwg-only-head	0	1	0	2	0	0	2	
tAdfgviDa	pwg-only-head	0	2	0	2	0	0	2	
tAhika	pwg-only-head	0	1	0	1	0	0	1	
tAlIya	pwg-only-head	0	3	0	3	0	0	3	
tAlakawa	pwg-only-head	0	1	0	2	0	0	2	
tAlukin	pwg-only-head	0	1	0	1	0	0	1	
tAmasalIna	pwg-only-head	0	1	0	1	0	0	1	
tAmbUlaDara	pwg-only-head	0	1	0	1	0	0	1	
tAmbUladAyaka	pwg-only-head	0	1	0	1	0	0	1	
tAmbUlavallI	pwg-only-head	0	2	0	2	0	0	2	
tAmbalI	pwg-only-head	0	1	0	1	0	0	1	
tAmrIkar	pwg-only-head	0	1	0	1	0	0	1	
tAmracakzu	pwg-only-head	0	1	0	1	0	0	1	
tAmrapakzA	pwg-only-head	0	1	0	1	0	0	1	
tAmrapakzin	pwg-only-head	0	1	0	1	0	0	1	
tAmravIja	pwg-only-head	0	1	0	1	0	0	1	
tApahara	pwg-only-head	0	2	0	4	0	0	4	
tApasadruma	pwg-only-head	0	1	0	1	0	0	1	
tApasapattrI	pwg-only-head	0	1	0	1	0	0	1	
tApatI	pwg-only-head	0	1	0	1	0	0	1	
tApiYCa	pwg-only-head	0	2	0	2	0	0	2	
tApyutTasaMjYaka	pwg-only-head	0	1	0	1	0	0	1	
tAqakA	pwg-only-head	0	1	0	3	0	0	3	
tAqyamAna	pwg-only-head	0	1	0	1	0	0	1	
tArRakarRIputra	pwg-only-head	0	1	0	1	0	0	1	
tArRavindavIya	pwg-only-head	0	1	0	1	0	0	1	
tArakAyaRa	pwg-only-head	0	1	0	1	0	0	1	
tArakin	pwg-only-head	0	1	0	3	0	0	3	
tArakzati	pwg-only-head	0	1	0	1	0	0	1	
tArkzyanASaka	pwg-only-head	0	1	0	1	0	0	1	
