attested_form	form_key	dcs_lemma	dcs_upos	target_locus	source_dataset	evidence_count	tense_caveat	attested_via	triage_class
mahataṃ	mahatan	mahat	ADJ	dcs:468741	dcs	1	0	surface	paradigm_gap
vindann	vindann	vid	VERB	dcs:468741	dcs	1	0	surface	paradigm_gap
āśleṣayed	āśleṣayed	āśleṣay	VERB	dcs:468743	dcs	1	0	surface	lexicon_gap
piślam	piślam	miśla	ADJ	dcs:468744	dcs	2	0	surface+unsandhied	paradigm_gap
godāniko	godāniko	godānika	ADJ	dcs:468745	dcs	1	0	surface	paradigm_gap
maitrāyaṇir	maitrāyanir	maitrāyaṇi	NOUN	dcs:468745	dcs	1	0	surface	paradigm_gap
artiṃ	artin	arti	NOUN	dcs:468748	dcs	1	0	surface	paradigm_gap
visrasad	visrasad	visraṃs	VERB	dcs:468776	dcs	2	1	surface	lexicon_gap
visrasat	visrasat	visraṃs	VERB	dcs:468776	dcs	2	1	unsandhied	lexicon_gap
dhartāras	dhartāras	dhartṛ	ADJ	dcs:468779	dcs	2	0	surface	paradigm_gap
parivītāyāṃ	parivītāyān	parivye	VERB	dcs:468785	dcs	1	0	surface	lexicon_gap
sūpasthalaṃ	sūpasthalan	sūpasthala	ADJ	dcs:468802	dcs	1	0	surface	lexicon_gap
sūpasthalam	sūpasthalam	sūpasthala	ADJ	dcs:468802	dcs	1	0	unsandhied	lexicon_gap
nidhipo	nidhipo	nidhipa	NOUN	dcs:468809	dcs	5	0	surface	paradigm_gap
cāturhautṛkī	cāturhautṛkī	cāturhautṛka	ADJ	dcs:468817	dcs	2	0	surface+unsandhied	lexicon_gap
vātsapraṃ	vātsapran	vātsapra	NOUN	dcs:468827	dcs	3	0	surface	paradigm_gap
ghṛtavadbhir	ghṛtavadbhir	ghṛtavat	ADJ	dcs:468828	dcs	2	0	surface	paradigm_gap
aśvamedhikī	aśvamedhikī	aśvamedhika	ADJ	dcs:468830	dcs	2	0	surface+unsandhied	paradigm_gap
manva	manva	man	VERB	dcs:468834	dcs	3	0	surface	paradigm_gap
jāgarayeyuḥ	jāgarayeyu	jāgaray	VERB	dcs:468845_1	dcs	2	0	surface+unsandhied	lexicon_gap
vibhājayan	vibhājayan	vibhājay	VERB	dcs:468855_1	dcs	2	0	surface+unsandhied	lexicon_gap
lopayante	lopayante	lopay	VERB	dcs:468866_1	dcs	4	0	surface+unsandhied	lexicon_gap
avepat	avepat	vip	VERB	dcs:468869_1	dcs	2	1	surface+unsandhied	paradigm_gap
rapantī	rapantī	rap	VERB	dcs:468869_1	dcs	2	0	surface+unsandhied	paradigm_gap
agnyādheyikyān	agnyādheyikyān	agnyādheyikya	ADJ	dcs:468871_1	dcs	2	0	surface+unsandhied	lexicon_gap
paryāyuvan	paryāyuvan	paryāyu	VERB	dcs:468876_1	dcs	2	0	surface+unsandhied	lexicon_gap
upādhiśritya	upādhiśritya	upādhiśri	VERB	dcs:468883_1	dcs	2	0	surface+unsandhied	lexicon_gap
anvāyātayati	anvāyātayati	anvāyātay	VERB	dcs:468885_1	dcs	10	0	surface+unsandhied	lexicon_gap
akṣṇau	akṣnau	akṣṇa	ADJ	dcs:468887_1	dcs	2	0	surface+unsandhied	paradigm_gap
arddhāt	arddhāt	ardha	NOUN	dcs:468893_1	dcs	2	0	surface+unsandhied	paradigm_gap
upapāyya	upapāyya	upapāyay	VERB	dcs:468921_1	dcs	4	0	surface+unsandhied	lexicon_gap
prakramamāṇam	prakramamānam	prakram	VERB	dcs:468921_1	dcs	2	0	surface+unsandhied	lexicon_gap
dāmavatyām	dāmavatyām	dāmavat	ADJ	dcs:468943	dcs	2	0	surface+unsandhied	lexicon_gap
piṭikāyām	piṭikāyām	piṭikā	NOUN	dcs:468943	dcs	2	0	surface+unsandhied	lexicon_gap
ullopika	ullopika	ullopikā	NOUN	dcs:468943	dcs	2	0	surface+unsandhied	lexicon_gap
nandyāvartavatyām	nandyāvartavatyām	nandyāvartavat	ADJ	dcs:468943	dcs	2	0	surface+unsandhied	lexicon_gap
sṛtvaryāṃ	sṛtvaryān	sṛtvara	ADJ	dcs:468952	dcs	1	0	surface	paradigm_gap
rauṣidaśvāya	rauṣidaśvāya	rauṣidaśva	NOUN	dcs:468954	dcs	2	0	surface+unsandhied	lexicon_gap
prājāpatyebhyo	prājāpatyebhyo	prājāpatya	ADJ	dcs:468957	dcs	2	0	surface	paradigm_gap
'hataṃ	'hatan	ahata	ADJ	dcs:468959	dcs	2	0	surface	paradigm_gap
samunmārṣṭi	samunmārṣṭi	samunmṛj	VERB	dcs:468960	dcs	10	0	surface+unsandhied	lexicon_gap
pratyavarohema	pratyavarohema	pratyavaruh	VERB	dcs:468962	dcs	2	0	surface+unsandhied	lexicon_gap
hemantām	hemantām	hemanta	NOUN	dcs:468963	dcs	2	0	surface+unsandhied	paradigm_gap
kriyāsam	kriyāsam	kṛ	VERB	dcs:468963	dcs	8	1	surface+unsandhied	paradigm_gap
āraik	āraik	ric	VERB	dcs:468966	dcs	10	1	surface+unsandhied	paradigm_gap
ujjihate	ujjihate	ujjhā	VERB	dcs:468967	dcs	4	0	surface+unsandhied	paradigm_gap
talpo	talpo	talpa	NOUN	dcs:468970	dcs	2	0	surface	paradigm_gap
phālgunyās	phālgunyās	phālgunī	NOUN	dcs:468977	dcs	1	0	surface	paradigm_gap
paripāntu	paripāntu	paripā	VERB	dcs:468993	dcs	8	0	surface+unsandhied	lexicon_gap
'ṅgaśo	'ngaśo	aṅgaśas	ADV	dcs:469003	dcs	1	0	surface	paradigm_gap
abhiniḥsravantu	abhiniḥsravantu	abhiniḥsru	VERB	dcs:469007	dcs	2	0	surface+unsandhied	lexicon_gap
randhayitvā	randhayitvā	randhay	VERB	dcs:469012	dcs	2	0	surface+unsandhied	lexicon_gap
upapāyanaṃ	upapāyanan	upapāyana	NOUN	dcs:469015	dcs	1	0	surface	paradigm_gap
samutpūya	samutpūya	samutpū	VERB	dcs:469021	dcs	2	0	surface+unsandhied	lexicon_gap
saṃgheṣv	sangheṣv	saṃgha	NOUN	dcs:469026	dcs	1	0	surface	paradigm_gap
mārukās	mārukās	māruka	ADJ	dcs:469030	dcs	1	0	surface	paradigm_gap
nirvaheyus	nirvaheyus	nirvah	VERB	dcs:469032	dcs	1	0	surface	lexicon_gap
nirvaheyuḥ	nirvaheyu	nirvah	VERB	dcs:469032	dcs	1	0	unsandhied	lexicon_gap
pratipūryeta	pratipūryeta	pratipūray	VERB	dcs:469033	dcs	4	0	surface+unsandhied	lexicon_gap
udakataram	udakataram	udakatara	ADJ	dcs:469034	dcs	2	0	surface+unsandhied	lexicon_gap
tilvalā	tilvalā	tilvala	ADJ	dcs:469042	dcs	2	0	surface+unsandhied	lexicon_gap
sthirāvatī	sthirāvatī	sthirāvat	ADJ	dcs:469042	dcs	2	0	surface+unsandhied	lexicon_gap
prāpann	prāpann	prāp	VERB	dcs:469043	dcs	2	1	surface	lexicon_gap
airayam	airayam	īray	VERB	dcs:469045	dcs	4	0	surface+unsandhied	lexicon_gap
revatībhir	revatībhir	revat	ADJ	dcs:469052	dcs	1	0	surface	paradigm_gap
ṛkṣebhyo	ṛkṣebhyo	ṛkṣa	NOUN	dcs:469082	dcs	1	0	surface	paradigm_gap
piśācebhyo	piśācebhyo	piśāca	NOUN	dcs:469082	dcs	2	0	surface	paradigm_gap
'psarobhyo	'psarobhyo	apsaras	NOUN	dcs:469082	dcs	1	0	surface	paradigm_gap
divācāribhyo	divācāribhyo	divācārin	ADJ	dcs:469083	dcs	1	0	surface	paradigm_gap
naktaṃcāribhyo	naktancāribhyo	naktaṃcārin	ADJ	dcs:469083	dcs	1	0	surface	paradigm_gap
diśatāṃ	diśatān	diś	VERB	dcs:469096	dcs	2	0	surface	paradigm_gap
upavartatu	upavartatu	upavṛt	VERB	dcs:469099	dcs	2	0	surface+unsandhied	lexicon_gap
vacanī	vacanī	vacanī	NOUN	dcs:469101	dcs	2	0	surface+unsandhied	lexicon_gap
patrakā	patrakā	pattraka	NOUN	dcs:469104	dcs	2	0	surface+unsandhied	paradigm_gap
upavartayatu	upavartayatu	upavartay	VERB	dcs:469105	dcs	2	0	surface+unsandhied	lexicon_gap
tyāgāś	tyāgāś	tyāga	NOUN	dcs:469110	dcs	1	0	surface	paradigm_gap
kūṣmāṇḍarājaputraś	kūṣmānḍarājaputraś	kūṣmāṇḍarājaputra	NOUN	dcs:469118	dcs	1	0	surface	paradigm_gap
devayajanaś	devayajanaś	devayajana	NOUN	dcs:469118	dcs	1	0	surface	paradigm_gap
loṣṭhaṃ	loṣṭhan	loṣṭa	NOUN	dcs:469120	dcs	1	0	surface	paradigm_gap
loṣṭham	loṣṭham	loṣṭa	NOUN	dcs:469120	dcs	3	0	surface+unsandhied	paradigm_gap
vināyakair	vināyakair	vināyaka	NOUN	dcs:469130	dcs	1	0	surface	paradigm_gap
lakṣaṇavanto	lakṣanavanto	lakṣaṇavat	ADJ	dcs:469130	dcs	1	0	surface	paradigm_gap
'dhyāpaka	'dhyāpaka	adhyāpaka	NOUN	dcs:469134	dcs	1	0	surface	paradigm_gap
vaṇikpatho	vanikpatho	vaṇikpatha	NOUN	dcs:469136	dcs	1	0	surface	paradigm_gap
kṛṣikarāṇāṃ	kṛṣikarānān	kṛṣikara	NOUN	dcs:469137	dcs	1	0	surface	paradigm_gap
prasravaṇebhyaś	prasravanebhyaś	prasravaṇa	NOUN	dcs:469140	dcs	1	0	surface	paradigm_gap
adhisnātasya	adhisnātasya	adhisnā	VERB	dcs:469152	dcs	2	0	surface+unsandhied	lexicon_gap
phalīkṛtāṃs	phalīkṛtāns	phalīkṛ	VERB	dcs:469157	dcs	1	0	surface	lexicon_gap
kūṣmāṇḍarājaputro	kūṣmānḍarājaputro	kūṣmāṇḍarājaputra	NOUN	dcs:469158	dcs	1	0	surface	paradigm_gap
yajñāvikṣepī	yajnāvikṣepī	yajñāvikṣepin	NOUN	dcs:469158	dcs	2	0	surface+unsandhied	lexicon_gap
kulaṅgāpamārī	kulangāpamārī	kulaṅgāpamārin	NOUN	dcs:469158	dcs	2	0	surface+unsandhied	lexicon_gap
sūparakroḍī	sūparakroḍī	sūparakroḍin	NOUN	dcs:469158	dcs	2	0	surface+unsandhied	lexicon_gap
jambhako	jambhako	jambhaka	NOUN	dcs:469158	dcs	2	0	surface	paradigm_gap
vyāhṛtibhis	vyāhṛtibhis	vyāhṛti	NOUN	dcs:469168	dcs	2	0	surface	paradigm_gap
gopāyatām	gopāyatām	gopāy	VERB	dcs:469169	dcs	12	0	surface+unsandhied	lexicon_gap
gopāyamānaṃ	gopāyamānan	gopāy	VERB	dcs:469171	dcs	1	0	surface	lexicon_gap
gopāyamānam	gopāyamānam	gopāy	VERB	dcs:469171	dcs	5	0	surface+unsandhied	lexicon_gap
bṛhaspatayaś	bṛhaspatayaś	bṛhaspati	NOUN	dcs:469174	dcs	1	0	surface	paradigm_gap
samutpātaṃ	samutpātan	samutpāta	NOUN	dcs:469177	dcs	1	0	surface	paradigm_gap
dahyed	dahyed	dah	VERB	dcs:469179	dcs	1	0	surface	paradigm_gap
dahyet	dahyet	dah	VERB	dcs:469179	dcs	3	0	surface+unsandhied	paradigm_gap
prahased	prahased	prahas	VERB	dcs:469179	dcs	1	0	surface	lexicon_gap
prahaset	prahaset	prahas	VERB	dcs:469179	dcs	3	0	surface+unsandhied	lexicon_gap
pracaled	pracaled	pracal	VERB	dcs:469179	dcs	2	0	surface	lexicon_gap
avaśīryeta	avaśīryeta	avaśṛ	VERB	dcs:469180	dcs	4	0	surface+unsandhied	lexicon_gap
avantv	avantv	av	VERB	dcs:469188	dcs	4	0	surface	paradigm_gap
adhipatis	adhipatis	adhipati	NOUN	dcs:469196	dcs	2	0	surface	paradigm_gap
rīriṣur	rīriṣur	riṣ	VERB	dcs:469197	dcs	2	1	surface	paradigm_gap
rīriṣuḥ	rīriṣu	riṣ	VERB	dcs:469197	dcs	2	1	unsandhied	paradigm_gap
dāṅkṣuḥ	dānkṣu	daṃś	VERB	dcs:469197	dcs	4	1	surface+unsandhied	lexicon_gap
sṛjo	sṛjo	sṛj	VERB	dcs:469198	dcs	4	0	surface	paradigm_gap
rīṣate	rīṣate	riṣ	VERB	dcs:469199	dcs	6	1	surface+unsandhied	paradigm_gap
'pūpena	'pūpena	apūpa	NOUN	dcs:469200	dcs	2	0	surface	paradigm_gap
japej	japej	jap	VERB	dcs:469206	dcs	1	0	surface	paradigm_gap
āṣṭryāṃ	āṣṭryān	āṣṭrī	NOUN	dcs:469210	dcs	1	0	surface	paradigm_gap
gobhyaś	gobhyaś	go	NOUN	dcs:469211	dcs	3	0	surface	paradigm_gap
puruṣebhyaś	puruṣebhyaś	puruṣa	NOUN	dcs:469211	dcs	3	0	surface	paradigm_gap
ṣāḍāhutaṃ	ṣāḍāhutan	ṣāḍāhuta	NOUN	dcs:469223	dcs	1	0	surface	lexicon_gap
ṣāḍāhutam	ṣāḍāhutam	ṣāḍāhuta	NOUN	dcs:469223	dcs	3	0	surface+unsandhied	lexicon_gap
agniṣṭhaṃ	agniṣṭhan	agniṣṭha	ADJ	dcs:469228	dcs	4	0	surface	paradigm_gap
niṣatsnuṃ	niṣatsnun	niṣatsnu	ADJ	dcs:469229	dcs	1	0	surface	paradigm_gap
goṣṭhāś	goṣṭhāś	goṣṭha	NOUN	dcs:469235	dcs	1	0	surface	paradigm_gap
suradevinaṃ	suradevinan	suradevin	NOUN	dcs:469236	dcs	1	0	surface	paradigm_gap
āreḍhi	āreḍhi	ārih	VERB	dcs:469238	dcs	4	0	surface+unsandhied	lexicon_gap
vijāyatāṃ	vijāyatān	vijan	VERB	dcs:469240	dcs	1	0	surface	lexicon_gap
vijāyatām	vijāyatām	vijan	VERB	dcs:469240	dcs	1	0	unsandhied	lexicon_gap
naijameṣaṃ	naijameṣan	naijameṣa	ADJ	dcs:469251	dcs	1	0	surface	paradigm_gap
yajurbhī	yajurbhī	yajus	NOUN	dcs:773229	dcs	1	0	surface	paradigm_gap
tanumiśreṇa	tanumiśrena	tanumiśra	NOUN	dcs:773232	dcs	2	0	surface+unsandhied	lexicon_gap
sāṃkāśanāni	sānkāśanāni	sāṃkāśana	ADJ	dcs:773234	dcs	2	0	surface+unsandhied	lexicon_gap
aśnīto	aśnīto	aś	VERB	dcs:773237	dcs	2	0	surface	lexicon_gap
nāmann	nāmann	nāman	NOUN	dcs:773239	dcs	1	0	surface	paradigm_gap
praṇeṣyann	praneṣyann	praṇī	VERB	dcs:773241	dcs	1	0	surface	paradigm_gap
mradīyān	mradīyān	mradīyas	ADJ	dcs:773243	dcs	6	0	surface+unsandhied	paradigm_gap
nakhāṃś	nakhānś	nakha	NOUN	dcs:773255	dcs	1	0	surface	paradigm_gap
kārayīta	kārayīta	kāray	VERB	dcs:773255	dcs	2	0	surface+unsandhied	lexicon_gap
āchādayate	āchādayate	ācchāday	VERB	dcs:773257	dcs	4	0	surface+unsandhied	lexicon_gap
daikṣaṃ	daikṣan	daikṣa	ADJ	dcs:773259	dcs	1	0	surface	paradigm_gap
saṃniṣkṛṣya	sanniṣkṛṣya	saṃniṣkṛṣ	VERB	dcs:773265	dcs	2	0	surface+unsandhied	lexicon_gap
niṣevayan	niṣevayan	niṣevay	VERB	dcs:773265	dcs	2	0	surface+unsandhied	lexicon_gap
pāvayaty	pāvayaty	pāvay	VERB	dcs:773267	dcs	1	0	surface	lexicon_gap
avāñcaṃ	avāncan	avāñc	ADJ	dcs:773267	dcs	4	0	surface	lexicon_gap
atipāvayet	atipāvayet	atipāvay	VERB	dcs:773269	dcs	2	0	surface+unsandhied	lexicon_gap
sanavo	sanavo	san	VERB	dcs:773283	dcs	1	0	surface	paradigm_gap
ucyartiṃ	ucyartin	ucyarti	ADJ	dcs:773286	dcs	1	0	surface	lexicon_gap
ucyartim	ucyartim	ucyarti	ADJ	dcs:773286	dcs	3	0	surface+unsandhied	lexicon_gap
utkṛṣa	utkṛṣa	utkṛṣ	VERB	dcs:773288	dcs	2	0	surface	lexicon_gap
sicya	sicya	sic	VERB	dcs:773289	dcs	2	0	surface+unsandhied	paradigm_gap
apacchādayet	apacchādayet	apacchāday	VERB	dcs:773296	dcs	2	0	surface+unsandhied	lexicon_gap
nibhujan	nibhujan	nibhuj	VERB	dcs:773297	dcs	2	0	surface+unsandhied	lexicon_gap
āchādayeta	āchādayeta	ācchāday	VERB	dcs:773300	dcs	2	0	surface+unsandhied	lexicon_gap
somapebhyo	somapebhyo	somapa	NOUN	dcs:773304	dcs	2	0	surface	paradigm_gap
sambhāṣamāṇo	sambhāṣamāno	sambhāṣ	VERB	dcs:773312	dcs	3	0	surface	lexicon_gap
sambhāṣamāṇaḥ	sambhāṣamāna	sambhāṣ	VERB	dcs:773312	dcs	5	0	surface+unsandhied	lexicon_gap
āchādanaṃ	āchādanan	ācchādana	NOUN	dcs:773315	dcs	1	0	surface	paradigm_gap
āchādanam	āchādanam	ācchādana	NOUN	dcs:773315	dcs	1	0	unsandhied	paradigm_gap
niṣṭhīvanaṃ	niṣṭhīvanan	niṣṭhīvana	NOUN	dcs:773316	dcs	3	0	surface	paradigm_gap
avavarṣaṇaṃ	avavarṣanan	avavarṣaṇa	NOUN	dcs:773316	dcs	1	0	surface	paradigm_gap
prāgvaṃśād	prāgvanśād	prāgvaṃśa	NOUN	dcs:773317	dcs	2	0	surface	paradigm_gap
abhyāśrāvaṇaṃ	abhyāśrāvanan	abhyāśrāvaṇa	NOUN	dcs:773317	dcs	1	0	surface	paradigm_gap
avavṛṣṭo	avavṛṣṭo	avavṛṣ	VERB	dcs:773320	dcs	1	0	surface	lexicon_gap
sāyamaśanaṃ	sāyamaśanan	sāyamaśana	NOUN	dcs:773328	dcs	1	0	surface	paradigm_gap
upāstamayaṃ	upāstamayan	upāstamayam	ADV	dcs:773328	dcs	2	0	surface	paradigm_gap
mandiṣṭhas	mandiṣṭhas	mandiṣṭha	ADJ	dcs:773337	dcs	1	0	surface	paradigm_gap
prabudhyan	prabudhyan	prabudh	VERB	dcs:773337	dcs	2	0	surface+unsandhied	paradigm_gap
'vagāhamāna	'vagāhamāna	avagāh	VERB	dcs:773346	dcs	1	0	surface	lexicon_gap
pārāl	pārāl	pāra	NOUN	dcs:773346	dcs	1	0	surface	paradigm_gap
anugeṣam	anugeṣam	anugā	VERB	dcs:773347	dcs	8	1	surface+unsandhied	paradigm_gap
rājakrayaṇy	rājakrayany	rājakrayaṇī	NOUN	dcs:773363	dcs	1	0	surface	paradigm_gap
rājakrayaṇīṃ	rājakrayanīn	rājakrayaṇī	NOUN	dcs:773366	dcs	2	0	surface	paradigm_gap
saṃstauti	sanstauti	saṃstu	VERB	dcs:773368	dcs	2	0	surface+unsandhied	lexicon_gap
anumānayati	anumānayati	anumānay	VERB	dcs:773369	dcs	2	0	surface+unsandhied	lexicon_gap
ramṇātv	ramnātv	ram	VERB	dcs:773373	dcs	2	0	surface	paradigm_gap
suśubhra	suśubhra	suśubhra	ADJ	dcs:25432	dcs	2	0	surface+unsandhied	lexicon_gap
sambalasya	sambalasya	saṃbala	NOUN	dcs:25433	dcs	1	0	surface	lexicon_gap
saṃbalasya	sanbalasya	saṃbala	NOUN	dcs:25433	dcs	1	0	unsandhied	lexicon_gap
jānīyāc	jānīyāc	jñā	VERB	dcs:25438	dcs	1	0	surface	paradigm_gap
sambalaṃ	sambalan	saṃbala	NOUN	dcs:25439	dcs	1	0	surface	lexicon_gap
saṃbalam	sanbalam	saṃbala	NOUN	dcs:25439	dcs	1	0	unsandhied	lexicon_gap
prajapet	prajapet	prajap	VERB	dcs:25441	dcs	58	0	surface+unsandhied	lexicon_gap
saṃbala	sanbala	saṃbala	NOUN	dcs:25441	dcs	2	0	surface+unsandhied	lexicon_gap
uttāpaṃ	uttāpan	uttāpa	NOUN	dcs:25445	dcs	1	0	surface	paradigm_gap
ardhaśoṣaṃ	ardhaśoṣan	ardhaśoṣa	ADJ	dcs:25446	dcs	1	0	surface	lexicon_gap
ardhaśoṣam	ardhaśoṣam	ardhaśoṣa	ADJ	dcs:25446	dcs	1	0	unsandhied	lexicon_gap
uttolya	uttolya	uttolay	VERB	dcs:25447	dcs	8	0	surface+unsandhied	lexicon_gap
prajapen	prajapen	prajap	VERB	dcs:25450	dcs	11	0	surface	lexicon_gap
saṃlikhet	sanlikhet	saṃlikh	VERB	dcs:25471	dcs	4	0	surface+unsandhied	lexicon_gap
uccāryaṃ	uccāryan	uccāray	VERB	dcs:25472	dcs	1	0	surface	lexicon_gap
vihārataḥ	vihārata	vihāra	NOUN	dcs:25476	dcs	1	0	surface	paradigm_gap
katra	katra	katra	ADV	dcs:25477	dcs	2	0	surface+unsandhied	lexicon_gap
maṇipūraṃ	manipūran	maṇipūra	NOUN	dcs:25481	dcs	1	0	surface	paradigm_gap
madhyanālaṃ	madhyanālan	madhyanāla	NOUN	dcs:25486	dcs	1	0	surface	lexicon_gap
madhyanālam	madhyanālam	madhyanāla	NOUN	dcs:25486	dcs	1	0	unsandhied	lexicon_gap
nirlipto	nirlipto	nirlip	VERB	dcs:25530	dcs	2	0	surface	lexicon_gap
mūlādhārāc	mūlādhārāc	mūlādhāra	NOUN	dcs:25534	dcs	1	0	surface	paradigm_gap
pratigrāsaṃ	pratigrāsan	pratigrāsa	NOUN	dcs:25537	dcs	1	0	surface	lexicon_gap
pratigrāsam	pratigrāsam	pratigrāsa	NOUN	dcs:25537	dcs	1	0	unsandhied	lexicon_gap
pratigrāse	pratigrāse	pratigrāsa	NOUN	dcs:25538	dcs	4	0	surface+unsandhied	lexicon_gap
pareśāni	pareśāni	pareśānī	NOUN	dcs:25538	dcs	10	0	surface+unsandhied	lexicon_gap
goptavyaṃ	goptavyan	gup	VERB	dcs:25552	dcs	2	0	surface	paradigm_gap
kāmarūpakam	kāmarūpakam	kāmarūpaka	ADJ	dcs:25559	dcs	2	0	surface+unsandhied	lexicon_gap
bāhujātasya	bāhujātasya	bāhujāta	NOUN	dcs:25561	dcs	2	0	surface+unsandhied	lexicon_gap
pādajātasya	pādajātasya	pādajāta	NOUN	dcs:25562	dcs	2	0	surface+unsandhied	lexicon_gap
mahāmokṣaṃ	mahāmokṣan	mahāmokṣa	NOUN	dcs:25572	dcs	5	0	surface	lexicon_gap
mahāmokṣam	mahāmokṣam	mahāmokṣa	NOUN	dcs:25572	dcs	5	0	unsandhied	lexicon_gap
ūrujātasya	ūrujātasya	ūrujāta	NOUN	dcs:25573	dcs	2	0	surface+unsandhied	lexicon_gap
suravandite	suravandite	suravanditā	NOUN	dcs:25574	dcs	62	0	surface+unsandhied	lexicon_gap
tantrāṇāṃ	tantrānān	tantra	NOUN	dcs:25578	dcs	2	0	surface	paradigm_gap
pāṭhyaṃ	pāṭhyan	pāṭhay	VERB	dcs:25604	dcs	2	0	surface	lexicon_gap
mahāśaṅkhaṃ	mahāśankhan	mahāśaṅkha	NOUN	dcs:25619	dcs	2	0	surface	paradigm_gap
śilāyantre	śilāyantre	śilāyantra	NOUN	dcs:25621	dcs	4	0	surface+unsandhied	lexicon_gap
vṛndāyāṃ	vṛndāyān	vṛndā	NOUN	dcs:25621	dcs	1	0	surface	paradigm_gap
devadeveśi	devadeveśi	devadeveśī	NOUN	dcs:25629	dcs	34	0	surface+unsandhied	lexicon_gap
haridvāraṃ	haridvāran	haridvāra	NOUN	dcs:25643	dcs	1	0	surface	paradigm_gap
toḍala	toḍala	toḍala	NOUN	dcs:25657	dcs	6	0	surface+unsandhied	lexicon_gap
snāpayec	snāpayec	snāpay	VERB	dcs:25659	dcs	1	0	surface	lexicon_gap
pradadyāc	pradadyāc	pradā	VERB	dcs:25664	dcs	1	0	surface	paradigm_gap
ṣaḍakṣaraṃ	ṣaḍakṣaran	ṣaḍakṣara	NOUN	dcs:25669	dcs	2	0	surface	paradigm_gap
gajāntaka	gajāntaka	gajāntaka	NOUN	dcs:25669	dcs	10	0	surface+unsandhied	lexicon_gap
bhasmanirmāṇakaṃ	bhasmanirmānakan	bhasmanirmāṇaka	NOUN	dcs:25678	dcs	1	0	surface	lexicon_gap
bhasmanirmāṇakam	bhasmanirmānakam	bhasmanirmāṇaka	NOUN	dcs:25678	dcs	1	0	unsandhied	lexicon_gap
bhasmasāj	bhasmasāj	bhasmasāt	ADV	dcs:25683	dcs	2	0	surface	paradigm_gap
dhusturaṃ	dhusturan	dhustura	NOUN	dcs:25699	dcs	1	0	surface	lexicon_gap
dhusturam	dhusturam	dhustura	NOUN	dcs:25699	dcs	1	0	unsandhied	lexicon_gap
kuṇḍagolaṃ	kunḍagolan	kuṇḍagola	NOUN	dcs:25705	dcs	2	0	surface	paradigm_gap
svapuṣpaṃ	svapuṣpan	svapuṣpa	NOUN	dcs:25706	dcs	2	0	surface	lexicon_gap
svapuṣpam	svapuṣpam	svapuṣpa	NOUN	dcs:25706	dcs	2	0	unsandhied	lexicon_gap
sarvakālodbhavaṃ	sarvakālodbhavan	sarvakālodbhava	NOUN	dcs:25707	dcs	2	0	surface	lexicon_gap
sarvakālodbhavam	sarvakālodbhavam	sarvakālodbhava	NOUN	dcs:25707	dcs	2	0	unsandhied	lexicon_gap
kuṇḍapuṣpaṃ	kunḍapuṣpan	kuṇḍapuṣpa	NOUN	dcs:25712	dcs	1	0	surface	lexicon_gap
kuṇḍapuṣpam	kunḍapuṣpam	kuṇḍapuṣpa	NOUN	dcs:25712	dcs	1	0	unsandhied	lexicon_gap
golapuṣpaṃ	golapuṣpan	golapuṣpa	NOUN	dcs:25714	dcs	1	0	surface	lexicon_gap
golapuṣpam	golapuṣpam	golapuṣpa	NOUN	dcs:25714	dcs	1	0	unsandhied	lexicon_gap
dravībhūte	dravībhūte	dravībhū	VERB	dcs:25729	dcs	8	0	surface+unsandhied	lexicon_gap
dayāvāṃś	dayāvānś	dayāvat	ADJ	dcs:25741	dcs	1	0	surface	paradigm_gap
samākhyātas	samākhyātas	samākhyā	VERB	dcs:25771	dcs	1	0	surface	paradigm_gap
pragoptavyaṃ	pragoptavyan	pragup	VERB	dcs:25786	dcs	1	0	surface	lexicon_gap
pragoptavyam	pragoptavyam	pragup	VERB	dcs:25786	dcs	1	0	unsandhied	lexicon_gap
kālībīja	kālībīja	kālībīja	NOUN	dcs:25793	dcs	2	0	surface+unsandhied	lexicon_gap
atisnehena	atisnehena	atisneha	NOUN	dcs:25817	dcs	4	0	surface+unsandhied	lexicon_gap
paṭhec	paṭhec	paṭh	VERB	dcs:25818	dcs	2	0	surface	paradigm_gap
pañcatattvaṃ	pancatattvan	pañcatattva	NOUN	dcs:25823	dcs	2	0	surface	paradigm_gap
māyābījaṃ	māyābījan	māyābīja	NOUN	dcs:25826	dcs	4	0	surface	lexicon_gap
māyābījam	māyābījam	māyābīja	NOUN	dcs:25826	dcs	4	0	unsandhied	lexicon_gap
phaḍ	phaḍ	phaṭ	INTJ	dcs:25829	dcs	2	0	surface	paradigm_gap
prapūjanam	prapūjanam	prapūjana	NOUN	dcs:25832	dcs	5	0	surface+unsandhied	lexicon_gap
prapaṭhed	prapaṭhed	prapaṭh	VERB	dcs:25843	dcs	4	0	surface	lexicon_gap
prapaṭhet	prapaṭhet	prapaṭh	VERB	dcs:25843	dcs	4	0	unsandhied	lexicon_gap
sthiramāyāṃ	sthiramāyān	sthiramāyā	NOUN	dcs:25864	dcs	1	0	surface	paradigm_gap
sarasvī	sarasvī	sarasvī	NOUN	dcs:25868	dcs	2	0	surface+unsandhied	lexicon_gap
kṣrauṃ	kṣraun	kṣraum	INTJ	dcs:25868	dcs	1	0	surface	paradigm_gap
sārvaṇiḥ	sārvani	sārvaṇi	ADJ	dcs:25871	dcs	3	0	surface+unsandhied	lexicon_gap
