k1	pw_L	hom	sense_ord	div_n	marker	gloss	witnesses	pw_entry_blocks	pwg_entry_blocks
viz	105113	1	14					33	27
viz	105113	1	15					33	27
viz	105113	1	16					33	27
viz	105113	1	17					33	27
viz	105113	1	19	1	2〉	zurüsten, — anrichten; zugerüstet, angerichtet	mbh	33	27
viz	105113	1	21					33	27
viz	105113	1	22	1	1〉	Jmd; Speisen auftragen	mbh	33	27
viz	105113	1	23	1	2〉	zurichten, — anrichten	campaka	33	27
viz	105113	1	24					33	27
viz	105113	1	25					33	27
viz	105113	1	27	1	2〉	gekleidet in		33	27
viz	105114	2	28					33	27
viz	105114	2	30	1	2〉			33	27
viz	105116	4	32					33	27
viz	105117	5	33					33	27
vizA	105304	1	1					2	2
vizA	105305	2	2					2	2
vizANganA	105310		1					1	1
vizANkura	105309		1					3	3
vizARAnta	105315		1					1	1
vizARa	105312	2	2					13	12
vizARa	105312	2	3	1	1〉			13	12
vizARa	105312	2	5	2	b〉	Horn; Blasinstrument		13	12
vizARa	105312	2	9	2	f〉	Spitze der Brust, Brustwarze		13	12
vizARa	105312	2	13	1	3〉	Costus speciosus; Costus arabicus		13	12
vizARaka	105313		1					5	4
vizARaka	105313		3	1	2〉	Elephant	gal	5	4
vizARavant	105314		1					5	1
vizARavant	105314		2	1	1〉			5	1
vizARavant	105314		4	2	b〉	mit Hauzähnen versehen		5	1
vizARavant	105314		5	1	2〉	Eber		5	1
vizARin	105316		1					9	8
vizARin	105316		2	1	1〉			9	8
vizARin	105316		3	2	a〉	gehörnt		9	8
vizARin	105316		5	1	2〉			9	8
vizARin	105316		7	2	b〉	Trapa bispinosa		9	8
vizARin	105316		8	2	c〉	eine best. auf dem; wachsende Knolle		9	8
vizAda	105319		1					4	4
vizAda	105319		4	1	3〉	Widerwille, Ekel		4	4
vizAdana	105320		1					6	4
vizAdana	105320		4	1	3〉			6	4
vizAdana	105320		5	2	a〉	das in Bestürzung Versetzen	caraka	6	4
vizAdana	105320		6	2	b〉			6	4
vizAditA	105322		1		2〉			1	1
vizAgni	105306		1			brennendes Gift		1	0
vizAgnipA	105307		1			brennendes Gift trinkend,		1	0
vizAnala	105326		1			brennendes Gift		1	0
vizAntaka	105327		1					1	1
vizApahAra	105332		1				buhlerrep.no	1	0
vizApahAradaRqa	105333		1			ein Zauberstab, durch den man Gift unschädlich macht,	pancad	1	0
vizApaha	105330		1					6	6
vizApaha	105330		3	1	2〉			6	6
vizApaha	105330		5	2	b〉			6	6
vizAsahivrata	221250		1			eine best. Begehung des	av.paddh.zukaus	1	0
vizAsvAda	105348		1			Gift beim Schmecken	m	1	0
vizAsya	105346		1					4	4
vizAsya	105346		3	1	2〉	Giftschlangen		4	4
vizAsya	105346		4	1	3〉	Semecarpus anacardium		4	4
vizAtakI	105317		1					1	1
vizAyin	105338		1					1	1
vizAyuDa	105339		1			Giftschlange		1	1
vizI	105354		1			zu Gift werden		1	0
vizOzaDI	105378		1			Tiaridium indicum		1	1
vizPAra	105574		1					1	1
vizPuliNga	105575		1			Funke		1	3
vizPuliNgaka	105576		1				av.paris	1	0
vizRApU	105438		1					1	1
vizRUpADyAya	105562		1			Lehrers		1	0
vizRUvaruRa	105564		1				tbr	1	0
vizRa	105437		1					1	1
vizRu	105439		1					16	11
vizRu	105439		2	1	1〉			16	11
vizRu	105439		3	2	a〉			16	11
vizRu	105439		6	2	d〉			16	11
vizRu	105439		7	3				16	11
vizRu	105439		8	3				16	11
vizRu	105439		10	3				16	11
vizRu	105439		11	3				16	11
vizRu	105439		12	2	e〉			16	11
vizRu	105439		13	2	f〉			16	11
vizRu	105439		14	2	g〉			16	11
vizRu	105439		15	1	2〉			16	11
vizRu	105439		16	1	3〉		apast.sr	16	11
vizRuBa	105506		1			das Mondhaus	vp	1	0
vizRuBawwa	105509		1				burnellt,ind.antiq	1	0
vizRuBujaMga	105510		1				burnellt,opp.cat	1	0
vizRuDArA	105485		1					1	1
vizRuDarma	105482		1				hemadri	1	1
vizRuDarman	105483		1					1	1
vizRuDarmottara	105484		1				mbh	1	1
vizRuSakti	105540	2	2					2	2
vizRuSarman	105543		1					1	1
vizRuSatanAmastotra	105541		1				burnellt	1	0
vizRuSayanaboDadina	105542		1			der Tag, da sich; zum Schlafe niederlegt und der Tag seines Erwachens	ind.st	1	0
vizRuSfNKala	105545		1			ein best. astrol.		1	1
vizRuSilA	105544		1			Ammonit		1	1
vizRuSruta	105546		1					1	1
vizRubrahmamaheSvaradAnaprayoga	105505		1				burnellt	1	0
vizRucakra	105462		1					3	3
vizRucakra	105462		3	1	2〉	ein best. mystischer Kreis		3	3
vizRucandra	105463		1				utpalazuvarah.brh	1	1
vizRucitta	105464		1				opp.cat	1	0
vizRudAsa	105474		1					1	1
vizRudEvatya	105479		1					3	2
vizRudEvatya	105479		2	1	1〉			3	2
vizRudEvatya	105479		3	1	2〉	der elfte und zwölfte Tag in einen Halbmonat		3	2
vizRudatta	105473		1					5	2
vizRudatta	105473		3	1	2〉			5	2
vizRudatta	105473		4	2	a〉			5	2
vizRudatta	105473		5	2	b〉			5	2
vizRudevArADya	105477		1					1	1
vizRudeva	105475		1				burnellt	1	1
vizRudevatya	105476		1			zur Gottheit habend	sadv.br	1	0
vizRufkza	105440		1			das Mondhaus		1	1
vizRugAyatrI	105454		1			eine best.; besingende	hemadri	1	0
vizRugUQa	105457		1					1	1
vizRugaNgA	105452		1					1	1
vizRugfha	105458		1					1	1
vizRugola	105460		1			Aequator	ind.st	1	0
vizRugopavarman	105459		1				ind.antiq	1	0
vizRugranTi	105461		1			ein best. Gelenk am Körper		1	2
vizRugupta	105455		1					7	3
vizRugupta	105455		2	1	1〉	ein best. Knollengewächs		7	3
vizRugupta	105455		3	1	2〉			7	3
vizRugupta	105455		4	1	3〉			7	3
vizRugupta	105455		5	2	a〉			7	3
vizRugupta	105455		6	2	b〉		ind.st	7	3
vizRugupta	105455		7	2	c〉			7	3
vizRuhAradeva	105558		1				ind.antiq	1	0
vizRuhari	105557		1				z.d.d.m.g	1	0
vizRuhfdayastotra	105560		1				burnellt	1	0
vizRujAmala	105466		1					1	0
vizRuja	105465		1					3	2
vizRuja	105465		3	1	2〉	des 18ten		3	2
vizRukAYcI	105444		1					1	1
vizRukAntI	105445		1					1	1
vizRukavaca	105442		1				burnellt,opp.cat	1	0
vizRukrAnta	105449		1					4	3
vizRukrAnta	105449		2	1	1〉	von; beschritten	taitt.ar	4	3
vizRukrAnta	105449		4	1	3〉	verschiedener Pflanzen; Clitoria ternatea , Evolvulus alsinoides; eine dunkle	bhavapr,mat.med,rajan	4	3
vizRukrAnti	105450		1			Evolvulus alsinoides		1	0
vizRukramIya	105448		1			zu den; in Beziehung stehend		1	0
vizRukutUhala	105446		1				einl.zudasar,hall	1	0
vizRumAhAtmya	105518		1				burnellt	1	0
vizRumAnasa	105516		1				opp.cat	1	0
vizRumahiman	105515		1			Majestät	opp.cat	1	0
vizRumandira	105513		1			ein; Tempel		1	0
vizRumant	105511		1					3	4
vizRumant	105511		2	1	1〉	das Wort; enthaltend		3	4
vizRumant	105511		3	1	2〉			3	4
vizRumiSra	105520		1					1	1
vizRumitra	105519		1			Cajus	rv	1	1
vizRumuKa	105521		1			mit; in der Spitze	maitr.s,ts	1	0
vizRunAmaratnastotra	105487		1				burnellt	1	0
vizRunyaNga	105488		1			worin; beiläufig erwähnt wird	ait.br,sankh.sr	1	0
vizRupUjApadDati	105502		1				burnellt	1	0
vizRupaRqita	105491		1			Gelehrten		1	0
vizRupaYcakavratakaTA	105489		1			Erzählung	burnellt	1	0
vizRupaYjara	105490		1				burnellt,opp.cat,verz.d.pet.h.no	1	0
vizRupadDati	105495		1					1	1
vizRupadI	105494		1					5	0
vizRupadI	105494		2	1	1〉	der Eintritt der Sonne in die Zeichen Stier, Löwe, und Wassermann		5	0
vizRupadI	105494		3	1	2〉			5	0
vizRupadI	105494		4	2	a〉		goladhy	5	0
vizRupadI	105494		5	2	b〉			5	0
vizRupada	105493		1					6	10
vizRupada	105493		2	1	1〉			6	10
vizRupada	105493		3	2	a〉	Zenith, Scheitelpunct		6	10
vizRupada	105493		4	2	b〉	der Himmel	vasav	6	10
vizRupada	105493		5	2	c〉		b.a.j,visnus	6	10
vizRuparAyaRa	105496		1					1	1
vizRuparRikA	105497		1			{{Hadysarum logopodioides->Hedysarum lagopodioides||20241207|Jim Funderburk, Thomas Malten|https://github.com/sanskrit-lexicon/PWK/issues/111|}}		1	1
vizRupratizWA	105503		1				burnellt,opp.cat	1	0
vizRupur	105499		1			Stadt	gal	1	0
vizRupurARa	105500		1					1	1
vizRupurI	105501		1					3	2
vizRupurI	105501		2	1	1〉			3	2
vizRupurI	105501		3	1	2〉			3	2
vizRuputra	105498		1					1	1
vizRurAta	105527		1					1	1
vizRuraTa	105524		1					1	1
vizRusaMhitA	105548		1				burnellt,opp.cat	1	0
vizRusaras	105549		1					1	1
vizRusarvajana	105550		1					1	1
vizRusiMha	105552		1					1	1
vizRusidDAnta	105553		1				opp.cat	1	0
vizRustavarAja	105555		1				burnellt,opp.cat	1	0
vizRusvAmin	105556		1					3	3
vizRusvAmin	105556		3	1	2〉			3	3
vizRutAtparyanirRaya	105468		1				burnellt	1	0
vizRutEla	105471		1			ein best. Oel		1	1
vizRutIrTa	105470		1					3	1
vizRutIrTa	105470		2	1	1〉	eines Autors	burnellt	3	1
vizRutIrTa	105470		3	1	2〉			3	1
vizRutattva	105467		1					3	1
vizRutattva	105467		3	1	2〉		ebend,opp.cat	3	1
vizRutiTi	105469		1			der elfte und zwölfte Tag in einem Halbmonat		1	1
vizRuvAjapeyin	105535		1					1	1
vizRuvallaBA	105534		1					4	3
vizRuvallaBA	105534		4	1	3〉	eine best. Pflanze		4	3
vizRuvarDana	105532		1				b.a.j,cunninghamarch.surv,ind.antiq	1	0
vizRuvarman	105533		1				ind.antiq	1	0
vizRuvat	105530		1			wie bei	apast.sr	1	0
vizRuvratakalpa	105538		1				opp.cat	1	0
vizRuyAmala	105523		1				opp.cat	1	1
vizRuyaSas	105522		1					5	1
vizRuyaSas	105522		2	1	1〉			5	1
vizRuyaSas	105522		3	1	2〉			5	1
vizRuyaSas	105522		4	2	a〉			5	1
vizRuyaSas	105522		5	2	b〉			5	1
vizRuzawpadI	105547		1				burnellt	1	0
vizRvanuzWita	105566		1			von; begleitet	maitr.s	3	0
vizRvanuzWita	209381		2				ts	3	0
vizRvanuzWita	221257		3					3	0
vizRvatikrama	105565		1			der Sprüche	apast.sr,ts	1	0
vizRvazwottaraSatanAman	105567		1				burnellt	1	0
vizUcI	105372		1					1	1
vizUcInAgra	221251		1			mit den Spitzen nach allen Richtungen auseinandergehend	apast.grhy	1	0
vizUcIna	105373		1					3	1
vizUcIna	105373		2	1	1〉	nach den Seiten hinausgehend, auseinander führend, — stiebend, sich überallhin verbreitend		3	1
vizUcInakaraRa	105374		1			das Auseinandermachen	comm.zuapast.sr	1	0
vizUcikA	105371		1					1	1
vizUkuh	105368		1			nach beiden Seiten gespalten, zweispaltig		1	1
vizUvant	105375		1					1	1
vizUvft	105376		1					4	1
vizUvft	105376		2	1	1〉	das Gleichgewicht haltend		4	1
vizUvft	105376		3	1	2〉	gleichmässig vertheilt		4	1
vizUvft	105376		4	1	3〉	neutral, unbetheiligt		4	1
vizWA	105431	1	1					4	3
vizWA	105431	1	2	1	1〉	(besondere) Stelle, Stand		4	3
vizWA	105431	1	3	1	2〉	Abtheilung, Partie; Art, Form		4	3
vizWABUdAraka	105434		1			Hausschwein	rajan	1	0
vizWAsAt	105436		1					2	1
viza	105118	1	1					16	13
viza	105119	2	4					16	13
viza	105119	2	5	1	1〉			16	13
viza	105119	2	6	2	a〉	Gift		16	13
viza	105119	2	7	2	b〉	ein best. vegetabilisches Gift,		16	13
viza	105119	2	9	2	d〉	des Lautes		16	13
viza	105119	2	11	1	3〉	ein Aconitum	bhavapr	16	13
viza	105120	3	12					16	13
viza	105121	4	13					16	13
viza	105122	5	14					16	13
viza	105122	5	15	1	1〉			16	13
vizaBadrikA	105186		1					1	1
vizaDAtrI	105167		1					1	1
vizaDara	105165		1					5	1
vizaDara	105165		2	1	1〉			5	1
vizaDara	105165		4	2	b〉	Wasserbehälter	vasav	5	1
vizaDara	105165		5	1	2〉		ind.st	5	1
vizaDarmA	105166		1			Mucuna pruritus		1	1
vizaGA	105131		1			Cocculus cordifolius		1	0
vizaGAtaka	105133		1			Giftmörder		1	1
vizaGAtin	105134		1			{{Mimosa secressa->Mimosa seeressa||20241207|Jim Funderburk, Thomas Malten|https://github.com/sanskrit-lexicon/PWK/issues/111|}}		1	2
vizaGna	105135		1					3	3
vizaGna	105135		3	1	2〉	Antidoton		3	3
vizaGnikA	105136		1			eine Strychnos	rajan	1	0
vizaNgin	105138		1					3	1
vizaNgin	105138		2	1	1〉	hängen bleibend, dicht aneinander gedrängt	sis	3	1
vizaRRa	105146		1					1	1
vizaRRaBAva	105148		1				dasak	1	0
vizaRRatA	105147		1			Bestürzung, Niedergeschlagenheit, Verzagtheit, Verzweiflung		1	0
vizaRqa	105145		1					1	1
vizadUzaRa	105162		1					3	1
vizadUzaRa	105162		3	1	2〉	das Vergiften	kam.nitis	3	1
vizada	105155	1	1					4	3
vizada	105155	1	2	1	1〉	Wolke	sis	4	3
vizada	105155	1	3	1	2〉	eine best. Pflanze		4	3
vizada	105156	2	4					4	3
vizadaRqa	105158		1				pancad	1	0
vizadarSanamftyuka	105160		1			eine Fasanenart		1	2
vizadruma	105163		1					3	3
vizadvizA	105164		1			eine	dhanv	1	0
vizaha	105296	1	1					6	4
vizaha	105297	2	2					6	4
vizaha	105297	2	4	1	2〉			6	4
vizaha	105297	2	6	2	b〉	eine best. Cucurbitacee	rajan	6	4
vizahan	105298		1					4	0
vizahan	105298		2	1	1〉	Gift zerstörend; Giftheilkunde	caraka	4	0
vizahan	105298		3	1	2〉	eine; Art	rajan	4	0
vizahan	105298		4	1	3〉	verschiedener Pflanzen;; {{Hingcha repens->Hingtsha repens||20241207|Jim Funderburk, Thomas Malten|https://github.com/sanskrit-lexicon/PWK/issues/111|}} , Ipomo	rajan	4	0
vizahantar	105299		1					5	2
vizahantar	105299		3	1	2〉			5	2
vizahantar	105299		5	2	b〉			5	2
vizahara	105300		1					4	3
vizahara	105300		3	1	2〉			4	3
vizahara	105300		4	1	3〉			4	3
vizaharacikitsA	105301		1				opp.cat	1	0
vizaheti	221249		1			Schlange	haravijaya	1	0
vizahya	105303		1					5	5
vizahya	105303		2	1	1〉	ausführbar		5	5
vizahya	105303		3					5	5
vizahya	105303		4	1	2〉	bezwingbar		5	5
vizahya	105303		5					5	5
vizajadruma	105139		1			Giftbaum	sis	1	0
vizajihva	105141		1					3	2
vizajihva	105141		3	1	2〉	Lepeocercis serrata		3	2
vizakAzWa	105126		1			Thespesia populnea	rajan	1	0
vizakanyakA	105125		1			ein Mädchen, das angeblich dem, der ihm beiwohnt, den Tod bringt	ebend,vivekav	1	0
vizaktatva	221245		1			das Beschäftigtsein mit	mbh	1	0
vizakumBa	105127		1			ein Krug mit Gift	chr	1	0
vizalAwA	105281		1					1	1
vizalatA	105279		1			Koloquinthe (die Pflanze)		1	1
vizamAkza	105225		1					1	1
vizamI	105230	1	1		3〉			7	0
vizamI	105231	2	2					7	0
vizamI	105231	2	3	1	1〉			7	0
vizamI	105231	2	4	2	a〉	uneben machen		7	0
vizamI	105231	2	5	2	b〉	ungleich machen, in eine schiefe Lage bringen	comm.zusis	7	0
vizamI	105231	2	6	2	c〉	feindselig machen		7	0
vizamI	105231	2	7	1	2〉	ungleichmässig werden		7	0
vizamIya	105233		1					1	2
vizama	105189		1					18	12
vizama	105189		2	1	1〉			18	12
vizama	105189		5	2	c〉	unpaar, ungerade		18	12
vizama	105189		10	1	2〉	ein best. Tact	s.s.s	18	12
vizama	105189		11	1	3〉		opp.cat	18	12
vizama	105189		12	1	4〉			18	12
vizama	105189		13	2	a〉	Unebenheit, rauher —, unwegsamer Boden, schlechter Weg; auf ebenem und unebenem Boden	apast,gaut,sis	18	12
vizama	105189		14	2	b〉	Abgrund		18	12
vizama	105189		15	2	c〉	rauhe Pfade,; Noth, Bedrängniss, Ungemach		18	12
vizama	105189		16	2	d〉	Ungleichmässigkeit; ungleichmässig	chr	18	12
vizama	105189		18	2	f〉		ars.br	18	12
vizamaSIla	105222		1					4	1
vizamaSIla	105222		2	1	1〉			4	1
vizamaSIla	105222		4	1	3〉	ein unebener Felsen	pancat	4	1
vizamaSara	105220		1			der Liebesgott	dasak	1	0
vizamaSlokawIkA	105223		1			Commentars	burnellt	1	0
vizamabARa	105208		1			der Liebesgott		1	1
vizamacCada	105197		1			Alstonia scholaris		1	1
vizamadfzwi	221247		1			schielend	comm.zuapast.grhy	1	0
vizamagata	105194		1					3	0
vizamagata	105194		2	1	1〉	auf einem ungleichen Platze; höher oder niedriger sich befindend	apast	3	0
vizamagata	105194		3	1	2〉	in Noth befindlich	apast	3	0
vizamajvarANkuSalOha	105199		1			ein best. eisenhaltiges Präparat	rasendrac	1	0
vizamajvarAntakalOha	105200		1				mat.med	1	0
vizamakriya	221246		1			einer ungleichen Kur unterliegend		1	0
vizamalakzmI	105215		1			fortuna adversa, Unglück	varah.brh.s	1	0
vizamamaya	105209		1					1	1
vizamapada	105205		1					3	3
vizamapalASa	105206		1			Alstonia scholaris		1	1
vizamarAga	105211		1			ungleich nasalirt	rv.prat	1	0
vizamarUpya	105212		1					1	1
vizamarca	105213		1			eine ungleiche Anzahl von Versen habend	sankh.sr	1	0
vizamasTa	105224		1					3	2
vizamasTa	105224		3	1	2〉	in Nöthen —, in bedrängter Lage sich befindend	chr	3	2
vizamatva	105202		1					3	1
vizamatva	105202		3	1	2〉	Gefährlichkeit, Schrecklichkeit	visnus	3	1
vizamaviSiKa	105217		1			der Liebesgott		1	1
vizamavilocana	105216		1					1	2
vizamavyAKyA	105219		1			Commentars		1	1
vizamavyAptika	221248		1			ein Beispiel einseitiger ständiger Begleitung abgebend	aniruddha,mahadevazusamkhyas	1	0
vizamekzaRa	105238		1				sis	1	1
vizamftyu	105237		1			eine Fasanenart		1	1
vizamita	105229		1					4	4
vizamuc	105234		1					3	1
vizamuc	105234		3	1	2〉	Schlange	harsac.ed.bomb,priy	3	1
vizamuzwi	105235		1					3	1
vizamuzwi	105235		3	1	2〉		bhavapr,rajan	3	1
vizamuzwika	105236		1			Melia sempervirens	bhavapr	1	1
vizanASana	105170		1					3	2
vizanASana	105170		3	1	2〉	Mimosa seeressa		3	2
vizanASin	105171		1					3	2
vizanASin	105171		2	1	1〉			3	2
vizanASin	105171		3	1	2〉	die Ichneumonpflanze	bhavapr	3	2
vizanud	105172		1					3	2
vizanud	105172		3	1	2〉	Calosanthes indica		3	2
vizapIta	105178		1			der Gift getrunken hat	hariv	1	0
vizaparRI	105175		1					1	0
vizaparvan	105176		1					1	1
vizapattrikA	105173		1			eine best. Pflanze mit giftigen Blättern		1	1
vizaprasTa	105184		1					1	1
vizapucCa	105179		1			Gift im Schwanze bergend		1	1
vizapuzpa	105181	1	1					6	5
vizapuzpa	105182	2	4					6	5
vizapuzpa	105182	2	6	1	2〉	Vangueria spinosa		6	5
vizapuzpaka	105183		1					5	2
vizapuzpaka	105183		2	1	1〉			5	2
vizapuzpaka	105183		3	2	a〉	giftige Blüthen habend		5	2
vizarasa	105276		1			Giftrank		1	1
vizasUcaka	105293		1					3	2
vizasecana	105295		1			Gift ausspritzend	nidanas	1	0
vizasfkvan	105294		1			Wespe		1	0
vizataru	105149		1			Giftbaum	vasav	1	0
vizatindu	105151		1					3	1
vizatindu	105151		3	1	2〉	eine Art Ebenholzbaum mit giftiger Frucht	bhavapr	3	1
vizatinduka	105152		1			eine best. Pflanze	bhavapr	1	0
vizatva	105153		1			das Giftsein, giftige Natur	visnus	1	0
vizatvara	105154		1					1	1
vizavEdya	105287		1					3	1
vizavEdya	105287		3	1	2〉		opp.cat	3	1
vizavidyA	105285		1					3	3
vizavidyA	105285		3	1	2〉	ein gegen Gift angewandtes Zaubermittel		3	3
vizavyavasTA	105289		1			der Zustand der Vergiftung, — eines Vergifteten	dasak	1	0
vizayADipa	105262		1					3	1
vizayADipa	105262		2	1	1〉			3	1
vizayArha	105267		1			auf Sinnengenüsse ein Recht habend	hem.par	1	0
vizayAsidDadIpikA	105268		1				opp.cat	1	0
vizayAyin	105266		1					5	5
vizayI	105272		1					8	0
vizayI	105272		2	1	1〉			8	0
vizayI	105272		3	2	a〉	verbreiten		8	0
vizayI	105272		4	2	b〉	in seinen Bereich —, unter seine Macht bringen, sich bemächtigen;	harsac	8	0
vizayI	105272		5	2	c〉	zum Object machen	comm.zuts.prat,samk.zubadar	8	0
vizayI	105272		6	1	2〉			8	0
vizayI	105272		7	2	a〉	zu Jmds; Bereich —, zu Jmds Gebiet werden		8	0
vizayI	105272		8	2	b〉	zum Object werden		8	0
vizayIya	105275		1			Object		1	1
vizaya	105241	1	1					14	15
vizaya	105241	1	2	1	1〉	Gebiet, Bereich, Reich;; Ländereien		14	15
vizaya	105241	1	3	1	2〉	Gebiet, Bereich; im Bereich von,; in Bezug auf; in Bezug darauf	mbh	14	15
vizaya	105241	1	5	1	4〉	Wirkungskreis, Erscheinungsgebiet; sich manifestirend in, sich äussernd als		14	15
vizaya	105241	1	6	1	5〉	ein fest umgrenztes —, umschriebenes Gebiet; nur im; unter eine ganz best. Kategorie fallend, ausschliesslich gehörend zu, stets — seiend		14	15
vizaya	105241	1	11	1	10〉	Object; der behandelte; zu behandelnde Gegenstand; sich beziehend, auf, Etwas betreffend, gerichtet auf, beschäftigt mit		14	15
vizaya	105241	1	12	1	11〉	ein sich zu Etwas; eignendes Object		14	15
vizaya	105241	1	13	1	12〉	der eigentlich gemeinte Gegenstand; Bilde;; sie schaut mit klaren Lotusaugen; Auge; Lotus		14	15
vizaya	105242	2	14					14	15
vizayacandrikA	105245		1				opp.cat	1	0
vizayajYa	105246		1			Fachkenner, Specialist	rajat	1	0
vizayalOkikapratyakzakAryakAraRaBAvarahasya	105252		1					1	1
vizayapaTaka	105251		1				ind.antiq	1	0
vizayapati	105250		1			Gouverneur einer Provinz	ind.antiq	1	0
vizayatA	105247		1					3	1
vizayatA	105247		2	1	1〉	das Objectsein		3	1
vizayatAvAda	105248		1					1	1
vizayatva	105249		1					5	1
vizayatva	105249		2	1	1〉	das Objectsein, das Behandeltwerden in	chr	5	1
vizayatva	105249		3	1	2〉			5	1
vizayatva	105249		4	2	a〉	das Beschränktsein auf Etwas; weil; nur im; erscheint		5	1
vizayatva	105249		5	2	b〉	das Etwas zum Object Haben, Betreffen, Sichbeziehen auf, Unterliegen		5	1
vizayavAda	105256		1				burnellt	1	0
vizayavAkyadIpikA	105255		1				opp.cat	1	0
vizayavant	105253		1					3	1
vizayavant	105253		3	1	2〉	objectiv		3	1
vizayika	105269		1					1	1
vizayin	105271		1					9	9
vizayin	105271		3	1	2〉			9	9
vizayin	105271		8	2	e〉	das Bild; eigentlich gemeinten Gegenstand;		9	9
vizayin	105271		9	1	3〉	Sinneswerkzeng		9	9
vizita	105349		1					1	1
vizitastuga	105351		1					1	0
vizitastupa	105352		1			mit aufgelöstem Schopfe	av,av.paipp	1	0
vizk	105379		1					1	1
vizkaBe	209380		1				rv	1	0
vizkamBArDa	105387		1			Halbmesser		1	0
vizkamBa	105383		1					14	12
vizkamBa	105383		3	1	2〉			14	12
vizkamBa	105383		4	1	3〉			14	12
vizkamBa	105383		5	1	4〉			14	12
vizkamBa	105383		11	1	10〉	ein best. astrol.		14	12
vizkamBa	105383		12	1	11〉			14	12
vizkamBa	105383		13	1	12〉		sasvata	14	12
vizkamBa	105383		14	1	13〉			14	12
vizkamBaRa	221253		1		1〉	Versperrung, Hinderniss; ein Mittel zum Aufsperren	divyavad,jatakam,mahavy	1	0
vizkamBaka	105384		1					4	4
vizkamBaka	105384		2	1	1〉	stützend		4	4
vizkamBaka	105384		3	1	2〉		balar,chr	4	4
vizkamBaparvata	105385		1			Gebirgszug	hemadri,mark.p	2	0
vizkamBaparvata	221254		2			Berges	aniruddhazusamkhyas	2	0
vizkamBavant	105386		1			etwa wohlhabend	hemadri	1	0
vizkamBin	105388		1					3	3
vizkamBin	105388		3	1	2〉			3	3
vizkanDa	105381		1			eine best. Krankheit		1	1
vizkanttar	209379		1			hinundher hüpfend	bhatt	2	0
vizkanttar	221252		2					2	0
vizkara	105389		1					6	4
vizkara	105389		2	1	1〉			6	4
vizkara	105389		4	2	b〉			6	4
vizkira	105390		1					3	2
vizkira	105390		2	1	1〉	Scharrer; Hühnervögel	gaut	3	2
vizkira	105390		3	1	2〉	ein best.	apast.sr	3	2
vizolbaRa	105377		1			voller Gift	mbh	1	0
vizpanda	105568		1			ein best. Gericht		1	1
vizparDA	105570		1			ein Streit um den Vorrang	vaitan	1	0
vizparDas	105569		1					4	4
vizparDas	105569		3	1	2〉			4	4
vizparDas	105569		4	1	3〉			4	4
vizuRa	105356		1					6	6
vizuRa	105356		2	1	1〉			6	6
vizuRa	105356		3	2	a〉	verschiedenartig, wechselnd		6	6
vizuvaddeSa	105364		1			ein Land unter dem Aequator	comm.zuaryabh	1	0
vizuvadvalaya	105365		1			Aequator	goladhy	1	0
vizuvanmaRqala	105367		1			Aequator		1	0
vizuvant	105366		1					7	7
vizuvant	105366		2	1	1〉	an beiden Seiten gleichmässig theilnehmend; die Mitte haltend, in der M. befindlich		7	7
vizuvant	105366		3	1	2〉			7	7
vizuvant	105366		5	2	b〉	ein best.		7	7
vizuvant	105366		6	2	c〉	Scheitelpunct, vertex		7	7
vizuvatka	105362		1				nachtr	1	0
vizuvatstoma	105363		1			ein best.		1	1
vizvAc	105601		1					1	2
vizva	105582		1					1	1
vizvaRa	105597		1			fressend		1	1
vizvaYc	105596		1					12	6
vizvaYc	105596		2	1	1〉			12	6
vizvaYc	105596		3	2	a〉	nach beiden (allen) Seiten gewandt, auf b. S. (überall) befindlich, von allen S. kommend, nach jeder Richtung laufend, allgemein		12	6
vizvaYc	105596		4	2	b〉	(rechts und links) auseinander gehend; abgewandt, getrennt von		12	6
vizvaYc	105596		5	2	c〉	in allerlei Lagen gerathend	gaut	12	6
vizvaYc	105596		6	2	d〉	in umgekehrter Richtung laufend		12	6
vizvaYc	105596		7	1	2〉			12	6
vizvaYc	105596		8	2	a〉	auf beiden Seiten, nach den Seiten, seitwärts		12	6
vizvaYc	105596		9	2	b〉	umher, nach allen Richtungen hin, allerwärts	spr	12	6
vizvaYc	105596		10	1	3〉			12	6
vizvaYc	105596		12	2	b〉			12	6
vizvadryaYc	105600		1					3	1
vizvadryaYc	105600		2	1	1〉	nach allen Richtungen gehend		3	1
vizvagEqa	105590		1					1	1
vizvagaYcana	105588		1			überallhin gewendet	say.zurv	1	1
vizvaggamanavant	105591		1			sich nach allen Richtungen hin bewegend	chr	1	0
vizvagvftti	221258		1			überallhin sich verbreitend	malatim.ed.bomb	1	0
vizvak	105583		1					1	1
vizvaksena	105584		1					9	5
vizvaksena	105584		2	1	1〉			9	5
vizvaksena	105584		3	2	a〉			9	5
vizvaksena	105584		4	2	b〉			9	5
vizvaksena	105584		5	3				9	5
vizvaksena	105584		6	3				9	5
vizvaksena	105584		7	3				9	5
vizvaksena	105584		8	3				9	5
vizvaksenakAntA	105585		1			eine best. Pflanze; eine Dioscorea	caraka,rajan	1	0
vizvaksenapriyA	105586		1					3	3
vizvaksenapriyA	105586		3	1	2〉	eine Dioscorea		3	3
vizvaksenasaMhitA	105587		1					1	0
vizw	105391		1					2	1
vizw	105391		2			umhüllt —, bekleidet mit	av,chr,ts	2	1
vizwA	221255		1			Schlinge	divyavad	1	1
vizwAnta	105411		1				say	1	1
