anchor_key_slp1	anchor_iast	dcs_lemma_id	dcs_lemma_iast	evidence_count	pre_classification	rationale	axis	n_diff	first_diff_pos	word_len
ratnakUwa	ratnakūṭa	225457	ratnakūṭā	1	worth-a-closer-look	Single word-final vowel-length difference on a 9-char word (position 8) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	8	9
ratnapuzpa	ratnapuṣpa	206381	ratnapuṣpā	1	worth-a-closer-look	Single word-final vowel-length difference on a 10-char word (position 9) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	9	10
rogahara	rogahara	174175	rogahāra	1	likely-spurious	Single mid-word vowel-length difference (position 5 of 8) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	5	8
rohAy	rohāy	160720	rohay	26	worth-a-closer-look	Single word-final vowel-length difference on a 5-char word (position 3) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	3	5
rudrapada	rudrapada	208360	rudrapāda	5	likely-spurious	Single mid-word vowel-length difference (position 6 of 9) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	6	9
sAMsparSaka	sāṃsparśaka	201937	saṃsparśaka	1	likely-spurious	Single mid-word vowel-length difference (position 1 of 11) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	1	11
sAMvAhika	sāṃvāhika	203303	saṃvāhikā	6	likely-spurious	2 differing positions (vowel-length) -- multiple diacritic axes differ, consistent with two distinct lexemes.	vowel-length	2	1	9
sAMvaraRi	sāṃvaraṇi	202777	saṃvaraṇī	2	likely-spurious	2 differing positions (vowel-length) -- multiple diacritic axes differ, consistent with two distinct lexemes.	vowel-length	2	1	9
sAQyE	sāḍhyai	216342	śadhyai	1	likely-spurious	3 differing positions (other+sibilant+vowel-length) -- multiple diacritic axes differ, consistent with two distinct lexemes.	other+sibilant+vowel-length	3	0	5
sAcin	sācin	225278	śācin	1	likely-spurious	Single mid-word sibilant difference (position 0 of 5) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	sibilant	1	0	5
sAgaradatta	sāgaradatta	216815	sāgaradattā	1	worth-a-closer-look	Single word-final vowel-length difference on a 11-char word (position 10) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	10	11
sAhacarya	sāhacarya	224390	sahacarya	1	likely-spurious	Single mid-word vowel-length difference (position 1 of 9) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	1	9
sAhadevaka	sāhadevaka	214113	sahadevaka	2	likely-spurious	Single mid-word vowel-length difference (position 1 of 10) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	1	10
sAhadevya	sāhadevya	224134	sahadevya	1	likely-spurious	Single mid-word vowel-length difference (position 1 of 9) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	1	9
sAmiDenIka	sāmidhenīka	222556	sāmidhenīkā	8	worth-a-closer-look	Single word-final vowel-length difference on a 10-char word (position 9) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	9	10
sAmrAjya	sāmrājya	199676	samrājya	1	likely-spurious	Single mid-word vowel-length difference (position 1 of 8) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	1	8
sAptatika	sāptatika	173406	saptatika	2	likely-spurious	Single mid-word vowel-length difference (position 1 of 9) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	1	9
sArakalpa	sārakalpa	225369	śarakalpa	1	likely-spurious	2 differing positions (sibilant+vowel-length) -- multiple diacritic axes differ, consistent with two distinct lexemes.	sibilant+vowel-length	2	0	9
sArti	sārti	215309	sarti	5	likely-spurious	Single mid-word vowel-length difference (position 1 of 5) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	1	5
sArvaDAtuka	sārvadhātuka	207243	sarvadhātuka	1	likely-spurious	Single mid-word vowel-length difference (position 1 of 11) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	1	11
sAsu	sāsu	214985	śāsu	1	likely-spurious	Short word (4 chars) with a sibilant difference -- high collision risk, per the Q1 golden sample's confirmed pattern (relaxed tier wrong 3/3).	sibilant	1	0	4
sAtrAjitI	sātrājitī	226170	satrājitī	1	likely-spurious	Single mid-word vowel-length difference (position 1 of 9) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	1	9
sAtyADivAka	sātyādhivāka	222800	satyādhivāka	1	likely-spurious	Single mid-word vowel-length difference (position 1 of 11) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	1	11
sAvarRaka	sāvarṇaka	210573	savarṇaka	1	likely-spurious	Single mid-word vowel-length difference (position 1 of 9) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	1	9
sAway	sāṭay	172253	śātay	45	likely-spurious	2 differing positions (other+sibilant) -- multiple diacritic axes differ, consistent with two distinct lexemes.	other+sibilant	2	0	5
sIsara	sīsara	210434	śiṣara	1	likely-spurious	3 differing positions (sibilant+vowel-length) -- multiple diacritic axes differ, consistent with two distinct lexemes.	sibilant+vowel-length	3	0	6
sOhArdya	sauhārdya	222357	sauhardya	1	likely-spurious	Single mid-word vowel-length difference (position 3 of 8) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	3	8
sOnandI	saunandī	212987	saunandi	1	worth-a-closer-look	Single word-final vowel-length difference on a 7-char word (position 6) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	6	7
sOrAzwrika	saurāṣṭrika	206659	saurāṣṭrikā	1	worth-a-closer-look	Single word-final vowel-length difference on a 10-char word (position 9) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	9	10
sOryacAndramasa	sauryacāndramasa	225320	sauryācāndramasa	1	likely-spurious	Single mid-word vowel-length difference (position 4 of 15) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	4	15
sOzirya	sauṣirya	202207	śauṣirya	1	likely-spurious	Single mid-word sibilant difference (position 0 of 7) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	sibilant	1	0	7
sPA	sphā	215675	ṣpha	1	likely-spurious	Short word (3 chars) with a sibilant+vowel-length difference -- high collision risk, per the Q1 golden sample's confirmed pattern (relaxed tier wrong 3/3).	sibilant+vowel-length	2	0	3
sPA	sphā	216282	spha	1	likely-spurious	Short word (3 chars) with a vowel-length difference -- high collision risk, per the Q1 golden sample's confirmed pattern (relaxed tier wrong 3/3).	vowel-length	1	2	3
sPAwikopala	sphāṭikopala	207187	sphaṭikopala	2	likely-spurious	Single mid-word vowel-length difference (position 2 of 11) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	2	11
sTUlAsya	sthūlāsya	167584	sthūlāsyā	1	worth-a-closer-look	Single word-final vowel-length difference on a 8-char word (position 7) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	7	8
sTUlaSIrza	sthūlaśīrṣa	203302	sthūlaśīrṣā	1	worth-a-closer-look	Single word-final vowel-length difference on a 10-char word (position 9) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	9	10
sTUlaka	sthūlaka	211266	sthūlakā	1	worth-a-closer-look	Single word-final vowel-length difference on a 7-char word (position 6) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	6	7
sTal	sthal	215790	ṣṭhal	2	likely-spurious	Short word (4 chars) with a other+sibilant difference -- high collision risk, per the Q1 golden sample's confirmed pattern (relaxed tier wrong 3/3).	other+sibilant	2	0	4
sTapika	sthapika	212234	sthāpika	1	likely-spurious	Single mid-word vowel-length difference (position 2 of 7) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	2	7
sTeya	stheya	222777	stheyā	2	worth-a-closer-look	Single word-final vowel-length difference on a 5-char word (position 4) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	4	5
sTita	sthita	218240	sthitā	1	worth-a-closer-look	Single word-final vowel-length difference on a 5-char word (position 4) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	4	5
sUcIvaktra	sūcīvaktra	203636	sūcivaktrā	2	likely-spurious	2 differing positions (vowel-length) -- multiple diacritic axes differ, consistent with two distinct lexemes.	vowel-length	2	3	10
sUcivat	sūcivat	222156	śucivat	4	likely-spurious	2 differing positions (sibilant+vowel-length) -- multiple diacritic axes differ, consistent with two distinct lexemes.	sibilant+vowel-length	2	0	7
sUkaraka	sūkaraka	215248	śūkaraka	1	likely-spurious	Single mid-word sibilant difference (position 0 of 8) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	sibilant	1	0	8
sUkaratA	sūkaratā	175390	śūkaratā	1	likely-spurious	Single mid-word sibilant difference (position 0 of 8) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	sibilant	1	0	8
sUnamada	sūnamada	225156	śunamaḍa	1	likely-spurious	3 differing positions (other+sibilant+vowel-length) -- multiple diacritic axes differ, consistent with two distinct lexemes.	other+sibilant+vowel-length	3	0	8
sUpaka	sūpaka	173455	supāka	2	likely-spurious	2 differing positions (vowel-length) -- multiple diacritic axes differ, consistent with two distinct lexemes.	vowel-length	2	1	6
sUpika	sūpika	211972	supīka	1	likely-spurious	2 differing positions (vowel-length) -- multiple diacritic axes differ, consistent with two distinct lexemes.	vowel-length	2	1	6
sUrakanda	sūrakanda	167802	śūrakanda	1	likely-spurious	Single mid-word sibilant difference (position 0 of 9) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	sibilant	1	0	9
sUryakAnta	sūryakānta	173192	sūryakāntā	1	worth-a-closer-look	Single word-final vowel-length difference on a 10-char word (position 9) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	9	10
sUryapraBava	sūryaprabhava	201522	sūryaprabhāvā	1	likely-spurious	2 differing positions (vowel-length) -- multiple diacritic axes differ, consistent with two distinct lexemes.	vowel-length	2	9	12
sUtra	sūtra	168885	sūtrā	1	worth-a-closer-look	Single word-final vowel-length difference on a 5-char word (position 4) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	4	5
sUtraRa	sūtraṇa	218137	sūtraṇā	1	worth-a-closer-look	Single word-final vowel-length difference on a 7-char word (position 6) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	6	7
saMBuva	saṃbhuva	200477	śaṃbhuvā	1	likely-spurious	2 differing positions (sibilant+vowel-length) -- multiple diacritic axes differ, consistent with two distinct lexemes.	sibilant+vowel-length	2	0	7
saMDAyasamBAzA	saṃdhāyasambhāṣā	207604	saṃdhāyasaṃbhāṣā	2	likely-spurious	Single mid-word other difference (position 9 of 14) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	other	1	9	14
saMDanajit	saṃdhanajit	220368	saṃdhanājit	7	likely-spurious	Single mid-word vowel-length difference (position 6 of 10) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	6	10
saMSaMsA	saṃśaṃsā	225347	saṃśaṃsa	3	worth-a-closer-look	Single word-final vowel-length difference on a 8-char word (position 7) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	7	8
saMSlezin	saṃśleṣin	217428	śaṃśleṣin	1	likely-spurious	Single mid-word sibilant difference (position 0 of 9) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	sibilant	1	0	9
saMbanDana	saṃbandhana	204783	sambandhana	3	likely-spurious	Single mid-word other difference (position 2 of 10) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	other	1	2	10
saMcakAs	saṃcakās	224940	saṃcākaś	1	likely-spurious	3 differing positions (sibilant+vowel-length) -- multiple diacritic axes differ, consistent with two distinct lexemes.	sibilant+vowel-length	3	4	8
saMcalana	saṃcalana	171425	saṃcālana	2	likely-spurious	Single mid-word vowel-length difference (position 4 of 9) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	4	9
saMdravaRa	saṃdravaṇa	204150	saṃdrāvaṇa	1	likely-spurious	Single mid-word vowel-length difference (position 5 of 10) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	5	10
saMgF	saṃgṝ	171186	saṃgṛ	4	worth-a-closer-look	Single word-final vowel-length difference on a 5-char word (position 4) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	4	5
saMgF	saṃgṝ	172348	saṃgṛ	6	worth-a-closer-look	Single word-final vowel-length difference on a 5-char word (position 4) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	4	5
saMharza	saṃharṣa	207732	saṃharṣā	1	worth-a-closer-look	Single word-final vowel-length difference on a 8-char word (position 7) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	7	8
saMjF	saṃjṝ	164916	saṃjṛ	7	worth-a-closer-look	Single word-final vowel-length difference on a 5-char word (position 4) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	4	5
saMkAS	saṃkāś	222831	saṃkaṣ	1	likely-spurious	2 differing positions (sibilant+vowel-length) -- multiple diacritic axes differ, consistent with two distinct lexemes.	sibilant+vowel-length	2	4	6
saMnati	saṃnati	226031	śamnāti	2	likely-spurious	3 differing positions (other+sibilant+vowel-length) -- multiple diacritic axes differ, consistent with two distinct lexemes.	other+sibilant+vowel-length	3	0	7
saMniDikAra	saṃnidhikāra	220165	saṃnidhīkāra	1	likely-spurious	Single mid-word vowel-length difference (position 6 of 11) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	6	11
saMnu	saṃnu	221101	saṃnū	1	worth-a-closer-look	Single word-final vowel-length difference on a 5-char word (position 4) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	4	5
saMpAwana	saṃpāṭana	209247	saṃpātana	1	likely-spurious	Single mid-word other difference (position 5 of 9) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	other	1	5	9
saMrI	saṃrī	222712	saṃri	7	worth-a-closer-look	Single word-final vowel-length difference on a 5-char word (position 4) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	4	5
saMsiv	saṃsiv	164808	saṃsīv	14	worth-a-closer-look	Single word-final vowel-length difference on a 6-char word (position 4) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	4	6
saMskfti	saṃskṛti	219925	sāṃskṛti	1	likely-spurious	Single mid-word vowel-length difference (position 1 of 8) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	1	8
saMtF	saṃtṝ	164940	saṃtṛ	49	worth-a-closer-look	Single word-final vowel-length difference on a 5-char word (position 4) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	4	5
saMvarRana	saṃvarṇana	223170	saṃvarṇanā	1	worth-a-closer-look	Single word-final vowel-length difference on a 10-char word (position 9) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	9	10
saMvatsarIRa	saṃvatsarīṇa	221946	samvatsarīṇa	1	likely-spurious	Single mid-word other difference (position 2 of 12) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	other	1	2	12
saMvijYA	saṃvijñā	176481	saṃvijña	1	worth-a-closer-look	Single word-final vowel-length difference on a 8-char word (position 7) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	7	8
saMyAnI	saṃyānī	224779	śamyāṇī	1	likely-spurious	3 differing positions (nasal+other+sibilant) -- multiple diacritic axes differ, consistent with two distinct lexemes.	nasal+other+sibilant	3	0	7
saMyAnI	saṃyānī	224868	saṃyāni	1	worth-a-closer-look	Single word-final vowel-length difference on a 7-char word (position 6) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	6	7
saMyuta	saṃyuta	219084	samyuta	1	likely-spurious	Single mid-word other difference (position 2 of 7) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	other	1	2	7
saNgara	saṅgara	210518	sāṅgara	1	likely-spurious	Single mid-word vowel-length difference (position 1 of 7) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	1	7
saSoka	saśoka	199395	sāśoka	1	likely-spurious	Single mid-word vowel-length difference (position 1 of 6) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	1	6
sacala	sacala	201704	sācala	1	likely-spurious	Single mid-word vowel-length difference (position 1 of 6) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	1	6
sadApuzpa	sadāpuṣpa	163673	sadāpuṣpā	3	worth-a-closer-look	Single word-final vowel-length difference on a 9-char word (position 8) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	8	9
safRa	saṛṇa	169988	sārṇa	2	likely-spurious	2 differing positions (liquid-vocalic+vowel-length) -- multiple diacritic axes differ, consistent with two distinct lexemes.	liquid-vocalic+vowel-length	2	1	5
sahaDArmika	sahadhārmika	220149	sahadharmika	2	likely-spurious	Single mid-word vowel-length difference (position 5 of 11) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	5	11
sahaSayyA	sahaśayyā	202114	sahaśayya	1	worth-a-closer-look	Single word-final vowel-length difference on a 9-char word (position 8) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	8	9
sahaSayyA	sahaśayyā	202818	sahaśayya	1	worth-a-closer-look	Single word-final vowel-length difference on a 9-char word (position 8) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	8	9
sahasraGni	sahasraghni	217918	sahasraghnī	1	worth-a-closer-look	Single word-final vowel-length difference on a 10-char word (position 9) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	9	10
sahodara	sahodara	111309	sahodarā	8	worth-a-closer-look	Single word-final vowel-length difference on a 8-char word (position 7) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	7	8
sajAya	sajāya	225349	sajāyā	1	worth-a-closer-look	Single word-final vowel-length difference on a 6-char word (position 5) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	5	6
sakapawa	sakapaṭa	199450	sakapāṭa	1	likely-spurious	Single mid-word vowel-length difference (position 5 of 8) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	5	8
sakzIra	sakṣīra	205786	sakṣīrā	1	worth-a-closer-look	Single word-final vowel-length difference on a 7-char word (position 6) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	6	7
salAvfkI	salāvṛkī	225269	śālāvṛkī	1	likely-spurious	2 differing positions (sibilant+vowel-length) -- multiple diacritic axes differ, consistent with two distinct lexemes.	sibilant+vowel-length	2	0	8
samADinizWa	samādhiniṣṭha	218282	samadhiniṣṭhā	1	likely-spurious	2 differing positions (vowel-length) -- multiple diacritic axes differ, consistent with two distinct lexemes.	vowel-length	2	3	11
samAdiS	samādiś	165194	samādis	146	likely-spurious	Single mid-word sibilant difference (position 6 of 7) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	sibilant	1	6	7
samAnAsa	samānāsa	169461	sāmanasa	5	likely-spurious	3 differing positions (vowel-length) -- multiple diacritic axes differ, consistent with two distinct lexemes.	vowel-length	3	1	8
samApF	samāpṝ	200185	samāpṛ	11	worth-a-closer-look	Single word-final vowel-length difference on a 6-char word (position 5) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	5	6
samArTin	samārthin	168267	samarthin	1	likely-spurious	Single mid-word vowel-length difference (position 3 of 8) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	3	8
samBAvitatama	sambhāvitatama	211698	saṃbhāvitatama	1	likely-spurious	Single mid-word other difference (position 2 of 13) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	other	1	2	13
samBAvitatara	sambhāvitatara	205101	saṃbhāvitatara	1	likely-spurious	Single mid-word other difference (position 2 of 13) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	other	1	2	13
samBUyasamutTAna	sambhūyasamutthāna	212629	saṃbhūyasamutthāna	1	likely-spurious	Single mid-word other difference (position 2 of 16) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	other	1	2	16
samBftatama	sambhṛtatama	222917	saṃbhṛtatama	3	likely-spurious	Single mid-word other difference (position 2 of 11) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	other	1	2	11
samaDyAs	samadhyās	199191	samadhyas	1	worth-a-closer-look	Single word-final vowel-length difference on a 8-char word (position 6) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	6	8
samaYj	samañj	225326	samāñj	1	likely-spurious	Single mid-word vowel-length difference (position 3 of 6) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	3	6
samadfS	samadṛś	168472	śamadṛś	1	likely-spurious	Single mid-word sibilant difference (position 0 of 7) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	sibilant	1	0	7
samagraH	samagraḥ	171888	samāgrah	3	likely-spurious	2 differing positions (other+vowel-length) -- multiple diacritic axes differ, consistent with two distinct lexemes.	other+vowel-length	2	3	8
samaram	samaram	211169	samāram	1	likely-spurious	Single mid-word vowel-length difference (position 3 of 7) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	3	7
samavakF	samavakṝ	165141	samavakṛ	30	worth-a-closer-look	Single word-final vowel-length difference on a 8-char word (position 7) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	7	8
samavakzip	samavakṣip	212728	samavākṣip	1	likely-spurious	Single mid-word vowel-length difference (position 5 of 10) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	5	10
samavatF	samavatṝ	211233	samavatṛ	5	worth-a-closer-look	Single word-final vowel-length difference on a 8-char word (position 7) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	7	8
samaveDa	samavedha	169898	samāvedha	1	likely-spurious	Single mid-word vowel-length difference (position 3 of 8) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	3	8
sambfMh	sambṛṃh	226214	saṃbṛṃh	1	likely-spurious	Single mid-word other difference (position 2 of 7) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	other	1	2	7
sammikz	sammikṣ	221001	saṃmikṣ	1	likely-spurious	Single mid-word other difference (position 2 of 7) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	other	1	2	7
sampAtavat	sampātavat	30601	saṃpātavat	65	likely-spurious	Single mid-word other difference (position 2 of 10) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	other	1	2	10
sampaS	sampaś	167081	saṃpaś	117	likely-spurious	Single mid-word other difference (position 2 of 6) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	other	1	2	6
sampac	sampac	176110	saṃpac	3	likely-spurious	Single mid-word other difference (position 2 of 6) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	other	1	2	6
sampalAy	sampalāy	165440	sampālay	2	likely-spurious	2 differing positions (vowel-length) -- multiple diacritic axes differ, consistent with two distinct lexemes.	vowel-length	2	4	8
sampalAy	sampalāy	222858	saṃpalāy	1	likely-spurious	Single mid-word other difference (position 2 of 8) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	other	1	2	8
sampannatama	sampannatama	216852	saṃpannatama	3	likely-spurious	Single mid-word other difference (position 2 of 12) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	other	1	2	12
sampannatara	sampannatara	209510	saṃpannatara	2	likely-spurious	Single mid-word other difference (position 2 of 12) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	other	1	2	12
samparistf	samparistṛ	223622	saṃparistṛ	27	likely-spurious	Single mid-word other difference (position 2 of 10) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	other	1	2	10
sampipAdayizA	sampipādayiṣā	215426	saṃpipādayiṣā	1	likely-spurious	Single mid-word other difference (position 2 of 13) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	other	1	2	13
samprArT	samprārth	208327	saṃprārth	1	likely-spurious	Single mid-word other difference (position 2 of 8) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	other	1	2	8
