attested_form	form_key	dcs_lemma	dcs_upos	target_locus	evidence_count	tense_caveat
varāsīṃ	varāsīm	barāsī	NOUN	dcs:732446	2	0
varīyāṃsaḥ	varīyānsa	varīyas	ADJ	dcs:650378_1	2	0
varṣavān	varṣavān	varṣavat	ADJ	dcs:123721	2	0
varṣmaṇau	varṣmanau	varṣman	NOUN	dcs:275247	2	0
vasantabhānuṃ	vasantabhānum	vasantabhānu	NOUN	dcs:489498	2	0
vasantakām	vasantakām	vasantaka	NOUN	dcs:616890	2	0
vasmanas	vasmanas	vasman	NOUN	dcs:596416	2	0
vastrakā	vastrakā	vastraka	NOUN	dcs:412638	2	0
vasudham	vasudham	vasudhā	NOUN	dcs:763172	2	0
vasumāṁ	vasumām	vasumat	ADJ	dcs:603206	2	0
vasuṣ	vasuṣ	vasu	ADJ	dcs:593441	2	0
vasūṃr	vasūnr	vasu	NOUN	dcs:592826	2	0
vatinā	vatinā	vati	NOUN	dcs:364107	2	0
vatoḥ	vato	vatu	NOUN	dcs:553464	2	0
vatuṣu	vatuṣu	vatu	NOUN	dcs:554507	2	0
vayasīm	vayasīm	vayas	NOUN	dcs:751931	2	0
vaśitaiḥ	vaśitai	vaśitā	NOUN	dcs:388074	2	0
vaḍavaḥ	vaḍava	vaḍaba	NOUN	dcs:726928	2	0
vaḍave	vaḍave	vaḍaba	NOUN	dcs:198409	2	0
vaḍavābhyaḥ	vaḍavābhya	vaḍabā	NOUN	dcs:504889	2	0
vaḍavāgnau	vaḍavāgnau	vaḍabāgni	NOUN	dcs:621239	2	0
vaḍavān	vaḍavān	vaḍaba	NOUN	dcs:757196	2	0
vaṃsu	vansu	van	NOUN	dcs:608650	2	0
vaṃśalocanaṃ	vanśalocanam	vaṃśalocanā	NOUN	dcs:74044	2	0
vaṅkṣaṇān	vankṣanān	vaṅkṣaṇa	NOUN	dcs:729684	2	0
vaṭākarām	vaṭākarām	vaṭākara	NOUN	dcs:300218	2	0
vedasas	vedasas	vedas	NOUN	dcs:596152	2	0
veddhāraḥ	veddhāra	veddhṛ	ADJ	dcs:465123	2	0
vedhanāḥ	vedhanā	vedhana	NOUN	dcs:465125	2	0
vegāni	vegāni	vega	NOUN	dcs:208843	2	0
vegāsaḥ	vegāsa	vega	NOUN	dcs:634568	2	0
vegāyām	vegāyām	vega	NOUN	dcs:2690	2	0
velājalān	velājalān	velājala	NOUN	dcs:462682	2	0
vetanān	vetanān	vetana	NOUN	dcs:464287	2	0
veśmānam	veśmānam	veśman	NOUN	dcs:292026	2	0
veśābhiḥ	veśābhi	veśa	NOUN	dcs:630430	2	0
veṣṭanām	veṣṭanām	veṣṭana	NOUN	dcs:360979	2	0
vibandhām	vibandhām	vibandha	NOUN	dcs:63436	2	0
vibhaktinaḥ	vibhaktina	vibhakti	NOUN	dcs:72018	2	0
vibhramāṇi	vibhramāni	vibhrama	NOUN	dcs:357607	2	0
vibhve	vibhve	vibhu	NOUN	dcs:606889	2	0
vibhāgāni	vibhāgāni	vibhāga	NOUN	dcs:287647	2	0
vibhīṣikebhiḥ	vibhīṣikebhi	vibhīṣikā	NOUN	dcs:448779	2	0
vibhūmana	vibhūmana	vibhūman	NOUN	dcs:756823	2	0
vibālyaṃ	vibālyam	vibālī	NOUN	dcs:598549	2	0
vicā	vicā	vic	NOUN	dcs:754965	2	0
vidathi	vidathi	vidathin	NOUN	dcs:554722	2	0
vidhānāsu	vidhānāsu	vidhāna	NOUN	dcs:630154	2	0
vidyutas	vidyutas	vidyut	NOUN	dcs:592244	2	0
vidāhāyām	vidāhāyām	vidāha	NOUN	dcs:33877	2	0
vigrīvāsaḥ	vigrīvāsa	vigrīva	ADJ	dcs:637424	2	0
vihantrī	vihantrī	vihantṛ	ADJ	dcs:532373	2	0
vijñānān	vijnānān	vijñāna	NOUN	dcs:278738	2	0
vijāmataḥ	vijāmata	vijāman	NOUN	dcs:646294	2	0
vijṛmbhikaḥ	vijṛmbhika	vijṛmbhikā	NOUN	dcs:29526	2	0
vikramām	vikramām	vikrama	NOUN	dcs:92992	2	0
vikramāṇi	vikramāni	vikrama	NOUN	dcs:477218	2	0
vikriyaiḥ	vikriyai	vikriyā	NOUN	dcs:167957	2	0
vikriyāt	vikriyāt	vikriyā	NOUN	dcs:95972	2	0
vikriyāṇi	vikriyāni	vikriyā	NOUN	dcs:358688	2	0
vikārayā	vikārayā	vikāra	ADJ	dcs:298206	2	0
vikāsayā	vikāsayā	vikāsa	NOUN	dcs:615112	2	0
vikīrṇarom	vikīrnarom	vikīrṇaroman	NOUN	dcs:22378	2	0
vikṣepāṇi	vikṣepāni	vikṣepa	NOUN	dcs:668088	2	0
viliptyaṃ	viliptyam	viliptī	NOUN	dcs:640163	2	0
vimalakīrtti	vimalakīrtti	vimalakīrti	NOUN	dcs:640988	2	0
vinirmātrī	vinirmātrī	vinirmātṛ	ADJ	dcs:451859	2	0
vinivāraṇām	vinivāranām	vinivāraṇa	ADJ	dcs:415189	2	0
vināyakām	vināyakām	vināyaka	NOUN	dcs:393994	2	0
vināśanām	vināśanām	vināśana	ADJ	dcs:452481	2	0
vināśayitrīm	vināśayitrīm	vināśayitṛ	ADJ	dcs:477549	2	0
vipanyuvaḥ	vipanyuva	vipanyu	ADJ	dcs:608614	2	0
vipaśyi	vipaśyi	vipaśyin	NOUN	dcs:723532	2	0
viprakārām	viprakārām	viprakāra	NOUN	dcs:357977	2	0
vipralabdhāraḥ	vipralabdhāra	vipralabdhṛ	ADJ	dcs:358807	2	0
viprekṣaṇā	viprekṣanā	viprekṣaṇa	ADJ	dcs:125885	2	0
viprekṣitau	viprekṣitau	viprekṣita	NOUN	dcs:126837	2	0
vipremāṇam	vipremānam	vipreman	NOUN	dcs:650368_1	2	0
viroddhāram	viroddhāram	viroddhṛ	ADJ	dcs:187142	2	0
virāṣāṭ	virāṣāṭ	virāṣah	ADJ	dcs:592594_3	2	0
virūpaśarma	virūpaśarma	virūpaśarman	NOUN	dcs:626529	2	0
visarpiṇyaḥ	visarpinya	visarpin	ADJ	dcs:708869	2	0
vistārāṇi	vistārāni	vistāra	NOUN	dcs:747807	2	0
vivekataḥ	vivekata	viveka	NOUN	dcs:456915	2	0
vivāhāṁ	vivāhām	vivāha	NOUN	dcs:640231	2	0
vivītāni	vivītāni	vivīta	NOUN	dcs:464660	2	0
viyogayā	viyogayā	viyoga	NOUN	dcs:617135	2	0
viśikhāsaḥ	viśikhāsa	viśikha	ADJ	dcs:684267	2	0
viśpatyā	viśpatyā	viśpati	NOUN	dcs:680407	2	0
viśrāntīni	viśrāntīni	viśrānti	NOUN	dcs:48260	2	0
viśvajyotīḥ	viśvajyotī	viśvajyotis	NOUN	dcs:455528	2	0
viśvaminvebhiḥ	viśvaminvebhi	viśvaminva	ADJ	dcs:600136_1	2	0
viśvatūr	viśvatūr	viśvatur	ADJ	dcs:606974	2	0
viśvāyuva	viśvāyuva	viśvāyu	ADJ	dcs:747355	2	0
viśvāṣāh	viśvāṣāh	viśvāsah	ADJ	dcs:639830	2	0
viśātanām	viśātanām	viśātana	ADJ	dcs:90867	2	0
viṣamuṣṭinā	viṣamuṣṭinā	viṣamuṣṭi	NOUN	dcs:428184	2	0
viṣphāra	viṣphāra	visphāra	NOUN	dcs:531880	2	0
viṣpitā	viṣpitā	viṣpita	NOUN	dcs:606569_1	2	0
viṣṇuvantā	viṣnuvantā	viṣṇuvat	ADJ	dcs:605267	2	0
viṣṇuvoḥ	viṣnuvo	viṣṇu	NOUN	dcs:440838	2	0
viṣṇuśarma	viṣnuśarma	viṣṇuśarman	NOUN	dcs:351364	2	0
vratadugham	vratadugham	vrataduh	NOUN	dcs:672597	2	0
vratatyau	vratatyau	vratati	NOUN	dcs:431824	2	0
vrātapatām	vrātapatām	vrātapata	ADJ	dcs:518624_1	2	0
vrīḍebhiḥ	vrīḍebhi	vrīḍā	NOUN	dcs:103029	2	0
vyajanau	vyajanau	vyajana	NOUN	dcs:759768	2	0
vyajaninī	vyajaninī	vyajanin	ADJ	dcs:365859	2	0
vyapekṣaiḥ	vyapekṣai	vyapekṣā	NOUN	dcs:45083	2	0
vyasanān	vyasanān	vyasana	NOUN	dcs:283512	2	0
vyatheṣu	vyatheṣu	vyathā	NOUN	dcs:99846	2	0
vyavacchedayā	vyavacchedayā	vyavaccheda	NOUN	dcs:629803	2	0
vyavasthaḥ	vyavastha	vyavasthā	NOUN	dcs:630025	2	0
vyavasthāpanayā	vyavasthāpanayā	vyavasthāpana	NOUN	dcs:422869	2	0
vyañjanī	vyanjanī	vyañjana	ADJ	dcs:747248	2	0
vyaḍambakāḥ	vyaḍambakā	vyaḍambaka	NOUN	dcs:75845	2	0
vyombhiḥ	vyombhi	vyoman	NOUN	dcs:533861	2	0
vyāghāraṇāḥ	vyāghāranā	vyāghāraṇa	ADJ	dcs:728960	2	0
vyāhāvām	vyāhāvām	vyāhāva	NOUN	dcs:651261	2	0
vyāhṛtībhyāṃ	vyāhṛtībhyām	vyāhṛti	NOUN	dcs:746240	2	0
vyājataḥ	vyājata	vyāja	NOUN	dcs:616283	2	0
vyāmayā	vyāmayā	vyāma	NOUN	dcs:698069	2	0
vyāmām	vyāmām	vyāma	NOUN	dcs:277718	2	0
vyāmāni	vyāmāni	vyāma	NOUN	dcs:6148	2	0
vyāpakām	vyāpakām	vyāpaka	ADJ	dcs:537223	2	0
vyāpārāṇi	vyāpārāni	vyāpāra	NOUN	dcs:772223	2	0
vyāyāmataḥ	vyāyāmata	vyāyāma	NOUN	dcs:26725	2	0
vyūhāni	vyūhāni	vyūha	NOUN	dcs:667408	2	0
vācayitrī	vācayitrī	vācayitṛ	ADJ	dcs:664029	2	0
vāditrān	vāditrān	vāditra	NOUN	dcs:454240	2	0
vāhanībhiḥ	vāhanībhi	vāhana	ADJ	dcs:695612	2	0
vāhanīm	vāhanīm	vāhana	ADJ	dcs:674497_1	2	0
vāhanīḥ	vāhanī	vāhana	ADJ	dcs:612777	2	0
vāhyakāḥ	vāhyakā	vāhyaka	NOUN	dcs:521797	2	0
vāhāsaḥ	vāhāsa	vāha	ADJ	dcs:600094	2	0
vāhīka	vāhīka	bāhīka	ADJ	dcs:553101	2	0
vājavantā	vājavantā	vājavat	ADJ	dcs:605269	2	0
vājābhiḥ	vājābhi	vāja	NOUN	dcs:600680	2	0
vākovākyāḥ	vākovākyā	vākovākya	NOUN	dcs:688782_1	2	0
vāksu	vāksu	vāc	NOUN	dcs:728689	2	0
vākyau	vākyau	vākya	NOUN	dcs:302479	2	0
vālukebhiḥ	vālukebhi	vālukā	NOUN	dcs:123399	2	0
vāpanāḥ	vāpanā	vāpana	NOUN	dcs:111524	2	0
vāpikam	vāpikam	vāpikā	NOUN	dcs:624336	2	0
vāraṅgāṇi	vārangāni	vāraṅga	NOUN	dcs:1141	2	0
vārdhuṣike	vārdhuṣike	vārddhuṣika	NOUN	dcs:751666	2	0
vārdhuṣiṃ	vārdhuṣim	vārddhuṣi	NOUN	dcs:751193	2	0
vāriṇām	vārinām	vāri	NOUN	dcs:632124	2	0
vārkṣāṃ	vārkṣām	vārkṣa	ADJ	dcs:100379	2	0
vārtaiḥ	vārtai	vārttā	NOUN	dcs:630513	2	0
vārtābhiḥ	vārtābhi	vārttā	NOUN	dcs:629948	2	0
vārtānām	vārtānām	vārttā	NOUN	dcs:88739	2	0
vārāsaḥ	vārāsa	vāra	NOUN	dcs:605666	2	0
vāsagṛhām	vāsagṛhām	vāsagṛha	NOUN	dcs:624141	2	0
vāsanebhiḥ	vāsanebhi	vāsanā	NOUN	dcs:523013	2	0
vātāsaḥ	vātāsa	vāta	NOUN	dcs:610938	2	0
vāyuvoḥ	vāyuvo	vāyu	NOUN	dcs:538059	2	0
vāñcham	vāncham	vāñchā	NOUN	dcs:560526	2	0
vāḍava	vāḍava	vāḍaba	NOUN	dcs:630796	2	0
vāḍavāt	vāḍavāt	vāḍaba	NOUN	dcs:553026	2	0
vīdhriyāya	vīdhriyāya	vīdhrya	ADJ	dcs:684204	2	0
vīradhanva	vīradhanva	vīradhanvan	NOUN	dcs:247344	2	0
vīravarma	vīravarma	vīravarman	NOUN	dcs:618260	2	0
vīrāsanāḥ	vīrāsanā	vīrāsana	NOUN	dcs:371321	2	0
vīvartaḥ	vīvarta	vivarta	NOUN	dcs:737757	2	0
vīṇaiḥ	vīnai	vīṇā	NOUN	dcs:560491	2	0
vīṇam	vīnam	vīṇā	NOUN	dcs:524456	2	0
vīṇena	vīnena	vīṇā	NOUN	dcs:630356	2	0
vīṭakān	vīṭakān	vīṭaka	NOUN	dcs:630347	2	0
vṛbhyaḥ	vṛbhya	vṛ	NOUN	dcs:554659	2	0
vṛkyaṃ	vṛkyam	vṛkī	NOUN	dcs:612158	2	0
vṛttīn	vṛttīn	vṛtti	NOUN	dcs:316338	2	0
vṛṣapāṇāsa	vṛṣapānāsa	vṛṣapāṇa	ADJ	dcs:594825	2	0
vṛṣatvanā	vṛṣatvanā	vṛṣatvana	NOUN	dcs:604463	2	0
vṛṣaṇām	vṛṣanām	vṛṣaṇa	NOUN	dcs:430875	2	0
yajatebhiḥ	yajatebhi	yajata	ADJ	dcs:599095	2	0
yajyūṃr	yajyūnr	yajyu	ADJ	dcs:599552	2	0
yajñopavītā	yajnopavītā	yajñopavīta	NOUN	dcs:414824	2	0
yajñāṁ	yajnām	yajña	NOUN	dcs:596882	2	0
yakat	yakat	yaka	PRON	dcs:646916_1	2	0
yakne	yakne	yakṛt	NOUN	dcs:649798	2	0
yakṣmāṁ	yakṣmām	yakṣma	NOUN	dcs:636099	2	0
yameśvarau	yameśvarau	yameśvara	NOUN	dcs:408148	2	0
yamiṣṭhāsaḥ	yamiṣṭhāsa	yamiṣṭha	ADJ	dcs:593079	2	0
yamuna	yamuna	yamunā	NOUN	dcs:674137	2	0
yantrāsaḥ	yantrāsa	yantra	NOUN	dcs:611436_1	2	0
yantrāyāḥ	yantrāyā	yantra	NOUN	dcs:448433	2	0
yantārā	yantārā	yantṛ	NOUN	dcs:595188	2	0
yathābhyām	yathābhyām	yathā	NOUN	dcs:555206	2	0
yathācchandasam	yathācchandasam	yathāchandasam	ADV	dcs:737184	2	0
yatnāyāḥ	yatnāyā	yatna	NOUN	dcs:478086	2	0
yatrayoḥ	yatrayo	yatra	NOUN	dcs:552661	2	0
yavāguṃ	yavāgum	yavāgū	NOUN	dcs:727972	2	0
yaḍbhyaḥ	yaḍbhya	yaj	ADJ	dcs:741810	2	0
yaṣṭimadhukebhiḥ	yaṣṭimadhukebhi	yaṣṭimadhukā	NOUN	dcs:38437	2	0
yaṣṭyāhvāni	yaṣṭyāhvāni	yaṣṭyāhva	NOUN	dcs:38511	2	0
yevāṣāsaḥ	yevāṣāsa	yevāṣa	NOUN	dcs:635501	2	0
yodhīyān	yodhīyān	yodhīyas	ADJ	dcs:595481	2	0
yogāni	yogāni	yoga	NOUN	dcs:73864	2	0
yojanyām	yojanyām	yojana	NOUN	dcs:622332	2	0
yoktrakā	yoktrakā	yoktraka	NOUN	dcs:631596	2	0
yoktrān	yoktrān	yoktra	NOUN	dcs:214834	2	0
yoktrāyāḥ	yoktrāyā	yoktra	NOUN	dcs:698540	2	0
yoktrī	yoktrī	yoktṛ	ADJ	dcs:531357	2	0
yoniyoḥ	yoniyo	yoni	NOUN	dcs:81695	2	0
yonīṃr	yonīnr	yoni	NOUN	dcs:731591_1	2	0
yopanīm	yopanīm	yopana	ADJ	dcs:635405	2	0
yopanīḥ	yopanī	yopana	ADJ	dcs:647268	2	0
yoṣitaiḥ	yoṣitai	yoṣitā	NOUN	dcs:398723	2	0
yoṣātaḥ	yoṣāta	yoṣā	NOUN	dcs:748908	2	0
yugau	yugau	yuga	NOUN	dcs:195758	2	0
yācñam	yācnam	yācñā	NOUN	dcs:617191	2	0
yāmalām	yāmalām	yāmala	NOUN	dcs:533925	2	0
yāmebhiḥ	yāmebhi	yāma	NOUN	dcs:604118	2	0
yāvantyaḥ	yāvantya	yāvat	ADJ	dcs:668418	2	0
yāśavaḥ	yāśava	yāśu	NOUN	dcs:612507	2	0
yūpataḥ	yūpata	yūpa	NOUN	dcs:94358	2	0
ābandhanā	ābandhanā	ābandhana	NOUN	dcs:117342	2	0
ābharaṇān	ābharanān	ābharaṇa	NOUN	dcs:143841	2	0
ābharaṇāsu	ābharanāsu	ābharaṇa	NOUN	dcs:763585	2	0
ābhicārikām	ābhicārikām	ābhicārika	ADJ	dcs:357980	2	0
ābhāsanayā	ābhāsanayā	ābhāsana	NOUN	dcs:47672	2	0
ābhāsanāyām	ābhāsanāyām	ābhāsana	NOUN	dcs:533158	2	0
ācaraṇām	ācaranām	ācaraṇa	NOUN	dcs:630819	2	0
ācchādanau	ācchādanau	ācchādana	NOUN	dcs:6278	2	0
ācchādanā	ācchādanā	ācchādana	NOUN	dcs:286405	2	0
āchad	āchad	ācchad	NOUN	dcs:640615	2	0
āchadi	āchadi	ācchad	NOUN	dcs:755399	2	0
āchettā	āchettā	ācchettṛ	NOUN	dcs:727002	2	0
āchādanaṃ	āchādanam	ācchādana	NOUN	dcs:773315	2	0
āchādanāt	āchādanāt	ācchādana	NOUN	dcs:698611	2	0
ādarāṇi	ādarāni	ādara	NOUN	dcs:629944	2	0
ādhipatyām	ādhipatyām	ādhipatya	NOUN	dcs:357678	2	0
ādhmānau	ādhmānau	ādhmāna	NOUN	dcs:6481	2	0
ādhānān	ādhānān	ādhāna	NOUN	dcs:98370	2	0
ādityavarma	ādityavarma	ādityavarman	NOUN	dcs:613953	2	0
ādānataḥ	ādānata	ādāna	NOUN	dcs:18333	2	0
ādībhyām	ādībhyām	ādi	NOUN	dcs:70849	2	0
āghrāṇataḥ	āghrānata	āghrāṇa	NOUN	dcs:616051	2	0
āgnyādheyikāṃ	āgnyādheyikām	āgnyādheyika	ADJ	dcs:689026	2	0
āgnāvaiṣṇavyau	āgnāvaiṣnavyau	āgnāvaiṣṇava	ADJ	dcs:650087_1	2	0
āgnīdhrīyāyai	āgnīdhrīyāyai	āgnīdhrīya	ADJ	dcs:652310	2	0
āgrayaṇakāḥ	āgrayanakā	āgrayaṇaka	NOUN	dcs:123367	2	0
āhvayanāḥ	āhvayanā	āhvayana	NOUN	dcs:121071	2	0
āhvayāni	āhvayāni	āhvaya	NOUN	dcs:383745	2	0
āhārikām	āhārikām	āhārika	ADJ	dcs:645645	2	0
āhāvāni	āhāvāni	āhāva	NOUN	dcs:692213	2	0
ājagarām	ājagarām	ājagara	ADJ	dcs:583576	2	0
ājīvanī	ājīvanī	ājīvana	ADJ	dcs:364992	2	0
ākenipāsaḥ	ākenipāsa	ākenipa	ADJ	dcs:598872_1	2	0
ākharestha	ākharestha	ākhareṣṭha	ADJ	dcs:746578	2	0
ākhuni	ākhuni	ākhu	NOUN	dcs:669892	2	0
ākrandām	ākrandām	ākranda	NOUN	dcs:527231	2	0
ākrandāyāḥ	ākrandāyā	ākranda	NOUN	dcs:526343	2	0
ākṛtinī	ākṛtinī	ākṛti	NOUN	dcs:29162	2	0
ākṛṣṭinā	ākṛṣṭinā	ākṛṣṭi	NOUN	dcs:361249	2	0
ālayām	ālayām	ālaya	NOUN	dcs:340034	2	0
ālayāyāḥ	ālayāyā	ālaya	NOUN	dcs:573270	2	0
ālohinīm	ālohinīm	ālohita	ADJ	dcs:630394	2	0
ālokām	ālokām	āloka	NOUN	dcs:347902	2	0
ālokāyāḥ	ālokāyā	āloka	NOUN	dcs:666439	2	0
āmalakāsu	āmalakāsu	āmalaka	NOUN	dcs:64389	2	0
āmiṣān	āmiṣān	āmiṣa	NOUN	dcs:443659	2	0
ānandyā	ānandyā	ānandā	NOUN	dcs:653952	2	0
ānanābhiḥ	ānanābhi	ānana	NOUN	dcs:477902	2	0
āndhrāsu	āndhrāsu	āndhra	ADJ	dcs:448380	2	0
āntarikṣāsu	āntarikṣāsu	āntarikṣa	ADJ	dcs:12131	2	0
ānukūlyā	ānukūlyā	ānukūlya	NOUN	dcs:358430	2	0
ānuṣṭubhām	ānuṣṭubhām	ānuṣṭubha	ADJ	dcs:749143	2	0
ānvāhikām	ānvāhikām	ānvāhika	ADJ	dcs:78802	2	0
āparāhṇikī	āparāhnikī	āparāhṇika	ADJ	dcs:670903	2	0
āpattīni	āpattīni	āpatti	NOUN	dcs:749587	2	0
āpbhyaḥ	āpbhya	āp	NOUN	dcs:554064	2	0
āranālayā	āranālayā	āranāla	NOUN	dcs:562944	2	0
āranālāḥ	āranālā	āranāla	NOUN	dcs:403904	2	0
ārhatayā	ārhatayā	ārhata	ADJ	dcs:631450	2	0
ārjaka	ārjaka	arjaka	NOUN	dcs:27372	2	0
ārtagalāni	ārtagalāni	ārtagala	NOUN	dcs:12451	2	0
ārtavebhiḥ	ārtavebhi	ārtava	NOUN	dcs:674424	2	0
ārtavāsu	ārtavāsu	ārtava	ADJ	dcs:58827	2	0
ārttiḥ	ārtti	ārti	NOUN	dcs:424754	2	0
ārtvijyā	ārtvijyā	ārtvijya	NOUN	dcs:593794	2	0
āryaduhitrī	āryaduhitrī	āryaduhitṛ	NOUN	dcs:523712	2	0
āryavarma	āryavarma	āryavarman	NOUN	dcs:618148	2	0
ārādhanataḥ	ārādhanata	ārādhana	NOUN	dcs:624129	2	0
ārṣeyām	ārṣeyām	ārṣeya	NOUN	dcs:751931	2	0
ārṣām	ārṣām	ārṣa	NOUN	dcs:313307	2	0
āsadām	āsadām	āsada	NOUN	dcs:491038	2	0
āsanān	āsanān	āsana	NOUN	dcs:94606	2	0
āsravāṇi	āsravāni	āsrava	NOUN	dcs:479386	2	0
āsthaiḥ	āsthai	āsthā	NOUN	dcs:625848	2	0
āsvādataḥ	āsvādata	āsvāda	NOUN	dcs:632938	2	0
āsyebhiḥ	āsyebhi	āsya	NOUN	dcs:609256	2	0
ātmaghāti	ātmaghāti	ātmaghātin	NOUN	dcs:547002	2	0
ātmakāsu	ātmakāsu	ātmaka	ADJ	dcs:46325	2	0
ātmakāyāḥ	ātmakāyā	ātmaka	ADJ	dcs:467841	2	0
ātyantikām	ātyantikām	ātyantika	ADJ	dcs:545947	2	0
āveśayā	āveśayā	āveśa	NOUN	dcs:683482	2	0
āvyādhām	āvyādhām	āvyādha	NOUN	dcs:640734	2	0
āvāpām	āvāpām	āvāpa	NOUN	dcs:263967	2	0
āvāsām	āvāsām	āvāsa	NOUN	dcs:164427	2	0
āyavanān	āyavanān	āyavana	NOUN	dcs:72647	2	0
āyudhebhiḥ	āyudhebhi	āyudha	NOUN	dcs:602429	2	0
āyudhām	āyudhām	āyudha	NOUN	dcs:233162	2	0
āyuṣkau	āyuṣkau	āyuṣka	NOUN	dcs:350540	2	0
āyāmāni	āyāmāni	āyāma	NOUN	dcs:29125	2	0
āñjasayā	ānjasayā	āñjasa	ADJ	dcs:487382	2	0
āḍambarām	āḍambarām	āḍambara	NOUN	dcs:577574	2	0
īkṣaṇayā	īkṣanayā	īkṣaṇa	NOUN	dcs:529435	2	0
īkṣaṇāyāḥ	īkṣanāyā	īkṣaṇa	NOUN	dcs:573333	2	0
īpsvaḥ	īpsva	īpsu	ADJ	dcs:751069_1	2	0
īrmāntāsaḥ	īrmāntāsa	īrmānta	ADJ	dcs:595214	2	0
īśitrī	īśitrī	īśitṛ	ADJ	dcs:532804	2	0
śailaduhitrī	śailaduhitrī	śailaduhitṛ	NOUN	dcs:348537	2	0
śaityā	śaityā	śaitya	NOUN	dcs:21331	2	0
śaivām	śaivām	śaiva	ADJ	dcs:370847	2	0
śaiśirāsu	śaiśirāsu	śaiśira	ADJ	dcs:349237	2	0
śakali	śakali	śakalin	NOUN	dcs:633400_1	2	0
śakramātrī	śakramātrī	śakramātṛ	NOUN	dcs:437965	2	0
śakṛdi	śakṛdi	śakṛt	NOUN	dcs:747915	2	0
śakṛtam	śakṛtam	śakṛt	NOUN	dcs:338964	2	0
śalyakāni	śalyakāni	śalyaka	NOUN	dcs:466126	2	0
śambhyām	śambhyām	śam	NOUN	dcs:553715	2	0
śamitārā	śamitārā	śamitṛ	NOUN	dcs:599771	2	0
śamvatyaḥ	śamvatya	śaṃvat	ADJ	dcs:746096	2	0
śamyorvākasya	śamyorvākasya	śaṃyorvāka	NOUN	dcs:712870	2	0
śamyorvākaḥ	śamyorvāka	śaṃyorvāka	NOUN	dcs:712617	2	0
śamyum	śamyum	śaṃyu	NOUN	dcs:704048	2	0
śamyuvākau	śamyuvākau	śaṃyuvāka	NOUN	dcs:712108_1	2	0
śantamebhiḥ	śantamebhi	śaṃtama	ADJ	dcs:596447	2	0
śapathebhiḥ	śapathebhi	śapatha	NOUN	dcs:633986	2	0
śapharukāṇi	śapharukāni	śapharuka	NOUN	dcs:630347	2	0
śapi	śapi	śap	NOUN	dcs:554582	2	0
śapām	śapām	śap	NOUN	dcs:551831	2	0
śapāyāḥ	śapāyā	śapa	NOUN	dcs:349307	2	0
śaracchaśi	śaracchaśi	śaracchaśin	NOUN	dcs:89898	2	0
śarayā	śarayā	śara	NOUN	dcs:626322	2	0
śarkarebhiḥ	śarkarebhi	śarkarā	NOUN	dcs:15199	2	0
śarmāṇā	śarmānā	śarman	NOUN	dcs:593772	2	0
śarāvāpāṇi	śarāvāpāni	śarāvāpa	NOUN	dcs:275999	2	0
śastrakāḥ	śastrakā	śastraka	NOUN	dcs:154902	2	0
śastrapadā	śastrapadā	śastrapada	NOUN	dcs:29515	2	0
śatadan	śatadan	śatadat	ADJ	dcs:640870	2	0
śatapatraiḥ	śatapatrai	śatapattra	NOUN	dcs:93140	2	0
śataprasavataḥ	śataprasavata	śataprasava	NOUN	dcs:760565	2	0
śatavedhi	śatavedhi	śatavedhin	NOUN	dcs:483442	2	0
śatrutaḥ	śatruta	śatru	NOUN	dcs:174038	2	0
śatrūṣāhaḥ	śatrūṣāha	śatrūṣah	ADJ	dcs:605924	2	0
śatāhvayebhiḥ	śatāhvayebhi	śatāhvayā	NOUN	dcs:9885	2	0
śatāhvaḥ	śatāhva	śatāhvā	NOUN	dcs:10313	2	0
śatāhvena	śatāhvena	śatāhvā	NOUN	dcs:9978	2	0
śatārdhāḥ	śatārdhā	śatārdha	NOUN	dcs:118077	2	0
śaucābhyaḥ	śaucābhya	śauca	NOUN	dcs:449149	2	0
śaucāyām	śaucāyām	śauca	NOUN	dcs:176192	2	0
śayyam	śayyam	śayyā	NOUN	dcs:486150	2	0
śayyān	śayyān	śayyā	NOUN	dcs:126509	2	0
śaśvattamāsaḥ	śaśvattamāsa	śaśvattama	ADJ	dcs:610095_1	2	0
śaśvāṁ	śaśvām	śaśvat	ADJ	dcs:596570	2	0
śaśīyāṃsam	śaśīyānsam	śaśīyas	ADJ	dcs:598609	2	0
śevṛdhāsaḥ	śevṛdhāsa	śevṛdha	ADJ	dcs:596987	2	0
śikhāni	śikhāni	śikhā	NOUN	dcs:358698	2	0
śilpavatyaḥ	śilpavatya	śilpavat	ADJ	dcs:464292	2	0
śilājatavaḥ	śilājatava	śilājatu	NOUN	dcs:629800	2	0
śilājatum	śilājatum	śilājatu	NOUN	dcs:50571	2	0
śiraspadām	śiraspadām	śiraspada	NOUN	dcs:150710	2	0
śirastrāṇāḥ	śirastrānā	śirastrāṇa	NOUN	dcs:261380	2	0
śirālā	śirālā	sirāla	ADJ	dcs:629799	2	0
śivavarma	śivavarma	śivavarman	NOUN	dcs:613954	2	0
śiśve	śiśve	śiśu	NOUN	dcs:596490_1	2	0
śiṃśumāryai	śinśumāryai	śiśumārī	NOUN	dcs:661977	2	0
śiṃśumārī	śinśumārī	śiśumārī	NOUN	dcs:661978	2	0
ślokayantrāsaḥ	ślokayantrāsa	ślokayantra	ADJ	dcs:608432	2	0
ślokām	ślokām	śloka	ADJ	dcs:558212	2	0
