rank	root_iast	dcs_lemma	grammar_class	dcs_status	attested_count	coverage_pct	top_attested_forms
278	ruj	ruj	6	matched	129	98.1203	rujan:17; rugṇaḥ:12; ruja:11; rugṇa:8; rujati:7; rujanti:6; rugṇāḥ:5; rugṇasya:4; ruroja:4; rujad:4; arujat:3; rujyate:3; rujann:3; rugṇā:3; rujatā:2
279	1 phal / 2 phal	phal	1	homonym_shared	127	98.1434	phalanti:44; phalati:40; phaliṣyati:13; paphāla:7; phalate:6; phalanty:5; phaled:2; phalet:2; phalantī:1; pheluḥ:1; phaliṣyato:1; phalaty:1; phalantu:1; phalitavyaṃ:1; phalen:1
280	jalp	jalp	1	matched	126	98.1663	jalpan:18; jalpati:12; jalpanti:12; jalpataḥ:11; jalpatām:6; jalpet:5; jalpasi:5; jalpato:4; jajalpuḥ:4; jalpatāṃ:4; jalpitam:4; jalpitum:3; jalpanto:3; jalpantī:3; jalpantyām:2
281	klid	klid	4	matched	125	98.1891	klinna:42; klinnam:21; klinnaṃ:14; klinnāḥ:6; klinnaḥ:5; klinnā:5; klidyati:4; klinnena:4; klidyate:3; kledyaṃ:3; kledyam:2; klinne:2; klinno:2; klinnāni:2; kledyaḥ:2
282	snih	snih	4	matched	125	98.2118	snigdha:42; snigdhaṃ:25; snigdhasya:14; snihyati:10; snigdham:6; snigdhaḥ:5; snigdhān:4; snigdho:2; snehanīyaṃ:2; snihyantam:1; snehanīyān:1; snehanīyāni:1; snigdhāya:1; snigdhe:1; snihyanti:1
283	ghaṭ	ghaṭ	1	matched	119	98.2335	ghaṭate:17; ghaṭita:16; ghaṭante:9; ghaṭeta:6; ghaṭitam:6; ghaṭamānā:5; ghaṭasva:5; ghaṭamānena:4; ghaṭadbhiḥ:4; ghaṭitā:4; ghaṭamāna:3; ghaṭamānasya:3; ghaṭamānaṃ:3; ghaṭitāni:2; ghaṭāmaḥ:2
284	skhal	skhal	1	matched	118	98.2549	skhalita:32; skhalat:20; skhalati:8; skhalitā:7; skhalanti:5; skhalan:4; skhalitam:4; skhalite:4; skhalitaṃ:3; caskhaluḥ:3; skhalate:2; skhalataḥ:2; caskhāla:2; skhalato:2; skhalitaḥ:2
285	lup	lup	6	matched	117	98.2762	lupta:43; lupyate:19; lupyeta:10; lupte:5; lupyeran:4; luptāḥ:4; luptā:3; luptam:3; luptaḥ:3; lumpatām:2; lumpati:2; lumpatam:1; lumpata:1; lupyamānāyām:1; lumpasi:1
286	nard	nard	1	matched	116	98.2973	nardataḥ:15; nardantau:11; nanarda:10; nardatām:9; nardatāṃ:9; nardanti:5; nardanto:5; nardet:4; nardan:4; nardamāno:4; nardamāne:4; nardamānāḥ:3; nardamānā:3; nardantaḥ:3; nardati:3
287	1 jakṣ / 2 jakṣ	jakṣ	1	homonym_shared	114	98.3181	jagdhvā:42; jagdha:14; jagdham:11; jagdhaṃ:10; jagdho:9; jagdhasya:3; jagdhāḥ:3; jagdhā:3; jagdhum:2; jakṣataḥ:1; jakṣadhvam:1; jakṣata:1; jakṣatu:1; jagdhi:1; jakṣatyāṃ:1
288	bhās	bhās	1	matched	112	98.3385	bhāsate:39; babhāse:24; bhāsante:7; bhāsamānam:6; bhāsita:4; bhāsataḥ:3; bhāsitam:3; bhāsanti:3; bhāsan:3; bhāsitaṃ:2; babhāsire:2; bhāsamāne:2; bhāsitām:1; bhāsamānāni:1; bhāsati:1
289	1 dīv / 2 dīv / div	dīv	1,4	homonym_shared	110	98.3585	dīvyāmi:19; dīvyan:8; devitum:6; dīvya:6; dīvyāva:5; dīvyato:4; dīvyati:4; dideva:3; dīvyāma:3; dīvyataḥ:3; dīvyatāṃ:3; deviṣyāmi:2; dīvyadhvam:2; dīvyāmaḥ:2; devitā:2
290	lajj	lajj	1	matched	109	98.3783	lajjitā:16; lajjase:14; lajjamānā:12; lajjate:7; lajjitaḥ:6; lajjitāḥ:5; lajjita:5; lajjāmahe:4; lajjante:3; lajjitam:3; lajjamāno:3; lajjati:3; lajjitayā:2; lajjamāna:2; lajjamānena:2
291	dṛp	dṛp	1	matched	106	98.3976	dṛptaḥ:21; dṛptaṃ:17; dṛpta:16; dṛpto:7; dṛptānāṃ:5; dṛptau:5; dṛptān:5; dṛptam:4; dṛptasya:3; dṛptayoḥ:3; dṛptā:3; dṛptair:2; dṛpyati:1; adṛpan:1; dṛpyāmi:1
292	syand	syand	1	matched	106	98.4169	syandante:17; syandamānā:13; syandamānānāṃ:9; syandate:8; syandamānāḥ:5; syandamānānām:4; asiṣyadat:4; syandamāna:3; asiṣyadad:3; syandamānaiḥ:2; syandati:2; syandanti:2; syandamānam:2; syanderan:2; syandamāne:2
293	bhikṣ	bhikṣ	1	matched	103	98.4356	bhikṣeta:25; bhikṣitvā:10; bhikṣate:8; bhikṣamāṇāḥ:6; bhikṣe:5; bhikṣamāṇaḥ:4; bhikṣituṃ:4; bhikṣito:3; bibhikṣe:3; bhikṣamāṇo:3; bhikṣitum:3; bhikṣamāṇā:3; bhikṣamāṇeṣu:2; bhikṣasva:2; bhikṣitam:2
294	cakṣ	cakṣ	2	matched	103	98.4544	caṣṭe:31; cakṣase:16; cakṣate:16; cakṣva:8; acakṣata:4; acaṣṭa:4; cakṣāthām:3; cacakṣa:3; cakṣe:2; cakṣata:2; cakṣāṇo:2; cakṣāthe:2; cakṣi:2; cakṣāṇaḥ:1; 'cakṣata:1
295	mī	mī	4	matched	103	98.4731	minanti:22; mināti:16; mīyate:16; minatī:3; minat:3; mimāya:2; minantā:2; amināḥ:2; meṣṭhāḥ:2; 'mīyata:2; amīyetām:2; minīmasi:2; minan:2; amināt:2; mināty:2
296	ruṣ	ruṣ	6	matched	102	98.4917	ruṣito:17; ruṣṭo:11; ruṣṭaḥ:9; ruṣitaḥ:7; ruṣita:6; ruṣṭā:6; ruṣitā:6; ruṣṭam:3; ruṣṭena:3; ruṣitena:3; ruṣitāḥ:3; roṣāti:2; ruṣṭa:2; ruṣṭe:2; roṣanti:2
297	kūj	kūj	1	matched	101	98.5101	kūjat:18; kūjatāṃ:8; kūjati:8; kūjanti:7; kūjan:5; kūjet:4; kūjitam:4; kūjatā:4; kūjatām:4; kūjantaṃ:3; kūjita:3; cukūja:3; kūjadbhir:3; kūjataḥ:2; kūjantī:2
298	lal	lal	1	matched	101	98.5284	lalita:46; lalitam:11; lalitaṃ:9; lalat:4; lalitā:4; lalitaḥ:2; lalite:2; lalitaiḥ:2; lalitāḥ:2; lalitau:2; lalantu:2; lalitāṃ:1; lalitān:1; lalitāni:1; lalitasya:1
299	īh	īh	1	matched	101	98.5468	īhate:26; īheta:14; īhante:14; īhase:7; īhamānaḥ:6; īhitam:4; aihata:4; īhamānasya:3; īhita:2; īhamānāḥ:2; īhitum:2; īhitaiḥ:1; īhatu:1; īhatuḥ:1; īhantaḥ:1
300	1 mi / 2 mi	mi	5	homonym_shared	99	98.5648	minoti:45; minuyāt:10; minvanti:8; minotu:7; minuyād:5; minotv:4; minoty:2; minomi:2; mīyate:2; mimāya:2; mitā:2; mitaḥ:2; minvan:2; meṣyan:1; mīyante:1
301	pṛṇ	pṛṇ	6	matched	99	98.5828	pṛṇa:49; pṛṇasva:9; pṛṇadhvam:5; pṛṇanti:5; pṛṇan:3; pṛṇethām:3; pṛṇati:3; pṛṇato:2; pṛṇasvā:2; pṛṇatā:2; apṛṇad:2; pṛṇātha:1; pṛṇantaḥ:1; pṛṇad:1; pṛṇantī:1
302	tam	tam	4	matched	99	98.6009	tāmyati:21; tamitor:12; tānta:6; atāmyat:6; tatāma:5; tāntaḥ:5; tāmyat:4; tānto:3; tamitos:3; tāmyatā:3; tāmyet:3; tāntasya:3; tāmyanti:2; tāntā:2; tamitoḥ:2
303	tud	tud	7	matched	99	98.6189	tudan:13; tudyate:10; tudanti:7; tudyamāno:5; tuda:4; tudati:4; tudyamānaḥ:4; tudasi:3; tunnā:2; tundānā:2; tudantu:2; tudyamānena:2; tudyamānaṃ:2; tudyata:2; tutoda:2
304	kṣudh	kṣudh	4	matched	98	98.6367	kṣudhito:17; kṣudhitasya:13; kṣudhitaḥ:12; kṣudhitaṃ:9; kṣudhita:8; kṣudhitair:4; kṣudhitā:4; kṣudhitāḥ:4; kṣudhitena:4; kṣudhitāya:3; kṣudhitāyā:2; kṣudhyan:2; kṣudhitāni:2; kṣudhitau:2; kṣudhyatām:2
305	1 ūh / 2 ūh	ūh	1,4	homonym_shared	98	98.6545	ohate:15; ūhet:10; ūhati:9; ūha:7; ūhe:5; ūhitvā:5; auhata:4; ūhyam:3; ūhāmi:2; auhatām:2; ūhyate:2; ūhed:2; ūhyaṃ:2; ūhanti:2; ūhyā:2
306	dabh	dabh	4	matched	96	98.672	dabhan:26; dabdhaḥ:9; dadambha:8; dabhāya:5; dabdha:5; dabhāty:4; dabdhena:4; debhuḥ:4; dabhāti:3; dabhnoti:3; dabhann:3; dabdham:2; dabhad:2; dabhat:2; dabheyam:2
307	mārg	mārg		matched	94	98.6891	mārgamāṇaḥ:8; mārgitavyas:8; mārgeta:6; mārgadhvaṃ:6; mārgamāṇā:5; mārgamāṇo:5; mārgasva:4; mārgati:4; mārgituṃ:3; mārgamāṇasya:3; mārgitavyaṃ:3; mārgamāṇāḥ:3; mārgan:3; mārgate:3; mārgitavyā:3
308	bhṛjj	bhṛjj	4	matched	93	98.706	bhṛṣṭa:24; bhṛṣṭam:13; bhṛṣṭān:11; bhṛṣṭaṃ:11; bhṛṣṭvā:6; bhṛṣṭā:4; bhṛṣṭānām:3; bhṛṣṭāḥ:3; bhṛṣṭām:2; bhṛṣṭāṃ:2; bhṛjjati:2; bhṛṣṭaiḥ:2; bhṛṣṭāni:2; bhṛṣṭaḥ:1; bhṛṣṭānāṃ:1
309	jyā	jyā	9	matched	93	98.723	jināti:38; jīyate:15; jītāḥ:4; jinato:3; jināmi:3; jītaḥ:2; jītā:2; jinīyād:2; jinanti:2; jīyante:2; jyeyaḥ:1; jītvā:1; jītasya:1; jinatāṃ:1; jītaṃ:1
310	śliṣ	śliṣ	6	matched	92	98.7397	śliṣṭa:33; śliṣṭā:6; śliṣṭaṃ:5; śliṣṭam:4; śliṣṭaḥ:4; śliṣyati:4; śliṣyate:4; śliṣṭāḥ:3; śliṣṭe:2; śliṣyet:2; śliṣṭau:2; śliṣṭaiḥ:2; śliṣṭān:2; śliṣṭvā:2; _:1
311	kvath	kvath	1	matched	91	98.7563	kvathitaṃ:22; kvathita:15; kvathitaiḥ:9; kvathitam:6; kvathitāḥ:5; kvathitā:5; kvathitena:5; kvathite:4; kvathitāṃ:3; kvathitair:2; kvathito:2; kvathitāni:2; kvathitasya:2; kvathat:1; kvathati:1
312	klam	klam	4	matched	90	98.7726	klānta:28; klāntaḥ:9; klāntam:8; klāntā:8; klānto:7; klāmyanti:5; klāntāḥ:4; klāntān:3; klāntasya:3; klānte:3; klāntaṃ:3; klāntānām:2; klāntām:1; klāmyat:1; klāntau:1
313	mlā	mlā	4	matched	89	98.7888	mlāna:29; mlāyanti:9; mlānam:8; mlānā:7; mamluś:7; mlānaṃ:4; mlāne:4; mlāyante:3; mlātāni:2; mlāyantu:1; mlāyeta:1; mlānāḥ:1; mlāyatā:1; mlāyat:1; mlānām:1
314	jū	jū	1	matched	88	98.8048	jūtam:22; jūtaḥ:21; junanti:8; junāḥ:6; jūtā:4; javate:4; jūtāḥ:3; jūte:2; jūtāsaḥ:2; jūtāni:1; jūtaiḥ:1; jūtām:1; junāsi:1; junāma:1; jūjuvad:1
315	jṛmbh	jṛmbh	1	matched	88	98.8209	jṛmbhate:17; jṛmbhitam:8; jṛmbhamāṇasya:4; jajṛmbhire:4; jṛmbhamāṇā:4; jajṛmbhe:4; jṛmbhamāṇo:3; jṛmbhite:3; jṛmbhamāṇāṃ:3; jṛmbhamāṇaḥ:3; jṛmbhato:2; jṛmbhamāṇaṃ:2; ajṛmbhata:2; jṛmbhita:2; jṛmbhatām:2
316	īr	īr	2	matched	87	98.8367	īrate:38; īratām:10; airata:8; īrṣva:7; airat:5; īrte:4; īryamāṇaḥ:3; īrdhvaṃ:2; īryamāṇam:2; īryamāṇena:1; īryamāṇe:1; airataṃ:1; īratāṃ:1; airac:1; airaṃ:1
317	1 ru / 2 ru	ru	1	homonym_shared	86	98.8523	rauti:10; rurāva:9; ruvanti:6; ruvanto:4; rutam:3; ruvati:3; ruvan:3; rāviṣṭa:2; ravat:2; ruvat:2; ruva:2; rutāḥ:2; ruvann:2; ruvato:2; ruteṣu:2
318	sādh	sādh	1	matched	86	98.868	sādha:10; sādhan:8; sādhye:5; sīṣadhāma:4; sādhyā:4; sādhyāḥ:4; sādhyaḥ:3; sādhate:3; sādhat:3; sādhanta:2; sādhya:2; sādhyān:2; sādhyam:2; sādhanīyā:2; sādhyate:2
319	ej	ej	1	matched	85	98.8834	ejati:30; ejat:18; ejatu:10; ejad:4; aijata:4; ejan:4; ejatha:2; ejāti:2; ejathā:1; ejamānān:1; ejiyeta:1; ejata:1; ejann:1; ejatā:1; ejate:1
320	glā	glā	4	matched	85	98.8989	glāna:19; glāyati:11; glānaḥ:10; glānāḥ:4; glāyate:4; glāyet:3; glānasya:2; glāyec:2; glānebhyaḥ:2; glānāṃ:2; glānam:2; glāne:2; glānānāṃ:2; glāyaḥ:1; glānāyāḥ:1
321	vrīḍ	vrīḍ	1	matched	84	98.9142	vrīḍitā:26; vrīḍito:15; vrīḍitaḥ:7; vrīḍitāḥ:6; vrīḍita:5; vrīḍitaṃ:5; vrīḍamānā:5; vrīḍann:3; vrīḍitāṃ:2; vrīḍitān:2; vrīḍitas:1; vrīḍitaiḥ:1; vrīḍitasya:1; vrīḍitavyam:1; vrīḍan:1
322	miṣ	miṣ	6	matched	83	98.9293	miṣatāṃ:32; miṣato:15; miṣataḥ:15; miṣantaṃ:4; miṣanti:3; miṣat:2; miṣatām:2; miṣatā:1; miṣator:1; miṣatsv:1; miṣatos:1; miṣatas:1; miṣatīṃ:1; miṣata:1; miṣantam:1
323	du / dū	du	4	homonym_shared	82	98.9442	dunoti:19; dūyate:14; dūyamānena:8; dūyamāna:8; dūyatā:3; dūyamānaṃ:3; dūyamānaḥ:3; dūyati:3; dunotu:2; dūnā:2; adūyata:2; dūyante:2; dutāḥ:1; dūnāḥ:1; dunvanty:1
324	kam	kam	4	matched	82	98.9591	cakame:39; kamanīya:11; kamanīyam:4; cakamānāya:3; acakamata:2; kāmyam:2; kāmya:2; kamanīyena:1; kāntaṃ:1; kamanīyaḥ:1; cakamire:1; cakamuḥ:1; kāntaḥ:1; kamanīyo:1; kamanīyaṃ:1
325	lū	lū	8	matched	81	98.9739	lūna:21; lūnaḥ:12; lunoti:8; lūnam:8; lūno:5; lunanti:3; lūnasya:3; lūnān:3; lūnaṃ:2; lūtvā:2; lunāti:2; lūnād:1; alunād:1; lunīdhvam:1; lūnānām:1
326	svad	svad	1	matched	81	98.9886	svadate:10; svadantu:8; svaditam:7; svadantām:6; svāttam:6; svadata:5; svadasva:4; svadatu:4; svadanti:4; svadante:3; svāttaṃ:3; svadatv:3; svaditasya:2; svadātu:2; svaditaṃ:2
327	dyut	dyut	1	matched	75	99.0023	adyaut:10; dyotate:9; adidyutat:8; adyaud:5; dyotamānam:4; dyutat:4; dyotata:3; dyotamānāṃ:3; dyutānaḥ:3; dyuttam:2; dyotamānā:2; dyotamāna:2; dyotatāṃ:1; dyuttaṃ:1; dyotamānaṃ:1
328	1 sā / 2 sā	sā	6	homonym_shared	75	99.0159	sitaḥ:8; ṣyāmi:4; syāmi:4; sya:4; sitā:4; sitvā:3; ṣya:3; sitāḥ:3; ṣitām:3; ṣyatu:3; sitaṃ:2; syataṃ:2; syati:2; ṣyā:2; sitam:2
329	bhaṇ	bhaṇ	1	matched	73	99.0292	bhaṇyate:23; bhaṇitam:12; bhaṇa:7; abhāṇi:5; bhaṇati:4; bhaṇita:4; bhaṇāmi:2; babhāṇa:2; bhaṇitaḥ:2; bhaṇitā:2; bhaṇito:2; bhaṇite:1; bhaṇitāḥ:1; bhaṇyante:1; bhaṇanti:1
330	ghas	ghas	1	matched	73	99.0425	jaghāsa:15; akṣan:14; akṣann:12; jakṣivāṃsaḥ:5; jakṣuḥ:3; aghat:3; 'kṣann:3; ghaso:2; ghasaḥ:1; ghasan:1; jakṣivān:1; ajīghasat:1; jakṣivāṃso:1; aghasta:1; ghastu:1
331	vāś	vāś	1	matched	73	99.0558	vavāśire:8; vāśyate:5; vāvaśānā:5; avīvaśat:4; vāśyeta:3; avāvaśanta:3; vāśyet:2; vāśatī:2; vāśanto:2; vāśyamānam:2; vāśate:2; vāśati:2; vāśantyaḥ:2; vāśyamāne:2; vāvaśanta:2
332	cumb	cumb	1	matched	71	99.0687	cumbati:17; cumbita:14; cucumba:5; cumbitā:4; cumbitam:3; cumbantī:3; cumbann:2; cumbat:2; cumban:2; cucumbe:2; cumbāmi:1; acumbiṣam:1; cumbitvā:1; cumbyamānaḥ:1; cumbyamāna:1
333	druh	druh	6	matched	70	99.0814	druhyet:19; druhyati:5; drugdhaḥ:4; drogdhavyam:3; druhaḥ:3; dudroha:2; druhyed:2; druhyād:2; drogdhavyaṃ:2; drugdha:2; druhyeta:2; druhyer:1; druhyeyam:1; adrukṣo:1; druhyen:1
334	mih	mih	1	matched	70	99.0942	mehati:34; mihe:3; mehanti:3; meheta:3; mekṣyan:3; mehen:2; mehataḥ:2; mehato:2; mīﾱhuṣo:2; mekṣyāmy:1; mehantī:1; mīḍhvāṃś:1; mehed:1; mehantam:1; mīḍhuṣe:1
335	gāh	gāh	1	matched	69	99.1067	gāhate:15; gāhamānaḥ:7; gāhamānaṃ:5; jagāhe:5; gāhamānam:4; gāhanta:4; gāhamāno:3; gāhase:2; agāhata:2; agāhiṣi:2; gāhanīyam:2; gāhata:1; gāḍhaḥ:1; agāhe:1; gāhamānā:1
336	rabh	rabh	1	matched	67	99.1189	rabhasva:22; rabhe:13; rabhāmahe:7; rabhadhvam:6; rabhemahi:6; rabhadhvaṃ:2; arapsi:1; rabhantām:1; rabhamāṇāḥ:1; rabhatāṃ:1; rabhathāḥ:1; rabhantāṃ:1; rebhira:1; rārabhe:1; rabhante:1
337	sīv	sīv	4	matched	67	99.1311	sīvyet:18; syūta:9; sīvyed:7; syūtā:4; sīvyati:3; sīvyadhvam:3; syūtvā:3; syūtam:3; syūtaṃ:2; sīvyatv:2; sīvyen:2; sīvyatu:2; syūtaḥ:1; syūte:1; syūtau:1
338	gṛdh	gṛdh	4	matched	61	99.1422	gṛddhāḥ:9; gṛdhyed:4; gṛdhyet:4; gṛdhyataḥ:4; gṛddhā:3; gṛddho:3; gṛddhaiḥ:2; gṛddhena:2; gṛdhnanti:2; gṛddhāṃ:2; gṛdhyanti:2; gṛdhyati:2; gṛdhnanty:2; jāgṛdhuḥ:2; gṛdhad:1
339	aṭ	aṭ	1	matched	60	99.1531	aṭati:13; aṭate:9; aṭan:5; aṭitvā:4; aṭamāno:2; aṭantyā:2; aṭasi:2; aṭamānas:2; aṭamānau:2; aṭatā:2; aṭa:1; aṭaty:1; aṭamānā:1; aṭāmi:1; aṭatī:1
340	kṣud	kṣud	1	matched	60	99.164	kṣuṇṇa:13; kṣuṇṇaṃ:8; kṣuṇṇam:7; kṣuṇṇāḥ:3; kṣuṇṇe:3; kṣuṇṇā:3; kṣuṇṇān:3; kṣuṇṇāṃ:2; kṣuttvā:2; kṣuṇṇo:2; kṣuṇṇād:1; kṣuṇṇām:1; kṣuṇṇaḥ:1; kṣuṇṇāni:1; kṣuṇṇānāṃ:1
341	mah	mah	1	matched	60	99.175	māmahantām:23; maṃhate:7; amaṃhata:5; māmahe:5; maṃhase:5; mahemā:3; māmahasva:2; maṃhasva:1; māmahāna:1; maheta:1; māmahānaṃ:1; māmahaḥ:1; mahema:1; māmahanta:1; mahe:1
342	ri / rī	ri	9	homonym_shared	60	99.1859	rīyate:11; riṇāti:10; riṇann:6; ariṇāt:4; riṇanti:3; ariṇā:3; riṇīte:3; ariṇīta:3; rīyata:2; riṇīthaḥ:2; riṇītho:1; riṇāmi:1; ariṇan:1; riṇā:1; rīyamāṇā:1
343	las	las	1	matched	59	99.1966	lasat:47; lasati:3; lalāsa:3; _:3; lasantyo:1; lasita:1; lasite:1
344	kath	kath	4	matched	57	99.207	kathitaṃ:13; kathitaḥ:6; kathituṃ:5; kathanīya:4; kathanīyam:4; kathanīyaṃ:3; kathitam:3; kathyaḥ:2; kathanīyā:2; kathitān:2; kathite:2; kathyamānān:1; kathanīyas:1; akathyata:1; kathanīyo:1
345	nakṣ	nakṣ	1	matched	57	99.2174	nakṣati:10; nakṣanta:9; nakṣat:4; nanakṣe:4; nakṣasva:3; nakṣanti:3; nakṣata:3; nakṣan:3; nakṣamāṇā:2; nakṣante:2; nakṣanto:2; anakṣan:2; nakṣatu:1; nakṣamāṇau:1; nakṣase:1
346	kan	kan	1	matched	56	99.2275	cākan:10; cake:8; cakānaḥ:5; cākano:3; cakānāḥ:3; cākann:2; kāyamāno:2; cakānaś:2; kanat:2; cākana:2; cākananta:2; cākanat:2; cākantu:1; cākanāma:1; kāniṣaḥ:1
347	aj	aj	1	matched	55	99.2376	aja:8; ājad:5; ājat:4; ajati:4; ajantu:3; ajā:3; ajatv:2; ajatu:2; ajāmasi:2; āja:2; ajāmaḥ:1; ajato:1; ajataḥ:1; ajanti:1; ajāmahai:1
348	stubh	stubh	2	matched	55	99.2476	stobhati:21; stobhet:9; stobdhi:4; stobhed:3; stobdhy:3; stobdhavyam:3; stobhanti:2; ṣṭobhanty:2; stobhanta:2; stobha:1; stubdheṣu:1; ṣṭobhata:1; ṣṭobhati:1; ṣṭobhanti:1; ṣṭobhantu:1
349	tṛṣ	tṛṣ	4	matched	55	99.2576	tṛṣyate:9; tātṛṣuḥ:5; tṛṣyan:3; tṛṣyati:3; tṛṣat:2; tṛṣṭam:2; tātṛṣur:2; tṛṣyataḥ:2; tṛṣyet:2; tṛṣyantīḥ:2; tṛṣyann:2; tatṛṣāṇo:2; tātṛṣāṇaḥ:2; tṛṣṭa:1; tṛṣyadbhiḥ:1
350	val	val	1	matched	54	99.2674	valita:19; valat:8; valitam:7; valate:4; valitaṃ:3; valitaiḥ:2; valitām:2; valati:2; valantī:1; valitena:1; valante:1; valitāḥ:1; valantyā:1; valitau:1; valitayā:1
351	vṛh	vṛh	6	matched	54	99.2772	vṛhāmasi:12; vṛhāmi:11; vṛha:8; vṛhataṃ:3; vṛheva:2; vṛhati:2; vṛhanti:2; vṛhatād:2; vṛhyate:1; vṛhatam:1; vṛhāmo:1; vṛhantu:1; 'vṛhyata:1; vṛhat:1; vavarhā:1
352	ghūrṇ	ghūrṇ	1	matched	53	99.2869	ghūrṇita:9; ghūrṇamāna:7; ghūrṇate:4; ghūrṇati:3; ghūrṇat:3; aghūrṇata:3; ghūrṇitaḥ:3; ghūrṇamānaiś:2; ghūrṇamānāḥ:2; ghūrṇitā:1; ghūrṇamānā:1; ghūrṇamānaiḥ:1; jughūrṇire:1; ghūrṇamāneṣv:1; ghūrṇamānaḥ:1
353	dhī	dhī	2	matched	52	99.2963	dīdhyānāḥ:9; dīdhyānaḥ:5; dīdhyānā:4; dīdhyānāṃ:4; dīdhayā:3; dīdhiyuḥ:3; dhītam:3; dīdhye:2; adīdhayuḥ:2; dīdhyatyo:1; dīdhīthāṃ:1; dīdhīthā:1; dīdhyo:1; dīdhyur:1; dīdhyata:1
354	nāth	nāth	1	matched	52	99.3058	nāthito:24; nāthitam:6; anāthanta:5; anāthata:3; nāthitā:2; nāthamānaḥ:2; nāthitāya:2; nāthitāḥ:1; nāthamānasya:1; nāthamāna:1; nāthasva:1; nāthitān:1; nāthitād:1; nāthitāsaḥ:1; nāthitaḥ:1
355	spand	spand	1	matched	52	99.3153	spandate:27; spandeta:3; spandituṃ:3; spandamānaḥ:2; spandamāna:2; paspande:2; spandanti:2; spandita:1; spanditaḥ:1; spandeyātāṃ:1; spandet:1; spanditavyam:1; spandata:1; spandamānād:1; spandante:1
356	ras	ras	1	matched	51	99.3245	rarāsa:22; rasan:3; rasyate:2; rasat:2; rasita:2; arasat:2; 'rasat:1; resur:1; rasitāḥ:1; rasite:1; rasitā:1; rasatu:1; rasyata:1; rasati:1; raset:1
357	uc	uc	4	matched	51	99.3338	ucita:10; ucitam:9; ucyati:4; uvoca:4; ucyatu:2; ucitāḥ:2; ucitena:2; ucyatām:1; ucya:1; ucitāṃ:1; ucitām:1; ucitasya:1; ucite:1; ucitaiḥ:1; ucitayā:1
358	dhūrv	dhūrv	6	matched	50	99.3429	dhūrva:13; dhūrvati:11; dhūrvantu:4; dhūrvāmaḥ:4; adhūrvan:4; dhūrvantam:2; dhūrvāma:2; dhūrvanti:2; adhūrvaṃs:2; dhūrvantaṃ:2; dhūrvataḥ:1; dhūrvato:1; dhūrvāmi:1; dhūrvituṃ:1
359	ujh	ujh	6	matched	50	99.352	ujhati:13; ujjhitvā:10; ujhita:4; ujhanti:4; ujhitum:3; ujhitaḥ:2; ujhitam:2; ujhantī:1; ujhatam:1; aujhatām:1; ujhitair:1; ujhatām:1; ujhatī:1; ujhatsu:1; ujhitaiḥ:1
360	bhūṣ	bhūṣ	1	matched	48	99.3607	bhūṣa:12; bhūṣati:8; bhūṣan:4; bhūṣathaḥ:3; abhūṣañ:2; abhūṣan:2; bhūṣasi:2; bhūṣanty:2; bhūṣata:2; bhūṣanti:2; bhūṣatā:1; bhūṣema:1; bhūṣāt:1; bhūṣatho:1; bhūṣato:1
361	cak	cak	1	matched	48	99.3695	cakita:17; cakitaḥ:10; cakito:4; cakitaiḥ:4; cakitāḥ:3; cakitā:3; cakitam:3; cakitasya:1; cakitaś:1; cakitau:1; cakitāni:1
362	hvṛ	hvṛ	3	matched	48	99.3782	juhurāṇam:9; hvār:7; hrutaḥ:4; jihvaratam:3; hrutasya:2; juhurāṇo:2; jihvaraḥ:2; hrutam:2; hvāḥ:2; hvārṣīt:2; juhuranta:2; hrutāḥ:1; jīhvaratam:1; hrutā:1; hvārṣīd:1
363	dhanv	dhanv	1	matched	47	99.3868	dadhanvire:8; dadhanve:7; dhanva:7; dhanvā:5; dadhanvān:4; adhanvat:2; adhanviṣuḥ:2; dhanvasi:2; dhanvantu:2; dhanvantv:2; dhanvate:1; dhanvann:1; dhanvāty:1; dhanvanti:1; dadhanvāṁ:1
364	rih	rih	2	matched	47	99.3953	rihanti:20; reḍhi:8; rihāṇā:4; rihāṇe:3; rihāṇāḥ:3; rihann:2; rihatī:2; rīḍhaḥ:1; rihanty:1; rīḍham:1; rihate:1; ririhvāṃsaṃ:1
365	vyā	vye	2,4	aliased	46	99.4037	avyata:9; vyayantām:7; vyayasva:6; vyata:3; vīta:2; vītāya:2; avyayaḥ:1; vyayat:1; vyaye:1; vyayantu:1; vītaḥ:1; vyayate:1; vivya:1; avyayat:1; vyayeyam:1
366	kāś	kāś	1	matched	45	99.4119	cakāśire:26; cakāśe:14; cakāśete:2; akāśata:1; cakāśetāṃ:1; kāśitā:1
367	radh	radh	4	matched	45	99.4201	radhāma:9; radhya:7; radham:3; rīradhaḥ:3; rīradhāsi:2; radhyāmo:2; randhīḥ:2; rīradhataṃ:2; radhyantu:1; raddhānām:1; radhyatu:1; arīradhat:1; radhyāmaḥ:1; radhyanti:1; radhyati:1
368	1 ran / 2 ran	ran	1	homonym_shared	45	99.4283	rārandhi:7; rāraṇat:5; raṇa:4; rāraṇa:3; raṇan:3; reṇuḥ:2; rarāṇa:2; raṇyati:2; raṇanti:2; araṇat:1; rāran:1; rarāṇatā:1; raṇiṣṭana:1; rārantu:1; raṇann:1
