root	preverb	sense	gita_count	prefixus_forms	prefixus_sample_form	class_freqs	sources
viśrāvay						10:26	classfreq
viśrī						9:1	classfreq
viśubh						1:2	classfreq
viśudh						4:606	classfreq
viśuṣ						4:18	classfreq
viśvas						1:175	classfreq
viśvasay						10:1	classfreq
viśvi						1:1	classfreq
viśvāsay						10:33	classfreq
viśālībhū						1:1	classfreq
viśāradīkṛ						8:1	classfreq
viśās						2:1	classfreq
viśātay						10:20	classfreq
viśṛ						4:181	classfreq
viḍamb						1:3	classfreq
viḍambay						10:37	classfreq
viṣ				1	viṣ	1:27	prefixus+classfreq
viṣ	pari-			1	pariviṣ		prefixus
viṣad						1:251	classfreq
viṣah						1:73	classfreq
viṣamībhū						1:2	classfreq
viṣamīkṛ						8:2	classfreq
viṣayībhū						1:2	classfreq
viṣayīkṛ						8:3	classfreq
viṣañj						1:49	classfreq
viṣkambh						9:11	classfreq
viṣkambhay						10:1	classfreq
viṣyand						1:5	classfreq
viṣyanday						10:3	classfreq
viṣā						6:15	classfreq
viṣāday						10:11	classfreq
viṣādībhū						1:1	classfreq
viṣībhū						1:1	classfreq
viṣṭambh						9:77	classfreq
viṣṭambhay						10:21	classfreq
viṣṭhā						1:122	classfreq
vlī						9:5	classfreq
vrad						1:1	classfreq
vraj		go,walk	2	1	vraj	1:1080	prefixus+semantics+classfreq
vraj	abhi-			1	abhivraj		prefixus
vraj	abhipra-			1	abhipravraj		prefixus
vraj	anu-			1	anuvraj		prefixus
vraj	anupra-			1	anupravraj		prefixus
vraj	anusaṃ-			1	anusaṃvraj		prefixus
vraj	ati-			1	ativraj		prefixus
vraj	pari-			1	parivraj		prefixus
vraj	pra-			1	pravraj		prefixus
vraj	pratyā-			1	pratyāvraj		prefixus
vraj	samanu-			1	samanuvraj		prefixus
vraj	samā-			1	samāvraj		prefixus
vraj	saṃ-			1	saṃvraj		prefixus
vraj	ud-			1	udvraj		prefixus
vraj	upa-			1	upavraj		prefixus
vraj	upasaṃ-			1	upasaṃvraj		prefixus
vraj	ā-			1	āvraj		prefixus
vrajay						10:1	classfreq
vraçc				1	vraśc		prefixus
vraçc	pra-			1	pravraśc		prefixus
vraçc	vi-			1	vivraśc		prefixus
vraśc						6:56	classfreq
vrādh						1:11	classfreq
vrājay						10:1	classfreq
vrājay	pra-			1	pravrājay		prefixus
vrīḍ				1	vrīḍ	1:73	prefixus+classfreq
vrīḍay				1	vrīḍay	10:2	prefixus+classfreq
vyabhicar						1:9	classfreq
vyabhicāray						10:1	classfreq
vyac						3:15	classfreq
vyadh				1	vyadh	4:1525	prefixus+classfreq
vyadh	abhi-			1	abhivyadh		prefixus
vyadh	abhisaṃ-			1	abhisaṃvyadh		prefixus
vyadh	adhi-			1	adhivyadh		prefixus
vyadh	anu-			1	anuvyadh		prefixus
vyadh	apa-			1	apavyadh		prefixus
vyadh	ati-			1	ativyadh		prefixus
vyadh	pra-			1	pravyadh		prefixus
vyadh	prati-			1	prativyadh		prefixus
vyadh	samā-			1	samāvyadh		prefixus
vyadh	saṃ-			1	saṃvyadh		prefixus
vyadh	ud-			1	udvyadh		prefixus
vyadh	upa-			1	upavyadh		prefixus
vyadh	vi-			1	vivyadh		prefixus
vyadh	vipra-			1	vipravyadh		prefixus
vyadh	vyapa-			1	vyapavyadh		prefixus
vyadh	vyā-			1	vyāvyadh		prefixus
vyadh	ā-			1	āvyadh		prefixus
vyadhay						10:9	classfreq
vyah						1:1	classfreq
vyaktībhū						1:7	classfreq
vyaktīkṛ						8:3	classfreq
vyalaṁkṛ						8:1	classfreq
vyamlībhū						1:1	classfreq
vyan						2:5	classfreq
vyanunāday						10:2	classfreq
vyanusṛ						1:3	classfreq
vyanvārabh						1:2	classfreq
vyapacar						1:1	classfreq
vyapadeśay						10:1	classfreq
vyapadiś						6:47	classfreq
vyapadru						1:1	classfreq
vyapagam						1:42	classfreq
vyapahan						2:2	classfreq
vyapahā						3:2	classfreq
vyapahṛ						1:3	classfreq
vyapakram						1:2	classfreq
vyapakṛṣ						6:20	classfreq
vyapamṛj						6:1	classfreq
vyapamṛṣ						6:1	classfreq
vyapanud						6:3	classfreq
vyapanāśay						10:2	classfreq
vyapanī						1:56	classfreq
vyapapat						1:1	classfreq
vyaparopay						10:24	classfreq
vyapasaṁsṛ						3:1	classfreq
vyapasthāpay						10:1	classfreq
vyapasṛ						3:1	classfreq
vyapasṛp						1:3	classfreq
vyapatrap						1:8	classfreq
vyapavah						4:3	classfreq
vyapavyadh						4:6	classfreq
vyapavṛt						1:1	classfreq
vyapayā						2:20	classfreq
vyape						2:79	classfreq
vyapekṣ						1:1	classfreq
vyapoh						1:191	classfreq
vyapohay						10:1	classfreq
vyapojh						6:1	classfreq
vyapāhṛ						1:1	classfreq
vyapānud						6:2	classfreq
vyapās						4:5	classfreq
vyapāśri						1:17	classfreq
vyardhay						10:23	classfreq
vyarthīkṛ						8:2	classfreq
vyas						4:45	classfreq
vyasanīkṛ						8:1	classfreq
vyath		tremble	3	1	vyath	1:335	prefixus+semantics+classfreq
vyath	pra-			1	pravyath		prefixus
vyath	saṃpra-			1	saṃpravyath		prefixus
vyathay						10:38	classfreq
vyatibhid						7:1	classfreq
vyaticeṣṭ						1:1	classfreq
vyatigam						1:1	classfreq
vyatihan						2:1	classfreq
vyatihṛ						1:2	classfreq
vyatikram						1:67	classfreq
vyatikṛ						8:1	classfreq
vyatikṛṣ						6:1	classfreq
vyatikṣip						6:1	classfreq
vyatiric						7:101	classfreq
vyatiruh						1:2	classfreq
vyatisami						2:1	classfreq
vyatisaṁdah						1:1	classfreq
vyatisev						1:1	classfreq
vyatisic						6:2	classfreq
vyatisāray						10:3	classfreq
vyatitṛ						1:1	classfreq
vyativeṣṭ						1:1	classfreq
vyativṛt						1:18	classfreq
vyatiyā						2:4	classfreq
vyatiśak						5:1	classfreq
vyatiśṛ						9:1	classfreq
vyatiṣañj						1:43	classfreq
vyatiṣañjay						10:1	classfreq
vyatyas						4:12	classfreq
vyatī						2:135	classfreq
vyavabhās						1:1	classfreq
vyavabhāsay						10:2	classfreq
vyavacchid						7:13	classfreq
vyavadhā						3:40	classfreq
vyavadhāv						1:2	classfreq
vyavadhū						5:4	classfreq
vyavadhūnay						10:1	classfreq
vyavadṛ						4:1	classfreq
vyavagāh						1:3	classfreq
vyavahāray						10:1	classfreq
vyavahṛ						1:30	classfreq
vyavakṛ						6:4	classfreq
vyavakṛt						6:2	classfreq
vyavalokay						10:46	classfreq
vyavalī						4:1	classfreq
vyavamuc						6:1	classfreq
vyavaropay						10:3	classfreq
vyavasad						1:5	classfreq
vyavasthā						1:553	classfreq
vyavasthāpay						10:72	classfreq
vyavastṛ						9:1	classfreq
vyavasā						6:206	classfreq
vyavasāyay						10:1	classfreq
vyavasṛj						6:6	classfreq
vyavasṛp						1:1	classfreq
vyavavad						1:7	classfreq
vyavaśṛ						9:1	classfreq
vyave						2:3	classfreq
vyavekṣ						1:3	classfreq
vyavān						2:5	classfreq
vyavās						4:1	classfreq
vyavāsṛj						6:1	classfreq
vyayīkṛ						8:5	classfreq
vyañc						1:1	classfreq
vyañj						7:65	classfreq
vyañjay						10:32	classfreq
vyaś						5:11	classfreq
vyaṅgīkṛ						8:1	classfreq
vye				1	vye	2:1|4:28	prefixus+classfreq
vye	adhi-			1	adhivye		prefixus
vye	pari-			1	parivye		prefixus
vye	saṃ-			1	saṃvye		prefixus
vye	upa-			1	upavye		prefixus
vyomībhū						1:1	classfreq
vyuccar						1:8	classfreq
vyucchid						7:5	classfreq
vyudas						1:19	classfreq
vyuddhṛ						1:2	classfreq
vyuddiś						6:1	classfreq
vyukṣ						6:2	classfreq
vyund						7:1	classfreq
vyupaparīkṣ						4:2	classfreq
vyuparam						1:3	classfreq
vyupayuj						7:2	classfreq
vyupaśam						4:7	classfreq
vyupāram						1:1	classfreq
vyupāśri						1:2	classfreq
vyutkram						1:17	classfreq
vyutpad						4:3	classfreq
vyutpāday						10:20	classfreq
vyutsad						1:1	classfreq
vyutsṛj						6:1	classfreq
vyutsṛp						1:1	classfreq
vyutthā						1:23	classfreq
vyutthāpay						10:6	classfreq
vyābhaṣ						1:4	classfreq
vyābhāṣ						1:7	classfreq
vyābādh						1:1	classfreq
vyābādhay						10:1	classfreq
vyācakṣ						2:49	classfreq
vyācar						1:1	classfreq
vyādhā						3:3	classfreq
vyādhū						5:3	classfreq
vyādiś						6:54	classfreq
vyādā						3:49	classfreq
vyādṛś						4:1	classfreq
vyāghoṣay						10:1	classfreq
vyāghuṣ						1:1	classfreq
vyāghātay						10:1	classfreq
vyāghūrṇ						1:6	classfreq
vyāhan						4:25	classfreq
vyāharṣay						10:1	classfreq
vyāhvā						4:2	classfreq
vyāhāray						10:1	classfreq
vyāhṛ						1:306	classfreq
vyākarṣay						10:1	classfreq
vyākhyā						2:895	classfreq
vyākhyāpay						10:2	classfreq
vyākram						1:1	classfreq
vyākruś						1:4	classfreq
vyākulībhū						1:5	classfreq
vyākulīkṛ						8:14	classfreq
vyākṛ						8:110	classfreq
vyākṛṣ						1:1	classfreq
vyākṝ						6:4	classfreq
vyākṣip						6:25	classfreq
vyālag						1:1	classfreq
vyālamb						1:4	classfreq
vyālap						4:1	classfreq
vyālikh						6:1	classfreq
vyālolay						10:1	classfreq
vyālup						6:2	classfreq
vyālībhū						1:1	classfreq
vyāmath						9:1	classfreq
vyāmohay						10:6	classfreq
vyāmīlay						10:1	classfreq
vyāmṛj						6:2	classfreq
vyānāmay						10:1	classfreq
vyānī						1:1	classfreq
vyāp						5:381	classfreq
vyāpad						4:39	classfreq
vyāpat						1:1	classfreq
vyāpay						10:4	classfreq
vyāprī						9:6	classfreq
vyāpāday						10:61	classfreq
vyāpāray						10:10	classfreq
vyāpātay						10:1	classfreq
vyārabh						1:1	classfreq
vyāsañj						1:17	classfreq
vyāsidh						1:1	classfreq
vyāsthā						1:1	classfreq
vyātan						8:2	classfreq
vyāvalg						1:2	classfreq
vyāvarjay						10:1	classfreq
vyāvartay						10:22	classfreq
vyāveṣṭ						1:1	classfreq
vyāvij						6:1	classfreq
vyāvyadh						4:21	classfreq
vyāvāray						10:1	classfreq
vyāvṛ						5:5	classfreq
vyāvṛj						7:2	classfreq
vyāvṛt						1:65	classfreq
vyāyam						1:77	classfreq
vyāśri						1:2	classfreq
vyūh						1:195	classfreq
vyūhīkṛ						8:1	classfreq
vyṛdh						5:5	classfreq
vyṛṣ						6:4	classfreq
vā				1	vā	2:212	prefixus+classfreq
vā	abhi-			1	abhivā		prefixus
vā	anu-			1	anuvā		prefixus
vā	pra-			1	pravā		prefixus
vā	saṃ-			1	saṃvā		prefixus
vā	ud-			1	udvā		prefixus
vā	upa-			1	upavā		prefixus
vā	vi-			1	vivā		prefixus
vā	ā-			1	āvā		prefixus
vācay				1	vācay	10:268	prefixus+classfreq
vāci	a-			1	avāci		prefixus
vāday				1	vāday	10:108	prefixus+classfreq
vāday	abhi-			1	abhivāday		prefixus
vāday	anu-			1	anuvāday		prefixus
vāday	apa-			1	apavāday		prefixus
vāday	pari-			1	parivāday		prefixus
vāday	pra-			1	pravāday		prefixus
vāday	samabhi-			1	samabhivāday		prefixus
vāday	saṃ-			1	saṃvāday		prefixus
vāday	vi-			1	vivāday		prefixus
vāday	visaṃ-			1	visaṃvāday		prefixus
vāgam	a-			1	avāgam		prefixus
vāh	pra-			1	pravāh		prefixus
vāhanīkṛ						8:2	classfreq
vāhay				1	vāhay	10:190	prefixus+classfreq
vāhay	adhi-			1	adhivāhay		prefixus
vāhay	anu-			1	anuvāhay		prefixus
vāhay	apa-			1	apavāhay		prefixus
vāhay	ati-			1	ativāhay		prefixus
vāhay	pari-			1	parivāhay		prefixus
vāhay	pra-			1	pravāhay		prefixus
vāhay	samabhi-			1	samabhivāhay		prefixus
vāhay	saṃ-			1	saṃvāhay		prefixus
vāhay	ud-			1	udvāhay		prefixus
vāhay	vi-			1	vivāhay		prefixus
vāhay	ā-			1	āvāhay		prefixus
vājīkṛ				1	vājīkṛ	8:3	prefixus+classfreq
vākṛ	a-			1	avākṛ		prefixus
vākṣip	a-			1	avākṣip		prefixus
vākṣip	sama-			1	samavākṣip		prefixus
vāmanīkṛ						8:1	classfreq
vāmay				1	vāmay	10:61	prefixus+classfreq
vānarīkṛ				1	vānarīkṛ	8:1	prefixus+classfreq
vānay						10:1	classfreq
vāpay				1	vāpay	10:100	prefixus+classfreq
vāpay	ni-			1	nivāpay		prefixus
vāpay	pari-			1	parivāpay		prefixus
vāpay	pra-			1	pravāpay		prefixus
vāpay	prati-			1	prativāpay		prefixus
vāpay	samā-			1	samāvāpay		prefixus
vāpay	ā-			1	āvāpay		prefixus
vāpoh	a-			1	avāpoh		prefixus
vāray				1	vāray	10:580	prefixus+classfreq
vāray	abhi-			1	abhivāray		prefixus
vāray	abhipari-			1	abhiparivāray		prefixus
vāray	anu-			1	anuvāray		prefixus
vāray	apa-			1	apavāray		prefixus
vāray	ni-			1	nivāray		prefixus
vāray	pari-			1	parivāray		prefixus
vāray	parisaṃ-			1	parisaṃvāray		prefixus
vāray	pra-			1	pravāray		prefixus
vāray	prati-			1	prativāray		prefixus
vāray	pratini-			1	pratinivāray		prefixus
vāray	pratisaṃ-			1	pratisaṃvāray		prefixus
vāray	saṃ-			1	saṃvāray		prefixus
vāray	saṃni-			1	saṃnivāray		prefixus
vāray	saṃpari-			1	saṃparivāray		prefixus
vāray	vini-			1	vinivāray		prefixus
vāray	vyā-			1	vyāvāray		prefixus
vāray	ā-			1	āvāray		prefixus
vās						1:1	classfreq
vāsay				1	vāsay	10:126	prefixus+classfreq
vāsay	adhi-			1	adhivāsay		prefixus
vāsay	ati-			1	ativāsay		prefixus
vāsay	ni-			1	nivāsay		prefixus
vāsay	pari-			1	parivāsay		prefixus
vāsay	pra-			1	pravāsay		prefixus
vāsay	prati-			1	prativāsay		prefixus
vāsay	samā-			1	samāvāsay		prefixus
vāsay	ud-			1	udvāsay		prefixus
vāsay	upa-			1	upavāsay		prefixus
vāsay	vi-			1	vivāsay		prefixus
vāsay	vipra-			1	vipravāsay		prefixus
vāsay	ā-			1	āvāsay		prefixus
vātay						10:3	classfreq
vāyay						10:1	classfreq
vāñch				1	vāñch	1:156	prefixus+classfreq
vāñch	abhi-			1	abhivāñch		prefixus
vāñch	prati-			1	prativāñch		prefixus
vāñch	samabhi-			1	samabhivāñch		prefixus
vāś						1:53	classfreq
vāśay						10:1	classfreq
vāṭīkṛ				1	vāṭīkṛ	8:1	prefixus+classfreq
vī				1	vī	2:706	prefixus+classfreq
vīj				1	vīj	1:5	prefixus+classfreq
vīj	anu-			1	anuvīj		prefixus
vīj	upa-			1	upavīj		prefixus
vījay				1	vījay	10:43	prefixus+classfreq
vījay	abhi-			1	abhivījay		prefixus
vījay	pari-			1	parivījay		prefixus
vījay	saṃ-			1	saṃvījay		prefixus
vījay	saṃpari-			1	saṃparivījay		prefixus
vījay	upa-			1	upavījay		prefixus
vīkṣ				1	vīkṣ	4:439	prefixus+classfreq
vīkṣ	abhi-			1	abhivīkṣ		prefixus
vīkṣ	anu-			1	anuvīkṣ		prefixus
vīkṣ	prati-			1	prativīkṣ		prefixus
vīkṣ	samud-			1	samudvīkṣ		prefixus
vīkṣ	ud-			1	udvīkṣ		prefixus
vīkṣay				1	vīkṣay	10:2	prefixus+classfreq
vīḍay						10:11	classfreq
vṛ		cover	4	2	vṛ	1:902|5:732	prefixus+semantics+classfreq
vṛ	abhi-			2	abhivṛ		prefixus
vṛ	abhisaṃ-			1	abhisaṃvṛ		prefixus
vṛ	anu-			1	anuvṛ		prefixus
vṛ	anusaṃ-			1	anusaṃvṛ		prefixus
vṛ	apā-			1	apāvṛ		prefixus
vṛ	ni-			1	nivṛ		prefixus
vṛ	pari-			2	parivṛ		prefixus
vṛ	pra-			2	pravṛ		prefixus
vṛ	prā-			2	prāvṛ		prefixus
vṛ	samā-			1	samāvṛ		prefixus
vṛ	saṃ-			2	saṃvṛ		prefixus
vṛ	ud-			1	udvṛ		prefixus
vṛ	vi-			1	vivṛ		prefixus
vṛ	vyā-			1	vyāvṛ		prefixus
vṛ	ā-			2	āvṛ		prefixus
vṛddhībhū						1:1	classfreq
vṛddhīkṛ				1	vṛddhīkṛ	8:1	prefixus+classfreq
vṛdh				1	vṛdh	6:1249	prefixus+classfreq
vṛdh	abhi-			1	abhivṛdh		prefixus
vṛdh	abhipra-			1	abhipravṛdh		prefixus
vṛdh	abhisaṃ-			1	abhisaṃvṛdh		prefixus
vṛdh	anu-			1	anuvṛdh		prefixus
vṛdh	anupra-			1	anupravṛdh		prefixus
vṛdh	ati-			1	ativṛdh		prefixus
vṛdh	atipra-			1	atipravṛdh		prefixus
vṛdh	atisaṃ-			1	atisaṃvṛdh		prefixus
vṛdh	pari-			1	parivṛdh		prefixus
vṛdh	pra-			1	pravṛdh		prefixus
vṛdh	prati-			1	prativṛdh		prefixus
vṛdh	sampra-			1	sampravṛdh		prefixus
vṛdh	saṃ-			1	saṃvṛdh		prefixus
vṛdh	ud-			1	udvṛdh		prefixus
vṛdh	vi-			1	vivṛdh		prefixus
vṛh						6:33	classfreq
vṛj				1	vṛj	7:152	prefixus+classfreq
vṛj	apa-			1	apavṛj		prefixus
vṛj	pari-			1	parivṛj		prefixus
vṛj	saṃ-			1	saṃvṛj		prefixus
vṛj	ā-			1	āvṛj		prefixus
vṛt		move,act	29	1	vṛt	3:2257	prefixus+semantics+classfreq
vṛt	abhi-			1	abhivṛt		prefixus
vṛt	abhini-			1	abhinivṛt		prefixus
vṛt	abhipra-			1	abhipravṛt		prefixus
vṛt	abhisamā-			1	abhisamāvṛt		prefixus
vṛt	abhyati-			1	abhyativṛt		prefixus
vṛt	abhyā-			1	abhyāvṛt		prefixus
vṛt	adhi-			1	adhivṛt		prefixus
vṛt	anu-	follow,obey		1	anuvṛt		prefixus+semantics
vṛt	anupra-			1	anupravṛt		prefixus
vṛt	apa-			1	apavṛt		prefixus
vṛt	apā-			1	apāvṛt		prefixus
vṛt	ati-	cross over		1	ativṛt		prefixus+semantics
vṛt	atipra-			1	atipravṛt		prefixus
vṛt	atyud-			1	atyudvṛt		prefixus
vṛt	ni-	return		1	nivṛt		prefixus+semantics
vṛt	pari-			1	parivṛt		prefixus
vṛt	paryā-			1	paryāvṛt		prefixus
vṛt	parā-			1	parāvṛt		prefixus
vṛt	pra-	start to act		1	pravṛt		prefixus+semantics
vṛt	prati-			1	prativṛt		prefixus
vṛt	pratini-			1	pratinivṛt		prefixus
vṛt	pratisaṃni-			1	pratisaṃnivṛt		prefixus
vṛt	pratyā-			1	pratyāvṛt		prefixus
vṛt	samabhi-			1	samabhivṛt		prefixus
vṛt	samanu-			1	samanuvṛt		prefixus
vṛt	samati-			1	samativṛt		prefixus
vṛt	sampari-			1	samparivṛt		prefixus
vṛt	sampra-			1	sampravṛt		prefixus
vṛt	samupa-			1	samupavṛt		prefixus
vṛt	samā-			1	samāvṛt		prefixus
vṛt	saṃ-			1	saṃvṛt		prefixus
vṛt	saṃni-			1	saṃnivṛt		prefixus
vṛt	ud-			1	udvṛt		prefixus
vṛt	udā-			1	udāvṛt		prefixus
vṛt	upa-			1	upavṛt		prefixus
vṛt	upani-			1	upanivṛt		prefixus
vṛt	vi-			1	vivṛt		prefixus
vṛt	vi-ni-	stop					semantics
vṛt	vi-pari-	revolve					semantics
vṛt	vini-			1	vinivṛt		prefixus
vṛt	vipari-			1	viparivṛt		prefixus
vṛt	vyapa-			1	vyapavṛt		prefixus
vṛt	vyati-			1	vyativṛt		prefixus
vṛt	vyā-			1	vyāvṛt		prefixus
vṛt	ā-	return		1	āvṛt		prefixus+semantics
vṛṣ				1	vṛṣ	6:403	prefixus+classfreq
vṛṣ	abhi-			1	abhivṛṣ		prefixus
vṛṣ	abhipra-			1	abhipravṛṣ		prefixus
vṛṣ	ati-			1	ativṛṣ		prefixus
vṛṣ	pari-			1	parivṛṣ		prefixus
vṛṣ	pra-			1	pravṛṣ		prefixus
vṛṣ	prati-			1	prativṛṣ		prefixus
vṛṣ	saṃ-			1	saṃvṛṣ		prefixus
vṛṣ	saṃpra-			1	saṃpravṛṣ		prefixus
vṛṣ	vi-			1	vivṛṣ		prefixus
xarc		worship	1				semantics
xgṝ		invoke,praise	1				semantics
xsañj		attach	2				semantics
xstu		praise	1				semantics
yabh				1	yabh	1:1	prefixus+classfreq
yaj		sacrifice, worship	11	1	yaj	2:1877	prefixus+semantics+classfreq
yaj	abhi-			1	abhiyaj		prefixus
yaj	anu-			1	anuyaj		prefixus
yaj	ati-			1	atiyaj		prefixus
yaj	pra-			1	prayaj		prefixus
yaj	saṃ-			1	saṃyaj		prefixus
yakṣ						1:1	classfreq
yam		restrain	12	1	yam	6:661	prefixus+semantics+classfreq
yam	abhisaṃ-			1	abhisaṃyam		prefixus
yam	abhyud-			1	abhyudyam		prefixus
yam	abhyā-			1	abhyāyam		prefixus
yam	anupra-			1	anuprayam		prefixus
yam	atyā-			1	atyāyam		prefixus
yam	ni-			1	niyam		prefixus
yam	parini-			1	pariniyam		prefixus
yam	pra-			1	prayam		prefixus
yam	prati-			1	pratiyam		prefixus
yam	pratini-			1	pratiniyam		prefixus
yam	pratipra-			1	pratiprayam		prefixus
yam	sampra-			1	samprayam		prefixus
yam	samud-			1	samudyam		prefixus
yam	samā-			1	samāyam		prefixus
yam	saṃ-			1	saṃyam		prefixus
yam	saṃni-			1	saṃniyam		prefixus
yam	ud-	raise		1	udyam		prefixus+semantics
yam	upa-			1	upayam		prefixus
yam	upasaṃ-			1	upasaṃyam		prefixus
yam	upavyā-			1	upavyāyam		prefixus
yam	vini-			1	viniyam		prefixus
yam	vyā-			1	vyāyam		prefixus
yam	ā-			1	āyam		prefixus
yam	āpra-			1	āprayam		prefixus
yamay				1	yamay	10:31	prefixus+classfreq
yamay	ni-			1	niyamay		prefixus
yamay	saṃ-			1	saṃyamay		prefixus
yamay	ud-			1	udyamay		prefixus
yas						3:1	classfreq
yas	samā-			1	samāyas		prefixus
yas	ā-			1	āyas		prefixus
yat		endeavour	3	1	yat	1:509	prefixus+semantics+classfreq
yat	abhisaṃ-			1	abhisaṃyat		prefixus
yat	anvā-			1	anvāyat		prefixus
yat	parā-			1	parāyat		prefixus
yat	pra-			1	prayat		prefixus
yat	prati-			1	pratiyat		prefixus
yat	pratisaṃ-			1	pratisaṃyat		prefixus
yat	samā-			1	samāyat		prefixus
yat	saṃ-			1	saṃyat		prefixus
yat	vi-			1	viyat		prefixus
yat	ā-			1	āyat		prefixus
yavay						10:10	classfreq
yay	ā-			1	āyay		prefixus
yeṣ						1:2	classfreq
yodhay				1	yodhay	10:257	prefixus+classfreq
yodhay	anu-			1	anuyodhay		prefixus
yodhay	ni-			1	niyodhay		prefixus
yodhay	pra-			1	prayodhay		prefixus
yodhay	prati-			1	pratiyodhay		prefixus
yodhay	saṃ-			1	saṃyodhay		prefixus
yodhay	ā-			1	āyodhay		prefixus
yogīkṛ				1	yogīkṛ	8:2	prefixus+classfreq
yogīkṛ	pra-			1	prayogīkṛ		prefixus
yojakībhū	pra-			1	prayojakībhū		prefixus
yojay				1	yojay	10:924	prefixus+classfreq
yojay	abhi-			1	abhiyojay		prefixus
yojay	ati-			1	atiyojay		prefixus
yojay	ni-			1	niyojay		prefixus
yojay	pari-			1	pariyojay		prefixus
yojay	pra-			1	prayojay		prefixus
yojay	prati-			1	pratiyojay		prefixus
yojay	pratyabhi-			1	pratyabhiyojay		prefixus
yojay	samā-			1	samāyojay		prefixus
yojay	saṃ-			1	saṃyojay		prefixus
yojay	saṃni-			1	saṃniyojay		prefixus
yojay	saṃpra-			1	saṃprayojay		prefixus
yojay	ud-			1	udyojay		prefixus
yojay	upa-			1	upayojay		prefixus
yojay	vi-			1	viyojay		prefixus
yojay	vini-			1	viniyojay		prefixus
yojay	vipra-			1	viprayojay		prefixus
yojay	ā-			1	āyojay		prefixus
yopay						10:5	classfreq
yu						2:25|3:69	classfreq
yu	saṃ-			1	saṃyu		prefixus
yu	upasaṃ-			1	upasaṃyu		prefixus
yu	vi-			1	viyu		prefixus
yudh		fight	7	1	yudh	2:1183	prefixus+semantics+classfreq
yudh	abhi-			1	abhiyudh		prefixus
yudh	anu-			1	anuyudh		prefixus
yudh	ni-			1	niyudh		prefixus
yudh	pra-			1	prayudh		prefixus
yudh	prati-			1	pratiyudh		prefixus
yudh	sampra-			1	samprayudh		prefixus
yudh	saṃ-			1	saṃyudh		prefixus
yudh	ā-			1	āyudh		prefixus
yugalīkṛ				1	yugalīkṛ	8:2	prefixus+classfreq
yugmīkṛ				1	yugmīkṛ	8:1	prefixus+classfreq
yuj		engage	10	1	yuj	6:5142	prefixus+semantics+classfreq
yuj	abhi-			1	abhiyuj		prefixus
yuj	abhisaṃ-			1	abhisaṃyuj		prefixus
yuj	anu-			1	anuyuj		prefixus
yuj	anupra-			1	anuprayuj		prefixus
yuj	atyupa-			1	atyupayuj		prefixus
yuj	ni-			1	niyuj		prefixus
yuj	paryanu-			1	paryanuyuj		prefixus
yuj	pra-			1	prayuj		prefixus
yuj	pratisaṃ-			1	pratisaṃyuj		prefixus
yuj	pratyanu-			1	pratyanuyuj		prefixus
yuj	sampra-			1	samprayuj		prefixus
yuj	samud-			1	samudyuj		prefixus
yuj	samupa-			1	samupayuj		prefixus
yuj	samā-			1	samāyuj		prefixus
yuj	saṃ-			1	saṃyuj		prefixus
yuj	saṃni-			1	saṃniyuj		prefixus
yuj	ud-			1	udyuj		prefixus
yuj	upa-			1	upayuj		prefixus
yuj	upasaṃ-			1	upasaṃyuj		prefixus
yuj	vi-			1	viyuj		prefixus
yuj	vini-			1	viniyuj		prefixus
yuj	vipra-			1	viprayuj		prefixus
yuj	visaṃ-			1	visaṃyuj		prefixus
yuj	vyupa-			1	vyupayuj		prefixus
yuj	ā-			1	āyuj		prefixus
yup						4:5	classfreq
yā		go,attain	29	1	yā	2:5077	prefixus+semantics+classfreq
yā	abhi-			1	abhiyā		prefixus
yā	abhipra-			1	abhiprayā		prefixus
yā	abhisampra-			1	abhisamprayā		prefixus
yā	abhisamā-			1	abhisamāyā		prefixus
yā	abhyud-			1	abhyudyā		prefixus
yā	abhyupa-			1	abhyupayā		prefixus
yā	abhyā-			1	abhyāyā		prefixus
yā	anu-			1	anuyā		prefixus
yā	anupari-			1	anupariyā		prefixus
yā	anupra-			1	anuprayā		prefixus
yā	anusaṃ-			1	anusaṃyā		prefixus
yā	apa-			1	apayā		prefixus
yā	ati-			1	atiyā		prefixus
yā	ni-			1	niyā		prefixus
yā	pari-			1	pariyā		prefixus
yā	pra-			1	prayā		prefixus
yā	prati-			1	pratiyā		prefixus
yā	pratipra-			1	pratiprayā		prefixus
yā	pratyabhi-			1	pratyabhiyā		prefixus
yā	pratyapa-			1	pratyapayā		prefixus
yā	pratyud-			1	pratyudyā		prefixus
yā	pratyupa-			1	pratyupayā		prefixus
yā	pratyā-			1	pratyāyā		prefixus
yā	prā-			1	prāyā		prefixus
yā	sam-	meet					semantics
yā	samabhi-			1	samabhiyā		prefixus
yā	samanu-			1	samanuyā		prefixus
yā	samati-			1	samatiyā		prefixus
yā	sampra-			1	samprayā		prefixus
yā	samud-			1	samudyā		prefixus
yā	samupa-			1	samupayā		prefixus
yā	samā-			1	samāyā		prefixus
yā	saṃ-			1	saṃyā		prefixus
yā	saṃprati-			1	saṃpratiyā		prefixus
yā	ud-			1	udyā		prefixus
yā	upa-			1	upayā		prefixus
yā	vi-			1	viyā		prefixus
yā	vipra-			1	viprayā		prefixus
yā	vyapa-			1	vyapayā		prefixus
yā	vyati-			1	vyatiyā		prefixus
yā	ā-			1	āyā		prefixus
yāc				1	yāc	1:551	prefixus+classfreq
